run_id,phase,layout_source,correction_source,correction_detail,tag_delay_mode,tag_delay_value_mm,tag_solver,n_positions,n_frames,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_horiz_mm,rmse_horiz_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate,notes
20260617T193025,Phase5_transfer,L_Vicon,C_Vicon_cm,L_Vicon with C_Vicon_cm,D_LOO_CV,49.621,T4,24,28818,63.39153174722954,87.53675164243717,159.81769435321524,82.00394066723503,32.61016009539997,41.97655387060124,52.05445364277011,70.4458317439997,72.18075097832084,0.3994430937077503,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_V4,C_V4,L_V4 with C_V4,D0,0.0,T4,24,28818,72.68777814128809,135.06492827081772,171.49830647240591,109.84334268175988,37.42080435546383,47.94169861299928,61.87012199532967,98.82891006989236,129.3271311540153,0.6259907796910889,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
20260617T193025,Phase5_transfer,L_V5,C_V5,L_V5 with C_V5,D_LOO_CV,49.621,T4,24,28818,67.84873089032392,88.3776361829374,153.63462763650298,82.79872650778267,33.418877554303364,40.16715267860024,59.41663671427296,72.40323858091301,76.94273729548733,0.4133355941954716,0.0,transfer matrix static cell; D_sweep_opt is in-sample diagnostic
