row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L16:I1+I3+I7:T6,simulate_imu_prior,0.6802376679988811,,,,
R4:L16:I1+I3+I7:T6,cpu_golden,20.738155383995036,,,,
R4:L16:I1+I3+I7:T6,torch_gpu,2.2971130319929216,0,1,2.2971130319929216,2.2971130319929216
R4:L16:I1+I3+I7:T8,simulate_imu_prior,0.5906805599952349,,,,
R4:L16:I1+I3+I7:T8,cpu_golden,22.62454064100166,,,,
R4:L16:I1+I3+I7:T8,torch_gpu,2.0710407119913725,0,1,2.0710407119913725,2.0710407119913725
R4:L16:I1+I2+I3+I8:T6,simulate_imu_prior,0.5696951989957597,,,,
R4:L16:I1+I2+I3+I8:T6,cpu_golden,20.157860070990864,,,,
R4:L16:I1+I2+I3+I8:T6,torch_gpu,1.9901705139927799,0,1,1.9901705139927799,1.9901705139927799
R4:L16:I1+I2+I3+I8:T8,simulate_imu_prior,0.5882623530051205,,,,
R4:L16:I1+I2+I3+I8:T8,cpu_golden,20.29666484199697,,,,
R4:L16:I1+I2+I3+I8:T8,torch_gpu,2.0789911480096634,0,1,2.0789911480096634,2.0789911480096634
