capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.00038692807505673517,0.000608943653545144,0.0008634812623575242,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R01,BSDC91,1200,1200,0.0003346709239244504,0.0005521640861336769,0.0008460571033629434,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R02,BS2DCE,1201,1201,0.0003229146712372085,0.0005142970056288,0.0007472189956124564,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R02,BSDC91,1200,1200,0.00033232105883417614,0.0005668837961781533,0.0009210926637647461,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R03,BS2DCE,1200,1200,0.00043158612400095325,0.0006666679672621063,0.0008424265429739156,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R03,BSDC91,1200,1200,0.0003024545095824947,0.0004851866724971487,0.000732790988036526,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R04,BS2DCE,1200,1200,0.00036079600348139847,0.0005745738979651238,0.0007010089675012747,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R04,BSDC91,1200,1200,0.00032793902784590995,0.000587883469511176,0.0007315131181820055,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R05,BS2DCE,1200,1200,0.00030526813234380863,0.00046835156845984033,0.0006257725281832914,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R05,BSDC91,1201,1201,0.00030397523424097514,0.000534460821033678,0.0008249666240781514,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R06,BS2DCE,1200,1200,0.0003781371809637488,0.0005917291544471138,0.0008318910339658721,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R06,BSDC91,1201,1201,0.00037377028828514185,0.0006138980552663175,0.0010261317173306246,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R07,BS2DCE,1200,1200,0.00038298320881356273,0.000576424268838927,0.0007550276326462805,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R07,BSDC91,1201,1201,0.0004732048860992211,0.0007542612370909878,0.00098555736355927,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R08,BS2DCE,1201,1201,0.00040863938522307515,0.000611194876308298,0.0007784415074379272,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R08,BSDC91,1200,1200,0.0004377771057625069,0.0007296035378843112,0.0010801636222979793,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R09,BS2DCE,1200,1200,0.00024270754505228452,0.00035659083820097716,0.0004601628761469263,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R09,BSDC91,1200,1200,0.0003124250002370675,0.0004631596312689005,0.0006178089413068043,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R10,BS2DCE,1200,1200,0.0004691487114978046,0.0008248440573775517,0.0011199503836152964,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R10,BSDC91,1200,1200,0.0003428771092929049,0.0005992203310282987,0.0008584264904487218,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R11,BS2DCE,1201,1201,0.0003398356202722529,0.0004647719305808085,0.0006978137742701281,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R11,BSDC91,1200,1200,0.0003505319198618224,0.0005109799534309462,0.0006650253047361173,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R12,BS2DCE,1200,1200,0.00031828011351731203,0.0005135574448117906,0.0007313465023645318,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R12,BSDC91,1200,1200,0.0004109807811489413,0.0006918478467447324,0.0008764311784693953,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R13,BS2DCE,1201,1201,42.8708384409605,2.473018993436768,812.5960096902601,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R13,BSDC91,1200,1200,0.0002538474910323929,0.0003577460386130777,0.0004900090448597176,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R14,BS2DCE,1201,1201,0.0002698051605189003,0.0004551792578947172,0.0007245156449104542,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R14,BSDC91,1200,1200,0.00025573576738623425,0.0004815637774435047,0.0007391126217066757,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R15,BS2DCE,1200,1200,0.00030559138640618485,0.0004299070838193448,0.0005279855893044854,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R15,BSDC91,1200,1200,0.00030089524081501433,0.0004302418898451197,0.0006616325446627424,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R16,BS2DCE,1201,1201,0.000318906201364874,0.0005045465389105746,0.0006942056909350639,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R16,BSDC91,1200,1200,0.0003242593887497714,0.000580177371135886,0.0007735514830858273,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R17,BS2DCE,1201,1201,0.00027657709413492063,0.0004034938144855698,0.0005102646741194502,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R17,BSDC91,1200,1200,0.00026311529227651047,0.00039187587081589067,0.0005918248361490714,1.0,1.0,R4:L16:I1+I3+I7:T6,R4,L16,I1+I3+I7,T6,44.455125,1.35,True
R01,BS2DCE,1201,1201,0.0004064447401633755,0.0006515373553297413,0.0009398603619730943,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R01,BSDC91,1200,1200,0.00030115555966511503,0.0004989495439835821,0.000779232150128717,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R02,BS2DCE,1201,1201,0.0003417251761821566,0.0005933390977475062,0.0008224580926539684,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R02,BSDC91,1200,1200,0.00036026314649340106,0.000608034319019772,0.0007699256047016522,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R03,BS2DCE,1200,1200,0.00037769207739346284,0.0005973051968465278,0.0007403809184990261,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R03,BSDC91,1200,1200,0.0003220568754487354,0.0005261388084991304,0.0009633483712026648,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R04,BS2DCE,1200,1200,0.00037228806106926377,0.0005839121442349477,0.0008324484666565042,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R04,BSDC91,1200,1200,0.00035233335898255584,0.0006037791361852276,0.000806849868037177,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R05,BS2DCE,1200,1200,0.0003405924561819049,0.0005283114393817553,0.000669684217238473,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R05,BSDC91,1201,1201,0.0003356230801107416,0.0005607776868962238,0.0008081986687666498,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R06,BS2DCE,1200,1200,0.00039380904032778854,0.000654516129781272,0.001027059911929263,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R06,BSDC91,1201,1201,0.0003749619449088894,0.0006535726023879297,0.0008359474525691782,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
R07,BS2DCE,1200,1200,0.000345614197273358,0.00047199205657708673,0.0006925932828526471,1.0,1.0,R4:L16:I1+I3+I7:T8,R4,L16,I1+I3+I7,T8,64.972875,1.35,True
