experiment,layout_solver,layout_variant,delay_mode,tag_method,scale_source,tracks_ok,captures_ok,n_overlap_total,err3d_p50_track_median_mm,err3d_p95_track_median_mm,err3d_rmse_track_median_mm,err_horizontal_xz_p50_track_median_mm,err_horizontal_xz_p95_track_median_mm,err_vertical_y_p50_track_median_mm,err_vertical_y_p95_track_median_mm,turn_center_abs_error_3d_track_median_mm,turn_center_abs_error_3d_track_p95_mm,radius_error_abs_track_median_mm,radius_error_abs_track_p95_mm,axis_angle_abs_track_median_deg,residual_rms_track_median_mm,sample_weighted_err3d_p50_mm,sample_weighted_err3d_p95_mm,sample_weighted_err3d_rmse_mm,sample_weighted_horizontal_xz_p50_mm,sample_weighted_horizontal_xz_p95_mm,sample_weighted_vertical_y_p50_mm,sample_weighted_vertical_y_p95_mm
scale_to_vicon,v1-old,solver_similarity_scale_to_vicon,solver_delay,T4,all_anchor_similarity,34,17,40661,279.33150419509843,448.6451524526883,297.57175189763973,128.24737284694845,270.05724388500454,219.20400170549522,402.136265373808,85.8004796748404,142.2645102312123,200.1604873135447,256.68439574969125,8.10842796443503,176.07275551639742,,,,,,,
scale_to_vicon,v1-old,vicon_truth,vicon_inter_anchor_delaycal,T1,none_truth_anchor,34,17,40661,106.32135647937288,203.56188625992849,122.8959070840584,62.97660860425991,136.6334466617021,66.78972774226105,171.39480159860685,69.93962159357227,96.78431783337142,21.82490477840264,43.32039971435501,2.5192736269398823,81.37190450062131,,,,,,,
scale_to_vicon,v1-old,vicon_truth,vicon_inter_anchor_delaycal,T2,none_truth_anchor,34,17,40661,106.4781681240655,203.66674574806666,122.96721696787509,62.8804301262903,136.55762767368836,66.78972773765037,171.48217747975283,69.97179154372039,96.75495899428142,21.861088081693453,43.40356591661841,2.5139312188022536,81.3383275740098,,,,,,,
scale_to_vicon,v1-old,vicon_truth,vicon_inter_anchor_delaycal,T3,none_truth_anchor,34,17,40661,105.68940363090341,202.15741058166134,122.0423015528585,62.68209287715388,135.3459820677794,66.48265838802206,171.88519445861868,71.95911199221982,96.3497030406123,16.90006689253036,43.24367267881246,2.609556563996999,81.61070430658481,,,,,,,
scale_to_vicon,v1-old,vicon_truth,vicon_inter_anchor_delaycal,T4,none_truth_anchor,34,17,40661,105.58545344419056,200.43321386993455,121.94037510970881,62.254150867520465,137.17785740362655,67.48387197803979,172.02692172777375,69.83661956423366,97.74652686619305,18.206668877407964,38.613397951011585,2.4516730448801205,81.26876005364045,,,,,,,
scale_to_vicon,v2,original_rigid_no_scale,solver_delay,T1,rigid_no_scale,34,17,40661,110.84341787872627,231.56760678698572,133.30699561793517,67.01361425311933,169.43901273737302,70.69515217333134,186.06317482218788,77.10687990317741,95.86729765365482,54.296610423142255,103.56577839400117,2.2320222137321553,91.08438497598885,,,,,,,
scale_to_vicon,v2,original_rigid_no_scale,solver_delay,T2,rigid_no_scale,34,17,40661,110.91378263051911,231.93224741899084,133.1831608909772,67.12430423462158,170.12371020166393,70.22963439419394,186.08686901390757,77.11476910084842,95.91751765361785,54.22702053741975,103.52237914827033,2.2169871164329624,91.1329050195071,,,,,,,
scale_to_vicon,v2,original_rigid_no_scale,solver_delay,T3,rigid_no_scale,34,17,40661,113.53295514789912,234.73527044473258,136.46026408782188,65.69065767650407,167.72622704000815,68.21806968630894,185.3712855094217,78.78776236895682,101.3467010270352,51.87560844709634,105.0650262434146,2.1270914587927603,92.65563448119069,,,,,,,
scale_to_vicon,v2,original_rigid_no_scale,solver_delay,T4,rigid_no_scale,34,17,40661,110.43885226044222,236.95734002171244,136.16472142997551,63.517069134064684,164.472305452893,70.24839015927563,190.3081615842063,77.70675966981253,102.14035872398418,46.96563933217402,83.4092854731754,2.565248076617719,91.38661909535065,,,,,,,
scale_to_vicon,v2,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T1,all_anchor_similarity,34,17,40661,111.38527831580849,206.12400183312783,125.98038970247572,63.86772429134441,139.5755642583035,71.71242563958674,181.02140717985532,74.24363213224044,103.3423572643687,20.53756558908819,44.209390608543096,2.5264344097639415,82.4195088893187,,,,,,,
scale_to_vicon,v2,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T2,all_anchor_similarity,34,17,40661,111.594651311579,206.22095501460592,125.97260413551399,63.955139259823255,139.39968108965377,71.66694873261059,181.09812930996793,74.28066916273751,103.37436720261735,20.572752228143486,44.226985257021774,2.509366637482167,82.42470720802814,,,,,,,
scale_to_vicon,v2,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T3,all_anchor_similarity,34,17,40661,110.10833686112336,205.99035482675274,126.65628575595579,62.72766503421098,138.34609432150617,73.10366114305913,178.46017682216007,75.71631866010797,100.39362747786497,17.43243966737373,44.65523584855589,2.5776325514635485,82.84502930810349,,,,,,,
scale_to_vicon,v2,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T4,all_anchor_similarity,34,17,40661,111.70266497514507,206.62646765293627,126.98432573162769,63.53631574228412,139.70171825656013,72.20436071513922,180.24870705583797,73.57854361778791,106.42981730543814,17.865061661240446,41.94428377054044,2.4433890058185512,82.21864488974398,,,,,,,
scale_to_vicon,v2,solver_similarity_scale_to_vicon,solver_delay,T1,all_anchor_similarity,34,17,40661,282.92162498333096,475.635220883546,307.041057534441,157.23607277028984,307.5096515135109,211.8348911495866,405.8551308515771,86.66311558902962,153.12713013839112,228.45433364748078,292.69496804901416,6.6516253887441446,181.08307923131576,,,,,,,
scale_to_vicon,v2,solver_similarity_scale_to_vicon,solver_delay,T2,all_anchor_similarity,34,17,40661,282.83186337470056,474.0252862409196,306.56419668269245,157.36668185781997,306.5166490575163,211.83564546894883,409.76024198192533,86.68781829815455,153.29882971661198,228.2958217847385,292.43081144633015,6.6510053616491565,181.04197975012187,,,,,,,
scale_to_vicon,v2,solver_similarity_scale_to_vicon,solver_delay,T3,all_anchor_similarity,34,17,40661,300.0756665425191,554.5862259344831,351.6655617034687,161.36164505348847,333.93877214981774,220.52050808466765,484.68783934344435,118.36618634384087,276.32436719586485,175.7456943544677,236.14502783557353,6.791077572229173,200.71408877240316,,,,,,,
scale_to_vicon,v2,solver_similarity_scale_to_vicon,solver_delay,T4,all_anchor_similarity,34,17,40661,270.7901840359034,451.230281603928,291.8896855400018,140.85627893951258,282.61805012149983,195.48612184550566,396.1639379873351,94.87900739732473,149.839952083824,181.69417633398496,232.1900443997791,7.448536102560547,179.9254025234241,,,,,,,
scale_to_vicon,v2,vicon_truth,vicon_inter_anchor_delaycal,T1,none_truth_anchor,34,17,40661,106.32135647937288,203.56188625992849,122.8959070840584,62.97660860425991,136.6334466617021,66.78972774226105,171.39480159860685,69.93962159357227,96.78431783337142,21.82490477840264,43.32039971435501,2.5192736269398823,81.37190450062131,,,,,,,
scale_to_vicon,v2,vicon_truth,vicon_inter_anchor_delaycal,T2,none_truth_anchor,34,17,40661,106.4781681240655,203.66674574806666,122.96721696787509,62.8804301262903,136.55762767368836,66.78972773765037,171.48217747975283,69.97179154372039,96.75495899428142,21.861088081693453,43.40356591661841,2.5139312188022536,81.3383275740098,,,,,,,
scale_to_vicon,v2,vicon_truth,vicon_inter_anchor_delaycal,T3,none_truth_anchor,34,17,40661,105.68940363090341,202.15741058166134,122.0423015528585,62.68209287715388,135.3459820677794,66.48265838802206,171.88519445861868,71.95911199221982,96.3497030406123,16.90006689253036,43.24367267881246,2.609556563996999,81.61070430658481,,,,,,,
scale_to_vicon,v2,vicon_truth,vicon_inter_anchor_delaycal,T4,none_truth_anchor,34,17,40661,105.58545344419056,200.43321386993455,121.94037510970881,62.254150867520465,137.17785740362655,67.48387197803979,172.02692172777375,69.83661956423366,97.74652686619305,18.206668877407964,38.613397951011585,2.4516730448801205,81.26876005364045,,,,,,,
scale_to_vicon,v3-full,original_rigid_no_scale,solver_delay,T1,rigid_no_scale,34,17,40661,122.15764789015361,270.68637960287623,153.7552133775373,65.81944032726153,169.4572237109785,73.93740448367572,211.99919286079088,70.1614144631227,96.42375613640229,80.95560686765407,120.12289848915715,4.017716116715087,103.92076697266145,,,,,,,
scale_to_vicon,v3-full,original_rigid_no_scale,solver_delay,T2,rigid_no_scale,34,17,40661,121.99524252841405,270.16332086357534,153.43495853641588,65.90110630781749,170.4073425645483,73.95425145707196,212.27932125444903,70.08666094840126,96.3935384667295,80.85877674994038,120.14128368887447,4.038289862069611,103.92122823457038,,,,,,,
scale_to_vicon,v3-full,original_rigid_no_scale,solver_delay,T3,rigid_no_scale,34,17,40661,120.03913705505994,270.0877646297733,151.22131365550456,66.32559858498595,169.87190690005815,74.53679300645527,220.4100454319596,75.37192597842906,99.20784706050782,74.7264799130111,115.58941593425924,4.382862472082127,106.39309650347656,,,,,,,
scale_to_vicon,v3-full,original_rigid_no_scale,solver_delay,T4,rigid_no_scale,34,17,40661,117.36551936158955,273.46955955052704,149.68167612009856,63.49849224494812,172.8301871078791,71.57583685042067,224.30288155078836,70.12821615798185,99.13058991098853,59.389085744029614,101.323762487904,4.615836449910599,104.1389654620192,,,,,,,
scale_to_vicon,v3-full,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T1,all_anchor_similarity,34,17,40661,110.92931226270218,211.2812588081935,127.53352215457545,62.82743715274215,149.07659590775097,72.62506650275287,182.62231675313632,81.65036804000438,107.9994080080991,18.44441174414294,46.31264054428724,2.5813933197235226,82.19072528366334,,,,,,,
scale_to_vicon,v3-full,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T2,all_anchor_similarity,34,17,40661,110.93055023772445,210.13478144557752,127.49105875859638,62.816570819546335,149.67398573692452,72.79743684395288,181.99790206761315,81.72298242395803,107.9282573813998,18.487593551836056,46.26141144379637,2.5770438463865313,82.1652875362876,,,,,,,
scale_to_vicon,v3-full,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T3,all_anchor_similarity,34,17,40661,109.03422546182347,208.04986732466713,125.80235332152424,63.49297476453287,146.2009968638986,73.21501564423804,177.67232782247942,83.97183568387226,104.6204048927109,13.768723897865783,44.96306105648272,2.643874748229088,82.6785237858025,,,,,,,
scale_to_vicon,v3-full,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T4,all_anchor_similarity,34,17,40661,110.86738759580868,208.08147528839422,127.73628606635737,62.386831484690774,147.08370279345985,72.93671987243461,178.73365512002414,81.99899400916033,110.77556848702778,14.491914010536647,42.150546499170005,2.6403593388971727,82.22044815439074,,,,,,,
scale_to_vicon,v3-full,solver_similarity_scale_to_vicon,solver_delay,T1,all_anchor_similarity,34,17,40661,235.33342622390882,414.4983724666123,253.97762603505154,119.17382470656494,247.97007131775695,169.32823545673847,350.7688374997573,71.59787492645759,129.5720196905094,184.07242152920776,255.67744868395187,7.440967461377663,154.82461441905753,,,,,,,
scale_to_vicon,v3-full,solver_similarity_scale_to_vicon,solver_delay,T2,all_anchor_similarity,34,17,40661,234.91946484363237,411.1042111532735,253.9634939309018,119.04544448325925,247.76008614420437,169.120411073239,348.3982678458856,71.74894676971861,129.51756735669005,183.96667888042992,255.439542826639,7.415383664345181,154.8039728373271,,,,,,,
scale_to_vicon,v3-full,solver_similarity_scale_to_vicon,solver_delay,T3,all_anchor_similarity,34,17,40661,242.92314800493926,472.18217539051034,269.0151254987763,132.0705617776859,279.1484268369458,166.22905341662596,384.5244654020165,83.30980862311654,217.16653022729625,158.29590022491234,243.0722612870255,7.37327570916122,161.05411399109911,,,,,,,
scale_to_vicon,v3-full,solver_similarity_scale_to_vicon,solver_delay,T4,all_anchor_similarity,34,17,40661,221.2930771661775,392.0180965736463,243.0451947009434,104.48058174397195,242.77832806002618,146.96020043807928,332.24128771081075,69.37390945107997,113.4402650060152,149.6672578854586,195.26116453488382,7.671840571783899,152.60591390638905,,,,,,,
scale_to_vicon,v3-full,vicon_truth,vicon_inter_anchor_delaycal,T1,none_truth_anchor,34,17,40661,106.32135647937288,203.56188625992849,122.8959070840584,62.97660860425991,136.6334466617021,66.78972774226105,171.39480159860685,69.93962159357227,96.78431783337142,21.82490477840264,43.32039971435501,2.5192736269398823,81.37190450062131,,,,,,,
scale_to_vicon,v3-full,vicon_truth,vicon_inter_anchor_delaycal,T2,none_truth_anchor,34,17,40661,106.4781681240655,203.66674574806666,122.96721696787509,62.8804301262903,136.55762767368836,66.78972773765037,171.48217747975283,69.97179154372039,96.75495899428142,21.861088081693453,43.40356591661841,2.5139312188022536,81.3383275740098,,,,,,,
scale_to_vicon,v3-full,vicon_truth,vicon_inter_anchor_delaycal,T3,none_truth_anchor,34,17,40661,105.68940363090341,202.15741058166134,122.0423015528585,62.68209287715388,135.3459820677794,66.48265838802206,171.88519445861868,71.95911199221982,96.3497030406123,16.90006689253036,43.24367267881246,2.609556563996999,81.61070430658481,,,,,,,
scale_to_vicon,v3-full,vicon_truth,vicon_inter_anchor_delaycal,T4,none_truth_anchor,34,17,40661,105.58545344419056,200.43321386993455,121.94037510970881,62.254150867520465,137.17785740362655,67.48387197803979,172.02692172777375,69.83661956423366,97.74652686619305,18.206668877407964,38.613397951011585,2.4516730448801205,81.26876005364045,,,,,,,
scale_to_vicon,v3-lite,original_rigid_no_scale,solver_delay,T1,rigid_no_scale,34,17,40661,110.99378021152201,231.4661829657913,133.4627026443327,67.20500603466338,170.41249973328019,70.49545047695929,186.4720732925437,76.81512520819112,96.01569993661779,54.33612429210788,103.71239996564856,2.2400397497791618,91.20841434072673,,,,,,,
scale_to_vicon,v3-lite,original_rigid_no_scale,solver_delay,T2,rigid_no_scale,34,17,40661,111.17485846655931,232.17938746067097,133.339127292145,67.09505944490273,170.6935764021767,70.41687744178526,187.4521762299931,76.82427563112364,96.06423487730477,54.2667301011158,103.66988226839483,2.2247519895489307,91.26786296500869,,,,,,,
scale_to_vicon,v3-lite,original_rigid_no_scale,solver_delay,T3,rigid_no_scale,34,17,40661,113.42101054895582,235.21578904187965,136.73532600746842,65.93078921372147,168.55355495865513,67.97929869904121,185.96650853875548,78.86730564557594,101.65128190905193,51.97164848222934,105.19880935365262,2.1832472127538587,92.84731083592837,,,,,,,
scale_to_vicon,v3-lite,original_rigid_no_scale,solver_delay,T4,rigid_no_scale,34,17,40661,110.3861069355857,237.1334896958266,136.27886994719864,63.860411570771525,165.2284248792012,70.50768269903165,190.12366017258418,78.00077914101433,102.39361574889742,47.016942877435156,83.4848874805313,2.572915396579119,91.50636732695965,,,,,,,
scale_to_vicon,v3-lite,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T1,all_anchor_similarity,34,17,40661,111.59244107093201,206.04555206723523,125.91997658630834,63.99504989467596,139.65214955630296,71.7261234433314,180.8246866913338,74.27313259770597,103.29180179384747,20.648814913241438,44.198904039497314,2.527758992053762,82.30944872951,,,,,,,
scale_to_vicon,v3-lite,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T2,all_anchor_similarity,34,17,40661,111.74287975548044,206.09191946317574,125.91124922219188,63.97429200788349,139.2376436086862,71.70327966262258,180.9060122076104,74.30964921755717,103.3233372172042,20.683781043779902,44.21634975922899,2.511624920128707,82.31010774210074,,,,,,,
scale_to_vicon,v3-lite,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T3,all_anchor_similarity,34,17,40661,110.18041420342992,206.08395120300065,126.70433415438458,62.713174781589565,138.26400468484053,73.21284842317073,178.37704424885231,75.72128369272957,100.37612190639052,17.44111039040297,44.652100138455054,2.5684300836755853,82.77057168583144,,,,,,,
scale_to_vicon,v3-lite,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T4,all_anchor_similarity,34,17,40661,111.84851515509077,206.68604202916333,126.90978725082248,63.60394313561649,139.57394515337884,72.11238973814537,180.35609994947464,73.59221981011491,106.42619718585892,17.89271425256996,41.994131284250116,2.4530429650730263,82.08341701470648,,,,,,,
scale_to_vicon,v3-lite,solver_similarity_scale_to_vicon,solver_delay,T1,all_anchor_similarity,34,17,40661,282.722962662859,475.5287542957284,307.04518460046813,157.6242868569302,307.38029222146804,211.0265290750624,405.70051426441603,86.73749129859542,153.0329153075874,228.39302342032818,291.8070321036136,6.651801530367265,181.0227585039294,,,,,,,
scale_to_vicon,v3-lite,solver_similarity_scale_to_vicon,solver_delay,T2,all_anchor_similarity,34,17,40661,282.6280104026455,473.608257493109,306.56482690610727,157.68441764951578,306.6962634740468,210.894280374172,409.81438553695347,86.75841568580103,153.19258994857404,228.2333654571769,291.62207992140065,6.653309069882571,180.96222125230423,,,,,,,
scale_to_vicon,v3-lite,solver_similarity_scale_to_vicon,solver_delay,T3,all_anchor_similarity,34,17,40661,299.9761270603163,554.7921841883032,352.6197024442546,161.8049109451612,334.38799679847875,219.78978140861543,484.259174363249,118.55768240242597,276.10636756101866,175.40202215982455,236.42978999864354,6.769266437767113,200.9738774092068,,,,,,,
scale_to_vicon,v3-lite,solver_similarity_scale_to_vicon,solver_delay,T4,all_anchor_similarity,34,17,40661,270.9182974776753,451.16231584676603,291.7513164477284,141.20474875837598,283.28995795756634,194.6512685245355,395.9998620860639,95.34710694322135,150.25750733952103,181.32063007097764,231.95576419047197,7.438600737116225,179.9959093482359,,,,,,,
scale_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,T1,none_truth_anchor,34,17,40661,106.32135647937288,203.56188625992849,122.8959070840584,62.97660860425991,136.6334466617021,66.78972774226105,171.39480159860685,69.93962159357227,96.78431783337142,21.82490477840264,43.32039971435501,2.5192736269398823,81.37190450062131,,,,,,,
scale_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,T2,none_truth_anchor,34,17,40661,106.4781681240655,203.66674574806666,122.96721696787509,62.8804301262903,136.55762767368836,66.78972773765037,171.48217747975283,69.97179154372039,96.75495899428142,21.861088081693453,43.40356591661841,2.5139312188022536,81.3383275740098,,,,,,,
scale_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,T3,none_truth_anchor,34,17,40661,105.68940363090341,202.15741058166134,122.0423015528585,62.68209287715388,135.3459820677794,66.48265838802206,171.88519445861868,71.95911199221982,96.3497030406123,16.90006689253036,43.24367267881246,2.609556563996999,81.61070430658481,,,,,,,
scale_to_vicon,v3-lite,vicon_truth,vicon_inter_anchor_delaycal,T4,none_truth_anchor,34,17,40661,105.58545344419056,200.43321386993455,121.94037510970881,62.254150867520465,137.17785740362655,67.48387197803979,172.02692172777375,69.83661956423366,97.74652686619305,18.206668877407964,38.613397951011585,2.4516730448801205,81.26876005364045,,,,,,,
scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,T1,rigid_no_scale,34,17,40661,106.67280147164698,233.56252945336018,132.9164237041894,67.75056825509893,168.43427723866972,62.55071074689067,182.0752255456982,69.07051423040235,88.9764099826745,61.645936592837586,108.33701567136363,2.3859674211243327,92.72816280322957,,,,,,,
scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,T2,rigid_no_scale,34,17,40661,106.46086507500394,232.4799376531903,132.6799873719622,67.65040601854906,168.0902130507073,62.38100943859325,181.64280044267542,68.96561413189532,88.90392639560956,61.73850293681244,108.27384844624332,2.384210462694715,92.72745829729742,,,,,,,
scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,T3,rigid_no_scale,34,17,40661,110.02996334840398,236.02684371758335,135.6143989820174,68.68346785898375,171.5050541241722,60.578668915807,189.13940930852527,71.35217788947449,92.53648645704779,58.186024072604056,108.773928123421,2.5053497352183216,93.62904464992225,,,,,,,
scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,T4,rigid_no_scale,34,17,40661,105.8378472084251,231.80213799547795,132.82973798910882,65.50527566978016,167.4720908295782,63.8492328397455,187.38314568290053,69.13009495766488,93.33946784047012,51.26326937027795,89.32580005453882,2.5533379646763996,92.57407996975425,,,,,,,
scale_to_vicon,v4-io,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T1,all_anchor_similarity,34,17,40661,109.77775260354072,205.26452635410425,124.22415537415063,64.06043800888713,140.9194915603009,70.2089195334766,176.35644735212725,72.92457818622873,102.327679279258,22.614279547941663,43.72527388802196,2.413917594536072,81.55547171914917,,,,,,,
scale_to_vicon,v4-io,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T2,all_anchor_similarity,34,17,40661,109.92045296524955,203.98949706569684,124.14696177313871,63.89245058362937,140.64475792777603,70.21657974147229,176.38195848670398,72.87969255299751,102.33285803463774,22.683289630917102,43.67556024853189,2.405293155421945,81.52008914215384,,,,,,,
scale_to_vicon,v4-io,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T3,all_anchor_similarity,34,17,40661,107.75630585657032,204.03653893920364,125.72816931642635,62.93818705530227,139.56010686943046,72.28257854621717,175.80384000437496,78.03759616514094,98.65303081344057,19.154703077166147,43.415509351796715,2.4852752391859587,82.09584470178316,,,,,,,
scale_to_vicon,v4-io,solver_similarity_scale_to_vicon,scaled_layout_inter_anchor_delaycal,T4,all_anchor_similarity,34,17,40661,110.50368257403018,200.7083769132019,125.7255834823104,63.80795528568696,139.5323020519587,69.50781233890541,176.54631896422873,71.33256496662833,104.71682064598171,18.636902194680317,41.699914384953246,2.460131687022171,81.25854068969784,107.68179187688538,207.96216618655131,127.75628339746346,62.85757509799076,145.69708410145554,68.65419470835445,179.43517169678944
scale_to_vicon,v4-io,solver_similarity_scale_to_vicon,solver_delay,T1,all_anchor_similarity,34,17,40661,220.49875942471516,382.945835742815,247.65827275979922,128.66323633910235,261.7628995117791,146.6502233727681,336.43051934364837,76.80089498929826,126.47802347314489,171.83913179793657,232.52493736173292,5.821552946328598,150.79470422656692,,,,,,,
scale_to_vicon,v4-io,solver_similarity_scale_to_vicon,solver_delay,T2,all_anchor_similarity,34,17,40661,220.24903198673445,382.54251294246524,247.07839943639812,128.72017771056005,261.5967401280403,146.81950680040273,336.75198798895303,76.83215292580134,126.68948280079002,171.44456765869515,232.68055876383423,5.807663617172626,150.69522482790615,,,,,,,
scale_to_vicon,v4-io,solver_similarity_scale_to_vicon,solver_delay,T3,all_anchor_similarity,34,17,40661,223.8414989441019,410.5949840787133,265.28820561660575,136.31513545676336,294.0484583092074,142.50897487778616,336.58100752206997,86.42961463624732,170.0412343271122,158.88271700921047,221.20377124688426,4.763740774891666,159.15639666361594,,,,,,,
scale_to_vicon,v4-io,solver_similarity_scale_to_vicon,solver_delay,T4,all_anchor_similarity,34,17,40661,209.16034609589298,382.3150117651706,230.33981666653307,115.04158011646598,247.04355825154386,142.48433619544448,327.3417402559287,76.80624891569241,127.01690589275302,144.94357001193802,192.29416926028216,5.576237948337841,149.20087164945218,,,,,,,
scale_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,T1,none_truth_anchor,34,17,40661,106.32135647937288,203.56188625992849,122.8959070840584,62.97660860425991,136.6334466617021,66.78972774226105,171.39480159860685,69.93962159357227,96.78431783337142,21.82490477840264,43.32039971435501,2.5192736269398823,81.37190450062131,,,,,,,
