host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
0.252296,1777241397.440024,625,,BSF66F,,0,ok,3389,3389,100,5,0
0.252296,1777241397.440024,625,,BSF66F,,1,ok,2738,2738,100,5,0
0.252296,1777241397.440024,625,,BSF66F,,2,ok,2461,2461,80,4,1
0.409586,1777241397.597314,626,,BSF66F,,4,ok,3251,3251,100,6,0
0.409586,1777241397.597314,626,,BSF66F,,5,ok,2510,2510,100,6,0
0.663272,1777241397.851,627,,BSF66F,,0,ok,3316,3316,100,6,0
0.667036,1777241397.854764,627,,BSF66F,,1,ok,2799,2799,100,6,0
0.667036,1777241397.854764,627,,BSF66F,,2,ok,2460,2460,83,5,1
0.667036,1777241397.854764,627,,BSF66F,,3,ok,3188,3188,100,6,0
0.791903,1777241397.979631,628,,BSF66F,,4,ok,3143,3143,100,7,0
0.791903,1777241397.979631,628,,BSF66F,,5,ok,2510,2510,100,7,0
0.791903,1777241397.979631,628,,BSF66F,,6,ok,2437,2437,100,7,0
1.076747,1777241398.264475,629,,BSF66F,,0,ok,3385,3385,100,7,0
1.076747,1777241398.264475,629,,BSF66F,,1,ok,2806,2806,100,7,0
1.203191,1777241398.390919,630,,BSF66F,,4,ok,3180,3180,100,8,0
1.206773,1777241398.394501,630,,BSF66F,,5,ok,2485,2485,100,8,0
1.206773,1777241398.394501,630,,BSF66F,,6,ok,2467,2467,100,8,0
1.206773,1777241398.394501,630,,BSF66F,,7,ok,3194,3194,100,8,0
1.383606,1777241398.571334,631,,BSF66F,,0,ok,3343,3343,100,8,0
1.383606,1777241398.571334,631,,BSF66F,,1,ok,2790,2790,100,8,0
1.383606,1777241398.571334,631,,BSF66F,,2,ok,2433,2433,87,7,1
1.594375,1777241398.782103,632,,BSF66F,,4,ok,3209,3209,100,9,0
1.594375,1777241398.782103,632,,BSF66F,,5,ok,2487,2487,100,9,0
1.849793,1777241399.037521,633,,BSF66F,,0,ok,3352,3352,100,9,0
1.849822,1777241399.03755,633,,BSF66F,,1,ok,2788,2788,100,9,0
1.849822,1777241399.03755,633,,BSF66F,,2,ok,2436,2436,88,8,1
1.849822,1777241399.03755,633,,BSF66F,,3,ok,3158,3158,100,9,0
1.999289,1777241399.187017,634,,BSF66F,,4,ok,3166,3166,100,10,0
1.999289,1777241399.187017,634,,BSF66F,,5,ok,2543,2543,100,10,0
1.999289,1777241399.187017,634,,BSF66F,,6,ok,2465,2465,100,10,0
2.262028,1777241399.449756,635,,BSF66F,,0,ok,3360,3360,100,10,0
2.262028,1777241399.449756,635,,BSF66F,,1,ok,2787,2787,100,10,0
2.410659,1777241399.598387,636,,BSF66F,,4,ok,3178,3178,100,11,0
2.414352,1777241399.60208,636,,BSF66F,,5,ok,2527,2527,100,11,0
2.414352,1777241399.60208,636,,BSF66F,,6,ok,2462,2462,100,11,0
2.414352,1777241399.60208,636,,BSF66F,,7,ok,3139,3139,100,11,0
2.644471,1777241399.832199,637,,BSF66F,,0,ok,3387,3387,100,11,0
2.644471,1777241399.832199,637,,BSF66F,,1,ok,2751,2751,100,11,0
2.644471,1777241399.832199,637,,BSF66F,,2,ok,2425,2425,90,10,1
2.801651,1777241399.989379,638,,BSF66F,,4,ok,3220,3220,100,12,0
2.801651,1777241399.989379,638,,BSF66F,,5,ok,2517,2517,100,12,0
3.003331,1777241400.191059,639,,BSF66F,,0,ok,3420,3420,100,12,0
3.056851,1777241400.244579,639,,BSF66F,,1,ok,2782,2782,100,12,0
3.056851,1777241400.244579,639,,BSF66F,,2,ok,2463,2463,91,11,1
3.056851,1777241400.244579,639,,BSF66F,,3,ok,3162,3162,100,12,0
3.236807,1777241400.424535,640,,BSF66F,,4,ok,3168,3168,100,13,0
3.236807,1777241400.424535,640,,BSF66F,,5,ok,2479,2479,100,13,0
3.236807,1777241400.424535,640,,BSF66F,,6,ok,2457,2457,100,13,0
3.439357,1777241400.627085,641,,BSF66F,,0,ok,3325,3325,100,13,0
3.439357,1777241400.627085,641,,BSF66F,,1,ok,2775,2775,100,13,0
3.595598,1777241400.783326,642,,BSF66F,,4,ok,3134,3134,100,14,0
3.599286,1777241400.787014,642,,BSF66F,,5,ok,2512,2512,100,14,0
3.599286,1777241400.787014,642,,BSF66F,,6,ok,2483,2483,100,14,0
3.599286,1777241400.787014,642,,BSF66F,,7,ok,3143,3143,100,14,0
3.851795,1777241401.039523,643,,BSF66F,,0,ok,3359,3359,100,14,0
3.851795,1777241401.039523,643,,BSF66F,,1,ok,2757,2757,100,14,0
3.851795,1777241401.039523,643,,BSF66F,,2,ok,2465,2465,92,13,1
4.009076,1777241401.196804,644,,BSF66F,,4,ok,3220,3220,100,15,0
4.009076,1777241401.196804,644,,BSF66F,,5,ok,2498,2498,100,15,0
4.240629,1777241401.428357,645,,BSF66F,,0,ok,3313,3313,100,15,0
4.244216,1777241401.431944,645,,BSF66F,,1,ok,2769,2769,100,15,0
4.244216,1777241401.431944,645,,BSF66F,,2,ok,2481,2481,93,14,1
4.244216,1777241401.431944,645,,BSF66F,,3,ok,3122,3122,100,15,0
4.391689,1777241401.579417,646,,BSF66F,,4,ok,3212,3212,100,16,0
4.391689,1777241401.579417,646,,BSF66F,,5,ok,2490,2490,100,16,0
4.391689,1777241401.579417,646,,BSF66F,,6,ok,2464,2464,100,16,0
4.600984,1777241401.788712,647,,BSF66F,,0,ok,3356,3356,100,16,0
4.600984,1777241401.788712,647,,BSF66F,,1,ok,2794,2794,100,16,0
4.803368,1777241401.991096,648,,BSF66F,,4,ok,3106,3106,100,17,0
4.806555,1777241401.994283,648,,BSF66F,,5,ok,2504,2504,100,17,0
4.806555,1777241401.994283,648,,BSF66F,,6,ok,2477,2477,100,17,0
4.806555,1777241401.994283,648,,BSF66F,,7,ok,3144,3144,100,17,0
5.05789,1777241402.245618,649,,BSF66F,,0,ok,3372,3372,100,17,0
5.05789,1777241402.245618,649,,BSF66F,,1,ok,2798,2798,100,17,0
5.05789,1777241402.245618,649,,BSF66F,,2,ok,2468,2468,94,16,1
5.193977,1777241402.381705,650,,BSF66F,,4,ok,3181,3181,100,18,0
5.193977,1777241402.381705,650,,BSF66F,,5,ok,2471,2471,100,18,0
5.449746,1777241402.637474,651,,BSF66F,,0,ok,3346,3346,100,18,0
5.449823,1777241402.637551,651,,BSF66F,,1,ok,2765,2765,100,18,0
5.449823,1777241402.637551,651,,BSF66F,,2,ok,2418,2418,94,17,1
5.449823,1777241402.637551,651,,BSF66F,,3,ok,3140,3140,100,18,0
5.599309,1777241402.787037,652,,BSF66F,,4,ok,3100,3100,100,19,0
5.599309,1777241402.787037,652,,BSF66F,,5,ok,2491,2491,100,19,0
5.599309,1777241402.787037,652,,BSF66F,,6,ok,2457,2457,100,19,0
5.861763,1777241403.049491,653,,BSF66F,,0,ok,3403,3403,100,19,0
5.861763,1777241403.049491,653,,BSF66F,,1,ok,2788,2788,100,19,0
6.01056,1777241403.198288,654,,BSF66F,,4,ok,3196,3196,100,20,0
6.013915,1777241403.201643,654,,BSF66F,,5,ok,2476,2476,100,20,0
6.013915,1777241403.201643,654,,BSF66F,,6,ok,2448,2448,100,20,0
6.013915,1777241403.201643,654,,BSF66F,,7,ok,3127,3127,100,20,0
6.190827,1777241403.378555,655,,BSF66F,,0,ok,3352,3352,100,20,0
6.190827,1777241403.378555,655,,BSF66F,,1,ok,2787,2787,100,20,0
6.190827,1777241403.378555,655,,BSF66F,,2,ok,2457,2457,95,19,1
6.401585,1777241403.589313,656,,BSF66F,,4,ok,3235,3235,100,21,0
6.401585,1777241403.589313,656,,BSF66F,,5,ok,2486,2486,100,21,0
6.657349,1777241403.845077,657,,BSF66F,,0,ok,3353,3353,100,21,0
6.657377,1777241403.845105,657,,BSF66F,,1,ok,2804,2804,100,21,0
6.657377,1777241403.845105,657,,BSF66F,,2,ok,2393,2393,95,20,1
6.657377,1777241403.845105,657,,BSF66F,,3,ok,3121,3121,100,21,0
6.836539,1777241404.024267,658,,BSF66F,,4,ok,3147,3147,100,22,0
6.836539,1777241404.024267,658,,BSF66F,,5,ok,2448,2448,100,22,0
6.836539,1777241404.024267,658,,BSF66F,,6,ok,2494,2494,100,22,0
7.069369,1777241404.257097,659,,BSF66F,,0,ok,3385,3385,100,22,0
7.069369,1777241404.257097,659,,BSF66F,,1,ok,2800,2800,100,22,0
7.195513,1777241404.383241,660,,BSF66F,,4,ok,3112,3112,100,23,0
7.198954,1777241404.386682,660,,BSF66F,,5,ok,2493,2493,100,23,0
7.198954,1777241404.386682,660,,BSF66F,,6,ok,2471,2471,100,23,0
7.198954,1777241404.386682,660,,BSF66F,,7,ok,3128,3128,100,23,0
7.450466,1777241404.638194,661,,BSF66F,,0,ok,3332,3332,100,23,0
7.450466,1777241404.638194,661,,BSF66F,,1,ok,2770,2770,100,23,0
7.450466,1777241404.638194,661,,BSF66F,,2,ok,2415,2415,95,22,1
7.608906,1777241404.796634,662,,BSF66F,,4,ok,3125,3125,100,24,0
7.608906,1777241404.796634,662,,BSF66F,,5,ok,2512,2512,100,24,0
7.788474,1777241404.976202,663,,BSF66F,,0,ok,3386,3386,100,24,0
7.864344,1777241405.052072,663,,BSF66F,,1,ok,2775,2775,100,24,0
7.864344,1777241405.052072,663,,BSF66F,,2,ok,2483,2483,95,23,1
7.864344,1777241405.052072,663,,BSF66F,,3,ok,3157,3157,100,24,0
7.99166,1777241405.179388,664,,BSF66F,,4,ok,3222,3222,100,25,0
7.99166,1777241405.179388,664,,BSF66F,,5,ok,2555,2555,100,25,0
7.99166,1777241405.179388,664,,BSF66F,,6,ok,2470,2470,100,25,0
8.27632,1777241405.464048,665,,BSF66F,,0,ok,3384,3384,100,25,0
8.27632,1777241405.464048,665,,BSF66F,,1,ok,2781,2781,100,25,0
8.402853,1777241405.590581,666,,BSF66F,,4,ok,3211,3211,100,26,0
8.406731,1777241405.594459,666,,BSF66F,,5,ok,2486,2486,100,26,0
8.406731,1777241405.594459,666,,BSF66F,,6,ok,2488,2488,100,26,0
8.406731,1777241405.594459,666,,BSF66F,,7,ok,3113,3113,100,26,0
8.657904,1777241405.845632,667,,BSF66F,,0,ok,3411,3411,100,26,0
8.657904,1777241405.845632,667,,BSF66F,,1,ok,2792,2792,100,26,0
8.657904,1777241405.845632,667,,BSF66F,,2,ok,2445,2445,96,25,1
8.79396,1777241405.981688,668,,BSF66F,,4,ok,3176,3176,100,27,0
8.79396,1777241405.981688,668,,BSF66F,,5,ok,2496,2496,100,27,0
9.047902,1777241406.23563,669,,BSF66F,,0,ok,3330,3330,100,27,0
9.051342,1777241406.23907,669,,BSF66F,,1,ok,2804,2804,100,27,0
9.051342,1777241406.23907,669,,BSF66F,,2,ok,2459,2459,96,26,1
9.051342,1777241406.23907,669,,BSF66F,,3,ok,3126,3126,100,27,0
9.199051,1777241406.386779,670,,BSF66F,,4,ok,3186,3186,100,28,0
9.199051,1777241406.386779,670,,BSF66F,,5,ok,2535,2535,100,28,0
9.199051,1777241406.386779,670,,BSF66F,,6,ok,2478,2478,100,28,0
9.408041,1777241406.595769,671,,BSF66F,,0,ok,3379,3379,100,28,0
9.408041,1777241406.595769,671,,BSF66F,,1,ok,2797,2797,100,28,0
9.587811,1777241406.775539,672,,BSF66F,,4,ok,3092,3092,100,29,0
9.591465,1777241406.779193,672,,BSF66F,,5,ok,2486,2486,100,29,0
9.591465,1777241406.779193,672,,BSF66F,,6,ok,2462,2462,100,29,0
9.591465,1777241406.779193,672,,BSF66F,,7,ok,3141,3141,100,29,0
9.843925,1777241407.031653,673,,BSF66F,,0,ok,3403,3403,100,29,0
9.843925,1777241407.031653,673,,BSF66F,,1,ok,2762,2762,100,29,0
9.843925,1777241407.031653,673,,BSF66F,,2,ok,2432,2432,96,28,1
