host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
0.890839,1777207423.364223,23,,BS2DCE,,cal_roto,5,A,ok,ok,3157,3157,0,0,100,100
0.890897,1777207423.364281,23,,BS2DCE,,cal_roto,5,B,ok,ok,2947,2947,0,0,100,100
0.913083,1777207423.386467,23,,BS2DCE,,cal_roto,5,C,ok,ok,3092,3092,0,0,100,100
0.913145,1777207423.386529,23,,BS2DCE,,cal_roto,5,D,ok,ok,2673,2673,0,0,100,100
0.916233,1777207423.389617,23,,BS2DCE,,cal_roto,5,E,ok,ok,3074,3074,0,0,100,100
0.91632,1777207423.389704,23,,BS2DCE,,cal_roto,5,F,ok,ok,2975,2975,0,0,100,100
0.91848,1777207423.391864,23,,BS2DCE,,cal_roto,5,G,ok,ok,3184,3184,0,0,100,100
1.018853,1777207423.492237,24,,BS2DCE,,cal_roto,5,B,ok,ok,2919,2919,0,0,100,100
1.018959,1777207423.492343,24,,BS2DCE,,cal_roto,5,D,ok,ok,2695,2695,0,0,100,100
1.02147,1777207423.494854,24,,BS2DCE,,cal_roto,5,E,ok,ok,3057,3057,0,0,100,100
1.021577,1777207423.494961,24,,BS2DCE,,cal_roto,5,G,ok,ok,3200,3200,0,0,100,100
1.222229,1777207423.695613,25,,BS2DCE,,cal_roto,5,B,ok,ok,2932,2932,0,0,100,100
1.225003,1777207423.698387,25,,BS2DCE,,cal_roto,5,D,ok,ok,2675,2675,0,0,100,100
1.22507,1777207423.698454,25,,BS2DCE,,cal_roto,5,E,ok,ok,2970,2970,0,0,100,100
1.251234,1777207423.724618,25,,BS2DCE,,cal_roto,5,G,ok,ok,3174,3174,0,0,100,100
1.430163,1777207423.903547,26,,BS2DCE,,cal_roto,5,D,ok,ok,2644,2644,0,0,100,100
1.430239,1777207423.903623,26,,BS2DCE,,cal_roto,5,B,ok,ok,2970,2970,0,0,100,100
1.43311,1777207423.906494,26,,BS2DCE,,cal_roto,5,E,ok,ok,3006,3006,0,0,100,100
1.433175,1777207423.906559,26,,BS2DCE,,cal_roto,5,G,ok,ok,3166,3166,0,0,100,100
1.63544,1777207424.108824,27,,BS2DCE,,cal_roto,5,D,ok,ok,2633,2633,0,0,100,100
1.638314,1777207424.111698,27,,BS2DCE,,cal_roto,5,B,ok,ok,2953,2953,0,0,100,100
1.638363,1777207424.111747,27,,BS2DCE,,cal_roto,5,E,ok,ok,2986,2986,0,0,100,100
1.662701,1777207424.136085,27,,BS2DCE,,cal_roto,5,G,ok,ok,3174,3174,0,0,100,100
1.843467,1777207424.316851,28,,BS2DCE,,cal_roto,5,B,ok,ok,2954,2954,0,0,100,100
1.843533,1777207424.316917,28,,BS2DCE,,cal_roto,5,D,ok,ok,2666,2666,0,0,100,100
1.846856,1777207424.32024,28,,BS2DCE,,cal_roto,5,E,ok,ok,3019,3019,0,0,100,100
1.846943,1777207424.320327,28,,BS2DCE,,cal_roto,5,G,ok,ok,3170,3170,0,0,100,100
2.027025,1777207424.500409,29,,BS2DCE,,cal_roto,5,B,ok,ok,2955,2955,0,0,100,100
2.029838,1777207424.503222,29,,BS2DCE,,cal_roto,5,D,ok,ok,2655,2655,0,0,100,100
2.046091,1777207424.519475,29,,BS2DCE,,cal_roto,5,G,ok,ok,3162,3162,0,0,100,100
2.046156,1777207424.51954,29,,BS2DCE,,cal_roto,5,E,ok,ok,2980,2980,0,0,100,100
2.205001,1777207424.678385,30,,BS2DCE,,cal_roto,5,B,ok,ok,2953,2953,0,0,100,100
2.207695,1777207424.681079,30,,BS2DCE,,cal_roto,5,D,ok,ok,2664,2664,0,0,100,100
2.207747,1777207424.681131,30,,BS2DCE,,cal_roto,5,G,ok,ok,3171,3171,0,0,100,100
2.22569,1777207424.699074,30,,BS2DCE,,cal_roto,5,E,ok,ok,3041,3041,0,0,100,100
2.407155,1777207424.880539,31,,BS2DCE,,cal_roto,5,B,ok,ok,2972,2972,0,0,100,100
2.410058,1777207424.883442,31,,BS2DCE,,cal_roto,5,D,ok,ok,2673,2673,0,0,100,100
2.410107,1777207424.883491,31,,BS2DCE,,cal_roto,5,E,ok,ok,2930,2930,0,0,100,100
2.458076,1777207424.93146,31,,BS2DCE,,cal_roto,5,G,ok,ok,3184,3184,0,0,100,100
2.617414,1777207425.090798,32,,BS2DCE,,cal_roto,5,B,ok,ok,2969,2969,0,0,100,100
2.620128,1777207425.093512,32,,BS2DCE,,cal_roto,5,D,ok,ok,2690,2690,0,0,100,100
2.620179,1777207425.093563,32,,BS2DCE,,cal_roto,5,E,ok,ok,2930,2930,0,0,100,100
2.637609,1777207425.110993,32,,BS2DCE,,cal_roto,5,G,ok,ok,3161,3161,0,0,100,100
2.819876,1777207425.29326,33,,BS2DCE,,cal_roto,5,B,ok,ok,2955,2955,0,0,100,100
2.822398,1777207425.295782,33,,BS2DCE,,cal_roto,5,D,ok,ok,2664,2664,0,0,100,100
2.822466,1777207425.29585,33,,BS2DCE,,cal_roto,5,E,ok,ok,2924,2924,0,0,100,100
2.840612,1777207425.313996,33,,BS2DCE,,cal_roto,5,G,ok,ok,3158,3158,0,0,100,100
3.021956,1777207425.49534,34,,BS2DCE,,cal_roto,5,D,ok,ok,2666,2666,0,0,100,100
3.024988,1777207425.498372,34,,BS2DCE,,cal_roto,5,B,ok,ok,2936,2936,0,0,100,100
3.02506,1777207425.498444,34,,BS2DCE,,cal_roto,5,E,ok,ok,2965,2965,0,0,100,100
3.050251,1777207425.523635,34,,BS2DCE,,cal_roto,5,G,ok,ok,3182,3182,0,0,100,100
3.204809,1777207425.678193,35,,BS2DCE,,cal_roto,5,D,ok,ok,2660,2660,0,0,100,100
3.206573,1777207425.679957,35,,BS2DCE,,cal_roto,5,B,ok,ok,2960,2960,0,0,100,100
3.231159,1777207425.704543,35,,BS2DCE,,cal_roto,5,E,ok,ok,2947,2947,0,0,100,100
3.231234,1777207425.704618,35,,BS2DCE,,cal_roto,5,G,ok,ok,3186,3186,0,0,100,100
3.412221,1777207425.885605,36,,BS2DCE,,cal_roto,5,B,ok,ok,2938,2938,0,0,100,100
3.415076,1777207425.88846,36,,BS2DCE,,cal_roto,5,D,ok,ok,2697,2697,0,0,100,100
3.415141,1777207425.888525,36,,BS2DCE,,cal_roto,5,E,ok,ok,3031,3031,0,0,100,100
3.433076,1777207425.90646,36,,BS2DCE,,cal_roto,5,G,ok,ok,3164,3164,0,0,100,100
3.614687,1777207426.088071,37,,BS2DCE,,cal_roto,5,B,ok,ok,2956,2956,0,0,100,100
3.61758,1777207426.090964,37,,BS2DCE,,cal_roto,5,D,ok,ok,2641,2641,0,0,100,100
3.617658,1777207426.091042,37,,BS2DCE,,cal_roto,5,G,ok,ok,3171,3171,0,0,100,100
3.642938,1777207426.116322,37,,BS2DCE,,cal_roto,5,E,ok,ok,2951,2951,0,0,100,100
3.827259,1777207426.300643,38,,BS2DCE,,cal_roto,5,B,ok,ok,2970,2970,0,0,100,100
3.829249,1777207426.302633,38,,BS2DCE,,cal_roto,5,D,ok,ok,2678,2678,0,0,100,100
3.846015,1777207426.319399,38,,BS2DCE,,cal_roto,5,G,ok,ok,3144,3144,0,0,100,100
3.846082,1777207426.319466,38,,BS2DCE,,cal_roto,5,E,ok,ok,2934,2934,0,0,100,100
4.004884,1777207426.478268,39,,BS2DCE,,cal_roto,5,B,ok,ok,2960,2960,0,0,100,100
4.007286,1777207426.48067,39,,BS2DCE,,cal_roto,5,D,ok,ok,2679,2679,0,0,100,100
4.007352,1777207426.480736,39,,BS2DCE,,cal_roto,5,E,ok,ok,2950,2950,0,0,100,100
4.025624,1777207426.499008,39,,BS2DCE,,cal_roto,5,G,ok,ok,3177,3177,0,0,100,100
4.205886,1777207426.67927,40,,BS2DCE,,cal_roto,5,B,ok,ok,2940,2940,0,0,100,100
4.205963,1777207426.679347,40,,BS2DCE,,cal_roto,5,D,ok,ok,2679,2679,0,0,100,100
4.208978,1777207426.682362,40,,BS2DCE,,cal_roto,5,E,ok,ok,3006,3006,0,0,100,100
4.20904,1777207426.682424,40,,BS2DCE,,cal_roto,5,G,ok,ok,3171,3171,0,0,100,100
4.419483,1777207426.892867,41,,BS2DCE,,cal_roto,5,B,ok,ok,2948,2948,0,0,100,100
4.423169,1777207426.896553,41,,BS2DCE,,cal_roto,5,D,ok,ok,2681,2681,0,0,100,100
4.438675,1777207426.912059,41,,BS2DCE,,cal_roto,5,E,ok,ok,2991,2991,0,0,100,100
4.438723,1777207426.912107,41,,BS2DCE,,cal_roto,5,G,ok,ok,3154,3154,0,0,100,100
4.619462,1777207427.092846,42,,BS2DCE,,cal_roto,5,D,ok,ok,2690,2690,0,0,100,100
4.622653,1777207427.096037,42,,BS2DCE,,cal_roto,5,B,ok,ok,2953,2953,0,0,100,100
4.622702,1777207427.096086,42,,BS2DCE,,cal_roto,5,E,ok,ok,2912,2912,0,0,100,100
4.64056,1777207427.113944,42,,BS2DCE,,cal_roto,5,G,ok,ok,3172,3172,0,0,100,100
4.822092,1777207427.295476,43,,BS2DCE,,cal_roto,5,D,ok,ok,2700,2700,0,0,100,100
4.825087,1777207427.298471,43,,BS2DCE,,cal_roto,5,B,ok,ok,2980,2980,0,0,100,100
4.825155,1777207427.298539,43,,BS2DCE,,cal_roto,5,E,ok,ok,2982,2982,0,0,100,100
4.850472,1777207427.323856,43,,BS2DCE,,cal_roto,5,G,ok,ok,3144,3144,0,0,100,100
5.008445,1777207427.481829,44,,BS2DCE,,cal_roto,5,B,ok,ok,2910,2910,0,0,100,100
5.008491,1777207427.481875,44,,BS2DCE,,cal_roto,5,D,ok,ok,2634,2634,0,0,100,100
5.031109,1777207427.504493,44,,BS2DCE,,cal_roto,5,E,ok,ok,2974,2974,0,0,100,100
5.031157,1777207427.504541,44,,BS2DCE,,cal_roto,5,G,ok,ok,3164,3164,0,0,100,100
5.212258,1777207427.685642,45,,BS2DCE,,cal_roto,5,B,ok,ok,2957,2957,0,0,100,100
5.215277,1777207427.688661,45,,BS2DCE,,cal_roto,5,D,ok,ok,2673,2673,0,0,100,100
5.215344,1777207427.688728,45,,BS2DCE,,cal_roto,5,G,ok,ok,3189,3189,0,0,100,100
5.233017,1777207427.706401,45,,BS2DCE,,cal_roto,5,E,ok,ok,2976,2976,0,0,100,100
5.414433,1777207427.887817,46,,BS2DCE,,cal_roto,5,B,ok,ok,2963,2963,0,0,100,100
5.417127,1777207427.890511,46,,BS2DCE,,cal_roto,5,D,ok,ok,2684,2684,0,0,100,100
5.417203,1777207427.890587,46,,BS2DCE,,cal_roto,5,G,ok,ok,3163,3163,0,0,100,100
5.442939,1777207427.916323,46,,BS2DCE,,cal_roto,5,E,ok,ok,2959,2959,0,0,100,100
5.627138,1777207428.100522,47,,BS2DCE,,cal_roto,5,B,ok,ok,2953,2953,0,0,100,100
5.629922,1777207428.103306,47,,BS2DCE,,cal_roto,5,D,ok,ok,2676,2676,0,0,100,100
5.645801,1777207428.119185,47,,BS2DCE,,cal_roto,5,E,ok,ok,2948,2948,0,0,100,100
5.645853,1777207428.119237,47,,BS2DCE,,cal_roto,5,G,ok,ok,3159,3159,0,0,100,100
5.80366,1777207428.277044,48,,BS2DCE,,cal_roto,5,B,ok,ok,2923,2923,0,0,100,100
5.803736,1777207428.27712,48,,BS2DCE,,cal_roto,5,D,ok,ok,2680,2680,0,0,100,100
5.805401,1777207428.278785,48,,BS2DCE,,cal_roto,5,E,ok,ok,2940,2940,0,0,100,100
5.825358,1777207428.298742,48,,BS2DCE,,cal_roto,5,G,ok,ok,3161,3161,0,0,100,100
6.006761,1777207428.480145,49,,BS2DCE,,cal_roto,5,B,ok,ok,2946,2946,0,0,100,100
6.009837,1777207428.483221,49,,BS2DCE,,cal_roto,5,D,ok,ok,2671,2671,0,0,100,100
6.009887,1777207428.483271,49,,BS2DCE,,cal_roto,5,E,ok,ok,2958,2958,0,0,100,100
6.057953,1777207428.531337,49,,BS2DCE,,cal_roto,5,G,ok,ok,3169,3169,0,0,100,100
6.21936,1777207428.692744,50,,BS2DCE,,cal_roto,5,D,ok,ok,2662,2662,0,0,100,100
6.221335,1777207428.694719,50,,BS2DCE,,cal_roto,5,B,ok,ok,2946,2946,0,0,100,100
6.238436,1777207428.71182,50,,BS2DCE,,cal_roto,5,E,ok,ok,2938,2938,0,0,100,100
6.2391,1777207428.712484,50,,BS2DCE,,cal_roto,5,G,ok,ok,3183,3183,0,0,100,100
6.420853,1777207428.894237,51,,BS2DCE,,cal_roto,5,D,ok,ok,2660,2660,0,0,100,100
6.422254,1777207428.895638,51,,BS2DCE,,cal_roto,5,B,ok,ok,2917,2917,0,0,100,100
6.422319,1777207428.895703,51,,BS2DCE,,cal_roto,5,E,ok,ok,2961,2961,0,0,100,100
