capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,200,200,0.000284461191910848,0.00047340983243848576,0.0005673513425709947,1.0,1.0,R2:L0:I0:T6,R2,L0,I0,T6,45.0,1.0,False
R01,BSDC91,200,200,0.00032784688531532823,0.000541665166956245,0.0006138612278366674,1.0,1.0,R2:L0:I0:T6,R2,L0,I0,T6,45.0,1.0,False
R01,BS2DCE,200,200,0.00047076391201176967,0.0008133465462234407,0.0010000586564874127,1.0,1.0,R2:L2:I3:T6,R2,L2,I3,T6,100.88000000000001,1.0,False
R01,BSDC91,200,200,0.00043520542211243813,0.0007596158804738096,0.0011104199669574567,1.0,1.0,R2:L2:I3:T6,R2,L2,I3,T6,100.88000000000001,1.0,False
