row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L5:I3:T6,simulate_imu_prior,0.6162606040015817,,,,
R2:L5:I3:T6,cpu_golden,22.92625829100143,,,,
R2:L5:I3:T6,torch_gpu,3.019768821002799,0,1,3.019768821002799,3.019768821002799
R2:L5:I3:T8,simulate_imu_prior,0.6141500179946888,,,,
R2:L5:I3:T8,cpu_golden,21.054857587994775,,,,
R2:L5:I3:T8,torch_gpu,2.239782828008174,0,1,2.239782828008174,2.239782828008174
R2:L5:I4:T6,simulate_imu_prior,0.6360488820064347,,,,
R2:L5:I4:T6,cpu_golden,21.194720216997666,,,,
R2:L5:I4:T6,torch_gpu,2.2386554690019693,0,1,2.2386554690019693,2.2386554690019693
R2:L5:I4:T8,simulate_imu_prior,0.6036732200009283,,,,
R2:L5:I4:T8,cpu_golden,21.682895260004443,,,,
R2:L5:I4:T8,torch_gpu,2.6800316980079515,0,1,2.6800316980079515,2.6800316980079515
