host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
73.495,1777919752.474734,9210371,23893,H,7,0xa107,0xb101,0xe1,15062,7,1767,124,6499,20
78.595,1777919757.574221,9215471,23894,H,7,0xa107,0xb101,0xe1,16142,7,1744,119,5791,20
79.394,1777919758.373741,9216270,23895,H,7,0xa107,0xb101,0xe1,16545,7,1941,124,6274,20
79.994,1777919758.973940,9216870,23896,H,7,0xa107,0xb101,0xe1,14826,7,1575,118,3509,20
80.394,1777919759.373840,9217270,23897,H,7,0xa107,0xb101,0xe1,16339,7,1886,123,6919,20
80.994,1777919759.973906,9217871,23898,H,7,0xa107,0xb101,0xe1,15895,7,1805,122,4513,20
81.394,1777919760.373841,9218270,23899,H,7,0xa107,0xb101,0xe1,16335,7,1855,122,4641,20
81.994,1777919760.973836,9218871,23900,H,7,0xa107,0xb101,0xe1,16639,7,1952,124,5969,20
82.394,1777919761.373816,9219270,23901,H,7,0xa107,0xb101,0xe1,15966,7,1873,124,4139,20
82.594,1777919761.573709,9219471,23902,H,7,0xa107,0xb101,0xe1,13104,6,476,69,2003,20
82.994,1777919761.973617,9219870,23903,H,7,0xa107,0xb101,0xe1,16056,7,1764,120,6136,20
83.394,1777919762.373458,9220270,23904,H,7,0xa107,0xb101,0xe1,15748,7,1673,118,6270,20
83.994,1777919762.973485,9220870,23905,H,7,0xa107,0xb101,0xe1,16200,7,1692,117,6109,20
84.394,1777919763.373421,9221270,23906,H,7,0xa107,0xb101,0xe1,16857,7,1852,120,6423,20
84.994,1777919763.973382,9221870,23907,H,7,0xa107,0xb101,0xe1,15983,7,1875,124,6522,20
85.394,1777919764.373268,9222270,23908,H,7,0xa107,0xb101,0xe1,16203,7,1810,121,5806,20
85.994,1777919764.973320,9222870,23909,H,7,0xa107,0xb101,0xe1,15318,7,1797,124,6836,20
86.394,1777919765.373227,9223270,23910,H,7,0xa107,0xb101,0xe1,16238,7,1784,120,3735,20
87.394,1777919766.373193,9224270,23911,H,7,0xa107,0xb101,0xe1,16767,7,1967,124,5476,20
87.994,1777919766.973251,9224870,23912,H,7,0xa107,0xb101,0xe1,16449,7,1718,117,5474,20
88.394,1777919767.373098,9225270,23913,H,7,0xa107,0xb101,0xe1,16440,7,1717,117,4860,20
88.994,1777919767.973134,9225870,23914,H,7,0xa107,0xb101,0xe1,15722,7,1642,117,6643,20
89.298,1777919768.277233,9226175,23915,H,7,0xa107,0xb101,0xe1,11769,6,190,46,2416,20
89.993,1777919768.972695,9226870,23916,H,7,0xa107,0xb101,0xe1,15688,7,1695,119,5981,20
90.494,1777919769.473083,9227370,23917,H,7,0xa107,0xb101,0xe1,16294,7,1731,118,6090,20
91.393,1777919770.372562,9228270,23918,H,7,0xa107,0xb101,0xe1,16423,7,1865,122,6659,20
91.993,1777919770.972603,9228870,23919,H,7,0xa107,0xb101,0xe1,15655,7,1635,117,5420,20
92.393,1777919771.372555,9229270,23920,H,7,0xa107,0xb101,0xe1,16010,7,1848,123,5910,20
