start,parameter_index,parameter_name,unit,value,lower_bound,upper_bound,normalized_bound_clearance,raw_robust_gradient,scaled_gradient,projected_gradient,near_bound,gradient_direction_relative_to_bound,active_mask
0,67,yaw_drift:upper_arm_L:knot_8,rad,-0.0017723570937399449,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-5.7278578231206856e-05,-5.7278578231206856e-05,-5.7278578231206856e-05,False,INTERIOR_UNBOUNDED,0.0
0,68,yaw_drift:upper_arm_L:knot_9,rad,-0.0003484041137983826,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,8.510583634903542e-05,8.510583634903542e-05,8.510583634903542e-05,False,INTERIOR_UNBOUNDED,0.0
0,69,yaw_drift:upper_arm_L:knot_10,rad,0.0004345137133197044,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-2.7943647219187424e-05,-2.7943647219187424e-05,-2.7943647219187424e-05,False,INTERIOR_UNBOUNDED,0.0
0,70,yaw_drift:upper_arm_L:knot_11,rad,0.0007678445801660803,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-1.4713943049644851e-05,-1.4713943049644851e-05,-1.4713943049644851e-05,False,INTERIOR_UNBOUNDED,0.0
0,71,yaw_drift:upper_arm_L:knot_12,rad,0.0008201486191386578,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,1.7771713974344683e-05,1.7771713974344683e-05,1.7771713974344683e-05,False,INTERIOR_UNBOUNDED,0.0
0,72,yaw_drift:upper_arm_L:knot_13,rad,0.0007197720185915994,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-5.2525215666942085e-06,-5.2525215666942085e-06,-5.2525215666942085e-06,False,INTERIOR_UNBOUNDED,0.0
0,73,yaw_drift:upper_arm_L:knot_14,rad,0.0005523250412005183,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-2.7545372004895985e-06,-2.7545372004895985e-06,-2.7545372004895985e-06,False,INTERIOR_UNBOUNDED,0.0
0,74,yaw_drift:upper_arm_L:knot_15,rad,0.00036577976589161494,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,1.8466773273138198e-06,1.8466773273138198e-06,1.8466773273138198e-06,False,INTERIOR_UNBOUNDED,0.0
0,75,yaw_drift:upper_arm_R:knot_1,rad,-0.0044987249470734795,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,3.771567791410746e-07,3.771567791410746e-07,3.771567791410746e-07,False,INTERIOR_UNBOUNDED,0.0
0,76,yaw_drift:upper_arm_R:knot_2,rad,-0.006040698183449175,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-1.6648111195172177e-08,-1.6648111195172177e-08,-1.6648111195172177e-08,False,INTERIOR_UNBOUNDED,0.0
0,77,yaw_drift:upper_arm_R:knot_3,rad,-0.0058383895598822805,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-3.867591313877483e-08,-3.867591313877483e-08,-3.867591313877483e-08,False,INTERIOR_UNBOUNDED,0.0
0,78,yaw_drift:upper_arm_R:knot_4,rad,-0.00478748416474183,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,1.8270298655920225e-08,1.8270298655920225e-08,1.8270298655920225e-08,False,INTERIOR_UNBOUNDED,0.0
0,79,yaw_drift:upper_arm_R:knot_5,rad,-0.0034783633635026593,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,1.975403244453e-08,1.975403244453e-08,1.975403244453e-08,False,INTERIOR_UNBOUNDED,0.0
0,80,yaw_drift:upper_arm_R:knot_6,rad,-0.0022512651748106613,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-1.7209062709577783e-08,-1.7209062709577783e-08,-1.7209062709577783e-08,False,INTERIOR_UNBOUNDED,0.0
0,81,yaw_drift:upper_arm_R:knot_7,rad,-0.0012647093816471838,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,1.644460387306701e-09,1.644460387306701e-09,1.644460387306701e-09,False,INTERIOR_UNBOUNDED,0.0
0,82,yaw_drift:upper_arm_R:knot_8,rad,-0.0005596008009682606,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,4.843853276814691e-09,4.843853276814691e-09,4.843853276814691e-09,False,INTERIOR_UNBOUNDED,0.0
0,83,yaw_drift:upper_arm_R:knot_9,rad,-0.00011076897684756812,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-3.894285840956753e-09,-3.894285840956753e-09,-3.894285840956753e-09,False,INTERIOR_UNBOUNDED,0.0
0,84,yaw_drift:upper_arm_R:knot_10,rad,0.00013619307254373518,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,7.948762863196901e-10,7.948762863196901e-10,7.948762863196901e-10,False,INTERIOR_UNBOUNDED,0.0
0,85,yaw_drift:upper_arm_R:knot_11,rad,0.00024147916596320478,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,7.088744660710411e-10,7.088744660710411e-10,7.088744660710411e-10,False,INTERIOR_UNBOUNDED,0.0
0,86,yaw_drift:upper_arm_R:knot_12,rad,0.0002581674819256039,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-1.0350399222598672e-09,-1.0350399222598672e-09,-1.0350399222598672e-09,False,INTERIOR_UNBOUNDED,0.0
0,87,yaw_drift:upper_arm_R:knot_13,rad,0.00022672002988535265,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,2.4137858031791914e-10,2.4137858031791914e-10,2.4137858031791914e-10,False,INTERIOR_UNBOUNDED,0.0
0,88,yaw_drift:upper_arm_R:knot_14,rad,0.00017411084494672486,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,2.6430162398949353e-10,2.6430162398949353e-10,2.6430162398949353e-10,False,INTERIOR_UNBOUNDED,0.0
0,89,yaw_drift:upper_arm_R:knot_15,rad,0.00011546899416731574,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-5.222090663538348e-11,-5.222090663538348e-11,-5.222090663538348e-11,False,INTERIOR_UNBOUNDED,0.0
0,90,yaw_drift:forearm_L:knot_1,rad,-0.009841400182658127,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,0.00014081230282270152,0.00014081230282270152,0.00014081230282270152,False,INTERIOR_UNBOUNDED,0.0
0,91,yaw_drift:forearm_L:knot_2,rad,-0.013208021969874263,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-9.980961408917466e-06,-9.980961408917466e-06,-9.980961408917466e-06,False,INTERIOR_UNBOUNDED,0.0
0,92,yaw_drift:forearm_L:knot_3,rad,-0.01276195447037202,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,3.7578673858368328e-06,3.7578673858368328e-06,3.7578673858368328e-06,False,INTERIOR_UNBOUNDED,0.0
0,93,yaw_drift:forearm_L:knot_4,rad,-0.01046283535450837,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-1.0017621654007103e-06,-1.0017621654007103e-06,-1.0017621654007103e-06,False,INTERIOR_UNBOUNDED,0.0
0,94,yaw_drift:forearm_L:knot_5,rad,-0.007600631293083653,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,6.602525504245671e-07,6.602525504245671e-07,6.602525504245671e-07,False,INTERIOR_UNBOUNDED,0.0
0,95,yaw_drift:forearm_L:knot_6,rad,-0.004918461125009561,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-2.246336158473472e-07,-2.246336158473472e-07,-2.246336158473472e-07,False,INTERIOR_UNBOUNDED,0.0
0,96,yaw_drift:forearm_L:knot_7,rad,-0.0027624353760795453,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,4.798756158413964e-08,4.798756158413964e-08,4.798756158413964e-08,False,INTERIOR_UNBOUNDED,0.0
0,97,yaw_drift:forearm_L:knot_8,rad,-0.0012217227771047592,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,1.026612840831359e-07,1.026612840831359e-07,1.026612840831359e-07,False,INTERIOR_UNBOUNDED,0.0
0,98,yaw_drift:forearm_L:knot_9,rad,-0.0002411618027806049,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,3.159719941941974e-08,3.159719941941974e-08,3.159719941941974e-08,False,INTERIOR_UNBOUNDED,0.0
0,99,yaw_drift:forearm_L:knot_10,rad,0.00029824067643288504,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-1.2440722563233919e-08,-1.2440722563233919e-08,-1.2440722563233919e-08,False,INTERIOR_UNBOUNDED,0.0
0,100,yaw_drift:forearm_L:knot_11,rad,0.0005280748298601239,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-1.3724501938573719e-08,-1.3724501938573719e-08,-1.3724501938573719e-08,False,INTERIOR_UNBOUNDED,0.0
0,101,yaw_drift:forearm_L:knot_12,rad,0.0005643465604081962,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-1.9451752686881763e-08,-1.9451752686881763e-08,-1.9451752686881763e-08,False,INTERIOR_UNBOUNDED,0.0
0,102,yaw_drift:forearm_L:knot_13,rad,0.0004954712235764565,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-1.4770634747425515e-08,-1.4770634747425515e-08,-1.4770634747425515e-08,False,INTERIOR_UNBOUNDED,0.0
0,103,yaw_drift:forearm_L:knot_14,rad,0.00038037946759931113,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,-3.103501240719897e-09,-3.103501240719897e-09,-3.103501240719897e-09,False,INTERIOR_UNBOUNDED,0.0
0,104,yaw_drift:forearm_L:knot_15,rad,0.00025211595302537674,UNBOUNDED,UNBOUNDED,NOT_APPLICABLE_UNBOUNDED,1.6256536342768024e-09,1.6256536342768024e-09,1.6256536342768024e-09,False,INTERIOR_UNBOUNDED,0.0
