start,factor_id,action,parameter_block,gradient_norm,signed_projection_on_total
0,drift_prior:pelvis,GLOBAL,DRIFT:torso,0.0,0.0
0,drift_prior:pelvis,GLOBAL,DRIFT:upper_arm_L,0.0,0.0
0,drift_prior:pelvis,GLOBAL,DRIFT:upper_arm_R,0.0,0.0
0,drift_prior:pelvis,GLOBAL,DRIFT:forearm_L,0.0,0.0
0,drift_prior:pelvis,GLOBAL,DRIFT:forearm_R,0.0,0.0
0,drift_prior:pelvis,GLOBAL,DRIFT:thigh_L,0.0,0.0
0,drift_prior:pelvis,GLOBAL,DRIFT:thigh_R,0.0,0.0
0,drift_prior:pelvis,GLOBAL,DRIFT:shank_L,0.0,0.0
0,drift_prior:pelvis,GLOBAL,DRIFT:shank_R,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,AXIS:pelvis,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,HEADING:pelvis,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,AXIS:torso,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,HEADING:torso,0.0,-0.0
0,drift_smooth:pelvis,GLOBAL,AXIS:upper_arm_L,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,HEADING:upper_arm_L,0.0,-0.0
0,drift_smooth:pelvis,GLOBAL,AXIS:upper_arm_R,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,HEADING:upper_arm_R,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,AXIS:forearm_L,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,HEADING:forearm_L,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,AXIS:forearm_R,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,HEADING:forearm_R,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,AXIS:thigh_L,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,HEADING:thigh_L,0.0,-0.0
0,drift_smooth:pelvis,GLOBAL,AXIS:thigh_R,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,HEADING:thigh_R,0.0,-0.0
0,drift_smooth:pelvis,GLOBAL,AXIS:shank_L,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,HEADING:shank_L,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,AXIS:shank_R,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,HEADING:shank_R,0.0,-0.0
0,drift_smooth:pelvis,GLOBAL,DRIFT:pelvis,7.54316985259886,7.483703009707442
0,drift_smooth:pelvis,GLOBAL,DRIFT:torso,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,DRIFT:upper_arm_L,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,DRIFT:upper_arm_R,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,DRIFT:forearm_L,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,DRIFT:forearm_R,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,DRIFT:thigh_L,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,DRIFT:thigh_R,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,DRIFT:shank_L,0.0,0.0
0,drift_smooth:pelvis,GLOBAL,DRIFT:shank_R,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,AXIS:pelvis,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,HEADING:pelvis,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,AXIS:torso,71.17502078851481,-67.99477617844965
0,static:torso:initial_still_attempt2,initial_still_attempt2,HEADING:torso,0.0011126961813049071,-0.0011126961813049071
0,static:torso:initial_still_attempt2,initial_still_attempt2,AXIS:upper_arm_L,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,HEADING:upper_arm_L,0.0,-0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,AXIS:upper_arm_R,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,HEADING:upper_arm_R,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,AXIS:forearm_L,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,HEADING:forearm_L,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,AXIS:forearm_R,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,HEADING:forearm_R,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,AXIS:thigh_L,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,HEADING:thigh_L,0.0,-0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,AXIS:thigh_R,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,HEADING:thigh_R,0.0,-0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,AXIS:shank_L,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,HEADING:shank_L,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,AXIS:shank_R,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,HEADING:shank_R,0.0,-0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,DRIFT:pelvis,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,DRIFT:torso,0.00038285994746541845,-0.00028046410700242625
0,static:torso:initial_still_attempt2,initial_still_attempt2,DRIFT:upper_arm_L,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,DRIFT:upper_arm_R,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,DRIFT:forearm_L,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,DRIFT:forearm_R,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,DRIFT:thigh_L,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,DRIFT:thigh_R,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,DRIFT:shank_L,0.0,0.0
0,static:torso:initial_still_attempt2,initial_still_attempt2,DRIFT:shank_R,0.0,0.0
0,static:torso:t_pose,t_pose,AXIS:pelvis,0.0,0.0
0,static:torso:t_pose,t_pose,HEADING:pelvis,0.0,0.0
0,static:torso:t_pose,t_pose,AXIS:torso,71.17502091132087,67.9947763069996
0,static:torso:t_pose,t_pose,HEADING:torso,0.0018077502373161705,0.0018077502373161705
0,static:torso:t_pose,t_pose,AXIS:upper_arm_L,0.0,0.0
0,static:torso:t_pose,t_pose,HEADING:upper_arm_L,0.0,-0.0
0,static:torso:t_pose,t_pose,AXIS:upper_arm_R,0.0,0.0
0,static:torso:t_pose,t_pose,HEADING:upper_arm_R,0.0,0.0
0,static:torso:t_pose,t_pose,AXIS:forearm_L,0.0,0.0
0,static:torso:t_pose,t_pose,HEADING:forearm_L,0.0,0.0
0,static:torso:t_pose,t_pose,AXIS:forearm_R,0.0,0.0
0,static:torso:t_pose,t_pose,HEADING:forearm_R,0.0,0.0
0,static:torso:t_pose,t_pose,AXIS:thigh_L,0.0,0.0
0,static:torso:t_pose,t_pose,HEADING:thigh_L,0.0,-0.0
0,static:torso:t_pose,t_pose,AXIS:thigh_R,0.0,0.0
0,static:torso:t_pose,t_pose,HEADING:thigh_R,0.0,-0.0
0,static:torso:t_pose,t_pose,AXIS:shank_L,0.0,0.0
0,static:torso:t_pose,t_pose,HEADING:shank_L,0.0,0.0
0,static:torso:t_pose,t_pose,AXIS:shank_R,0.0,0.0
0,static:torso:t_pose,t_pose,HEADING:shank_R,0.0,-0.0
0,static:torso:t_pose,t_pose,DRIFT:pelvis,0.0,0.0
0,static:torso:t_pose,t_pose,DRIFT:torso,0.0012279314409081058,0.000899521345375521
0,static:torso:t_pose,t_pose,DRIFT:upper_arm_L,0.0,0.0
0,static:torso:t_pose,t_pose,DRIFT:upper_arm_R,0.0,0.0
0,static:torso:t_pose,t_pose,DRIFT:forearm_L,0.0,0.0
0,static:torso:t_pose,t_pose,DRIFT:forearm_R,0.0,0.0
0,static:torso:t_pose,t_pose,DRIFT:thigh_L,0.0,0.0
0,static:torso:t_pose,t_pose,DRIFT:thigh_R,0.0,0.0
0,static:torso:t_pose,t_pose,DRIFT:shank_L,0.0,0.0
0,static:torso:t_pose,t_pose,DRIFT:shank_R,0.0,0.0
0,drift_prior:torso,GLOBAL,AXIS:pelvis,0.0,0.0
0,drift_prior:torso,GLOBAL,HEADING:pelvis,0.0,0.0
0,drift_prior:torso,GLOBAL,AXIS:torso,0.0,0.0
0,drift_prior:torso,GLOBAL,HEADING:torso,0.0,-0.0
0,drift_prior:torso,GLOBAL,AXIS:upper_arm_L,0.0,0.0
0,drift_prior:torso,GLOBAL,HEADING:upper_arm_L,0.0,-0.0
0,drift_prior:torso,GLOBAL,AXIS:upper_arm_R,0.0,0.0
0,drift_prior:torso,GLOBAL,HEADING:upper_arm_R,0.0,0.0
0,drift_prior:torso,GLOBAL,AXIS:forearm_L,0.0,0.0
0,drift_prior:torso,GLOBAL,HEADING:forearm_L,0.0,0.0
0,drift_prior:torso,GLOBAL,AXIS:forearm_R,0.0,0.0
0,drift_prior:torso,GLOBAL,HEADING:forearm_R,0.0,0.0
0,drift_prior:torso,GLOBAL,AXIS:thigh_L,0.0,0.0
0,drift_prior:torso,GLOBAL,HEADING:thigh_L,0.0,-0.0
0,drift_prior:torso,GLOBAL,AXIS:thigh_R,0.0,0.0
0,drift_prior:torso,GLOBAL,HEADING:thigh_R,0.0,-0.0
0,drift_prior:torso,GLOBAL,AXIS:shank_L,0.0,0.0
0,drift_prior:torso,GLOBAL,HEADING:shank_L,0.0,0.0
0,drift_prior:torso,GLOBAL,AXIS:shank_R,0.0,0.0
0,drift_prior:torso,GLOBAL,HEADING:shank_R,0.0,-0.0
0,drift_prior:torso,GLOBAL,DRIFT:pelvis,0.0,0.0
0,drift_prior:torso,GLOBAL,DRIFT:torso,0.00011588753339682622,3.586029176134484e-05
0,drift_prior:torso,GLOBAL,DRIFT:upper_arm_L,0.0,0.0
0,drift_prior:torso,GLOBAL,DRIFT:upper_arm_R,0.0,0.0
0,drift_prior:torso,GLOBAL,DRIFT:forearm_L,0.0,0.0
0,drift_prior:torso,GLOBAL,DRIFT:forearm_R,0.0,0.0
0,drift_prior:torso,GLOBAL,DRIFT:thigh_L,0.0,0.0
0,drift_prior:torso,GLOBAL,DRIFT:thigh_R,0.0,0.0
0,drift_prior:torso,GLOBAL,DRIFT:shank_L,0.0,0.0
0,drift_prior:torso,GLOBAL,DRIFT:shank_R,0.0,0.0
0,drift_smooth:torso,GLOBAL,AXIS:pelvis,0.0,0.0
0,drift_smooth:torso,GLOBAL,HEADING:pelvis,0.0,0.0
0,drift_smooth:torso,GLOBAL,AXIS:torso,0.0,0.0
0,drift_smooth:torso,GLOBAL,HEADING:torso,0.0,-0.0
0,drift_smooth:torso,GLOBAL,AXIS:upper_arm_L,0.0,0.0
0,drift_smooth:torso,GLOBAL,HEADING:upper_arm_L,0.0,-0.0
0,drift_smooth:torso,GLOBAL,AXIS:upper_arm_R,0.0,0.0
0,drift_smooth:torso,GLOBAL,HEADING:upper_arm_R,0.0,0.0
0,drift_smooth:torso,GLOBAL,AXIS:forearm_L,0.0,0.0
0,drift_smooth:torso,GLOBAL,HEADING:forearm_L,0.0,0.0
0,drift_smooth:torso,GLOBAL,AXIS:forearm_R,0.0,0.0
0,drift_smooth:torso,GLOBAL,HEADING:forearm_R,0.0,0.0
0,drift_smooth:torso,GLOBAL,AXIS:thigh_L,0.0,0.0
0,drift_smooth:torso,GLOBAL,HEADING:thigh_L,0.0,-0.0
0,drift_smooth:torso,GLOBAL,AXIS:thigh_R,0.0,0.0
0,drift_smooth:torso,GLOBAL,HEADING:thigh_R,0.0,-0.0
0,drift_smooth:torso,GLOBAL,AXIS:shank_L,0.0,0.0
0,drift_smooth:torso,GLOBAL,HEADING:shank_L,0.0,0.0
0,drift_smooth:torso,GLOBAL,AXIS:shank_R,0.0,0.0
0,drift_smooth:torso,GLOBAL,HEADING:shank_R,0.0,-0.0
0,drift_smooth:torso,GLOBAL,DRIFT:pelvis,0.0,0.0
0,drift_smooth:torso,GLOBAL,DRIFT:torso,0.0008065411491120126,-0.0006543298529681109
0,drift_smooth:torso,GLOBAL,DRIFT:upper_arm_L,0.0,0.0
0,drift_smooth:torso,GLOBAL,DRIFT:upper_arm_R,0.0,0.0
0,drift_smooth:torso,GLOBAL,DRIFT:forearm_L,0.0,0.0
0,drift_smooth:torso,GLOBAL,DRIFT:forearm_R,0.0,0.0
0,drift_smooth:torso,GLOBAL,DRIFT:thigh_L,0.0,0.0
0,drift_smooth:torso,GLOBAL,DRIFT:thigh_R,0.0,0.0
0,drift_smooth:torso,GLOBAL,DRIFT:shank_L,0.0,0.0
0,drift_smooth:torso,GLOBAL,DRIFT:shank_R,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,AXIS:pelvis,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,HEADING:pelvis,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,AXIS:torso,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,HEADING:torso,0.0,-0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,AXIS:upper_arm_L,535.0113454193931,86.63696815732582
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,HEADING:upper_arm_L,6.004625183601842,6.004625183601841
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,AXIS:upper_arm_R,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,HEADING:upper_arm_R,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,AXIS:forearm_L,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,HEADING:forearm_L,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,AXIS:forearm_R,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,HEADING:forearm_R,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,AXIS:thigh_L,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,HEADING:thigh_L,0.0,-0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,AXIS:thigh_R,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,HEADING:thigh_R,0.0,-0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,AXIS:shank_L,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,HEADING:shank_L,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,AXIS:shank_R,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,HEADING:shank_R,0.0,-0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,DRIFT:pelvis,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,DRIFT:torso,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,DRIFT:upper_arm_L,0.3491364441272585,0.311687759214813
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,DRIFT:upper_arm_R,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,DRIFT:forearm_L,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,DRIFT:forearm_R,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,DRIFT:thigh_L,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,DRIFT:thigh_R,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,DRIFT:shank_L,0.0,0.0
0,static:upper_arm_L:initial_still_attempt2,initial_still_attempt2,DRIFT:shank_R,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,AXIS:pelvis,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,HEADING:pelvis,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,AXIS:torso,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,HEADING:torso,0.0,-0.0
0,static:upper_arm_L:t_pose,t_pose,AXIS:upper_arm_L,535.0099519285304,-86.62836248361724
0,static:upper_arm_L:t_pose,t_pose,HEADING:upper_arm_L,5.997524123046864,-5.997524123046864
0,static:upper_arm_L:t_pose,t_pose,AXIS:upper_arm_R,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,HEADING:upper_arm_R,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,AXIS:forearm_L,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,HEADING:forearm_L,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,AXIS:forearm_R,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,HEADING:forearm_R,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,AXIS:thigh_L,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,HEADING:thigh_L,0.0,-0.0
0,static:upper_arm_L:t_pose,t_pose,AXIS:thigh_R,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,HEADING:thigh_R,0.0,-0.0
0,static:upper_arm_L:t_pose,t_pose,AXIS:shank_L,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,HEADING:shank_L,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,AXIS:shank_R,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,HEADING:shank_R,0.0,-0.0
0,static:upper_arm_L:t_pose,t_pose,DRIFT:pelvis,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,DRIFT:torso,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,DRIFT:upper_arm_L,2.5256891782560693,-2.2547815150365578
0,static:upper_arm_L:t_pose,t_pose,DRIFT:upper_arm_R,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,DRIFT:forearm_L,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,DRIFT:forearm_R,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,DRIFT:thigh_L,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,DRIFT:thigh_R,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,DRIFT:shank_L,0.0,0.0
0,static:upper_arm_L:t_pose,t_pose,DRIFT:shank_R,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,AXIS:pelvis,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,HEADING:pelvis,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,AXIS:torso,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,HEADING:torso,0.0,-0.0
0,drift_prior:upper_arm_L,GLOBAL,AXIS:upper_arm_L,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,HEADING:upper_arm_L,0.0,-0.0
0,drift_prior:upper_arm_L,GLOBAL,AXIS:upper_arm_R,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,HEADING:upper_arm_R,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,AXIS:forearm_L,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,HEADING:forearm_L,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,AXIS:forearm_R,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,HEADING:forearm_R,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,AXIS:thigh_L,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,HEADING:thigh_L,0.0,-0.0
0,drift_prior:upper_arm_L,GLOBAL,AXIS:thigh_R,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,HEADING:thigh_R,0.0,-0.0
0,drift_prior:upper_arm_L,GLOBAL,AXIS:shank_L,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,HEADING:shank_L,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,AXIS:shank_R,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,HEADING:shank_R,0.0,-0.0
0,drift_prior:upper_arm_L,GLOBAL,DRIFT:pelvis,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,DRIFT:torso,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,DRIFT:upper_arm_L,0.2988653557163272,0.11037103567736328
0,drift_prior:upper_arm_L,GLOBAL,DRIFT:upper_arm_R,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,DRIFT:forearm_L,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,DRIFT:forearm_R,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,DRIFT:thigh_L,0.0,0.0
0,drift_prior:upper_arm_L,GLOBAL,DRIFT:thigh_R,0.0,0.0
