start,factor_id,factor_kind,action,phase,row_count,robust_cost,cost_fraction,cost_per_row,abs_residual_median,abs_residual_p95,abs_residual_max,robust_gradient_norm,gradient_cosine_with_total
0,drift_prior:upper_arm_L,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.005480034519113941,1.800091495581907e-05,0.00036533563460759607,0.005063877410685557,0.053548514197765094,0.05486547698109066,0.2988653557163272,0.11987628481436483
0,drift_smooth:upper_arm_L,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.010163918427263496,3.338662020994624e-05,0.0007259941733759641,0.008794180600838399,0.08631020979780743,0.11792793632236158,2.0821557901923122,0.2864426160179745
0,static:upper_arm_R:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,19.77680883162117,0.06496321375965812,0.0659226961054039,0.4175091798261432,0.5643235208491455,0.6612955707379858,404.59625093080234,-0.0008455920811603015
0,static:upper_arm_R:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,21.630054652579528,0.07105078862783475,0.07210018217526509,0.040235240237474726,0.7383057696202252,0.7696457030601752,404.59679065151937,0.0008456357283073538
0,drift_prior:upper_arm_R,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.0005430966762747236,1.7839736316095333e-06,3.620644508498157e-05,0.0015988594313378875,0.016854520419863853,0.017259137666997642,0.09415633223548553,-9.030733046619928e-06
0,drift_smooth:upper_arm_R,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.001003849881824781,3.2974639645260218e-06,7.170356298748435e-05,0.0027650760641119362,0.027108078846336342,0.0369593963837223,0.6566243063528192,-2.627880824513935e-05
0,static:forearm_L:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,34.099814490504755,0.1120116777571014,0.11366604830168252,0.3959544685157858,0.8550805522771652,0.8902365041628155,498.3290912665055,0.03309386777885861
0,static:forearm_L:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,39.497324661171604,0.12974151526386443,0.13165774887057202,0.06767887080963628,1.0115497819502945,1.0469897725094575,498.3315484458273,-0.033064027808548994
0,drift_prior:forearm_L,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.002594931613840279,8.523877565730709e-06,0.00017299544092268525,0.003490636506013598,0.036845070629207693,0.03773720562821218,0.20574911065045207,-0.003587637593536293
0,drift_smooth:forearm_L,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.00480281033784169,1.5776356907765555e-05,0.0003430578812744064,0.006045643214092132,0.05930525593464553,0.08093472994302488,1.4342801566245789,-0.009780680973348832
0,static:forearm_R:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,18.147556156650783,0.05961141556543347,0.06049185385550261,0.4042699652150453,0.5212805131520764,0.5521476719993379,391.2331768785379,-0.00023999999912763804
0,static:forearm_R:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,19.627084548950656,0.06447139677022631,0.06542361516316886,0.032855714657227725,0.6822035020093692,0.6975431096776812,391.2337358284772,0.0002399835649472777
0,drift_prior:forearm_R,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.0004928795938217156,1.6190196650947186e-06,3.285863958811437e-05,0.001523193337212611,0.016056367495948645,0.016441742933081385,0.0896984022147052,4.0743135788436855e-06
0,drift_smooth:forearm_R,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.0009109998859992974,2.992468645121915e-06,6.507142042852124e-05,0.0026341243354614198,0.025823883105910807,0.03520768638335854,0.6255416993663094,9.481103283918965e-06
0,static:thigh_L:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,2.7976251747316256,0.009189688983336015,0.00932541724910542,0.07936659407029246,0.2699911776778837,0.46485957115798415,127.57571286110833,-0.00019557874404642928
0,static:thigh_L:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,1.8519595415224102,0.00608334967458431,0.006173198471741367,0.11929958505214844,0.16412570026517645,0.17446721980074503,129.41662152922538,0.00018957411735314624
0,drift_prior:thigh_L,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,1.0619327639460607e-10,3.4882556498351634e-13,7.079551759640405e-12,6.675476350729338e-07,7.4682409582496634e-06,7.669922857015045e-06,4.163867383754579e-05,-0.00024599549644550996
0,drift_smooth:thigh_L,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,2.0094814701110408e-10,6.600780510158503e-13,1.435343907222172e-11,1.2432861361436298e-06,1.213879839491157e-05,1.6551764754357688e-05,0.00029436040550061336,-0.000499824929394078
0,static:thigh_R:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,18.232853975094812,0.059891603358114776,0.060776179916982705,0.07252951054207249,0.7364378540037955,0.8596820856875569,372.83213536460113,-0.05527328260482192
0,static:thigh_R:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,18.77247951951704,0.06166417495401463,0.06257493173172347,0.06389844877133039,0.6679572709328866,0.6989848735699343,384.9455812068193,0.055272908249797824
0,drift_prior:thigh_R,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.00011298770176026984,3.7114401439371254e-07,7.5325134506846565e-06,0.0007294544067357135,0.007687503940018892,0.007871722860039466,0.042949197398332965,-5.744906526965662e-05
0,drift_smooth:thigh_R,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.00020878610704455625,6.858243216820602e-07,1.4913293360325447e-05,0.0012611316134506158,0.012362281176865197,0.01685143490652023,0.29954152635266307,-0.00017766634923637923
0,static:shank_L:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.8738166147857076,0.0028703283738224544,0.002912722049285692,0.023789312753956064,0.1702987511843848,0.2055901924433454,71.00462644850293,0.006410463075670473
0,static:shank_L:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.8714045418267609,0.002862405153621964,0.002904681806089203,0.06058626252652222,0.1440634220285519,0.14985001337133524,91.01708821118805,-0.0059761067958836135
0,drift_prior:shank_L,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,5.9390472539888606e-09,1.9508688159674242e-11,3.9593648359925735e-10,5.281277663183544e-06,5.574313078613187e-05,5.707824745397267e-05,0.00031139051828393805,-0.00011895935842876251
0,drift_smooth:shank_L,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,1.0963199015279201e-08,3.601211131598294e-11,7.830856439485143e-10,9.144898830532443e-06,8.963225653916854e-05,0.00012200847909791836,0.0021665434241715984,-0.0006220999519902571
0,static:shank_R:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,3.7961018329617553,0.012469502887332572,0.012653672776539185,0.05573429950011889,0.34393990536745384,0.4089488207365264,170.67244913376732,-3.585619863274736e-05
0,static:shank_R:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,2.8482466501945884,0.009355971307209809,0.009494155500648627,0.033060331368533834,0.2583654744168911,0.2675409931518684,164.4371528665054,1.854618291538529e-05
0,drift_prior:shank_R,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,1.8442831151155303e-07,6.058134012450636e-10,1.2295220767436868e-08,2.9491321338424615e-05,0.00031058103116549937,0.00031800848264419885,0.0017352447411766996,-2.73744676894181e-06
0,drift_smooth:shank_R,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,3.406380642001494e-07,1.1189339780606287e-09,2.4331290300010673e-08,5.0940123616098684e-05,0.0004993563442189342,0.0006805604530799036,0.01209751242085563,-0.00024336979191470756
0,squat_symmetry:thigh,SQUAT_Z_SYMMETRY,squats,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,123,1.823393340648082,0.005989514909354991,0.014824336102829934,0.036498003522627,0.4346859616986901,0.6221660575345709,12.328976811612911,-0.05415317948770666
0,squat_symmetry:shank,SQUAT_Z_SYMMETRY,squats,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,123,2.9724683618969303,0.009764016997473396,0.024166409446316508,0.015359668928043302,0.6075039743417305,0.638998666948881,26.191682291819532,0.003550010810626804
1,static:pelvis:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.22960007827272122,0.0007541942593191945,0.0007653335942424041,0.01807371882856756,0.08695637968860444,0.10865720539057944,24.41921489971906,0.42098728529216994
1,static:pelvis:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.06673966564848621,0.00021922759382156102,0.0002224655521616207,0.006058780132070382,0.05048367939361471,0.09614252645189522,26.233340965026773,-0.42484179733719424
1,drift_prior:pelvis,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.07556380011309738,0.00024821326145171483,0.005037586674206492,0.017982850698939113,0.19939845141895113,0.2057477844899877,1.0980616211332146,0.0430064156759559
1,drift_smooth:pelvis,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.14688641218056664,0.00048249499595984344,0.010491886584326189,0.03206913677749248,0.33001728078565606,0.46701936451475146,7.543190724159941,0.10883453629195579
1,static:torso:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.9009791719821862,0.0029595517753613024,0.0030032639066072874,0.023982875614171006,0.17610543061704917,0.30755665521982806,71.17430991752062,2.6319360734023136e-06
1,static:torso:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.9724814151063064,0.0031944235650329168,0.003241604717021021,0.011233447753111907,0.2137736671028183,0.3474901819653472,71.17430990457716,-8.007198334468749e-07
1,drift_prior:torso,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,1.8130863477239245e-09,5.955657007569287e-12,1.2087242318159497e-10,2.950517434977976e-06,3.078383193950756e-05,3.1506851681818514e-05,0.00017205064380764186,1.5501578736169898e-05
1,drift_smooth:torso,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,3.3345075589608086e-09,1.0953247392352887e-11,2.3817911135434345e-10,5.036089010959708e-06,4.941853274769293e-05,6.729841237876016e-05,0.0011954789601581648,-0.00011616701374839867
1,static:upper_arm_L:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,41.52569203021956,0.1364043025553679,0.1384189734340652,0.4489050859269753,0.958376377635856,0.9814425193890625,535.0448781103602,0.0712619709479515
1,static:upper_arm_L:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,52.86765396756917,0.1736605728794804,0.17622551322523056,0.09682594535710923,1.2196117695875244,1.275657929452542,535.0494813833691,-0.07203918027448535
1,drift_prior:upper_arm_L,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.00547996644503157,1.8000687391732744e-05,0.000365331096335438,0.005064007692774954,0.053549764302241,0.05486854101951094,0.2988634928424909,0.11852216503180318
1,drift_smooth:upper_arm_L,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.010160545888308503,3.337553470434493e-05,0.0007257532777363217,0.008788728455967032,0.08632061341755509,0.11787504966115618,2.0802360665252415,0.1887573703326086
1,static:upper_arm_R:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,19.776809589381166,0.06496320198220154,0.06592269863127055,0.41750918932442976,0.5643235309238129,0.6612955808499315,404.59625823485334,1.562112701219094e-05
1,static:upper_arm_R:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,21.63005389483856,0.07105077053534352,0.07210017964946187,0.040235238822967714,0.7383057563243834,0.7696456897777071,404.5967855711968,-1.5616417332918024e-05
1,drift_prior:upper_arm_R,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.0005430966616681854,1.7839731918516025e-06,3.6206444111212356e-05,0.001598859504814582,0.01685452000992432,0.01725913738385575,0.0941563309716318,-4.803390987758715e-07
1,drift_smooth:upper_arm_R,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.001003849877389218,3.297463225800547e-06,7.170356267065843e-05,0.0027650762757164844,0.0271080789725199,0.03695939693014337,0.6566243219930383,-2.820550474452305e-06
1,static:forearm_L:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,34.09976376120812,0.11201148652177706,0.11366587920402708,0.3959542270037406,0.8550798657346002,0.8902358146426331,498.3288111624703,-1.4218393708392995e-05
1,static:forearm_L:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,39.49737541734552,0.129741653496101,0.1316579180578184,0.06767896762398132,1.0115505047166533,1.046990495657158,498.33174219664824,1.4203331604518742e-05
1,drift_prior:forearm_L,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.0025949173307469042,8.523828776454396e-06,0.00017299448871646028,0.0034906365231748278,0.036844958858929,0.03773708436989896,0.20574854488621322,1.225375769036658e-06
1,drift_smooth:forearm_L,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.004802797714552609,1.5776311977927073e-05,0.00034305697961090065,0.006045622303917498,0.059305047042159414,0.08093481261575651,1.4342871449626777,5.028376505365051e-06
1,static:forearm_R:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,18.14752097449704,0.05961128690724173,0.0604917365816568,0.40426949145930846,0.5212800681892023,0.5521472324569049,391.2328226079531,-0.03600671069585637
1,static:forearm_R:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,19.627119731460567,0.06447149817978418,0.06542373243820189,0.032855776138266235,0.6822041413487749,0.6975437488782072,391.2340052527904,0.03600672590927819
1,drift_prior:forearm_R,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.0004928795133700703,1.6190190452731656e-06,3.285863422467135e-05,0.0015231934291732518,0.01605636596226098,0.01644174125804983,0.08969839489533572,-1.4455262564403833e-05
1,drift_smooth:forearm_R,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.0009109996386200692,2.9924671753509056e-06,6.507140275857637e-05,0.0026341233155725576,0.025823880020428444,0.03520768119986587,0.6255415927274275,-3.941772783809104e-05
1,static:thigh_L:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,2.797613241897527,0.009189647768012796,0.009325377472991756,0.0794055131609718,0.27001044355124376,0.46486256880946397,127.57613587521217,0.0011811689239295384
1,static:thigh_L:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,1.8519742751616348,0.006083396735930812,0.006173247583872116,0.11930736718523863,0.16420085672894477,0.17440330296334167,129.41702169195563,-0.0011419721904010237
1,drift_prior:thigh_L,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,9.864242755952546e-11,3.240223311349913e-13,6.5761618373016976e-12,6.444207768278625e-07,7.199439064578718e-06,7.39628082872278e-06,4.013102976083484e-05,-0.0002723578918009194
1,drift_smooth:thigh_L,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,1.8551360447816023e-10,6.093782570790314e-13,1.3250971748440016e-11,1.1989859672318049e-06,1.1712188647554147e-05,1.5837287095147766e-05,0.0002796960849902716,-0.0007883309930596711
1,static:thigh_R:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,18.232900667693958,0.05989174358197797,0.060776335558979856,0.07252963176299472,0.7364387345148545,0.8596829624441511,372.83253315984257,-0.00014415028861142166
1,static:thigh_R:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,18.772431309751667,0.06166400305169553,0.06257477103250556,0.06389838473347512,0.6679563842423593,0.6989839856957869,384.9451941006066,0.00014419528767361582
1,drift_prior:thigh_R,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.00011298778067381221,3.7114419210339513e-07,7.532518711587481e-06,0.0007294542280417635,0.007687506244363998,0.007871723811701259,0.042949212395683764,-1.1537604153757865e-06
1,drift_smooth:thigh_R,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.0002087862380963923,6.858246015496156e-07,1.4913302721170879e-05,0.0012611333564343402,0.012362277349013087,0.016851447477709836,0.2995420174043021,-6.367097311832587e-06
1,static:shank_L:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.8738472306314222,0.00287042831092317,0.002912824102104741,0.02391658425149363,0.16879904326171005,0.20571562694967713,71.01129077913872,-0.02608432682382234
1,static:shank_L:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.8714137021589412,0.002862434615025319,0.002904712340529804,0.06212539787624562,0.14335220993343908,0.14900401068721122,91.02452142514454,0.020614237639300842
1,drift_prior:shank_L,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,5.782406331533707e-09,1.8994147097430767e-11,3.854937554355805e-10,5.2135416148878605e-06,5.4997830545577336e-05,5.631956820176516e-05,0.00030725664141549683,-0.00014605662744613396
1,drift_smooth:shank_L,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,1.0685162754597854e-08,3.509880514864975e-11,7.632259110427039e-10,9.024668122551035e-06,8.846186657087164e-05,0.00012051685222895132,0.002141599931352664,-0.00045213400076909044
1,static:shank_R:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,3.7960436037974103,0.012469308876753555,0.012653478679324702,0.05567896573359406,0.34382007399447306,0.408944144931974,170.6717728826044,0.0004757407050283257
1,static:shank_R:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,2.8483014122225114,0.009356149135791463,0.009494338040741705,0.03283182520951246,0.25846220345242404,0.2676296437336643,164.43639810427229,-0.0004736201785308451
1,drift_prior:shank_R,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,1.8221719622069088e-07,5.985501589230599e-10,1.2147813081379392e-08,2.930042734742495e-05,0.000308716546082469,0.00031610866514865155,0.00172481143035414,-7.433443061988215e-07
1,drift_smooth:shank_R,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,3.366626242229387e-07,1.1058751391830098e-09,2.4047330301638477e-08,5.0642102556330155e-05,0.0004964132499040606,0.0006766303175782115,0.01202888253599419,-3.0020588169572485e-05
1,squat_symmetry:thigh,SQUAT_Z_SYMMETRY,squats,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,123,1.823394370724625,0.005989516977611736,0.014824344477435976,0.03649792490989823,0.43468602556324293,0.6221662496352014,12.328981664021246,-0.00029319265806601743
1,squat_symmetry:shank,SQUAT_Z_SYMMETRY,squats,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,123,2.9724834477267503,0.0097640644073909,0.024166532095339435,0.015359984896994305,0.6075049080144367,0.638999635321825,26.191832840992653,-0.001010412533217283
2,static:pelvis:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.22959702648609182,0.0007541848581156744,0.0007653234216203061,0.018072433955217026,0.08695514302574958,0.10865590694394497,24.417945784224717,0.3245790319318299
2,static:pelvis:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.06674297453452982,0.0002192386441145467,0.00022247658178176606,0.006057364309735268,0.05048508144675386,0.09614392992967316,26.234856641715034,-0.32755194260572285
2,drift_prior:pelvis,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.07556378607008574,0.0002482134204791323,0.005037585738005715,0.017982850699397316,0.19939845160202727,0.20574778678781777,1.0980615202036144,0.03315732846895102
2,drift_smooth:pelvis,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.14688616831440826,0.0004824945937009671,0.010491869165314876,0.03206913848760974,0.3300172720321505,0.46701854003792925,7.543169708950476,0.083909698140674
2,static:torso:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.9009549287015721,0.002959474586717148,0.003003183095671907,0.023300829965472135,0.17607875260133557,0.3074794243406136,71.17523175135523,-4.667853368529068e-06
2,static:torso:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,0.9724911022325027,0.0031944580257898285,0.0032416370074416757,0.010871568050522092,0.2141503913559428,0.3476255231978202,71.17523182834987,4.9518435054610395e-06
2,drift_prior:torso,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,6.740346059075364e-10,2.2140822178819625e-12,4.493564039383576e-11,1.791729511662262e-06,1.8772488353558577e-05,1.9216867983882523e-05,0.00010490309279185828,1.041708254055158e-05
2,drift_smooth:torso,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,1.2421523809535984e-09,4.080246732830773e-12,8.872517006811417e-11,3.0745650068148098e-06,3.0156460629675185e-05,4.108736867604793e-05,0.0007301759101231339,-3.34501849970612e-05
2,static:upper_arm_L:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,41.525633170292195,0.1364042219536214,0.13841877723430732,0.44890873798582637,0.9583732762359536,0.9814394768306481,535.0450514000012,0.0915509651134101
2,static:upper_arm_L:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,52.86770913170299,0.17366089761972361,0.17622569710567662,0.09682608152705044,1.2196125426502327,1.2756587071438819,535.0495946449647,-0.0927719197877427
2,drift_prior:upper_arm_L,DRIFT_PRIOR,GLOBAL,NOT_ACTION_SCOPED,15,0.005480031358242599,1.8000915498075932e-05,0.0003653354238828399,0.005063933114722611,0.05354841346539267,0.05486489583910936,0.2988652710552175,0.12015230164315657
2,drift_smooth:upper_arm_L,DRIFT_SECOND_DIFFERENCE,GLOBAL,NOT_ACTION_SCOPED,14,0.010164152215113686,3.338740842397622e-05,0.0007260108725081205,0.008793699043279592,0.08630756154157833,0.11793312508482819,2.0823770338673033,0.3015321680502602
2,static:upper_arm_R:initial_still_attempt2,STATIC_INITIAL,initial_still_attempt2,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,19.776809238169424,0.06496325452269341,0.06592269746056474,0.4175091849426684,0.5643235260681951,0.6612955759819054,404.59625492105505,-0.0003745093553531891
2,static:upper_arm_R:t_pose,STATIC_TPOSE,t_pose,FULL_ACTION_WINDOW_NO_SUBPHASE_SEGMENTATION,300,21.630054246057004,0.07105083041476162,0.07210018082019001,0.040235239479425144,0.7383057624871526,0.7696456959368282,404.5967878767926,0.00037451033728052235
