start_i,start_j,t,robust_cost,nonfinite,status,barrier
0,2,0.60,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,2,0.65,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,2,0.70,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,2,0.75,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,2,0.80,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,2,0.85,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,2,0.90,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,2,0.95,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,2,1.00,304.4307029177679,False,ENDPOINT_SAVED,NOT_DETERMINABLE
0,3,0.00,304.43088768343057,False,ENDPOINT_SAVED,NOT_DETERMINABLE
0,3,0.05,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.10,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.15,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.20,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.25,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.30,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.35,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.40,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.45,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.50,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.55,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.60,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.65,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.70,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.75,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.80,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.85,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.90,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,0.95,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,3,1.00,304.43109814729934,False,ENDPOINT_SAVED,NOT_DETERMINABLE
0,4,0.00,304.43088768343057,False,ENDPOINT_SAVED,NOT_DETERMINABLE
0,4,0.05,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.10,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.15,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.20,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.25,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.30,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.35,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.40,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.45,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.50,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.55,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.60,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.65,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.70,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.75,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.80,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.85,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.90,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,0.95,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
0,4,1.00,304.4305897690158,False,ENDPOINT_SAVED,NOT_DETERMINABLE
1,2,0.00,304.4309545394571,False,ENDPOINT_SAVED,NOT_DETERMINABLE
1,2,0.05,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.10,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.15,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.20,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.25,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.30,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.35,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.40,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.45,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.50,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.55,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.60,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.65,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.70,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.75,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.80,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.85,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.90,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,0.95,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,2,1.00,304.4307029177679,False,ENDPOINT_SAVED,NOT_DETERMINABLE
1,3,0.00,304.4309545394571,False,ENDPOINT_SAVED,NOT_DETERMINABLE
1,3,0.05,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.10,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.15,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.20,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.25,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.30,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.35,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.40,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.45,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.50,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.55,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.60,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.65,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.70,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.75,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.80,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.85,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.90,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,0.95,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,3,1.00,304.43109814729934,False,ENDPOINT_SAVED,NOT_DETERMINABLE
1,4,0.00,304.4309545394571,False,ENDPOINT_SAVED,NOT_DETERMINABLE
1,4,0.05,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.10,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.15,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.20,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.25,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.30,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.35,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.40,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.45,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.50,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.55,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.60,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.65,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.70,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.75,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.80,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.85,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.90,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,0.95,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
1,4,1.00,304.4305897690158,False,ENDPOINT_SAVED,NOT_DETERMINABLE
2,3,0.00,304.4307029177679,False,ENDPOINT_SAVED,NOT_DETERMINABLE
2,3,0.05,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.10,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.15,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.20,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.25,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.30,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.35,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.40,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.45,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.50,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.55,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.60,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.65,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.70,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.75,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.80,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.85,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.90,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,0.95,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,3,1.00,304.43109814729934,False,ENDPOINT_SAVED,NOT_DETERMINABLE
2,4,0.00,304.4307029177679,False,ENDPOINT_SAVED,NOT_DETERMINABLE
2,4,0.05,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,4,0.10,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,4,0.15,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,4,0.20,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,4,0.25,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,4,0.30,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
2,4,0.35,,NOT_EVALUATED,NOT_AVAILABLE_WITHOUT_PAYLOAD_EVALUATOR,NOT_DETERMINABLE
