experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,U,P,R
X_A0_L3_I0_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,8622.06731362654,34031.188681596796,42209.98267775285,19928.062809494666,40661,5750.933828935395,25816.58230294934,35941.99215086208,15870.541230803861,40661,3736.0038163671625,19373.962501813898,27687.78765451196,12052.120493113196,9504.818717514047,35974.13409047242,17532.21049779134,21314.443437904665,16833.47490950893,26161.95774538183,24402.755020126828,4562.619549672865,23077.407504482784,431.81266745468525,764.9413080226165,40072.31946500538,24262.657132496955,334.24367533386805,nan,nan,nan,nan,nan,17,112849.47471359043,47805.03051622604,203593.10821724957,A0,L3,I0,T11,imu_only,S03,X_A0_L3_I0_T11__S03,,,
X_A0_L3_I0_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,8621.159320200704,34024.41631091655,42210.976648897966,19928.049450676088,40661,5750.555480828679,25809.028597530618,35942.034631214796,15870.53048902724,40661,3736.231879665218,19372.635713948654,27689.046423686763,12052.112549484771,9503.948846052768,35975.95284333624,17532.19913178825,21313.357733088218,16834.436995411488,26189.86241836389,24438.251348182355,4562.1394990644085,23093.51880681626,430.3640136571849,759.8596160929239,40072.31946500538,24262.657132496955,334.24367533386805,nan,nan,nan,nan,nan,17,113024.28690103684,48044.209909442834,203931.76144400088,A0,L3,I0,T12,imu_only,S03,X_A0_L3_I0_T12__S03,,,
X_A0_L3_I1_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,4110.677174936746,17233.722944810215,22565.33035753407,10242.306975038216,40661,2988.649673493224,14586.87148065573,19214.85999395161,8659.80403607439,40661,1368.136399810512,8924.920517555596,12122.356586181308,5469.245489800784,4658.908869009139,16792.663730590597,8209.943542301939,14144.153787862339,7558.568489547379,16151.346438717726,16081.49101950309,2022.2325925059085,13439.348086857892,476.3962026103085,860.9722857362742,18637.151373024368,16173.662030532581,155.3847218819283,nan,nan,nan,nan,nan,17,41571.50605468822,15006.135955207526,89883.70925451197,A0,L3,I1,T11,imu_only,S03,X_A0_L3_I1_T11__S03,,,
X_A0_L3_I1_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,4110.08499545662,17236.599522409244,22562.62259143521,10242.300435914964,40661,2988.5829435573296,14587.610253174069,19210.472794718156,8659.798695489626,40661,1367.8297574372507,8924.213282315133,12122.56164758746,5469.241700011076,4659.34732777446,16793.9360221668,8209.938531289565,14144.714102184125,7558.326510019393,16188.386283486636,16118.71785013385,2021.7786915926422,13496.829344281383,474.7465048478398,857.5436981587499,18637.151373024368,16173.662030532581,155.3847218819283,nan,nan,nan,nan,nan,17,41659.29429587181,15072.32471510417,90032.12756972846,A0,L3,I1,T12,imu_only,S03,X_A0_L3_I1_T12__S03,,,
X_A0_L3_I2_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,4307.596659941483,16971.82420266746,20531.420302910563,9527.568038005133,40661,2822.730303061194,14173.177734470206,16848.772157894226,7734.457761016792,40661,1274.3937150645488,9125.714965653637,12941.427939495325,5563.516501446194,4723.292660539868,17895.82977591185,8891.228030327718,15470.762191334916,7029.950658967551,12720.264813407919,12666.990919799933,1465.7404371525975,9706.015881526448,496.29791735966444,952.2896586664212,19855.398114700998,17321.22509385459,165.58815440276726,nan,nan,nan,nan,nan,17,15875.47046314314,9068.942318828233,27626.329726814223,A0,L3,I2,T11,imu_only,S03,X_A0_L3_I2_T11__S03,,,
X_A0_L3_I2_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,4307.949732927307,16971.58806372577,20527.968454137586,9527.562427541694,40661,2823.2044172424603,14173.657298601194,16846.734365990407,7734.45345596974,40661,1274.1074104780325,9123.374050198698,12943.349062949086,5563.51287840173,4721.328737535767,17894.18962135201,8891.223075436135,15471.541169569542,7030.721336427028,12758.493008930018,12705.47391404138,1464.1869711944753,9734.69631646993,494.5846910063931,947.5688932621081,19855.398114700998,17321.22509385459,165.58815440276726,nan,nan,nan,nan,nan,17,15900.065807048159,9095.959329173791,27727.93383933977,A0,L3,I2,T12,imu_only,S03,X_A0_L3_I2_T12__S03,,,
X_A0_L3_I3_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,2875.7963923094944,12225.3307960825,15461.18558751441,7208.927343802065,40661,2258.2466001326356,10748.193317353094,14385.33658619551,6454.1180666574555,40661,724.1745068641856,5107.627685072532,7272.486614904161,3211.384970672767,3041.642090859812,12887.29394290659,6147.351056681668,10529.287243700734,4411.018471816589,9027.83573690681,8971.045693696811,1089.7029212667549,5955.842797640855,517.408866517783,991.7781287660052,14540.712047806326,11776.99673438738,121.2912944523145,nan,nan,nan,nan,nan,17,11975.27181696665,5603.121947440413,23485.786973249324,A0,L3,I3,T11,imu_only,S03,X_A0_L3_I3_T11__S03,,,
X_A0_L3_I3_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,2875.531665989734,12224.39773247877,15460.74957316688,7208.922151498062,40661,2258.2827148537503,10747.553124728027,14387.797071059618,6454.113437612768,40661,724.4555711771009,5107.443728415144,7273.092050669689,3211.382618248055,3041.435249476343,12887.465607302986,6147.34819211033,10527.887923902934,4411.702674194448,9049.318712870618,8984.358245480573,1089.8567145041914,5968.711202046366,516.3169464993938,988.6671145068133,14540.712047806326,11776.99673438738,121.2912944523145,nan,nan,nan,nan,nan,17,12012.198709628363,5623.583390527732,23567.771413577284,A0,L3,I3,T12,imu_only,S03,X_A0_L3_I3_T12__S03,,,
X_A0_L3_I4_T11,imu_only_diagnostic_screening,Phase4 L3 single-I T11.,34,17,40661,2991.233934444304,12521.171296954932,15694.78135711884,7138.67081741837,40661,2347.333885755489,9902.893776439878,12550.607693922926,5701.16714364955,40661,1019.7633381320745,6483.996314150134,9165.917806131476,4296.197649041706,3178.2266343312012,13514.788087338235,6265.95400011247,10387.559325208946,4726.078423229599,9558.725886002889,8129.435353667859,1459.6646578801865,6970.390797681484,528.9081102756801,986.5192811578403,14988.767408225733,11901.020568556698,124.95855921727465,nan,nan,nan,nan,nan,17,9552.705178936209,3652.543509722636,21337.61486672964,A0,L3,I4,T11,imu_only,S03,X_A0_L3_I4_T11__S03,,,
X_A0_L3_I4_T12,imu_only_diagnostic_screening,Phase4 L3 single-I T12.,34,17,40661,2990.6272009917598,12519.540858908707,15691.888507854033,7138.666925507635,40661,2347.7313726030516,9902.424281079811,12550.467724269793,5701.164032772603,40661,1019.7360069847289,6484.066826440798,9165.958955173133,4296.195310359699,3178.771525779366,13514.434273142837,6265.949320578465,10389.014743769276,4726.425294580337,9572.00441805177,8154.270096452592,1458.844861968047,6998.446589027158,527.4482187529359,983.2555647396007,14988.767408225733,11901.020568556698,124.95855921727465,nan,nan,nan,nan,nan,17,9573.429020957843,3662.64414534939,21345.883613666443,A0,L3,I4,T12,imu_only,S03,X_A0_L3_I4_T12__S03,,,
