row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L5:I0:T6,simulate_imu_prior,0.5670911569905002,,,,
R4:L5:I0:T6,cpu_golden,20.386848656009533,,,,
R4:L5:I0:T6,torch_gpu,2.2525927709939424,0,1,2.2525927709939424,2.2525927709939424
R4:L5:I0:T8,simulate_imu_prior,0.5657837129983818,,,,
R4:L5:I0:T8,cpu_golden,21.523843944989494,,,,
R4:L5:I0:T8,torch_gpu,2.1433294900052715,0,1,2.1433294900052715,2.1433294900052715
R4:L5:I1:T6,simulate_imu_prior,0.5666463319939794,,,,
R4:L5:I1:T6,cpu_golden,20.580298018991016,,,,
R4:L5:I1:T6,torch_gpu,2.0936041649983963,0,1,2.0936041649983963,2.0936041649983963
R4:L5:I1:T8,simulate_imu_prior,0.5708873260009568,,,,
R4:L5:I1:T8,cpu_golden,20.9324537240027,,,,
R4:L5:I1:T8,torch_gpu,2.2248309179994976,0,1,2.2248309179994976,2.2248309179994976
