host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count,tr_version,rx_mask,air_us,post_us,cycle_us,rx_seen
0.045289,1779466587.181222,1512,,BSDC91,,f,0,0,1338,1338,100,1,O,0,0,0,0,2,,,,,
0.045289,1779466587.181222,1512,,BSDC91,,f,0,1,1708,1708,100,1,O,0,0,0,0,2,,,,,
0.045289,1779466587.181222,1512,,BSDC91,,f,0,2,1823,1823,100,1,O,0,0,0,0,2,,,,,
0.045289,1779466587.181222,1512,,BSDC91,,f,0,3,1498,1498,85,1,O,0,0,0,0,2,,,,,
0.045289,1779466587.181222,1512,,BSDC91,,f,0,4,1390,1390,100,1,O,0,0,0,0,2,,,,,
0.045289,1779466587.181222,1512,,BSDC91,,f,0,5,1724,1724,100,1,O,0,0,0,0,2,,,,,
0.045289,1779466587.181222,1512,,BSDC91,,f,0,6,2134,2134,100,1,O,0,0,0,0,2,,,,,
0.045289,1779466587.181222,1512,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.166184,1779466587.302117,1513,,BSDC91,,f,0,0,1330,1330,100,1,O,0,0,0,0,2,,,,,
0.166184,1779466587.302117,1513,,BSDC91,,f,0,1,1787,1787,100,1,O,0,0,0,0,2,,,,,
0.166184,1779466587.302117,1513,,BSDC91,,f,0,2,1909,1909,100,1,O,0,0,0,0,2,,,,,
0.166184,1779466587.302117,1513,,BSDC91,,f,0,3,1495,1495,87,1,O,0,0,0,0,2,,,,,
0.166184,1779466587.302117,1513,,BSDC91,,f,0,4,1436,1436,100,1,O,0,0,0,0,2,,,,,
0.166184,1779466587.302117,1513,,BSDC91,,f,0,5,1914,1914,100,1,O,0,0,0,0,2,,,,,
0.166184,1779466587.302117,1513,,BSDC91,,f,0,6,2337,2337,100,1,O,0,0,0,0,2,,,,,
0.166184,1779466587.302117,1513,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.249206,1779466587.385139,1514,,BSDC91,,f,0,0,1338,1338,100,1,O,0,0,0,0,2,,,,,
0.249206,1779466587.385139,1514,,BSDC91,,f,0,1,1899,1899,100,1,O,0,0,0,0,2,,,,,
0.249206,1779466587.385139,1514,,BSDC91,,f,0,2,1998,1998,100,1,O,0,0,0,0,2,,,,,
0.249206,1779466587.385139,1514,,BSDC91,,f,0,3,1461,1461,88,1,O,0,0,0,0,2,,,,,
0.249206,1779466587.385139,1514,,BSDC91,,f,0,4,1393,1393,100,1,O,0,0,0,0,2,,,,,
0.249206,1779466587.385139,1514,,BSDC91,,f,0,5,1904,1904,100,1,O,0,0,0,0,2,,,,,
0.249206,1779466587.385139,1514,,BSDC91,,f,0,6,2337,2337,100,1,O,0,0,0,0,2,,,,,
0.249206,1779466587.385139,1514,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.352699,1779466587.488632,1515,,BSDC91,,f,0,0,1322,1322,100,1,O,0,0,0,0,2,,,,,
0.352699,1779466587.488632,1515,,BSDC91,,f,0,1,2053,2053,100,1,O,0,0,0,0,2,,,,,
0.352699,1779466587.488632,1515,,BSDC91,,f,0,2,2008,2008,100,1,O,0,0,0,0,2,,,,,
0.352699,1779466587.488632,1515,,BSDC91,,f,0,3,1401,1401,90,1,O,0,0,0,0,2,,,,,
0.352699,1779466587.488632,1515,,BSDC91,,f,0,4,1470,1470,100,1,O,0,0,0,0,2,,,,,
0.352699,1779466587.488632,1515,,BSDC91,,f,0,5,1984,1984,100,1,O,0,0,0,0,2,,,,,
0.352699,1779466587.488632,1515,,BSDC91,,f,0,6,2240,2240,100,1,O,0,0,0,0,2,,,,,
0.352699,1779466587.488632,1515,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.505548,1779466587.641481,1516,,BSDC91,,f,0,0,1415,1415,100,1,O,0,0,0,0,2,,,,,
0.505548,1779466587.641481,1516,,BSDC91,,f,0,1,1976,1976,100,1,O,0,0,0,0,2,,,,,
0.505548,1779466587.641481,1516,,BSDC91,,f,0,2,2068,2068,100,1,O,0,0,0,0,2,,,,,
0.505548,1779466587.641481,1516,,BSDC91,,f,0,3,1340,1340,90,1,O,0,0,0,0,2,,,,,
0.505548,1779466587.641481,1516,,BSDC91,,f,0,4,1534,1534,100,1,O,0,0,0,0,2,,,,,
0.505548,1779466587.641481,1516,,BSDC91,,f,0,5,1849,1849,100,1,O,0,0,0,0,2,,,,,
0.505548,1779466587.641481,1516,,BSDC91,,f,0,6,2109,2109,100,1,O,0,0,0,0,2,,,,,
0.505548,1779466587.641481,1516,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.555377,1779466587.69131,1517,,BSDC91,,f,0,0,1492,1492,100,1,O,0,0,0,0,2,,,,,
0.555377,1779466587.69131,1517,,BSDC91,,f,0,1,2083,2083,100,1,O,0,0,0,0,2,,,,,
0.555377,1779466587.69131,1517,,BSDC91,,f,0,2,1999,1999,100,1,O,0,0,0,0,2,,,,,
0.555377,1779466587.69131,1517,,BSDC91,,f,0,3,904,904,91,1,O,0,0,0,0,2,,,,,
0.555377,1779466587.69131,1517,,BSDC91,,f,0,4,1457,1457,100,1,O,0,0,0,0,2,,,,,
0.555377,1779466587.69131,1517,,BSDC91,,f,0,5,1994,1994,100,1,O,0,0,0,0,2,,,,,
0.555377,1779466587.69131,1517,,BSDC91,,f,0,6,2153,2153,100,1,O,0,0,0,0,2,,,,,
0.555377,1779466587.69131,1517,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.644858,1779466587.780791,1518,,BSDC91,,f,0,0,1578,1578,100,1,O,0,0,0,0,2,,,,,
0.644858,1779466587.780791,1518,,BSDC91,,f,0,1,2193,2193,100,1,O,0,0,0,0,2,,,,,
0.644858,1779466587.780791,1518,,BSDC91,,f,0,2,1984,1984,100,1,O,0,0,0,0,2,,,,,
0.644858,1779466587.780791,1518,,BSDC91,,f,0,3,1453,1453,92,1,O,0,0,0,0,2,,,,,
0.644858,1779466587.780791,1518,,BSDC91,,f,0,4,1515,1515,100,1,O,0,0,0,0,2,,,,,
0.644858,1779466587.780791,1518,,BSDC91,,f,0,5,2102,2102,100,1,O,0,0,0,0,2,,,,,
0.644858,1779466587.780791,1518,,BSDC91,,f,0,6,2039,2039,100,1,O,0,0,0,0,2,,,,,
0.644858,1779466587.780791,1518,,BSDC91,,f,0,7,0,0,0,0,T,0,0,0,0,2,,,,,
0.765325,1779466587.901258,1519,,BSDC91,,f,0,0,1611,1611,100,1,O,0,0,0,0,2,,,,,
