row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L13:I7:T6,simulate_imu_prior,0.6357039929862367,,,,
R4:L13:I7:T6,cpu_golden,20.68710727299913,,,,
R4:L13:I7:T6,torch_gpu,2.285696924998774,0,1,2.285696924998774,2.285696924998774
R4:L13:I7:T8,simulate_imu_prior,0.5912386090058135,,,,
R4:L13:I7:T8,cpu_golden,20.4073278230062,,,,
R4:L13:I7:T8,torch_gpu,2.2349565339973196,0,1,2.2349565339973196,2.2349565339973196
R4:L13:I8:T6,simulate_imu_prior,0.5586865160003072,,,,
R4:L13:I8:T6,cpu_golden,20.44681969701196,,,,
R4:L13:I8:T6,torch_gpu,2.317364340007771,0,1,2.317364340007771,2.317364340007771
R4:L13:I8:T8,simulate_imu_prior,0.5410369949968299,,,,
R4:L13:I8:T8,cpu_golden,20.095444931008387,,,,
R4:L13:I8:T8,torch_gpu,2.451527964003617,0,1,2.451527964003617,2.451527964003617
