host_time_iso,target,sweep,anchor_id,anchor,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp_sum,max_growth_cir,std_noise,acc_len,bin_path
2026-06-02T00:49:28.875+02:00,BSF66F,679,7,H,2240,2584240122,7281,48078,21615,1998,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000679_H.bin
2026-06-02T00:49:29.777+02:00,BSF66F,680,0,A,2763,2035835611,5586,47799,17714,1754,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000680_A.bin
2026-06-02T00:49:30.685+02:00,BSF66F,681,4,E,2636,3824506031,8354,47763,12495,646,32,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000681_E.bin
2026-06-02T00:49:31.609+02:00,BSF66F,682,1,B,3205,2649816652,5737,47672,8099,494,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000682_B.bin
2026-06-02T00:49:32.566+02:00,BSF66F,684,2,C,2675,3440450308,6408,47840,11057,668,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000684_C.bin
2026-06-02T00:49:33.495+02:00,BSF66F,685,6,G,2438,1785784536,11594,47780,14959,1829,44,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000685_G.bin
2026-06-02T00:49:34.419+02:00,BSF66F,686,3,D,2697,1157960430,6629,47826,10899,581,20,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000686_D.bin
2026-06-02T00:49:35.369+02:00,BSF66F,688,0,A,2741,2872525544,5679,47812,14965,1728,44,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000688_A.bin
2026-06-02T00:49:36.276+02:00,BSF66F,689,4,E,2720,346073582,8269,48082,11626,600,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000689_E.bin
2026-06-02T00:49:37.197+02:00,BSF66F,690,1,B,3224,3407543835,5663,47623,9766,506,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000690_B.bin
2026-06-02T00:49:38.157+02:00,BSF66F,692,2,C,2609,4184757960,6534,47788,10499,665,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000692_C.bin
2026-06-02T00:49:39.085+02:00,BSF66F,693,6,G,2432,2529627061,11550,48001,14188,2165,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000693_G.bin
2026-06-02T00:49:40.009+02:00,BSF66F,694,3,D,2653,1892864761,6711,47829,11066,634,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927/accumulator_bin/sweep_00000694_D.bin
