experiment_id,seed_id,wall_time_s,status,backend,device
X_A0_L18_I0_T11,S04,0.6672751969963429,ok,,
X_A0_L18_I0_T12,S04,0.5777465799983474,ok,,
X_A0_L18_I1_T11,S04,0.6182466620011837,ok,,
X_A0_L18_I1_T12,S04,0.7915153360008844,ok,,
X_A0_L18_I2_T11,S04,0.6656760440018843,ok,,
X_A0_L18_I2_T12,S04,0.7931541889993241,ok,,
X_A0_L18_I3_T11,S04,0.6652086239992059,ok,,
X_A0_L18_I3_T12,S04,0.6719349840059294,ok,,
X_A0_L18_I4_T11,S04,0.5737591650031391,ok,,
X_A0_L18_I4_T12,S04,0.6440307320008287,ok,,
X_A0_L18_I5_T11,S04,0.6467207850000705,ok,,
X_A0_L18_I5_T12,S04,0.7693563520006137,ok,,
X_A0_L18_I6_T11,S04,0.6158220580036868,ok,,
X_A0_L18_I6_T12,S04,0.784442764997948,ok,,
X_A0_L18_I7_T11,S04,0.6418908380001085,ok,,
X_A0_L18_I7_T12,S04,0.7664527680026367,ok,,
X_A0_L18_I8_T11,S04,0.5783823210003902,ok,,
X_A0_L18_I8_T12,S04,0.6945069580033305,ok,,
X_A1_L18_I0_T11,S04,0.4158889739992446,ok,,
X_A1_L18_I0_T12,S04,0.7716275459970348,ok,,
X_A1_L18_I1_T11,S04,0.6456675340014044,ok,,
X_A1_L18_I1_T12,S04,0.7671560290036723,ok,,
X_A1_L18_I2_T11,S04,0.6059859939996386,ok,,
X_A1_L18_I2_T12,S04,0.770180753999739,ok,,
X_A1_L18_I3_T11,S04,0.5937186849987484,ok,,
X_A1_L18_I3_T12,S04,0.6904679130020668,ok,,
X_A1_L18_I4_T11,S04,0.5634648590057623,ok,,
X_A1_L18_I4_T12,S04,0.574290315998951,ok,,
X_A1_L18_I5_T11,S04,0.6627420709992293,ok,,
X_A1_L18_I5_T12,S04,0.7949287020019256,ok,,
X_A1_L18_I6_T11,S04,0.6473387669975637,ok,,
X_A1_L18_I6_T12,S04,0.7702001040015602,ok,,
X_A1_L18_I7_T11,S04,0.5671084150017123,ok,,
X_A1_L18_I7_T12,S04,0.8169351050019031,ok,,
X_A1_L18_I8_T11,S04,0.5572081290010829,ok,,
X_A1_L18_I8_T12,S04,0.7674130700033857,ok,,
X_A2_L18_I0_T11,S04,0.6535424760004389,ok,,
X_A2_L18_I0_T12,S04,0.7528882780025015,ok,,
X_A2_L18_I1_T11,S04,0.5679213859984884,ok,,
X_A2_L18_I1_T12,S04,0.6021689979970688,ok,,
X_A2_L18_I2_T11,S04,0.6597158949953155,ok,,
X_A2_L18_I2_T12,S04,0.7456000660022255,ok,,
X_A2_L18_I3_T11,S04,0.6606377670032089,ok,,
X_A2_L18_I3_T12,S04,0.7830687539972132,ok,,
X_A2_L18_I4_T11,S04,0.6845182629986084,ok,,
X_A2_L18_I4_T12,S04,0.7759818529957556,ok,,
X_A2_L18_I5_T11,S04,0.5747482760052662,ok,,
X_A2_L18_I5_T12,S04,0.7407452690022183,ok,,
X_A2_L18_I6_T11,S04,0.760577649998595,ok,,
X_A2_L18_I6_T12,S04,0.9028920470009325,ok,,
X_A2_L18_I7_T11,S04,0.5604139050046797,ok,,
X_A2_L18_I7_T12,S04,0.9372282990007079,ok,,
X_A2_L18_I8_T11,S04,0.608958338998491,ok,,
X_A2_L18_I8_T12,S04,0.647638017006102,ok,,
X_A3_L18_I0_T11,S04,0.7494711530016502,ok,,
X_A3_L18_I0_T12,S04,0.8699949169968022,ok,,
X_A3_L18_I1_T11,S04,0.7826042140004574,ok,,
X_A3_L18_I1_T12,S04,0.7746340110024903,ok,,
X_A3_L18_I2_T11,S04,0.7228736719989683,ok,,
X_A3_L18_I2_T12,S04,0.6399472260018229,ok,,
X_A3_L18_I3_T11,S04,0.6633303920025355,ok,,
X_A3_L18_I3_T12,S04,0.6870464980020188,ok,,
X_A3_L18_I4_T11,S04,0.443976656999439,ok,,
X_A3_L18_I4_T12,S04,0.5106189290017937,ok,,
X_A3_L18_I5_T11,S04,0.6000875939935213,ok,,
X_A3_L18_I5_T12,S04,0.6489118400058942,ok,,
X_A3_L18_I6_T11,S04,0.39176995800517034,ok,,
X_A3_L18_I6_T12,S04,0.5835497199950623,ok,,
X_A3_L18_I7_T11,S04,0.44311557600303786,ok,,
X_A3_L18_I7_T12,S04,0.5011440650050645,ok,,
X_A3_L18_I8_T11,S04,0.40628583999932744,ok,,
X_A3_L18_I8_T12,S04,0.47966660100064473,ok,,
X_A0_U4_P0_L18_I0_T1,S04,0.0849814589964808,ok,,
X_A0_U4_P0_L18_I0_T2,S04,2.169354988996929,ok,,
X_A0_U4_P0_L18_I0_T3,S04,2.3492955840047216,ok,,
X_A0_U4_P0_L18_I0_T4,S04,2.3484783719977713,ok,,
X_A0_U4_P0_L18_I0_T5,S04,2.2475554489938077,ok,,
X_A0_U4_P0_L18_I1_T1,S04,0.08466939000209095,ok,,
X_A0_U4_P0_L18_I1_T2,S04,2.3484238629971514,ok,,
X_A0_U4_P0_L18_I1_T3,S04,1.6616694350013859,ok,,
X_A0_U4_P0_L18_I1_T4,S04,2.170301031001145,ok,,
X_A0_U4_P0_L18_I1_T5,S04,2.1746251069998834,ok,,
X_A0_U4_P0_L18_I2_T1,S04,0.050029625999741256,ok,,
X_A0_U4_P0_L18_I2_T2,S04,1.4405343879989232,ok,,
X_A0_U4_P0_L18_I2_T3,S04,2.154558656999143,ok,,
X_A0_U4_P0_L18_I2_T4,S04,2.234970430996327,ok,,
X_A0_U4_P0_L18_I2_T5,S04,2.160179717000574,ok,,
X_A0_U4_P0_L18_I3_T1,S04,0.06874653499835404,ok,,
X_A0_U4_P0_L18_I3_T2,S04,2.1612959779959056,ok,,
X_A0_U4_P0_L18_I3_T3,S04,2.3362904449968482,ok,,
X_A0_U4_P0_L18_I3_T4,S04,2.3356815250008367,ok,,
X_A0_U4_P0_L18_I3_T5,S04,2.333999512004084,ok,,
X_A0_U4_P0_L18_I4_T1,S04,0.04773781199764926,ok,,
X_A0_U4_P0_L18_I4_T2,S04,1.454054719004489,ok,,
X_A0_U4_P0_L18_I4_T3,S04,2.1625861909997184,ok,,
X_A0_U4_P0_L18_I4_T4,S04,2.1695601620012894,ok,,
X_A0_U4_P0_L18_I4_T5,S04,2.23553046300367,ok,,
X_A0_U4_P0_L18_I5_T1,S04,0.06803225399926305,ok,,
X_A0_U4_P0_L18_I5_T2,S04,2.1651194950027275,ok,,
X_A0_U4_P0_L18_I5_T3,S04,1.420243978005601,ok,,
X_A0_U4_P0_L18_I5_T4,S04,2.333872263006924,ok,,
X_A0_U4_P0_L18_I5_T5,S04,2.3310676889959723,ok,,
X_A0_U4_P0_L18_I6_T1,S04,0.07584881599905202,ok,,
X_A0_U4_P0_L18_I6_T2,S04,2.3376772289993824,ok,,
X_A0_U4_P0_L18_I6_T3,S04,1.5386739000023226,ok,,
X_A0_U4_P0_L18_I6_T4,S04,2.163931003997277,ok,,
X_A0_U4_P0_L18_I6_T5,S04,2.284986849001143,ok,,
X_A0_U4_P0_L18_I7_T1,S04,0.0717896389978705,ok,,
X_A0_U4_P0_L18_I7_T2,S04,2.305867531998956,ok,,
X_A0_U4_P0_L18_I7_T3,S04,2.222279473004164,ok,,
X_A0_U4_P0_L18_I7_T4,S04,2.32199849600147,ok,,
X_A0_U4_P0_L18_I7_T5,S04,2.3230648180033313,ok,,
X_A0_U4_P0_L18_I8_T1,S04,0.0739239929971518,ok,,
X_A0_U4_P0_L18_I8_T2,S04,2.3230560169977252,ok,,
X_A0_U4_P0_L18_I8_T3,S04,1.4583823569992092,ok,,
X_A0_U4_P0_L18_I8_T4,S04,2.274907514998631,ok,,
X_A0_U4_P0_L18_I8_T5,S04,1.4166467739996733,ok,,
X_A0_U4_P1_L18_I0_T1,S04,0.07054544700076804,ok,,
X_A0_U4_P1_L18_I0_T2,S04,2.1719123580041924,ok,,
X_A0_U4_P1_L18_I0_T3,S04,1.4406988000046113,ok,,
X_A0_U4_P1_L18_I0_T4,S04,2.3493029689998366,ok,,
X_A0_U4_P1_L18_I0_T5,S04,2.441606079999474,ok,,
X_A0_U4_P1_L18_I1_T1,S04,0.07383291299629491,ok,,
X_A0_U4_P1_L18_I1_T2,S04,2.444505974999629,ok,,
X_A0_U4_P1_L18_I1_T3,S04,2.4784413870002027,ok,,
X_A0_U4_P1_L18_I1_T4,S04,1.3699814430001425,ok,,
X_A0_U4_P1_L18_I1_T5,S04,1.4234206449982594,ok,,
X_A0_U4_P1_L18_I2_T1,S04,0.06886567499896046,ok,,
X_A0_U4_P1_L18_I2_T2,S04,2.1637368660012726,ok,,
X_A0_U4_P1_L18_I2_T3,S04,2.1752112440008204,ok,,
X_A0_U4_P1_L18_I2_T4,S04,2.239185072001419,ok,,
