host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count
5.9e-05,1777924265.370561,2048,,BSF66F,,f,0,0,3306,3306,100,1,O,91,0,671,8
5.9e-05,1777924265.370561,2048,,BSF66F,,f,0,1,2972,2972,100,1,O,91,0,671,8
5.9e-05,1777924265.370561,2048,,BSF66F,,f,0,2,2939,2939,100,1,O,91,0,671,8
5.9e-05,1777924265.370561,2048,,BSF66F,,f,0,3,3367,3367,100,1,O,91,0,671,8
5.9e-05,1777924265.370561,2048,,BSF66F,,f,0,4,2848,2848,100,1,O,91,0,671,8
5.9e-05,1777924265.370561,2048,,BSF66F,,f,0,5,2491,2491,100,1,O,91,0,671,8
5.9e-05,1777924265.370561,2048,,BSF66F,,f,0,6,2468,2468,100,1,O,91,0,671,8
5.9e-05,1777924265.370561,2048,,BSF66F,,f,0,7,2998,2998,33,1,O,91,0,671,8
0.097409,1777924265.467911,2049,,BSF66F,,f,0,0,3326,3326,100,1,O,92,0,671,8
0.097409,1777924265.467911,2049,,BSF66F,,f,0,1,2943,2943,100,1,O,92,0,671,8
0.097409,1777924265.467911,2049,,BSF66F,,f,0,2,2885,2885,100,1,O,92,0,671,8
0.097409,1777924265.467911,2049,,BSF66F,,f,0,3,3338,3338,100,1,O,92,0,671,8
0.097409,1777924265.467911,2049,,BSF66F,,f,0,4,2870,2870,100,1,O,92,0,671,8
0.097409,1777924265.467911,2049,,BSF66F,,f,0,5,2572,2572,100,1,O,92,0,671,8
0.097409,1777924265.467911,2049,,BSF66F,,f,0,6,2371,2371,100,1,O,92,0,671,8
0.097409,1777924265.467911,2049,,BSF66F,,f,0,7,2831,2831,42,1,O,92,0,671,8
0.202513,1777924265.573014,2050,,BSF66F,,f,0,0,3355,3355,100,1,O,93,0,701,8
0.202513,1777924265.573014,2050,,BSF66F,,f,0,1,2945,2945,100,1,O,93,0,701,8
0.202513,1777924265.573014,2050,,BSF66F,,f,0,2,2879,2879,100,1,O,93,0,701,8
0.202513,1777924265.573014,2050,,BSF66F,,f,0,3,3364,3364,100,1,O,93,0,701,8
0.202513,1777924265.573014,2050,,BSF66F,,f,0,4,2882,2882,100,1,O,93,0,701,8
0.202513,1777924265.573014,2050,,BSF66F,,f,0,5,2495,2495,100,1,O,93,0,701,8
0.202513,1777924265.573014,2050,,BSF66F,,f,0,6,2365,2365,100,1,O,93,0,701,8
0.202513,1777924265.573014,2050,,BSF66F,,f,0,7,2705,2705,50,1,O,93,0,701,8
0.299965,1777924265.670467,2051,,BSF66F,,f,0,0,3312,3312,100,1,O,94,0,671,8
0.299965,1777924265.670467,2051,,BSF66F,,f,0,1,2974,2974,100,1,O,94,0,671,8
0.299965,1777924265.670467,2051,,BSF66F,,f,0,2,2947,2947,100,1,O,94,0,671,8
0.299965,1777924265.670467,2051,,BSF66F,,f,0,3,3230,3230,100,1,O,94,0,671,8
0.299965,1777924265.670467,2051,,BSF66F,,f,0,4,2900,2900,100,1,O,94,0,671,8
0.299965,1777924265.670467,2051,,BSF66F,,f,0,5,2522,2522,100,1,O,94,0,671,8
0.299965,1777924265.670467,2051,,BSF66F,,f,0,6,2426,2426,100,1,O,94,0,671,8
0.299965,1777924265.670467,2051,,BSF66F,,f,0,7,2982,2982,55,1,O,94,0,671,8
0.397466,1777924265.767968,2052,,BSF66F,,f,0,0,3347,3347,100,1,O,95,0,671,8
0.397466,1777924265.767968,2052,,BSF66F,,f,0,1,2982,2982,100,1,O,95,0,671,8
0.397466,1777924265.767968,2052,,BSF66F,,f,0,2,2931,2931,100,1,O,95,0,671,8
0.397466,1777924265.767968,2052,,BSF66F,,f,0,3,3329,3329,100,1,O,95,0,671,8
0.397466,1777924265.767968,2052,,BSF66F,,f,0,4,2865,2865,100,1,O,95,0,671,8
0.397466,1777924265.767968,2052,,BSF66F,,f,0,5,2540,2540,100,1,O,95,0,671,8
0.397466,1777924265.767968,2052,,BSF66F,,f,0,6,2447,2447,100,1,O,95,0,671,8
0.397466,1777924265.767968,2052,,BSF66F,,f,0,7,3033,3033,60,1,O,95,0,671,8
