experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,U,P,T,kind,seed_id,experiment_uid,delta_vs_B0_trackmedian_err3d_p50_mm,delta_vs_B0_trackmedian_err3d_p95_mm,delta_vs_B0_sample_err3d_rmse_mm,delta_vs_B0_legacy_deltaR_error_rms_mm,delta_vs_B0_trackmedian_radius_error_abs_mm,verdict,screening_score,L,I,R
X_A0_U4_P0_L2_I0_T2,position_prior_screening,Phase 3 nominal position-side fusion row.,34,17,40661,97.41820955797293,183.32477713677181,220.76669644824855,124.56100110027025,40661,65.09032499502369,135.6752597411125,161.85460365110416,87.29936285874095,40661,55.93603069472283,139.27340623490386,172.8138804912055,88.84967214097873,99.0464060236908,194.18172725739794,116.3965924739667,142.04557810045463,149.15266986537003,84.32440533566927,72.11163214190171,31.422397888076944,56.36733364850397,88.9163869365999,152.3526245769578,nan,nan,nan,1.0,0.5490671912930034,2.9154384502859,nan,nan,17,162.23525593657752,25.808776232643766,431.66323554386486,A0,U4,P0,T2,position_fusion,S00,X_A0_U4_P0_L2_I0_T2__S00,-6.791441184734083,-37.620410738079784,-16.704983747694044,82.1559020295634,-3.3648331170154506,FUSION_HURTS_GEOMETRY,308.75835654363635,L2,I0,
X_A0_U4_P0_L2_I0_T3,loose_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,100.29312712402111,201.73847777653143,248.46797342937236,136.70778860639064,40661,64.57839851750411,142.38920237042592,173.63243530358983,91.03329642585254,40661,60.348632535944034,157.4190339922008,198.4040388722991,101.98999170258055,102.34166064270934,219.11556916725505,128.68323852953742,162.27546137261783,180.44192530052214,83.2462497480928,70.72043293568896,37.09599923606498,58.89989394890708,94.11759083561243,169.7939730320483,nan,nan,nan,1.0,0.09912876872205745,0.556517125097147,nan,nan,17,92.46870334639182,26.168734846819405,211.34951825116622,A0,U4,P0,T3,position_fusion,S00,X_A0_U4_P0_L2_I0_T3__S00,-3.496186565715547,-12.686568828222676,-4.558196241573654,12.38934943937771,-0.8322728166123454,FUSION_HURTS_GEOMETRY,273.21014916817643,L2,I0,
X_A0_U4_P0_L2_I0_T5,error_state_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,101.57255071809685,205.59591710580295,253.37763233064388,139.45139490605777,40661,65.5601498512955,144.18219403312276,176.97182088330055,92.45016477332528,40661,61.05885747703405,160.7063834461111,202.750024938734,104.40142994533304,104.24018226158302,227.25928817489975,131.15313234306996,164.74089647589136,184.66440459661845,82.63112698887396,69.63075511765362,38.899419775170145,59.397953695445665,96.16846887184887,171.01707029001656,nan,nan,nan,1.0,0.0482787138166406,0.27829266465395236,nan,nan,17,84.64632706914045,26.28986674379422,186.5990088837795,A0,U4,P0,T5,position_fusion,S00,X_A0_U4_P0_L2_I0_T5__S00,-1.5976649468418742,-4.54284982057797,-1.8145899419065188,4.566973162126345,-0.33421307007375844,FUSION_NEUTRAL,272.7323389189191,L2,I0,
X_A0_U4_P0_L2_I1_T2,position_prior_screening,Phase 3 nominal position-side fusion row.,34,17,40661,102.10907075560924,181.03293344591359,210.64082889391096,122.2560830790952,40661,71.67791720543451,139.52392995433166,162.51925085092788,90.30377502992528,40661,55.782247916721644,133.07495413731044,162.0003982189612,82.41224463140942,101.0544063817539,182.8534033285287,113.07163753446463,144.2872646077778,141.11088410585347,105.33774368850774,86.1269892477736,35.30996928687887,52.29845543839912,88.13081584774228,155.08809476710664,nan,nan,nan,1.0,1.039426026445902,3.9363029031131793,nan,nan,17,54.22669448902019,26.788748973778752,132.58361900530508,A0,U4,P0,T2,position_fusion,S00,X_A0_U4_P0_L2_I1_T2__S00,-4.783440826670983,-48.94873466694901,-19.009901768869085,-25.85265941799392,-7.433711327120307,FUSION_NEUTRAL,229.16101140825265,L2,I1,
X_A0_U4_P0_L2_I1_T3,loose_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,96.5029059378155,187.99673998717512,228.60682278619234,126.9394086727345,40661,62.02390429285135,134.4227623670386,161.90840735213104,85.70117112235548,40661,57.90741881814506,146.31294205470704,183.08033635197035,93.64252635656649,100.23831127724688,206.2336408896013,122.86066829553575,147.42759979913535,165.3513338461139,83.29625756958269,75.49115507306783,32.870084143813415,56.935371305345114,88.67514137840152,155.66496601191858,nan,nan,nan,1.0,0.2799923510838461,1.5423420025643033,nan,nan,17,127.75931753721908,25.992619151287784,329.1902906330167,A0,U4,P0,T3,position_fusion,S00,X_A0_U4_P0_L2_I1_T3__S00,-5.599535931178011,-25.568497105876418,-14.326576175229789,47.679963630204966,-2.796795460174309,FUSION_HURTS_GEOMETRY,290.3192935173332,L2,I1,
X_A0_U4_P0_L2_I1_T5,error_state_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,98.91275997731829,197.37573680501703,242.16098142141007,133.61441684473098,40661,63.55890415265197,139.6652497879875,169.9502302627869,89.15440595515034,40661,59.52675917427496,154.167341843523,194.2816051460685,99.52037121887047,102.81415082827363,216.4705599810791,126.51641706967051,156.61066559493472,174.28181863935984,81.83898965295039,72.28975823168543,36.35644530977851,58.24447601528976,92.13470983000204,168.05352102252562,nan,nan,nan,1.0,0.1790954846992619,1.026989058367931,nan,nan,17,102.83986251101928,26.39929850610912,245.6558108140013,A0,U4,P0,T5,position_fusion,S00,X_A0_U4_P0_L2_I1_T5__S00,-3.0236963801512644,-15.331578014398616,-7.651568003233308,22.760508604005167,-1.4876907502296604,FUSION_HURTS_GEOMETRY,279.6889885870097,L2,I1,
X_A0_U4_P0_L2_I2_T2,position_prior_screening,Phase 3 nominal position-side fusion row.,34,17,40661,98.82388358438394,182.43228291892876,212.131974380664,121.10265136847632,40661,69.88975478829818,141.2072283193803,168.70740703904053,91.51460864988574,40661,52.92367606545531,127.46635202290406,157.44450643754828,79.31537412212701,99.37455169488264,180.05110835547526,111.71964448239464,142.67847100479963,135.66152912747705,98.51106841575586,89.39256399925158,35.99953402090705,52.26437600489717,86.83136743404643,154.8463744540037,nan,nan,nan,1.0,1.1241512966972107,4.937566851984137,nan,nan,17,115.24410199524681,27.650133066142075,263.1313904774063,A0,U4,P0,T2,position_fusion,S00,X_A0_U4_P0_L2_I2_T2__S00,-6.463295513542249,-51.75102964000246,-20.163333479487974,35.1647480882327,-7.4677907606222504,FUSION_HURTS_GEOMETRY,269.1954990184203,L2,I2,
X_A0_U4_P0_L2_I2_T3,loose_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,95.44934748979571,187.33385359111733,228.1436354198593,126.21984270188277,40661,61.83044554732363,134.2604168520602,162.8027885772419,85.71155145125125,40661,56.959620601404595,144.26762564570345,181.5262472057998,92.65515981049052,97.96443525181621,199.23411751088975,119.16881445376782,150.16081334851296,165.5639692136154,88.75829425415152,71.6333729830784,30.986371550857598,56.92550955723101,88.49569240077051,153.55892939701374,nan,nan,nan,1.0,0.31091850652815606,1.5428836023217016,nan,nan,17,132.60003021703812,26.1942908478224,330.335266714894,A0,U4,P0,T3,position_fusion,S00,X_A0_U4_P0_L2_I2_T3__S00,-7.8734119566086775,-32.568020484587976,-15.046142146081522,52.520676310024015,-2.8066572082884136,FUSION_HURTS_GEOMETRY,288.97915231116974,L2,I2,
X_A0_U4_P0_L2_I2_T5,error_state_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,98.4111973941567,197.05601649137313,242.01659687561673,133.197792454315,40661,63.40861777269125,139.64112979478992,170.02815092271544,89.08415946855531,40661,59.12907202260544,153.3792987199762,193.75798432432464,99.02355500830988,100.7103802521271,213.6632029836968,124.80111883699189,156.893316172825,174.16202278743324,83.21634725506959,72.7250351596251,33.90344793473531,58.22169988501207,91.94707614698908,168.2761713299445,nan,nan,nan,1.0,0.19012081149612636,1.0581552500815798,nan,nan,17,104.11647081585782,26.475412923933675,245.3311554837668,A0,U4,P0,T5,position_fusion,S00,X_A0_U4_P0_L2_I2_T5__S00,-5.127466956297795,-18.138935011780916,-8.068192393649298,24.037116908843714,-1.5104668805073516,FUSION_HURTS_GEOMETRY,277.4848808100275,L2,I2,
X_A0_U4_P0_L2_I3_T2,position_prior_screening,Phase 3 nominal position-side fusion row.,34,17,40661,90.84177221127398,158.97177207431182,186.78160265677298,108.52286759588715,40661,59.656196392289225,119.101182796,139.46011918359133,77.0785593293521,40661,53.03851732344242,122.82437669764954,147.43378074692168,76.3944270411527,91.10565593049611,167.467909310863,103.7381437530503,128.8054009015063,125.62767140469387,85.15743283467847,74.27717178317005,35.619266176873396,50.09930157406035,78.98643783550747,137.09792934000006,nan,nan,nan,1.0,0.8090337624460251,3.927787406685955,nan,nan,17,287.85090489577755,27.687404165719272,800.0727925447165,A0,U4,P0,T2,position_fusion,S00,X_A0_U4_P0_L2_I3_T2__S00,-14.732191277928777,-64.33422868461471,-32.74311725207714,207.77155098876344,-9.632865191459075,FUSION_HURTS_GEOMETRY,376.26470840337265,L2,I3,
X_A0_U4_P0_L2_I3_T3,loose_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,94.34712873761195,183.32593333063986,222.16300371206194,123.58810743744996,40661,60.19184244658079,130.91511817005443,158.47782842835878,83.55038824552685,40661,57.001328026691226,142.04685726054765,177.51726312626226,91.0678479156744,95.54273758901346,198.52604973683555,116.69139862747177,144.92568583454852,160.42698538595465,85.6849990153666,70.10062518476757,38.377014134049546,56.45537542326335,87.91623687574716,151.46265616069638,nan,nan,nan,1.0,0.29924499722325265,1.726508786285489,nan,nan,17,149.9584632056832,25.995818670914957,394.5325408144816,A0,U4,P0,T3,position_fusion,S00,X_A0_U4_P0_L2_I3_T3__S00,-10.295109619411434,-33.276088258642176,-17.677877410514327,69.87910929866908,-3.2767913422560753,FUSION_HURTS_GEOMETRY,298.22546695251583,L2,I3,
X_A0_U4_P0_L2_I3_T5,error_state_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,97.62082759401635,194.5565352978442,238.7202804280588,131.45134911997624,40661,62.60882547138356,137.8482663306061,167.5986823518877,87.87905070293279,40661,59.078334975844655,151.66375510578996,191.06949300577776,97.75852716266367,100.7477726282305,210.80650464159012,123.76074075768057,154.83983736604,172.55223723110953,84.38650684200937,68.98807986686305,37.31415466094029,57.9019127511215,90.73688867638218,165.34829580845076,nan,nan,nan,1.0,0.20266283411898428,1.2145844188494563,nan,nan,17,111.28620600492073,26.314577508281673,270.4818363950675,A0,U4,P0,T5,position_fusion,S00,X_A0_U4_P0_L2_I3_T5__S00,-5.090074580194383,-20.995633353887598,-9.814635727988048,31.20685209790662,-1.830254014397923,FUSION_HURTS_GEOMETRY,281.3813498317923,L2,I3,
X_A0_U4_P0_L2_I4_T2,position_prior_screening,Phase 3 nominal position-side fusion row.,34,17,40661,98.58278357972863,171.99439461661555,196.6331682202208,116.48889806520967,40661,62.33819130654067,132.5994017103696,156.9865247364921,84.01118993383187,40661,59.25364756842987,127.74904001845175,150.10360378136,80.6956215562433,105.47438931795452,180.3686308089521,117.41323921787485,126.77268806583513,142.74748005712672,104.61087877078651,85.45374339919792,37.61168337627498,49.32214574244125,83.59939381167273,147.70713134683842,nan,nan,nan,1.0,1.000236971232448,4.749505212987937,nan,nan,17,259.57637602927036,25.651980020670237,532.6089842274129,A0,U4,P0,T2,position_fusion,S00,X_A0_U4_P0_L2_I4_T2__S00,-0.3634578904703716,-51.43350718652562,-24.777086782754623,179.49702212225625,-10.410021023078173,FUSION_HURTS_GEOMETRY,374.9679461927976,L2,I4,
X_A0_U4_P0_L2_I4_T3,loose_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,94.98970303722952,182.12401284560147,220.65955078727765,123.09530748621017,40661,60.06152112853891,130.53141535030116,157.73769108217715,83.35837377390628,40661,57.97298102445643,140.7526928278869,174.76758618484382,90.57503103446538,98.02244374378216,200.60751092819584,118.08971762528873,143.72900564213896,161.94553761769015,88.42848571108811,77.58069798701429,36.545256344800464,56.23748623770399,87.72138893123125,148.01141198530232,nan,nan,nan,1.0,0.34326374519704317,1.90003071361377,nan,nan,17,151.168484648056,25.939140923682032,409.6691594610408,A0,U4,P0,T3,position_fusion,S00,X_A0_U4_P0_L2_I4_T3__S00,-7.815403464642728,-31.194627067281886,-18.170677361754116,71.08913074104188,-3.494680527815433,FUSION_HURTS_GEOMETRY,302.1717549411419,L2,I4,
X_A0_U4_P0_L2_I4_T5,error_state_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,97.67795969924681,193.26325008186623,236.93987298801304,130.74018927065183,40661,62.399580615361906,137.1301875883911,166.61911589203453,87.47874227091839,40661,59.32464545677385,150.32853220817918,189.19735761463528,97.16206431125319,100.77775650575617,208.88898442307382,123.77388119560368,153.14701963234873,171.8618218345903,85.36061125048126,74.22964929102338,38.516617645755275,57.73955588840798,90.41613053469248,161.30645291704843,nan,nan,nan,1.0,0.23671803699863245,1.3651331470435342,nan,nan,17,113.93001264685465,26.27088086541545,280.5627869352642,A0,U4,P0,T5,position_fusion,S00,X_A0_U4_P0_L2_I4_T5__S00,-5.060090702668717,-22.9131535724039,-10.525795577312465,33.85065873984054,-1.9926108771114457,FUSION_HURTS_GEOMETRY,282.5096878508342,L2,I4,
X_A0_U4_P0_L2_I5_T2,position_prior_screening,Phase 3 nominal position-side fusion row.,34,17,40661,89.66466967134436,154.13049409743354,178.05305582928838,105.63014837573512,40661,57.46477682381569,112.83352822912825,132.08203989990886,73.73219840970093,40661,54.94865146458869,121.04072182246995,142.1877220728902,75.63921710033962,90.02279142540618,160.10572263943453,99.52632524969606,118.17034366697062,128.99809088345793,77.4012711683818,59.617646774906646,36.73926447907746,45.09284340752947,80.23571653952158,136.2623715909266,nan,nan,nan,1.0,0.9396260654180002,4.486280244926327,nan,nan,17,296.219206644385,29.08750055601172,667.414217152793,A0,U4,P0,T2,position_fusion,S00,X_A0_U4_P0_L2_I5_T2__S00,-15.815055783018707,-71.69641535604319,-35.63583647222917,216.1398527373709,-14.639323357989952,FUSION_HURTS_GEOMETRY,375.95966070404245,L2,I5,
X_A0_U4_P0_L2_I5_T3,loose_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,91.49694269565491,173.96938735567292,208.28670590519735,117.23333305952544,40661,57.05384355481929,125.30955491112523,149.18261274533882,79.35514630217307,40661,56.35216297408601,135.46515363490585,167.01474852032072,86.29261344753864,92.36101459941082,191.07467149329523,114.10773211673006,137.67029954732374,152.63910388055484,81.5329652890459,65.25242772565468,29.824500079421682,55.16800505152557,86.38600371286807,144.74163662707252,nan,nan,nan,1.0,0.4038379149697655,2.360156915050143,nan,nan,17,183.12463581892726,25.65244074848266,494.85204873868895,A0,U4,P0,T3,position_fusion,S00,X_A0_U4_P0_L2_I5_T3__S00,-13.476832609014068,-40.727466502182494,-24.032651788438855,103.04528191191315,-4.564161713993855,FUSION_HURTS_GEOMETRY,315.00839722107605,L2,I5,
X_A0_U4_P0_L2_I5_T5,error_state_ekf_screening,Phase 3 nominal position-side fusion row.,34,17,40661,95.49868558410316,187.13146093300307,227.25388316496557,126.01035918796998,40661,60.250454437469315,132.9392847177515,160.93895663603473,84.51884891550155,40661,58.069585135415196,145.41573878984298,182.270341426809,93.46215705128913,98.14179098871841,203.10011939319833,120.26880402049949,147.6737756474983,164.9280765328959,82.52594426567426,67.65745270502558,32.71695079600198,56.933709624249246,88.46505614016726,155.0458764683386,nan,nan,nan,1.0,0.3093910293680052,1.8901892252263253,nan,nan,17,134.43477698071206,26.16672293766993,341.63855631249464,A0,U4,P0,T5,position_fusion,S00,X_A0_U4_P0_L2_I5_T5__S00,-7.6960562197064775,-28.702018602279395,-15.255625659994308,54.35542307369795,-2.798457141270177,FUSION_HURTS_GEOMETRY,291.79803147496085,L2,I5,
