experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,U,P,R
X_A0_L12_I0_T11,imu_only_diagnostic_screening,Phase4 L12 single-I T11.,34,17,40661,10938.48278010601,42409.13885452599,52929.311145293614,23834.701827606164,40661,8758.69332215405,38795.61236427241,49671.911191317864,21738.9458869953,40661,2075.7878122662155,16972.656538226103,22930.045044287624,9772.985364420781,11983.051095598308,43492.64534593644,21576.270216363377,37666.66290890272,12379.003900716078,77630.16808630829,77536.40327637683,2923.9778161903164,76906.10298430298,522.0567675354116,969.0353066568641,48319.96213499406,41262.97724721927,402.87413478191286,nan,nan,nan,nan,nan,17,180168.12019836833,82138.86109471812,341253.56340091355,A0,L12,I0,T11,imu_only,S01,X_A0_L12_I0_T11__S01,,,
X_A0_L12_I0_T12,imu_only_diagnostic_screening,Phase4 L12 single-I T12.,34,17,40661,10938.029385657836,42412.131711695925,52931.64178762187,23834.686440590023,40661,8759.46675217472,38797.509410770166,49672.38437512841,21738.932065280234,40661,2075.591143635814,16971.020088920268,22929.635188810917,9772.97858292837,11982.722338933278,43493.74764322327,21576.256858181183,37664.89160878059,12378.075775122707,77730.12466582767,77683.21464111758,2923.646324001347,77044.29575035343,520.9661696625335,965.0915968707122,48319.96213499406,41262.97724721927,402.87413478191286,nan,nan,nan,nan,nan,17,180391.7528795436,82360.21823562977,341304.959052175,A0,L12,I0,T12,imu_only,S01,X_A0_L12_I0_T12__S01,,,
X_A0_L12_I1_T11,imu_only_diagnostic_screening,Phase4 L12 single-I T11.,34,17,40661,4516.251955485753,20042.571953685063,25836.595564408482,11555.594640173023,40661,3148.1528264790977,14509.103731806923,18398.584522398844,8737.51993198377,40661,1991.2708767537042,13503.013879114202,17768.892309213847,7562.242585779818,5217.502880430965,21111.807204772907,9829.095641795815,14588.898762616458,12867.200733261003,13837.156343187577,13447.568625243082,3072.5442485687045,12416.148541926892,513.2783303258396,973.6428715337752,23981.51049030594,16412.311592851183,199.9282268481228,nan,nan,nan,nan,nan,17,35596.50757877943,19790.165528444668,67229.49075554466,A0,L12,I1,T11,imu_only,S01,X_A0_L12_I1_T11__S01,,,
X_A0_L12_I1_T12,imu_only_diagnostic_screening,Phase4 L12 single-I T12.,34,17,40661,4516.778980522064,20047.318836163,25835.929640114693,11555.587037694517,40661,3148.776991979911,14506.861029597194,18395.01361161785,8737.514238300877,40661,1990.7449113584448,13503.757829313383,17768.17648243337,7562.237547262249,5217.097998738489,21111.104735728022,9829.088399458353,14588.290830893391,12867.567601198716,13876.339097933735,13474.843150320361,3071.893301897356,12460.442178267549,511.42442267601604,969.168995211975,23981.51049030594,16412.311592851183,199.9282268481228,nan,nan,nan,nan,nan,17,35680.21188130918,19848.301008495822,67282.230829727,A0,L12,I1,T12,imu_only,S01,X_A0_L12_I1_T12__S01,,,
X_A0_L12_I2_T11,imu_only_diagnostic_screening,Phase4 L12 single-I T11.,34,17,40661,6141.267761088301,23652.129563864783,29289.551620751427,13394.912717540217,40661,4727.402692942824,19486.93314213853,24323.15809131544,11120.287944105856,40661,2031.842598630401,12189.318408248306,17807.804165152884,7467.454904496888,6292.791694905978,26517.743538643936,12705.445738891747,21396.27455180778,10545.343205355031,28861.05207982765,28431.89638740327,1982.3017579088978,23194.580184666498,511.3950281788344,974.712217038325,29469.290858709646,23974.88484546594,253.56542279556078,nan,nan,nan,nan,nan,17,45627.31368076047,16899.54573662064,99308.34051333289,A0,L12,I2,T11,imu_only,S01,X_A0_L12_I2_T11__S01,,,
X_A0_L12_I2_T12,imu_only_diagnostic_screening,Phase4 L12 single-I T12.,34,17,40661,6140.975884751609,23652.44460234652,29288.272744112917,13394.904194865521,40661,4727.270497804718,19488.280277875045,24324.625583427416,11120.281057169937,40661,2031.8630722483042,12188.371852453562,17809.52634070181,7467.449872558465,6293.994272561379,26517.17643431112,12705.439318452954,21396.02991212907,10544.987520248698,28909.249420263593,28481.35424243117,1980.6384078553742,23244.638136611276,510.0207714212253,969.9790906683963,29469.290858709646,23974.88484546594,253.56542279556078,nan,nan,nan,nan,nan,17,45671.52749214117,16980.024035891314,99327.56486950234,A0,L12,I2,T12,imu_only,S01,X_A0_L12_I2_T12__S01,,,
X_A0_L12_I3_T11,imu_only_diagnostic_screening,Phase4 L12 single-I T11.,34,17,40661,3397.9105606718886,13710.126992527892,17053.921446144155,7705.124036094848,40661,2582.208383267763,10901.773912442859,13873.536353596328,6226.135202453359,40661,963.4585152948124,7881.83139403637,10881.82109475031,4539.182399108634,3818.769088084856,15712.191389666743,7471.96443036842,11204.410608171553,7232.134012827939,10101.20531567264,9926.392794383495,1612.6331129770779,7067.777430118831,505.884688871241,955.4150819354502,17846.5902133535,12565.642877511953,148.84565926386415,nan,nan,nan,nan,nan,17,15780.674274537765,8857.088924872136,33910.03329577954,A0,L12,I3,T11,imu_only,S01,X_A0_L12_I3_T11__S01,,,
X_A0_L12_I3_T12,imu_only_diagnostic_screening,Phase4 L12 single-I T12.,34,17,40661,3396.204138392248,13710.65671721488,17054.188640478096,7705.119434310248,40661,2581.356478891468,10903.254637634369,13871.611697930073,6226.131249443044,40661,963.7986957715565,7883.133651807746,10881.756219495717,4539.180009835949,3819.2485352468098,15713.504858911456,7471.958365276152,11206.319337230394,7232.297686737706,10105.26817060886,9932.043894138194,1613.6416207286784,7076.465516733837,504.1084392485247,950.9846189279566,17846.5902133535,12565.642877511953,148.84565926386415,nan,nan,nan,nan,nan,17,15796.505133522649,8912.969526314482,33913.52974814825,A0,L12,I3,T12,imu_only,S01,X_A0_L12_I3_T12__S01,,,
X_A0_L12_I4_T11,imu_only_diagnostic_screening,Phase4 L12 single-I T11.,34,17,40661,3916.8344416611994,15154.213888056767,19339.751373749736,8696.255763898693,40661,2911.5983353696824,13629.06362735287,18049.325456576356,7647.624823210547,40661,1151.3127256186535,6431.029954355624,9427.452502632694,4139.891166994015,4280.5902573948915,15233.501477281628,7355.586908833701,12128.427650683778,5663.3757714394,13852.105948918324,13848.484609538398,1649.3347326322175,11181.964420335575,489.9015724128118,918.5875456369452,16963.17928995749,13285.23432034794,141.48305746501745,nan,nan,nan,nan,nan,17,26851.206437176796,16506.122875565125,58515.53682089085,A0,L12,I4,T11,imu_only,S01,X_A0_L12_I4_T11__S01,,,
X_A0_L12_I4_T12,imu_only_diagnostic_screening,Phase4 L12 single-I T12.,34,17,40661,3916.6413083257976,15154.300434660421,19337.91545056071,8696.25076484075,40661,2912.359947063362,13624.988759222237,18050.22269998661,7647.620392488412,40661,1150.7748372036747,6431.201736122993,9427.787957406901,4139.888850849586,4281.380090223784,15232.706994590742,7355.581002034598,12127.70134829154,5662.387454695947,13894.276216394017,13890.666126989312,1648.847455127448,11199.093446763043,488.1755824566844,915.8061593861005,16963.17928995749,13285.23432034794,141.48305746501745,nan,nan,nan,nan,nan,17,26928.95898941479,16543.330024974148,58803.12137950154,A0,L12,I4,T12,imu_only,S01,X_A0_L12_I4_T12__S01,,,
X_A0_L12_I5_T11,imu_only_diagnostic_screening,Phase4 L12 single-I T11.,34,17,40661,3097.833138442253,12002.793064542042,15059.460390469423,7060.558945459771,40661,2278.548410668263,9357.569415546448,11642.042390468629,5579.216084773425,40661,1033.4060463575577,7019.963896015987,9786.293139388057,4327.105325932972,3288.6660851393062,12861.231754869706,6199.750353422989,10084.124623681746,5419.44934382721,8198.867594378265,8113.549772805629,1624.8014125057134,6453.804437934556,636.217809387295,1181.2247186514446,14535.422341854286,11049.02669719282,121.19385410873893,nan,nan,nan,nan,nan,17,12635.887512783635,3762.204724371836,18439.78468386038,A0,L12,I5,T11,imu_only,S01,X_A0_L12_I5_T11__S01,,,
