capture_id,uwb_time_s,uwb_relative_distance_mm,opti_relative_distance_mm,signed_relative_distance_error_mm,abs_relative_distance_error_mm
R01,0.002044,940.5017876904833,979.68646526991,-39.18467757942665,39.18467757942665
R01,0.070511,953.2522800453859,979.6655533705665,-26.413273325180626,26.413273325180626
R01,0.16326,1026.904066872863,979.8502114819332,47.05385539092981,47.05385539092981
R01,0.295635,1006.4217803025252,979.0331620090429,27.388618293482295,27.388618293482295
R01,0.454647,1023.3013342794067,979.8901999592065,43.411134320200176,43.411134320200176
R01,0.466995,1027.752993569737,979.7947546220753,47.95823894766181,47.95823894766181
R01,0.572952,1074.479225346563,979.5866286629681,94.89259668359489,94.89259668359489
R01,0.670406,1033.5535523579194,980.1862711909894,53.36728116693007,53.36728116693007
R01,0.760465,1145.1035953718597,980.0171749070076,165.08642046485204,165.08642046485204
R01,0.865366,1152.7334219417091,980.0272476523282,172.7061742893809,172.7061742893809
R01,0.963248,1149.2441794984159,980.2092281600457,169.0349513383702,169.0349513383702
R01,1.067871,1132.8175754565775,980.2426643082555,152.57491114832203,152.57491114832203
R01,1.172952,1105.728484564678,980.7180368067693,125.01044775790865,125.01044775790865
R01,1.270613,1132.2207412241664,980.5121779591374,151.70856326502906,151.70856326502906
R01,1.430799,1117.003158461347,980.710100824446,136.29305763690104,136.29305763690104
R01,1.466199,1122.65254880085,980.3309860335936,142.3215627672563,142.3215627672563
R01,1.56289,1208.8335505222424,980.2548743977209,228.5786761245215,228.5786761245215
R01,1.668021,1035.1224053135754,980.2828391634224,54.83956615015302,54.83956615015302
R01,1.773485,999.9823697304228,979.5732068461053,20.409162884317425,20.409162884317425
R01,1.890118,953.0128215855559,979.3533736597832,-26.340552074227276,26.340552074227276
R01,1.965775,931.4054433411316,979.6062337114867,-48.200790370355094,48.200790370355094
R01,2.0953,1073.34537903119,979.3110152836797,94.03436374751038,94.03436374751038
R01,2.162538,1095.0705428120343,979.5840861103763,115.48645670165797,115.48645670165797
R01,2.282774,1012.7985942036146,979.394651658991,33.40394254462353,33.40394254462353
R01,2.457474,1020.9605032742661,980.0326909934199,40.92781228084618,40.92781228084618
R01,2.470284,1001.8000130681115,979.8563393426499,21.943673725461622,21.943673725461622
R01,2.560253,950.4450255561399,979.7945980043734,-29.349572448233516,29.349572448233516
R01,2.665308,1014.2055600237925,980.0997433731624,34.10581665063012,34.10581665063012
R01,2.828721,1063.2376150757107,980.1968809979792,83.04073407773149,83.04073407773149
R01,2.86779,1106.0892382561156,979.6202114644377,126.46902679167783,126.46902679167783
R01,2.97322,995.5788569214401,979.5867542813291,15.992102640110943,15.992102640110943
R01,3.070078,1063.296301697098,979.8940879952396,83.40221370185839,83.40221370185839
R01,3.175337,1043.153240572919,979.711543512675,63.441697060243996,63.441697060243996
R01,3.280359,1020.7747100788098,980.2989031485741,40.47580693023565,40.47580693023565
R01,3.455401,1161.1013620781641,980.5906804737854,180.51068160437876,180.51068160437876
R01,3.481311,1092.285107147118,979.9309366650283,112.35417048208967,112.35417048208967
R01,3.57269,862.5568994627557,979.9907723943139,-117.4338729315582,117.4338729315582
R01,3.670375,872.6077131916122,979.8575750837546,-107.24986189214235,107.24986189214235
R01,3.760378,988.2607365655623,979.9222894301378,8.33844713542453,8.33844713542453
R01,3.895182,854.1198914801435,979.7382276130074,-125.61833613286399,125.61833613286399
R01,3.98521,1091.4403457507935,979.7206180851043,111.71972766568922,111.71972766568922
R01,4.067677,1039.301919495833,979.6105338179135,59.691385677919584,59.691385677919584
R01,4.172678,961.1402554625571,979.237054028291,-18.096798565733934,18.096798565733934
R01,4.270062,980.1433300472811,980.0028266723552,0.1405033749258564,0.1405033749258564
R01,4.442254,955.1748909593637,980.1641429195798,-24.989251960216166,24.989251960216166
R01,4.465275,978.7340078042402,979.8431616631508,-1.1091538589106449,1.1091538589106449
R01,4.562623,1119.547639532988,979.7283853267475,139.81925420624043,139.81925420624043
R01,4.667647,1123.5796761257081,980.2956510070288,143.28402511867932,143.28402511867932
R01,4.772807,1144.0755862862366,979.953796507469,164.1217897787676,164.1217897787676
R01,4.870202,1088.7536214847814,979.8742378023833,108.87938368239816,108.87938368239816
R01,4.975298,1086.1309241561773,980.2453059616291,105.88561819454821,105.88561819454821
R01,5.065223,1098.3588787388435,980.2910998149797,118.06777892386378,118.06777892386378
