timestamp,id,type,path,notes
2026-06-23T21:43:57+02:00,"ALL_RESPONDER",anchor_responder,"/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2full10_20260623/manual_all_anchor_responder_20260623_214307","rc=0"
2026-06-23T21:45:03+02:00,"CODEX_TR2FULL10_OFF","static","/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2full10_20260623/static_CODEX_TR2FULL10_OFF_BSF66F_30s_20260623_214357","duration_s=30; targets=BSF66F; cir=off; rc=0"
