version,tag_method,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,point_estimator,tag_delay_by_tag_mm,effective_tag_delay_mm,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_fit_vertical_shift_mm,anchor_fit_method,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v4-io,T4,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,"0,1,4,2,3",54.12208743140742,29.051378695780997,1.5155498742221383,mean,"{""BSF66F"": 0.0}",0.0,1201,1201,1.0,ok,1337.3399892903635,767.7077458413088,125.99885835912563,1337.3399892903644,767.7077458413088,125.99885835912565,1336.24753801369,768.4433038577371,120.77324276012865,18.534728299707837,29.810442893383783,48.405279147991116,59.79355908489333,45.57864678430807,110.95004790203484,8.0,8.0,99.75020815986679,91.75686927560366,79.04918869053262,159.35578906817096,0,{},250.54124020837833,3291.313211308035,-372.78807814211314,-542.215344349341,182.54280058407934,-383.3240609304319,792.7565845577193,3108.7704107239556,10.53598278831879,792.8265947185022,3108.7704107239556,3208.274844193641,0.9999999999999997,1.0,3165.3143529489093,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,889.8367413746068,37.13531528761927,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6572220380767959,0.6572220380767959,mean,"{""BSF66F"": 0.0}",0.0,1201,1201,1.0,ok,1506.1004387432035,717.5045287282596,-867.2787143411651,1506.1004387432024,717.5045287282596,-867.2787143411655,1506.128498933301,718.166276955703,-866.9489921576721,24.56557723205123,30.399986941250845,43.445003173431765,58.43881493931573,45.29899466366173,106.45443057978171,8.0,8.0,99.91673605328893,95.67027477102414,58.31895545765461,132.23078394866351,0,{},298.7333911421821,2298.035638607744,-203.4423699107026,-543.22998,1105.589,-259.92136,841.963371142182,1192.4466386077443,56.47899008929738,843.855553200081,1192.4466386077443,1460.8289361159038,0.9999999999999997,1.0,3165.3143529489093,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,461.6346339824702,19.265272924268757,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4,all8,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6213212809211015,0.6213212809211015,mean,"{""BSF66F"": 0.0}",0.0,1201,1201,1.0,ok,1477.5345222588148,665.7602740483853,-1611.0605166774897,1477.5345222588141,665.7602740483852,-1611.0605166774883,1484.6727774722976,664.2966183601717,-1614.2698330049088,39.54557326934373,51.569615795889696,60.035797199685334,88.47358127677694,59.18409514637455,183.37510590715826,8.0,8.0,100.0,92.2564529558701,136.97873174047163,192.1138821677738,0,{},350.8137945604824,1554.2538362714197,-231.39073402661916,-554.00287,1625.5614500000001,-256.2951,904.8166645604824,-71.30761372858046,24.904365973380834,905.1593362004794,71.30761372858046,907.9637656242439,0.9999999999999997,1.0,3165.3143529489093,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,813.3092827400905,33.94161562068607,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4,all8,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.6855830977794,1.6855830977794,mean,"{""BSF66F"": 0.0}",0.0,1201,1201,1.0,ok,2201.792586752164,1052.1720355521281,274.6106649241589,2201.7925867521594,1052.1720355521288,274.61066492415864,2201.205009039631,1054.9865521451566,273.0651800185729,19.228708972084704,24.7084155197068,46.747051039229696,56.26309471662543,35.2587272736596,118.77579867432993,8.0,8.0,100.0,93.83846794338052,79.1715929587363,108.64117551556745,0,{},-44.186141319195485,3439.925017873068,488.21946883818714,-321.178815,182.16379,479.93381999999997,276.9926736808045,3257.761227873068,8.285648838187171,277.11656978519056,3257.761227873068,3269.526236487872,0.9999999999999997,1.0,3165.3143529489093,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,1047.8906733259494,43.731337144835564,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4,all8,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,"3,4,2,0,1",2.0942332073721013,5.490229164285438,0.8401003929094628,mean,"{""BSF66F"": 0.0}",0.0,1200,1200,1.0,ok,2233.8932478569936,1119.0995598700517,-893.850601874668,2233.8932478569945,1119.099559870051,-893.8506018746683,2236.484690665885,1122.726867859483,-898.8901868648865,26.520661932896257,39.486667811515154,54.79167862394609,72.55804910997615,42.80592082326045,143.54255106127025,8.0,8.0,99.75,91.5,159.3213679138928,224.89715165097826,0,{},-111.4907881324848,2271.4637510742414,519.5217127199246,-184.9818897969324,1103.5866165595767,473.70402893394925,73.4911016644476,1167.8771345146647,45.81768378597536,86.60370760750259,1167.8771345146647,1171.083773046809,0.9999999999999997,1.0,3165.3143529489093,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,705.9514108073571,29.461278680820897,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4,all8,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.4652634113752043,1.4652634113752043,mean,"{""BSF66F"": 0.0}",0.0,1201,1201,1.0,ok,2199.1415791699837,1064.7957103145138,-1632.699862032094,2199.1415791699837,1064.7957103145145,-1632.699862032095,2198.9265426489974,1063.0232913005893,-1636.4434713763494,32.75365526242486,45.709992822211035,44.93705408130848,71.98294385729719,47.65963557211416,154.78056325036343,8.0,8.0,99.83347210657784,92.83930058284763,96.75766515170767,180.62818735752245,0,{},-56.77738744599242,1532.6144909168154,485.41848210460716,-193.231255,1684.95255,476.52297999999996,136.4538675540076,-152.3380590831846,8.895502104607203,136.74351146632048,152.3380590831846,204.70874962583196,0.9999999999999997,1.0,3165.3143529489093,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,1013.9317064581626,42.31413679465786,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4,all8,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,3.010748996927397,3.010748996927397,mean,"{""BSF66F"": 0.0}",0.0,1201,1201,1.0,ok,1767.2973255995423,1616.4799235929938,125.5123083277101,1767.297325599544,1616.4799235929947,125.51230832771016,1767.0099603903395,1614.8051641099728,125.18180497823413,18.238688492984924,26.2775916468843,79.4413559613682,85.63930533163703,73.73171471433196,148.7600635018832,8.0,8.0,100.0,90.84096586178185,80.02289283738357,185.4535192568529,0,{},-603.2855009779441,3290.8266612766192,47.04214564670224,352.14755,211.565355,53.795866000000004,-955.4330509779442,3079.261306276619,-6.753720353297766,955.4569208706552,3079.261306276619,3224.0887270625826,0.9999999999999997,1.0,3165.3143529489093,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,906.6934696461826,37.83879255482639,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4,all8,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,0.8379427491692439,0.8379427491692439,mean,"{""BSF66F"": 0.0}",0.0,1201,1201,1.0,ok,1585.9174150338636,1704.1359624140055,-951.4078020298155,1585.917415033864,1704.1359624140046,-951.4078020298143,1587.1069516657578,1701.049493866784,-948.5986931671998,28.470851176639368,40.17758214159678,61.887537989935545,79.08789308056461,60.953896741615864,141.13289572798996,8.0,8.0,100.0,90.25811823480433,124.97187368981088,162.7885994729825,0,{},-688.7777070194129,2213.906550919094,-135.36765618633353,391.90054,1132.2804,-71.53192899999999,-1080.678247019413,1081.626150919094,-63.83572718633354,1082.5619952900431,1081.626150919094,1530.3122570241717,0.9999999999999997,1.0,3165.3143529489093,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,557.6228692802323,23.271123903379948,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4,all8,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,1.1233421057233244,1.1233421057233244,mean,"{""BSF66F"": 0.0}",0.0,1201,1201,1.0,ok,1621.8919867683237,1686.9902192042014,-1385.844126934356,1621.8919867683228,1686.9902192041995,-1385.8441269343573,1626.3986530575228,1686.9744666283755,-1390.454136161378,37.38377161082887,35.634762687001356,58.99479497312126,78.40770705440974,46.82922283209376,119.19598772460988,8.0,8.0,99.91673605328893,93.42214820982515,131.2577379677226,222.04384342037534,0,{},-672.0611176215314,1779.4702260145534,-99.19167022054421,408.80994,1568.1853500000002,-62.425788499999996,-1080.8710576215312,211.28487601455322,-36.765881720544215,1081.4961734849442,211.28487601455322,1101.9415919616893,0.9999999999999997,1.0,3165.3143529489093,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,828.1828777899989,34.56233132723858,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4,all8,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,1.700334281718746,1.700334281718746,mean,"{""BSF66F"": 0.0}",0.0,1201,1201,1.0,ok,706.2832240246122,1298.1288870864264,40.614235178459296,706.2832240246104,1298.1288870864255,40.614235178459296,708.2609958659007,1299.1024407917453,39.93396696286772,22.661131183919302,20.405439359259148,35.45782568049516,46.767148982673554,34.25281854103988,86.54129377244453,8.0,8.0,99.91673605328893,90.75770191507078,61.7244608180964,120.65420129872507,0,{},-272.3355449020157,3205.9285881273686,-1010.1098929735726,65.499245,238.64973,-938.19342,-337.8347899020157,2967.2788581273685,-71.9164729735727,345.404580677642,2967.2788581273685,2987.314537547521,0.9999999999999997,1.0,3165.3143529489093,height_preserving_2d_horizontal_FGH_vertical_shift,0.9582672713308588,1028.888366883956,42.93831904600398,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
