host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count,tr_version,rx_mask,air_us,post_us,cycle_us,rx_seen,imu_valid,imu_n,acc_norm_mean_mg,acc_norm_std_mg,acc_norm_min_mg,acc_norm_max_mg,imu_skip_count,tag_temp_raw,tag_vbat_raw
0.046515,1783686842.591503,2091011,,BS9336,2,f,0,0,2862,2862,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.046515,1783686842.591503,2091011,,BS9336,2,f,0,1,2086,2086,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.046515,1783686842.591503,2091011,,BS9336,2,f,0,2,3205,3205,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.046515,1783686842.591503,2091011,,BS9336,2,f,0,3,3604,3604,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.046515,1783686842.591503,2091011,,BS9336,2,f,0,4,2510,2510,94,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.046515,1783686842.591503,2091011,,BS9336,2,f,0,5,2020,2020,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.046515,1783686842.591503,2091011,,BS9336,2,f,0,6,3137,3137,94,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.046515,1783686842.591503,2091011,,BS9336,2,f,0,7,3239,3239,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.200605,1783686842.745593,2091012,,BS9336,2,f,0,0,2861,2861,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.200605,1783686842.745593,2091012,,BS9336,2,f,0,1,2087,2087,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.200605,1783686842.745593,2091012,,BS9336,2,f,0,2,3224,3224,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.200605,1783686842.745593,2091012,,BS9336,2,f,0,3,3577,3577,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.200605,1783686842.745593,2091012,,BS9336,2,f,0,4,2608,2608,94,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.200605,1783686842.745593,2091012,,BS9336,2,f,0,5,2066,2066,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.200605,1783686842.745593,2091012,,BS9336,2,f,0,6,3112,3112,94,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.200605,1783686842.745593,2091012,,BS9336,2,f,0,7,3326,3326,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.298122,1783686842.84311,2091013,,BS9336,2,f,0,0,2844,2844,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.298122,1783686842.84311,2091013,,BS9336,2,f,0,1,2080,2080,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.298122,1783686842.84311,2091013,,BS9336,2,f,0,2,3258,3258,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.298122,1783686842.84311,2091013,,BS9336,2,f,0,3,3592,3592,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.298122,1783686842.84311,2091013,,BS9336,2,f,0,4,2564,2564,94,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.298122,1783686842.84311,2091013,,BS9336,2,f,0,5,1983,1983,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.298122,1783686842.84311,2091013,,BS9336,2,f,0,6,3164,3164,94,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.298122,1783686842.84311,2091013,,BS9336,2,f,0,7,3228,3228,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.301919,1783686842.846907,2091014,,BS9336,2,f,0,0,2849,2849,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.301919,1783686842.846907,2091014,,BS9336,2,f,0,1,2085,2085,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.301919,1783686842.846907,2091014,,BS9336,2,f,0,2,3267,3267,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.301919,1783686842.846907,2091014,,BS9336,2,f,0,3,3626,3626,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.301919,1783686842.846907,2091014,,BS9336,2,f,0,4,2611,2611,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.301919,1783686842.846907,2091014,,BS9336,2,f,0,5,2048,2048,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.301919,1783686842.846907,2091014,,BS9336,2,f,0,6,3159,3159,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.301919,1783686842.846907,2091014,,BS9336,2,f,0,7,3249,3249,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.403936,1783686842.948924,2091015,,BS9336,2,f,0,0,2842,2842,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.403936,1783686842.948924,2091015,,BS9336,2,f,0,1,2043,2043,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.403936,1783686842.948924,2091015,,BS9336,2,f,0,2,3277,3277,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.403936,1783686842.948924,2091015,,BS9336,2,f,0,3,3632,3632,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.403936,1783686842.948924,2091015,,BS9336,2,f,0,4,2604,2604,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.403936,1783686842.948924,2091015,,BS9336,2,f,0,5,2021,2021,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.403936,1783686842.948924,2091015,,BS9336,2,f,0,6,3208,3208,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.403936,1783686842.948924,2091015,,BS9336,2,f,0,7,3325,3325,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.612996,1783686843.157984,2091016,,BS9336,2,f,0,0,2834,2834,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.612996,1783686843.157984,2091016,,BS9336,2,f,0,1,2180,2180,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.612996,1783686843.157984,2091016,,BS9336,2,f,0,2,3193,3193,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.612996,1783686843.157984,2091016,,BS9336,2,f,0,3,3632,3632,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.612996,1783686843.157984,2091016,,BS9336,2,f,0,4,2601,2601,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.612996,1783686843.157984,2091016,,BS9336,2,f,0,5,2017,2017,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.612996,1783686843.157984,2091016,,BS9336,2,f,0,6,3098,3098,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.612996,1783686843.157984,2091016,,BS9336,2,f,0,7,3350,3350,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.616941,1783686843.161929,2091017,,BS9336,2,f,0,0,2820,2820,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.616941,1783686843.161929,2091017,,BS9336,2,f,0,1,2049,2049,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.616941,1783686843.161929,2091017,,BS9336,2,f,0,2,3175,3175,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.616941,1783686843.161929,2091017,,BS9336,2,f,0,3,3590,3590,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.616941,1783686843.161929,2091017,,BS9336,2,f,0,4,2605,2605,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.616941,1783686843.161929,2091017,,BS9336,2,f,0,5,2040,2040,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.616941,1783686843.161929,2091017,,BS9336,2,f,0,6,3148,3148,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.616941,1783686843.161929,2091017,,BS9336,2,f,0,7,3279,3279,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.839122,1783686843.38411,2091018,,BS9336,2,f,0,0,2842,2842,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.839122,1783686843.38411,2091018,,BS9336,2,f,0,1,2099,2099,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.839122,1783686843.38411,2091018,,BS9336,2,f,0,2,3258,3258,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.839122,1783686843.38411,2091018,,BS9336,2,f,0,3,3629,3629,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.839122,1783686843.38411,2091018,,BS9336,2,f,0,4,2595,2595,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.839122,1783686843.38411,2091018,,BS9336,2,f,0,5,2063,2063,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.839122,1783686843.38411,2091018,,BS9336,2,f,0,6,3174,3174,95,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
0.839122,1783686843.38411,2091018,,BS9336,2,f,0,7,3261,3261,100,1,O,0,0,0,0,2,,,,,,0,0,,,,,0,124,208
