case_id,report_label,experiment,layout_solver,layout_variant,delay_mode,scale_source,alignment_frame,tag_method,ID,capture,location,height,facing,frames_input,frames_solved,solve_fraction,point_estimator,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_xz_mm,err_vertical_y_mm,tag_truth_source,tag_truth_corrected,d3_std_mm,d3_p95_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge8_anchors_input,anchor_fit_det,anchor_fit_scale
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,median,-530.3601984838803,1071.6897666123464,-204.8832259242331,-543.22998,1105.589,-259.92136,12.869781516119701,-33.89923338765357,55.03813407576689,65.9089182363461,56.5228049446836,33.89923338765357,motive_iantenna,False,73.57744831459972,140.09722535474808,80.69703886750946,120.07635798101616,8.0,8.0,95.67027477102414,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,1201,1201,1.0,median,-515.7891184456029,1674.6605652696383,-278.594518526131,-554.00287,1625.5614500000001,-256.2951,38.21375155439716,49.099115269638105,-22.299418526131035,66.0929496597478,44.24426374644229,49.099115269638105,motive_iantenna,False,68.57647269820377,170.56167681635475,156.54866747788955,189.40247493353996,8.0,8.0,92.2564529558701,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,1201,1201,1.0,median,-248.21610255571204,101.56664009526729,503.3708413870385,-321.178815,182.16379,479.93381999999997,72.96271244428794,-80.59714990473272,23.437021387038556,111.21489087118825,76.63453124228236,80.59714990473272,motive_iantenna,False,71.67397747551689,197.16081920571736,87.08906014038195,126.53976512430125,8.0,8.0,93.83846794338052,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,median,-174.23625419901248,1110.2021380357191,490.4249329757346,-184.9818897969324,1103.5866165595767,473.70402893394925,10.745635597919915,6.615521476142476,16.72090404178533,20.948089191598815,19.87604881202189,6.615521476142476,reconstructed_from_relabelled_balls,True,62.953735256115,121.91390558965142,143.5866846679928,194.84879744952113,8.0,8.0,91.5,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,median,-200.4281480479896,1679.1075677130323,476.6146186469116,-193.231255,1684.95255,476.52297999999996,-7.19689304798959,-5.844982286967706,0.09163864691163326,9.271865244964193,7.197476445658484,5.844982286967706,motive_iantenna,False,59.552432078493275,123.74108025149611,72.74524339511647,128.64872744419569,8.0,8.0,92.83930058284763,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,median,272.36887128677165,132.96753248996902,34.38094128021876,352.14755,211.565355,53.795866000000004,-79.77867871322837,-78.597822510031,-19.414924719781247,113.6626349440379,82.10710614254586,78.597822510031,motive_iantenna,False,80.03928256800765,147.70958257324662,122.02610628517682,195.16033571635398,8.0,8.0,90.84096586178185,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,median,404.9227345260098,1248.0733752261983,-126.43637226590334,391.90054,1132.2804,-71.53192899999999,13.022194526009798,115.79297522619822,-54.90444326590335,128.8102812369688,56.42761239510351,115.79297522619822,motive_iantenna,False,58.66168372051123,118.36680923484386,119.8669726216584,148.291877390715,8.0,8.0,90.25811823480433,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,median,453.2462801523121,1450.4755732807137,-68.62771623748456,408.80994,1568.1853500000002,-62.425788499999996,44.43634015231214,-117.70977671928654,-6.201927737484567,125.97080522524757,44.86705064736224,117.70977671928654,motive_iantenna,False,75.55991201006307,155.32086903629437,119.61645354376662,174.26493789360902,8.0,8.0,93.42214820982515,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,median,73.10138211667504,236.2877724680721,-940.6531573942996,65.499245,238.64973,-938.19342,7.602137116675038,-2.3619575319279136,-2.459737394299623,8.331964964657207,7.990168758520947,2.3619575319279136,motive_iantenna,False,45.75231498404783,86.19867961018605,63.755764274753744,127.32537235012084,8.0,8.0,90.75770191507078,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,1201,1201,1.0,median,-74.91077486792683,1120.7473446236788,-954.7084558386226,-63.9057945,1133.4998500000002,-956.9902950000001,-11.004980367926834,-12.752505376321324,2.281839161377434,16.998316864617948,11.239056137276418,12.752505376321324,motive_iantenna,False,33.16761171549804,58.140237173577745,40.919665190922785,142.18086615216117,8.0,8.0,91.84013322231473,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,1201,1201,1.0,median,16.748694851831324,1585.7091569956665,-940.410912369843,-43.6886845,1590.1300500000002,-956.35754,60.437379351831325,-4.4208930043337205,15.946627630156968,62.66191866395267,62.50577377884425,4.4208930043337205,motive_iantenna,False,44.319169083600904,81.16459223808968,70.64251278032621,138.1473717027101,8.0,8.0,91.3405495420483,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,1200,1200,1.0,median,-195.472387682736,1074.0514308901752,-188.18827828542948,-189.628155,1139.0976,-197.96616,-5.8442326827360205,-65.04616910982486,9.777881714570526,66.03609726761589,11.391313641283542,65.04616910982486,motive_iantenna,False,60.01421394024623,103.90068095825917,74.53240617050409,113.84393250766352,8.0,8.0,91.66666666666666,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,1201,1201,1.0,median,-150.29152695810112,1038.3866155023636,-154.70083628150658,-198.69532,1132.6278,-194.690585,48.40379304189889,-94.24118449763637,39.989748718493416,113.24092916842727,62.78620217381543,94.24118449763637,motive_iantenna,False,48.54345403062039,101.02091823356257,72.66923582971411,127.90723146669897,8.0,8.0,91.9233971690258,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,1201,1201,1.0,median,-191.17537141214137,1082.1319265553752,-192.05016245051124,-200.165335,1132.2551,-184.312585,8.989963587858625,-50.123173444624854,-7.737577450511225,51.507495243640314,11.861262585141757,50.123173444624854,motive_iantenna,False,61.547732753863436,118.72799280643528,79.11242421934148,139.02909909611012,8.0,8.0,95.58701082431307,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,1201,1201,1.0,median,-150.39371077602388,1079.5555683493822,-173.31133835463484,-184.85465499999998,1122.0572,-185.78015499999998,34.4609442239761,-42.50163165061781,12.468816645365138,56.119664631112364,36.64734731660296,42.50163165061781,motive_iantenna,False,51.7841080447412,105.23543707243888,57.33441651102964,142.20127284433119,8.0,8.0,89.75853455453789,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,1199,1199,1.0,median,-145.72817454042695,255.86791765423916,-297.59439964873314,-180.39839999999998,209.45865500000002,-328.203235,34.67022545957303,46.40926265423914,30.608835351266862,65.51904299582485,46.24851711113114,46.40926265423914,motive_iantenna,False,75.24059419942493,143.786286605454,100.91053899222106,132.1312920388039,8.0,8.0,92.49374478732277,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,1199,1199,1.0,median,-286.35417699265656,283.5711345426538,-247.3899154821485,-295.4243,206.90585,-224.00141000000002,9.070123007343454,76.66528454265381,-23.388505482148474,80.66508026440502,25.08563971791093,76.66528454265381,motive_iantenna,False,50.089438308813016,95.05922290921596,71.50290956198091,137.4205770809167,8.0,8.0,92.91075896580485,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,1201,1201,1.0,median,-187.21653327165572,214.79239967292816,-107.95733946136347,-188.530555,205.96057000000002,-114.135095,1.3140217283442723,8.831829672928137,6.177755538636532,10.857832747345538,6.315957298598148,8.831829672928137,motive_iantenna,False,113.71963954358192,181.0277280852357,202.11033653450505,235.90404670775067,8.0,8.0,89.84179850124896,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,1201,1201,1.0,median,-36.15435354609362,233.54715321200985,-220.15359385669248,-80.19599149999999,202.56013000000002,-220.692665,44.041637953906374,30.98702321200983,0.5390711433075239,53.85306006999184,44.04493695489316,30.98702321200983,motive_iantenna,False,75.89855279242319,148.3193811572938,125.30074371379372,202.3154131677651,8.0,8.0,91.42381348875936,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,1201,1201,1.0,median,-191.15771385981745,1571.8569138103405,-211.79217251304294,-212.053465,1598.6443,-226.93474500000002,20.89575114018254,-26.7873861896594,15.142572486957079,37.195348850483235,25.80561793941756,26.7873861896594,motive_iantenna,False,70.1129035364259,134.1421170288816,105.47751553438393,159.60585778219632,8.0,8.0,91.3405495420483,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,1201,1201,1.0,median,-204.35750390070675,1503.2528699517313,-236.15443434219824,-232.83767,1599.3211999999999,-235.17408,28.480166099293257,-96.06833004826854,-0.9803543421982397,100.2058131743995,28.497034155848567,96.06833004826854,motive_iantenna,False,43.55463506790866,78.04067797950883,118.69924042939658,157.3995574891755,8.0,8.0,92.67277268942547,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,1201,1201,1.0,median,-184.07039309136002,1593.6527156053437,-246.130421575957,-230.87733,1599.6642499999998,-223.24148,46.80693690863998,-6.01153439465611,-22.888941575957006,52.44932349435129,52.10367539086832,6.01153439465611,motive_iantenna,False,55.73826204051145,111.53326947664421,82.01501546219983,114.68779046265678,8.0,8.0,93.75520399666945,,
C,"Vicon coords, re-estimated delays in-frame",align_to_vicon,v4-io,vicon_truth,vicon_inter_anchor_delaycal,OptiTrack truth anchors,OptiTrack,T4,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,1201,1201,1.0,median,-212.47452364407678,1576.7821519451604,-244.27104568058655,-218.202475,1599.5815,-226.071175,5.72795135592321,-22.799348054839584,-18.199870680586542,29.729698808625923,19.079955962367844,22.799348054839584,motive_iantenna,False,59.52184923092008,116.94946898663589,147.3123737432398,175.11980780434888,8.0,8.0,92.5895087427144,,
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,1201,1201,1.0,median,-475.96418858417115,63.00801843336069,-393.346060152095,-542.215344349341,182.54280058407934,-383.3240609304319,66.25115576516981,-119.53478215071866,-10.021999221663066,137.0336464246631,67.0048961540857,119.53478215071866,reconstructed_from_relabelled_balls,True,60.00985235495432,113.72354150731512,79.04918869053262,159.35578906817096,8.0,8.0,91.75686927560366,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,median,-523.7056493611884,1053.0425721856204,-234.15977832715276,-543.22998,1105.589,-259.92136,19.524330638811534,-52.54642781437951,25.761581672847228,61.69267098474672,32.32427226064669,52.54642781437951,motive_iantenna,False,58.450664594675295,106.48452356333644,58.31895545765443,132.23078394866323,8.0,8.0,95.67027477102414,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,1201,1201,1.0,median,-567.3338569052662,1800.8319423612377,-264.70369589495493,-554.00287,1625.5614500000001,-256.2951,-13.330986905266172,175.27049236123753,-8.408595894954942,175.97774060756564,15.761335501569379,175.27049236123753,motive_iantenna,False,88.85319085751624,184.98272153647727,136.97873174047172,192.11388216777362,8.0,8.0,92.2564529558701,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,1201,1201,1.0,median,-245.09932220290278,-85.10030374554378,488.68799538016003,-321.178815,182.16379,479.93381999999997,76.0794927970972,-267.2640937455438,8.754175380160063,278.0194608592661,76.58149130730065,267.2640937455438,motive_iantenna,False,56.35018934849396,121.42634103174814,79.1715929587361,108.6411755155675,8.0,8.0,93.83846794338052,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,median,-164.80976488591926,1086.1442553985376,519.0500304137827,-184.9818897969324,1103.5866165595767,473.70402893394925,20.172124911013128,-17.442361161039116,45.34600147983343,52.60618249318894,49.63037853607982,17.442361161039116,reconstructed_from_relabelled_balls,True,72.85165401947732,143.20701599264132,159.32136791389263,224.89715165097752,8.0,8.0,91.5,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,median,-212.5585860971473,1824.0787573696277,472.2193529265706,-193.231255,1684.95255,476.52297999999996,-19.327331097147294,139.12620736962776,-4.303627073429368,140.52817692684474,19.800680122811716,139.12620736962776,motive_iantenna,False,72.101687754581,154.93212030620631,96.75766515170716,180.62818735752202,8.0,8.0,92.83930058284763,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,median,342.55738943051006,52.344683822518384,88.4732895796223,352.14755,211.565355,53.795866000000004,-9.590160569489967,-159.22067117748162,34.6774235796223,163.23515863954333,35.97908956420583,159.22067117748162,motive_iantenna,False,85.65290271151011,148.72741859623383,80.02289283738367,185.45351925685287,8.0,8.0,90.84096586178185,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,median,452.5825635514245,1123.3151210124765,-94.24635327168818,391.90054,1132.2804,-71.53192899999999,60.68202355142455,-8.965278987523561,-22.714424271688188,65.41123206005244,64.79392758808422,8.965278987523561,motive_iantenna,False,79.21789301428599,142.0066778931455,124.97187368981056,162.78859947298196,8.0,8.0,90.25811823480433,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,median,442.00146132566124,1565.743646315435,-59.41594298468387,408.80994,1568.1853500000002,-62.425788499999996,33.191521325661256,-2.4417036845652547,3.0098455153161225,33.41703420145352,33.32771006141728,2.4417036845652547,motive_iantenna,False,78.67288977837664,117.48450356984563,131.25774547857984,222.04384342037446,8.0,8.0,93.42214820982515,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,median,93.1918902428283,132.41636942313818,-988.052305652813,65.499245,238.64973,-938.19342,27.69264524282829,-106.23336057686183,-49.858885652813,120.57494755768697,57.033245384472224,106.23336057686183,motive_iantenna,False,46.92601643243258,87.07736362045635,61.72446081809625,120.65420129872501,8.0,8.0,90.75770191507078,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,1201,1201,1.0,median,-99.41407698962769,1149.7157996261801,-1008.4962036105006,-63.9057945,1133.4998500000002,-956.9902950000001,-35.50828248962769,16.215949626179963,-51.50590861050057,64.62703590166613,62.5595456118124,16.215949626179963,motive_iantenna,False,45.655172607107424,79.59671130440651,73.02601999654557,167.84107577330266,8.0,8.0,91.84013322231473,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID12,static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,1201,1201,1.0,median,38.43981848445106,1690.0863524217318,-993.3376786262362,-43.6886845,1590.1300500000002,-956.35754,82.12850298445106,99.9563024217316,-36.980138626236226,134.55067465125288,90.0700930125124,99.9563024217316,motive_iantenna,False,43.1823652997163,77.04967031749119,74.5979858218042,166.4966979874619,8.0,8.0,91.3405495420483,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID13,static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,1200,1200,1.0,median,-159.79687243901003,1071.6823850296187,-193.82445584382256,-189.628155,1139.0976,-197.96616,29.831282560989962,-67.41521497038138,4.14170415617744,73.83678176934349,30.117422408813827,67.41521497038138,motive_iantenna,False,77.38744192308478,131.58501085230807,59.677406942899815,132.4259444115324,8.0,8.0,91.66666666666666,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID14,static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,1201,1201,1.0,median,-175.76665082716437,1083.4636756113357,-173.4434670156745,-198.69532,1132.6278,-194.690585,22.92866917283564,-49.16412438866428,21.247117984325484,58.26040696374549,31.259620801877794,49.16412438866428,motive_iantenna,False,47.56321378955599,74.81654544292422,43.05387357031554,139.9572465668897,8.0,8.0,91.9233971690258,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID15,static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,1201,1201,1.0,median,-165.34255215901567,1059.4762237256905,-217.77957270966988,-200.165335,1132.2551,-184.312585,34.82278284098433,-72.7788762743096,-33.466987709669866,87.34661013972328,48.29767562884933,72.7788762743096,motive_iantenna,False,54.33370738052837,93.05222695061246,56.245178206507134,157.7296985463678,8.0,8.0,95.58701082431307,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID16,static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,1201,1201,1.0,median,-182.1792296055431,1129.3733182422075,-175.64106617645803,-184.85465499999998,1122.0572,-185.78015499999998,2.67542539445688,7.316118242207494,10.139088823541954,12.786110016222267,10.486134808068133,7.316118242207494,motive_iantenna,False,63.30893254477862,137.82256791309393,58.162361647743516,161.84329272421613,8.0,8.0,89.75853455453789,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID17,static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,1199,1199,1.0,median,-166.25530875147024,169.403746150088,-330.0186457823432,-180.39839999999998,209.45865500000002,-328.203235,14.143091248529743,-40.05490884991201,-1.8154107823431787,42.517272600058035,14.259128527819872,40.05490884991201,motive_iantenna,False,71.57338274734647,129.6520864924755,66.19369615687177,106.23935343354857,8.0,8.0,92.49374478732277,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID18,static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,1199,1199,1.0,median,-324.7589065035189,183.7623793693447,-265.6274460880434,-295.4243,206.90585,-224.00141000000002,-29.3346065035189,-23.143470630655287,-41.626036088043406,55.93626955698234,50.92392383859855,23.143470630655287,motive_iantenna,False,41.664937253576326,74.96615764359157,35.87459024650929,120.91879862500576,8.0,8.0,92.91075896580485,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID19,static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,1201,1201,1.0,median,-197.91638520504773,86.99794599148589,-59.0949574154172,-188.530555,205.96057000000002,-114.135095,-9.38583020504774,-118.96262400851413,55.04013758458281,131.41391275264158,55.83467161153356,118.96262400851413,motive_iantenna,False,112.94826396683148,179.66455840710336,178.44586630944588,224.98510109217173,8.0,8.0,89.84179850124896,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID20,static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,1201,1201,1.0,median,-42.47929209923432,125.05232434318155,-230.77747845801414,-80.19599149999999,202.56013000000002,-220.692665,37.71669940076567,-77.50780565681846,-10.084813458014139,86.7854412554652,39.04168126721313,77.50780565681846,motive_iantenna,False,80.55882312609667,156.00793072612777,111.02565643755862,197.56571745369678,8.0,8.0,91.42381348875936,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID21,static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,1201,1201,1.0,median,-177.29486885360123,1642.1188546398946,-229.88713946882908,-212.053465,1598.6443,-226.93474500000002,34.75859614639876,43.47455463989468,-2.9523944688290555,55.739694476245624,34.88375895983715,43.47455463989468,motive_iantenna,False,56.10070273412912,94.36428654087047,106.37220334359462,182.08522631819062,8.0,8.0,91.3405495420483,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID22,static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,1201,1201,1.0,median,-215.54626996686233,1593.298411703989,-248.88357508842037,-232.83767,1599.3211999999999,-235.17408,17.291400033137677,-6.022788296010958,-13.709495088420368,22.873931659073882,22.06677979872496,6.022788296010958,motive_iantenna,False,39.52182987945345,68.04500955714693,127.28412581650893,193.95715427679508,8.0,8.0,92.67277268942547,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID23,static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,1201,1201,1.0,median,-188.3009012272999,1681.801629958103,-267.8116197507402,-230.87733,1599.6642499999998,-223.24148,42.5764287727001,82.13737995810311,-44.570139750740196,102.69273991290287,61.638053541925835,82.13737995810311,motive_iantenna,False,77.2064320527841,133.7154095446743,89.88259258584799,151.39797817897008,8.0,8.0,93.75520399666945,-1.0000000000000009,1.0
A,"AutoPos v4-io coords, co-fitted delays",scale_to_vicon,v4-io,original_rigid_no_scale,solver_delay,rigid_no_scale,OptiTrack,T4,ID24,static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,1201,1201,1.0,median,-221.22758744031688,1636.2555131150873,-251.60721137180198,-218.202475,1599.5815,-226.071175,-3.0251124403168888,36.67401311508729,-25.53603637180197,44.790888546937175,25.714596221962207,36.67401311508729,motive_iantenna,False,74.14756925330593,119.61114398254529,165.46992289342774,210.07204586006648,8.0,8.0,92.5895087427144,-1.0000000000000009,1.0
