item,physical_cores,logical_cores,workers,elapsed_s,mean_cpu_percent,max_cpu_percent
Item E,6,12,6,0.02834794099908322,14.3,14.3
Item F,6,12,6,0.023390816000755876,10.7,10.7
Item A,6,12,6,5.140867673995672,30.379999999999995,47.8
Item B,6,12,6,4.1034428820130415,25.049999999999997,26.7
Item D,6,12,6,118.2397268700006,59.041304347826106,82.8
Item C,6,12,6,1118.7560230579984,63.72722513089006,91.9
