experiment,layout_solver,layout_variant,delay_mode,scale_mode,scale_factor,scale_source,alignment_frame,tag_method,ID,capture,location,height,facing,frames_input,frames_solved,solve_fraction,point_estimator,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_xz_mm,err_vertical_y_mm,tag_truth_source,tag_truth_corrected,d3_std_mm,d3_p95_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge8_anchors_input
scale_to_vicon,v1-old,solver_similarity_scale_to_vicon,solver_delay,full_similarity,0.9549735987772423,all_anchor_similarity,OptiTrack,T1,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,1201,1201,1.0,median,-500.38233471989986,-161.31327431243704,-377.516957042049,-542.215344349341,182.54280058407934,-383.3240609304319,41.83300962944111,-343.85607489651636,5.807103888382926,346.44007186448,42.234146732559715,343.85607489651636,reconstructed_from_relabelled_balls,True,72.39374508371685,143.36522865701411,99.83796709096494,163.8876915310387,8.0,8.0,91.75686927560366
scale_to_vicon,v1-old,solver_similarity_scale_to_vicon,solver_delay,full_similarity,0.9549735987772423,all_anchor_similarity,OptiTrack,T1,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,median,-685.9633888034775,1272.3288906898663,-229.82204357970474,-543.22998,1105.589,-259.92136,-142.73340880347757,166.73989068986634,30.099316420295253,221.54228938263296,145.87252941397057,166.73989068986634,motive_iantenna,False,92.479864723499,152.90396602563408,152.97670213711518,215.3170150667992,8.0,8.0,95.67027477102414
scale_to_vicon,v1-old,solver_similarity_scale_to_vicon,solver_delay,full_similarity,0.9549735987772423,all_anchor_similarity,OptiTrack,T1,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,1201,1201,1.0,median,-604.3159389165982,2214.0453912596618,-263.4289848433841,-554.00287,1625.5614500000001,-256.2951,-50.31306891659813,588.4839412596616,-7.1338848433841235,590.6738917010551,50.8163085708222,588.4839412596616,motive_iantenna,False,61.7283651990361,106.87154244455338,170.48058842468117,217.23172879437703,8.0,8.0,92.2564529558701
scale_to_vicon,v1-old,solver_similarity_scale_to_vicon,solver_delay,full_similarity,0.9549735987772423,all_anchor_similarity,OptiTrack,T1,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,1201,1201,1.0,median,-247.19846304819697,-285.67279757785275,524.8185349104368,-321.178815,182.16379,479.93381999999997,73.98035195180302,-467.83658757785275,44.884714910436855,475.7717969615199,86.53167112395228,467.83658757785275,motive_iantenna,False,71.37840670768048,115.06937443911073,98.3353784126407,124.19878940075502,8.0,8.0,93.83846794338052
scale_to_vicon,v1-old,solver_similarity_scale_to_vicon,solver_delay,full_similarity,0.9549735987772423,all_anchor_similarity,OptiTrack,T1,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,median,-125.2897177265954,1343.0691806306297,650.9291221559481,-184.9818897969324,1103.5866165595767,473.70402893394925,59.692172070336994,239.48256407105305,177.22509322199886,303.8482969642366,187.00772463730183,239.48256407105305,reconstructed_from_relabelled_balls,True,76.33273673980601,127.90541175999446,194.43909897964795,291.90304939012293,8.0,8.0,91.5
scale_to_vicon,v1-old,solver_similarity_scale_to_vicon,solver_delay,full_similarity,0.9549735987772423,all_anchor_similarity,OptiTrack,T1,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,median,-231.2219450064267,2036.1675601327336,525.514429424017,-193.231255,1684.95255,476.52297999999996,-37.99069000642669,351.2150101327336,48.99144942401699,356.644694319664,61.9956018103738,351.2150101327336,motive_iantenna,False,68.93314999059842,134.88584763347842,111.53646430012502,201.2616854755099,8.0,8.0,92.83930058284763
scale_to_vicon,v1-old,solver_similarity_scale_to_vicon,solver_delay,full_similarity,0.9549735987772423,all_anchor_similarity,OptiTrack,T1,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,median,357.7203759997378,-210.30418566753534,117.55057186769109,352.14755,211.565355,53.795866000000004,5.572825999737802,-421.8695406675354,63.75470586769109,426.6961779216407,63.997803945910185,421.8695406675354,motive_iantenna,False,58.70494556058871,100.06032990005028,84.69303932180786,177.21616254089935,8.0,8.0,90.84096586178185
scale_to_vicon,v1-old,solver_similarity_scale_to_vicon,solver_delay,full_similarity,0.9549735987772423,all_anchor_similarity,OptiTrack,T1,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,median,596.4842827838318,1232.0338781661565,-116.09947066625962,391.90054,1132.2804,-71.53192899999999,204.58374278383178,99.75347816615636,-44.56754166625963,231.93001096852615,209.38188455932578,99.75347816615636,motive_iantenna,False,105.08219201725947,204.46027994849453,176.15213568716504,250.1716855340529,8.0,8.0,90.25811823480433
scale_to_vicon,v1-old,solver_similarity_scale_to_vicon,solver_delay,full_similarity,0.9549735987772423,all_anchor_similarity,OptiTrack,T1,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,median,385.29935633797885,1986.7859016239381,8.908418493237779,408.80994,1568.1853500000002,-62.425788499999996,-23.510583662021133,418.6005516239379,71.33420699323777,425.2854787684951,75.10869877373051,418.6005516239379,motive_iantenna,False,155.6290011828312,377.36023664732784,177.2512386428664,259.86479453413,8.0,8.0,93.42214820982515
scale_to_vicon,v1-old,solver_similarity_scale_to_vicon,solver_delay,full_similarity,0.9549735987772423,all_anchor_similarity,OptiTrack,T1,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,median,119.68317615759506,-49.153111364551094,-1073.202954450114,65.499245,238.64973,-938.19342,54.183931157595055,-287.8028413645511,-135.00953445011407,322.4809270106319,145.47670874792135,287.8028413645511,motive_iantenna,False,60.612413439392604,104.3599306725352,106.29620335882926,142.67017611146227,8.0,8.0,90.75770191507078
