experiment_id,stage,gate_id,seed_index,seed,capture_id,tag,endpoint_drift_3d_mm,endpoint_drift_xz_mm,endpoint_drift_y_mm,drift_rate_3d_mm_s,drift_p50_mm,drift_p95_mm
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1906848376,R07,BSDC91,38621.04836169616,38499.376035982794,3063.237078070715,321.89867556289903,9296.27764607937,34703.76747959199
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,2051458899,R08,BS2DCE,14484.176271508984,13143.237548385,6086.597490459394,120.73356997327126,4351.698278757731,13153.09006083258
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1732275211,R08,BSDC91,27974.841384575313,25976.326818639693,10383.74669872912,233.31715645678605,5107.119577764106,24522.356729697585
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1346551486,R09,BS2DCE,22016.577198323102,20224.944423044824,8699.499676100275,183.65942452477995,5401.301690459188,19913.412022409513
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1249455598,R09,BSDC91,31166.818830625987,30095.48712363807,8101.373390481257,259.95695326232556,6420.497151625757,27568.57854076252
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1637081332,R10,BS2DCE,44996.39307729985,35046.45322983454,28220.940912306567,375.35445541495915,9592.832122496693,40070.94233595769
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,109487039,R10,BSDC91,22152.158065983404,16506.699496266294,14773.184447514206,184.79363811550311,4334.225235465703,19734.43928862236
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,729773297,R11,BS2DCE,26058.035153089284,21922.29234568442,14086.670804344905,217.158771182769,6600.722986386516,23490.238369458806
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1338453027,R11,BSDC91,32965.740653143395,22940.77431824538,23674.056063328993,274.96672554603686,8197.396291308012,30036.776409370148
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1688331257,R12,BS2DCE,18351.441226712926,11032.590629924247,14664.833415010435,153.059741946303,3614.6844445108372,16150.074553060993
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1150336328,R12,BSDC91,17189.24934435266,15622.12129270251,7170.747474177234,143.3933109292369,3804.0327182929823,15228.864006469168
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,175546480,R13,BS2DCE,10724.580566596842,10048.848470279721,3746.6348568793724,89.37549757199437,3290.403710269694,9756.666618038962
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1494191223,R13,BSDC91,46260.06409180206,38133.71340985263,26188.039853201302,385.8554568093723,12728.889174506981,41985.63625539863
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,151355501,R14,BS2DCE,8056.767691973706,6999.860500996879,3989.1676586745557,67.14221894517796,3368.4155850340667,7230.373273303958
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,664644602,R14,BSDC91,54974.85346160007,54680.77219953969,5678.702737989417,458.51345032336997,10960.430115759125,48773.11778547774
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,939640777,R15,BS2DCE,17101.902396091078,15524.488625393404,7173.933264636397,142.64761214517708,5506.33138912839,15725.947242191483
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,721311238,R15,BSDC91,11419.396839251693,11000.754461051958,3063.6620995072212,95.2613893217011,3206.5474963979977,10223.558867298709
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1679085336,R16,BS2DCE,12795.515005213992,12086.610312776465,4199.887545606678,106.63370634555932,5597.814458624288,12234.481319631659
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1668827536,R16,BSDC91,28090.211581497366,16028.124860589534,23068.576032053657,234.30061793588638,5919.831411591028,25044.581587542794
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,822292786,R17,BS2DCE,26727.22558807561,26381.997279494622,4281.9162977132055,222.73273405932363,5494.505435948903,23646.831542919397
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,0,1009873116,R17,BSDC91,19737.394307904877,17994.295697387402,8109.874007695868,164.626448330818,5582.312203968426,18020.859684870753
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1331191131,R01,BS2DCE,29509.517779518977,14045.011408031234,25952.828249114184,245.98862174848514,6166.81787029806,26175.40858778226
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,67829168,R01,BSDC91,18557.202691393046,2918.280757023907,18326.30375041921,154.73723613224712,6398.9784977315685,17242.174259252417
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1761240912,R02,BS2DCE,17644.13528776704,16968.487487602146,4835.9014088498,147.04539478187232,5447.318056560417,16247.77547157946
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,2086265175,R02,BSDC91,27978.1171187474,20022.837620762464,19541.264317411136,233.32827825940635,4848.130452497125,24679.65605816854
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1777877415,R03,BS2DCE,10340.053358963749,3968.731921082942,9548.082027548508,98.5673966202191,2536.68199884398,9311.293585669791
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1696367705,R03,BSDC91,17800.241244831468,13390.50927195312,11727.86637935208,148.45361175095718,3802.608357250954,15575.668236014846
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,487977461,R04,BS2DCE,19478.2538909734,17879.6943735207,7727.80070593909,162.46016609198932,3746.8562642467214,17112.95436750431
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1955690522,R04,BSDC91,12833.415341121803,12375.422552001059,3397.8619714702977,107.03845288577858,3757.4062689257894,11967.94783543277
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1071458478,R05,BS2DCE,16202.514389099015,14759.922996231242,6683.2735747001125,135.132020502343,5028.349063220767,14611.19955664062
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,771025141,R05,BSDC91,56589.28836056867,51968.47966356435,22396.97922964819,471.5901988188002,13057.509926237944,50775.01726261864
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,2137315645,R06,BS2DCE,24165.025481651388,19857.08605641632,13771.150637362785,201.5337673591166,4286.354463653896,21204.467344293796
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1370894450,R06,BSDC91,13857.45772641242,12212.595193524752,6548.408453846125,115.49763087580035,2643.210544443626,12102.16806263217
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,2133070471,R07,BS2DCE,49383.65207013963,36663.13534891091,33084.12909798361,411.90557692201196,10617.366719620653,44075.68443462623
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1529701829,R07,BSDC91,42326.05094122976,42285.57572265644,1850.5874967332907,352.7791273864656,10405.757033136428,38000.23867342273
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,161437186,R08,BS2DCE,19311.372224030212,19213.703424490814,1939.767483683452,160.97090134673817,3597.277179218099,17006.82880257324
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,2136192980,R08,BSDC91,11315.084233020798,11093.203173126918,2229.7924926061464,94.37062544966078,4173.142995401621,10553.401178403585
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,360708707,R09,BS2DCE,41206.204654308785,38117.97476689348,15651.559081550027,343.7368018420716,9877.441622958515,37212.02817770954
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1456802606,R09,BSDC91,39410.31022855218,39216.00690549867,3908.6256790085995,328.7144648869421,9172.294808678107,35405.80614999253
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1078871779,R10,BS2DCE,27667.452633523622,18825.136804316204,20275.654355089326,230.79853529892375,4011.9298703953536,23994.099695296336
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1749267471,R10,BSDC91,14428.355839026297,13168.549290525527,5896.334607242356,120.36156294916577,4181.233439136694,13158.002622796195
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,2139594839,R11,BS2DCE,55511.52237816349,54962.11509106373,7790.700960633218,462.6140810427765,11257.196071614513,49319.44175925236
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1774684342,R11,BSDC91,18704.705702739942,18060.88416332693,4865.231614733116,156.01565678440977,4804.36849790049,17242.128052779983
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1267197433,R12,BS2DCE,11416.258803256,6876.233718919907,9113.088110279028,95.21702436509716,3377.9372211996306,10058.786700312845
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,458317098,R12,BSDC91,34628.68952976545,21919.69690046374,26808.07763232357,288.8737224842826,7324.220908838113,30695.83338171807
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1276899253,R13,BS2DCE,17064.915467425464,15250.522235607317,7657.213034232726,142.21398230487168,3709.2127845897503,14801.93928019417
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,2081275391,R13,BSDC91,32380.507078724328,17827.00713343005,27031.371688095118,270.0859930886788,7597.029421121655,29413.79366765044
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1474223733,R14,BS2DCE,12275.355956397776,4058.8881850953007,11584.89493077793,102.29842397907676,3535.852392259703,11472.051667032269
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,77557767,R14,BSDC91,46232.38463736153,45621.15161225546,7492.924317550757,385.5975752906867,9735.263391080975,41347.197746902355
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1238626648,R15,BS2DCE,38134.99755468731,30821.930463201956,22456.327416065837,318.08545121750217,8239.50399528035,34133.31708899125
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,671012134,R15,BSDC91,21123.215859697997,20797.7926158615,3693.517370070676,176.21131116316317,5339.330445588697,19086.580160637688
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,1786195828,R16,BS2DCE,31506.11342683951,13656.159944528772,28392.68354408094,262.5618152828153,4985.012367845722,27600.11136975394
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,835375493,R16,BSDC91,30485.927172953423,28538.222706600754,10722.014752045308,254.28329559740047,6272.753414680417,27016.195333378837
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,735354686,R17,BS2DCE,21943.48840238372,9713.659595048532,19676.419911586316,182.86720971302628,4612.301716324521,19851.58448755706
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,1,942087980,R17,BSDC91,19143.074321656328,17102.52161680869,8600.060978333195,159.66932040492284,2109.50269943878,16448.824274906412
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1942662632,R01,BS2DCE,43711.89939917072,43014.75002938957,7775.694759463741,364.3783665849424,9397.472770441453,39063.89503652768
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1459325293,R01,BSDC91,35770.70334165382,31866.031013537526,16251.131806765583,298.2701575039241,6026.328351897784,31347.531182675237
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,2049194651,R02,BS2DCE,27720.414883499365,24794.377692313574,12395.97661195906,231.02063567192886,6691.490878960484,24961.035126610033
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1474612956,R02,BSDC91,34761.99648399273,34515.77843011071,4130.065243628355,289.90359694486455,9549.444687006031,31614.18450975704
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1569054267,R03,BS2DCE,13690.283527092672,13687.057405321199,297.1912441965229,130.50373720638422,3780.3556887941545,12270.112194679714
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1850245497,R03,BSDC91,41566.24713661389,41481.850342835394,2647.450312408061,346.66156651977656,8936.022860801284,37497.596854553805
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1472145498,R04,BS2DCE,24613.242807563227,12394.749936530327,21264.569017850903,205.2890129146661,4889.846090571606,21555.83632328492
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,882177995,R04,BSDC91,30818.605156373214,26505.30007900179,15724.35981229447,257.0458236059484,6489.261757113285,27353.183741384393
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,380722386,R05,BS2DCE,25606.576880277786,22851.154199005447,11555.151721152455,213.56367221056595,6710.691750863084,23020.32831890143
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1177571565,R05,BSDC91,26094.11275619473,25787.76632108204,3986.7064981349445,217.4568399638804,6825.27256156968,23540.490010836173
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1254529369,R06,BS2DCE,50312.288178830626,49823.24334836719,6997.911405489815,419.59918431852464,12046.202035601464,45186.49124872046
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1563598903,R06,BSDC91,58742.80202292667,48667.54288167989,32896.61166996698,489.60311469849194,13418.602121544662,52806.1436284499
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1981547039,R07,BS2DCE,21498.60125482799,21480.416710271853,884.0553529985272,179.31832462104853,3638.9100195149804,18616.27506820716
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1745753427,R07,BSDC91,25006.276775782335,24203.186677292837,6286.464256730143,208.4222908580335,6019.228866969141,22522.32558232664
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,916494752,R08,BS2DCE,21822.695617371304,19578.81751843735,9638.461941003214,181.90416209639292,6630.644663199162,20155.984585148486
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1157197244,R08,BSDC91,25702.228452941883,20586.776781620545,15387.955328468579,214.36299762362842,4943.060501097927,22917.403740184403
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,333354379,R09,BS2DCE,23389.443265614518,22018.25126481581,7890.669649328713,195.1116947662934,5922.24336777787,20949.341814830048
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,866287110,R09,BSDC91,35695.04076928976,34874.241600354966,7610.729815288997,297.72605588610503,9130.132947673674,32203.440540767235
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,691489578,R10,BS2DCE,37596.08958955476,22650.706463365972,30006.856702031597,313.62202097791277,8422.571242329605,33921.30670701965
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1923026060,R10,BSDC91,29788.653129506238,23082.155820438416,18830.239986549368,248.49739560206822,7824.968555807852,27251.216451668763
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1524942739,R11,BS2DCE,36676.24168571872,35478.12645348254,9297.808749375008,305.6472803602268,8651.125098414192,32789.94324814396
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1239639883,R11,BSDC91,39492.30513105382,27207.800488049263,28624.775233471555,329.4046974526377,7949.742793965086,35050.73370345581
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,189893361,R12,BS2DCE,43497.2292674419,38720.41047429684,19817.637766554515,362.7875655544001,9350.280757460227,38905.070498766945
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,936291959,R12,BSDC91,47895.66452403062,17334.62155244376,44648.69063961492,399.54728549639213,10883.947610771073,42948.1348928008
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1704493322,R13,BS2DCE,12574.918068587394,12144.162994057851,3263.1073542624276,104.79566565125792,4168.723644867801,11543.62198580046
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,387301750,R13,BSDC91,15891.275479629589,9340.859854115888,12856.164807408262,132.54921885338854,5915.986939239398,15255.938472301983
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1462223353,R14,BS2DCE,9080.224654409423,7738.914832495014,4749.702831749941,75.67134304059937,1576.548985162036,7998.771163446926
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1160689304,R14,BSDC91,16938.78762144706,15944.27611677025,5718.617420030644,141.27662863220715,4481.893516165166,14798.731218373308
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,340548183,R15,BS2DCE,31412.28219764187,29638.949739774653,10405.005102709008,262.01102916762346,7850.277668435663,28406.804396865606
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,104956515,R15,BSDC91,38906.3700529441,33394.25583841296,19963.19883423614,324.5595995025032,7632.698989935591,34538.9429304064
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,372605508,R16,BS2DCE,63784.17023792558,50014.82594765804,39584.56212169263,531.5567584325123,17414.404871223494,57912.80998366739
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,339957027,R16,BSDC91,19423.704762208778,8750.559891101757,17340.934469678763,162.01323422524192,4819.525679555338,17778.690460059384
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1560943160,R17,BS2DCE,30599.19602795564,10327.42222277119,28803.734962498667,255.00000248302896,6054.388895045906,27323.737798519796
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,2,1442761736,R17,BSDC91,21780.433777467242,20511.305723304817,7326.22911597495,181.667113700665,4417.9171840936,19448.553889172636
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,723266457,R01,BS2DCE,6950.434273147681,6699.779711482567,1849.7265751868558,57.9381798164003,2944.092640305776,6527.604656483949
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,29717738,R01,BSDC91,16297.800175936383,15437.252011012273,5225.853128748411,135.8974515824904,3515.475413549817,14426.496352256654
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,714183176,R02,BS2DCE,35392.87702783378,35039.47863056382,4989.056183851429,294.96257482407447,6914.872820228572,31603.098075104535
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1847317154,R02,BSDC91,19116.66353508693,8850.318718390068,16944.576810786297,159.4266751323796,5622.264331312313,17425.483500290975
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1542374093,R03,BS2DCE,11429.935825172519,10211.93673506405,5134.17774201591,108.95678955532368,882.2309625136725,9661.115158253477
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1586594768,R03,BSDC91,16349.237234731454,16344.039836438878,412.2135155819728,136.3522709319379,1070.9667562988543,14082.69254846029
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1001451366,R04,BS2DCE,46506.04695534718,38902.95182505142,25482.793071221306,387.8879572541595,11360.901974150038,41905.18267070968
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,884491715,R04,BSDC91,31227.313169239667,27632.5109785145,14546.113735016812,260.4546958520657,6964.22324587994,27589.97893602287
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1945389298,R05,BS2DCE,60452.135546868834,60425.59913493729,1790.994517263516,504.18219197052406,12979.742024438325,53600.41443188284
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,2129367334,R05,BSDC91,34667.99446078207,29649.126286483443,17966.612100810013,288.90779287129715,5458.638952810914,30398.06877739807
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1267646315,R06,BS2DCE,40414.612064026194,28312.2810901702,28840.17350427911,337.05360798418644,8683.9612493135,36180.56076879186
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,927366843,R06,BSDC91,24948.630902583027,14578.952263979005,20245.699167920633,207.93913427215043,5856.043272755509,22200.477205147658
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,893403687,R07,BS2DCE,40101.356620054285,30764.410830510886,25722.943630547343,334.4826018634328,10438.089801852542,36076.182243852774
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,620587750,R07,BSDC91,24354.881208405444,10911.221964899534,21773.963210868034,202.99303972941513,4539.328836269551,21200.119739492402
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,256345363,R08,BS2DCE,27887.217607700066,23828.75827447231,14487.48373583156,232.45528605047326,6308.074696570702,24908.66896029044
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,671266276,R08,BSDC91,10406.82454306693,4302.35626256619,9475.849706497973,86.79551303807791,1471.1551612824628,8693.55317921241
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1948518762,R09,BS2DCE,34756.86700132279,30086.918940694377,17401.641083637114,289.9372656451545,8059.898859388996,31490.599279641014
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,2073612438,R09,BSDC91,15044.675780906451,8289.598571178356,12554.87255535917,125.48499415605541,5021.455642407995,13910.060113275946
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1446409053,R10,BS2DCE,30668.42608159589,30656.989933522185,837.452409531666,255.83229194650244,5343.896716805639,26888.984128860502
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,270052745,R10,BSDC91,22992.80285225363,19698.12761891723,11859.711265939519,191.80630965544898,3666.6627128965556,20277.88634003541
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,2017808783,R11,BS2DCE,17889.225806406605,14130.467313731597,10970.61044099949,149.08270215721845,4032.6951227339546,15799.454310793664
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1716784252,R11,BSDC91,39953.40001479165,37958.17363642313,12468.008137994831,333.2506826431853,7344.1532568830135,35054.77076252683
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1747457706,R12,BS2DCE,33324.284851370634,31574.706412999913,10655.790716232781,277.940374103767,7050.20152014749,29624.97436917148
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1692609355,R12,BSDC91,10941.358640331246,8178.403090169162,7268.222051579238,91.27319117147846,4382.295563083073,10539.303031215395
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,451362893,R13,BS2DCE,33272.19177794471,29818.661670266356,14760.967512413243,277.2806523293487,7716.428743994492,29737.218386747907
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,67941198,R13,BSDC91,1305.1044918598132,1067.6795715279395,750.5718268191104,10.885883964431725,1069.1659948376619,1840.3791046288231
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1183078322,R14,BS2DCE,31846.780740524304,27148.694858107203,16648.29754168315,265.3996747739835,8067.609756985735,28968.392981936326
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,2019266718,R14,BSDC91,18797.690963923815,11635.545980204668,14763.714143728397,156.78066605491745,2863.052188549149,16314.885104409517
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,457596208,R15,BS2DCE,6419.9326991003745,5753.951768043448,2847.3803595599766,53.54890049359237,447.1643886893215,5165.121987399516
X_A0_L2_I3_T11,stage0_gate_fulfillment,G5_noise_seed_repeats,3,1975280915,R15,BSDC91,34893.84654396111,34670.01130484507,3945.9907191250986,291.0868540035602,8932.340702246249,31613.612091242423
