capture_id,tag,anchor_id,anchor_label,n_samples,range_bias_median_mm,range_residual_p05_mm,range_residual_p95_mm,range_residual_rmse_mm,range_sigma_mad_mm,policy
R01,BS2DCE,0,A,1197,1019.4074123191019,515.2544408736816,1573.6735437249288,1082.9303874490465,535.5382617192495,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BS2DCE,1,B,1193,-1111.5181880632776,-2009.427740269201,-505.13975682247394,1339.473080396659,711.5656172959192,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BS2DCE,2,C,1196,-1263.3944492591258,-1631.6028795345235,-964.5286266685324,1277.7920547215328,316.41182169327203,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BS2DCE,3,D,1195,782.9840939101593,416.1815129644541,1412.3923824558733,916.4975461104214,394.3916281425468,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BS2DCE,4,E,1195,-100.56868609406547,-907.034464866709,659.2661791860878,571.5933398446832,830.07847473526,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BS2DCE,5,F,1188,-1865.796201074518,-2366.160220908468,-1146.9341471292832,1840.0383607066794,598.7348044410737,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BS2DCE,6,G,1194,-1766.2517691595272,-1931.2488297094326,-1418.1511056509096,1739.6563019145538,145.37216261452667,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BS2DCE,7,H,1194,5.862006321464946,-843.2064496150138,651.5251850925827,505.12210974157097,627.9111381938369,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BSDC91,0,A,1194,897.0316516473965,261.6328567699882,1599.297025554818,1023.877394798947,659.8704359354787,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BSDC91,1,B,1195,-1137.0584341972171,-2271.8301960747935,-401.99253429089646,1444.4758623754478,924.4965726811646,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BSDC91,2,C,1191,-1278.7810844543333,-1735.7126083397895,-902.6312469675822,1311.3946373048484,418.33452285591426,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BSDC91,3,D,1196,744.7837099854468,239.6505526076685,1369.9026919578296,883.8677175784414,520.2646824849865,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BSDC91,4,E,1193,-172.41721867780325,-1178.4175736458444,814.9839266855021,748.5886267728575,1026.1083464704004,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BSDC91,5,F,1177,-1903.2825159853114,-2643.154395913302,-873.4501315042274,1931.860773967176,898.2262202318294,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BSDC91,6,G,1191,-1790.3269575170002,-1980.0563686389091,-1354.5936833380665,1750.8482307861996,193.70802610330344,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R01,BSDC91,7,H,1189,28.054164061606343,-1067.8291807772034,910.1051637152113,678.9124794726208,917.7521788851598,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BS2DCE,0,A,1199,919.3454327067054,395.7883832579971,1676.5704005850312,1087.9477254673618,587.7275497535437,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BS2DCE,1,B,1190,-1310.5799086340696,-2020.3044447309685,-440.2821562778471,1401.718261978709,817.1858118574115,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BS2DCE,2,C,1190,-1307.3640730447576,-1621.9816086947835,-981.8112556449223,1308.0301293868315,259.309116963658,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BS2DCE,3,D,1193,844.1383718830014,494.6727513575239,1397.3392944469692,944.8543825197521,429.4128902090199,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BS2DCE,4,E,1196,-91.49256231304435,-927.4859091776062,621.4689445229553,561.8769249392171,738.8708684337868,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BS2DCE,5,F,1179,-1939.878365319732,-2401.706470790632,-1165.3256682078065,1892.3889146676872,569.3750715728293,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BS2DCE,6,G,1172,-1739.53656725776,-1883.5992084116594,-1159.4987663412899,1658.801191186359,146.99569247980008,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BS2DCE,7,H,1186,34.543398721861195,-861.6409482257419,830.4660009308178,598.9461830147803,812.195783863665,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BSDC91,0,A,1199,976.5606167415492,156.657384123892,1822.596433124595,1123.991826700915,800.3504142155117,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BSDC91,1,B,1197,-1162.0658848267854,-2322.211637077816,-295.286077340347,1416.399987376085,1019.9733731651828,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BSDC91,2,C,1196,-1336.4430095365155,-1716.4832580293853,-911.9021803919093,1312.6727542824308,426.1709143621691,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BSDC91,3,D,1200,736.5653555589797,292.84750176124726,1344.2792142486876,874.1335616352944,540.6298691197348,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BSDC91,4,E,1199,-120.66456146069004,-1182.3693826788613,810.1582990750819,708.9493318440849,936.1666063775028,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
R02,BSDC91,5,F,1177,-1780.8785167279757,-2559.9371936720604,-1061.243315269612,1869.2071426662092,834.4199490520052,subtract median residual per anchor/tag/capture for R2; use MAD sigma and quality/outlier downweighting for R4
