version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v2,last500,A-B,3008.4305907348594,2975.202200294291,-33.228390440568546,33.228390440568546
v2,last500,A-C,5534.208294169699,5550.057011234385,15.848717064685843,15.848717064685843
v2,last500,A-D,4665.814831033885,4693.4801588140335,27.6653277801488,27.6653277801488
v2,last500,A-E,1456.9068354921747,1460.0549914951416,3.148156002966971,3.148156002966971
v2,last500,A-F,3194.9406764456403,3209.4374877058713,14.49681126023097,14.49681126023097
v2,last500,A-G,5757.423409470452,5785.1969102926505,27.773500822198912,27.773500822198912
v2,last500,A-H,4858.098890167588,4808.306137933722,-49.79275223386594,49.79275223386594
v2,last500,B-C,4566.662054122934,4544.802856969041,-21.859197153892637,21.859197153892637
v2,last500,B-D,5432.153213701474,5480.418425952252,48.26521225077795,48.26521225077795
v2,last500,B-E,3214.934898142049,3228.4986748465317,13.563776704482734,13.563776704482734
v2,last500,B-F,1436.786199327109,1435.2488822650087,-1.5373170621003283,1.5373170621003283
v2,last500,B-G,4998.71844306774,4996.630966957859,-2.0874761098812087,2.0874761098812087
v2,last500,B-H,5660.7298964569345,5654.980769223869,-5.749127233065337,5.749127233065337
v2,last500,C-D,3119.3109716037043,3056.6975284653454,-62.61344313835889,62.61344313835889
v2,last500,C-E,5668.188780992041,5734.556628432833,66.3678474407925,66.3678474407925
v2,last500,C-F,4801.412482479276,4760.236209476537,-41.176273002739435,41.176273002739435
v2,last500,C-G,1734.2903787994321,1713.8021866199792,-20.48819217945288,20.48819217945288
v2,last500,C-H,3455.752321494821,3489.745737455263,33.993415960442235,33.993415960442235
v2,last500,D-E,5090.762304588007,5003.242578255538,-87.51972633246896,87.51972633246896
v2,last500,D-F,5594.403452656168,5633.181843103894,38.77839044772554,38.77839044772554
v2,last500,D-G,3272.669493394356,3305.081000548791,32.411507154435185,32.411507154435185
v2,last500,D-H,1528.1621312379725,1526.6052387258508,-1.556892512121749,1.556892512121749
v2,last500,E-F,2790.957977027298,2779.3300752594905,-11.627901767807543,11.627901767807543
v2,last500,E-G,5603.256738591489,5542.712271977828,-60.544466613660916,60.544466613660916
v2,last500,E-H,4571.511804818352,4660.719111854607,89.20730703625486,89.20730703625486
v2,last500,F-G,4656.971495876656,4700.115239453766,43.14374357710949,43.14374357710949
v2,last500,F-H,5450.455757323895,5413.45858948635,-36.99716783754502,36.99716783754502
v2,last500,G-H,2940.633453318749,2932.864332120204,-7.7691211985452355,7.7691211985452355
