phase,material,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase3,sand_lime_brick,0,none,60,,0,cuda:0,847,128,108416,0.0,0.029999999329447746,0.019335415214300156,0.03545479476451874,0.04058180749416351,0.019176505506038666,0.046992696821689606,0.05605556070804596,0.03130747005343437,0.05445171147584915,0.06242835521697998,0.0,0.0
