case,case_label,source_root,fusion_id,fusion_family,fusion_deployability,fusion_description,track_count,capture_pair_count,prior_sigma_mm,measurement_sigma_mm,note,sample_err3d_n,sample_err3d_mean_mm,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_mean_mm,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_mean_mm,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err_horizontal_xz_p95_mm,trackmedian_err_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_turn_center_repeatability_rms_mm,trackmedian_bodyfit_prior_vs_opti_p50_mm,trackmedian_bodyfit_prior_vs_opti_p95_mm,turn_center_abs_error_3d_rms_mm,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,improvement_vs_PI0_sample_err3d_p50_mm,improvement_vs_PI0_sample_err3d_p95_mm,improvement_vs_PI0_sample_err3d_rmse_mm,improvement_vs_PI0_trackmedian_err3d_p50_mm,improvement_vs_PI0_trackmedian_err3d_p95_mm,improvement_vs_PI0_turn_center_abs_error_3d_rms_mm,improvement_vs_PI0_legacy_deltaR_error_rms_mm,fusion_verdict
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI0,passthrough,baseline,unfiltered solved UWB antenna positions,34,17,inf,inf,original self-cal layout and solver residual delay corrections,40661,119.39146085640128,102.63336074100665,208.3503804473449,256.9324074144989,141.2659848479643,40661,77.65796592294926,66.14323345844781,145.82607164755368,178.9530610667181,93.41834672726387,40661,78.562224767315,61.57092076688957,163.1159939953268,205.89630418252534,105.96740522354024,105.83784720842489,231.80213799547772,167.47209082957747,187.38314568289843,69.13009495766377,46.61896524458673,48.3323892094956,51.2632693702773,82.08589643324508,13.657450234964763,0.6045796683815616,1.4892126687682796,72.08191541633148,25.899009081009496,25.969171999356377,37.79143533695917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASELINE_UNFILTERED
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI1,pseudo_imu_relative_prior,online_oracle,causal filter with strong OptiTrack-derived antenna relative-motion prior,34,17,8.0,90.0,original self-cal layout and solver residual delay corrections,40661,66.37200963140215,64.02509456507188,103.15132326759375,115.23472278850285,71.63280018891537,40661,43.29804282357448,39.7123385590091,75.53331687730935,87.13269699917267,49.27986472744723,40661,43.82950132817972,40.75871608265709,81.88393782548246,97.64880228330549,51.988008187942484,66.0993861658156,97.52296272829493,72.01770288944822,79.42657106993869,59.24764494562513,35.38255846184626,42.1686081066436,16.610282097632194,20.759107782810624,10.552603634540407,0.6045796683815616,1.4892126687682796,60.3957580899575,12.311320300016442,11.268616033240562,21.06661495327953,38.60826617593477,141.6976846259961,69.63318465904892,39.73846104260929,134.27917526718278,11.68615732637398,13.587688780993053,PSEUDO_IMU_HELPS
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI2,pseudo_imu_relative_prior,online_oracle,causal filter with balanced OptiTrack-derived antenna relative-motion prior,34,17,30.0,90.0,original self-cal layout and solver residual delay corrections,40661,88.83450872267419,82.0392539837004,145.95844036254127,171.06042391841075,98.88727471228474,40661,58.686140688526834,51.78181749205286,107.79570448700457,127.91849040485766,68.90032514229294,40661,57.184051792342686,50.525961152229684,113.54820346735562,137.59754281569678,70.9326320906618,84.67916330338895,153.18372446200493,112.10355787538734,120.31239926646788,64.56451783784023,40.47346740156887,47.835322965408295,41.738854362770695,43.12193251242107,12.342819000937315,0.6045796683815616,1.4892126687682796,67.6400333025386,23.18324976955428,18.687347170770238,36.14093016250815,20.59410675730625,85.87198349608818,42.378710135679555,21.158683905035943,78.61841353347279,4.441882113792886,2.7157593114552157,PSEUDO_IMU_HELPS
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI3,pseudo_imu_relative_prior_fixed_lag,fixed_lag_oracle,bounded-lag smoother over PI1 causal pseudo-IMU trajectory,34,17,8.0,90.0,original self-cal layout and solver residual delay corrections,40661,66.33293594242173,64.6993454668484,98.29769269108893,108.52026388969428,70.71155547550958,40661,44.680461370580296,42.795633139125734,73.85465990029134,84.45698320808806,49.658760914326756,40661,42.83602334622876,40.57315620400789,78.74435161718611,90.49582341251266,50.34015834519993,63.28511758263344,102.5242727369565,75.41349954050624,74.0090744515226,58.84899739412212,30.44679423596437,38.71818683287165,13.677603830731272,19.03840527606527,11.594536095952815,0.6045796683815616,1.4892126687682796,60.60556887355068,17.103638121753423,16.167323166319363,27.745596324557606,37.934015274158256,148.41214352480466,70.5544293724547,42.55272962579145,129.27786525852122,11.476346542780803,8.795370959256072,PSEUDO_IMU_HELPS
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI4,pseudo_imu_relative_prior_rts,offline_upper_bound,full-sequence RTS smoother with strong pseudo-IMU prior; uses future samples,34,17,8.0,90.0,original self-cal layout and solver residual delay corrections,40661,58.51575218624026,56.49810232954462,86.01700912246591,94.59131770349423,61.758808802267346,40661,36.77171992039057,35.06671175601004,63.16814279341071,71.47750581307649,41.50876197460365,40661,40.05515899799928,38.11710608318435,69.2341155383084,80.99637271168513,45.729346638791085,58.66696183551201,81.52143015123686,52.402823054611765,59.74095525842867,58.06673703698082,34.228359523755685,37.56137587980726,12.635856066180793,12.55104318446851,9.400246915858332,0.6045796683815616,1.4892126687682796,57.6364995620447,5.349373957398232,4.841166158681233,9.149564078259823,46.13525841146203,162.3410897110047,79.50717604569695,47.17088537291288,150.28070784424085,14.445415854286786,20.549635123611264,PSEUDO_IMU_HELPS_DIAGNOSTIC_ONLY
full_original_v4io_T4,FULL original v4-io/T4,FULL_US,PI5,pseudo_imu_relative_prior_rts,offline_upper_bound,full-sequence RTS smoother with balanced pseudo-IMU prior; uses future samples,34,17,30.0,90.0,original self-cal layout and solver residual delay corrections,40661,80.19571949904586,75.71578573127076,129.1321096321326,150.50940698939655,88.14375988677702,40661,53.44914690920149,47.86431653705672,96.7942936567854,114.12442186155718,62.1879926305906,40661,51.18562234037985,46.1884454038825,99.53051946225378,120.09315090178029,62.465798478490704,75.25024498999369,127.72867105787802,98.55723874076341,101.87592974616938,60.7307235551927,39.043832238052886,43.80170805182894,38.55187739450011,32.20633380175907,11.605601898403428,0.6045796683815616,1.4892126687682796,64.56354985311587,19.70560919347623,18.53186396126688,30.633524799701547,26.9175750097359,106.42300042510237,53.12222496118727,30.5876022184312,104.0734669375997,7.51836556321561,6.193399887533264,PSEUDO_IMU_HELPS_DIAGNOSTIC_ONLY
one_baseline_EH_delaycal_v4io_T4,One-baseline E-H + delaycal / v4-io/T4,FULL_AutoPos_one_baseline_scale_correction_US,PI0,passthrough,baseline,unfiltered solved UWB antenna positions,34,17,inf,inf,pre-registered one-baseline E-H control,40661,112.27919645210675,104.39306196427793,179.1064703648487,207.44455636229566,126.68509529098873,40661,68.96347314506538,61.19040658818328,122.94459688204866,145.71251507299812,80.75485520335926,40661,77.16594611213863,66.78702973087798,150.35592555874246,177.8403109988344,97.61027983758358,106.21110129630551,200.39273513936155,138.2073547294406,170.42965250274804,75.2262212300976,39.9997842383833,62.254070526732505,21.16590736650167,74.99993882688015,13.677185796781977,0.6045796683815616,1.4892126687682796,77.08015968374771,13.358114036861318,13.128300004404764,20.408069261233617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASELINE_UNFILTERED
one_baseline_EH_delaycal_v4io_T4,One-baseline E-H + delaycal / v4-io/T4,FULL_AutoPos_one_baseline_scale_correction_US,PI1,pseudo_imu_relative_prior,online_oracle,causal filter with strong OptiTrack-derived antenna relative-motion prior,34,17,8.0,90.0,pre-registered one-baseline E-H control,40661,69.34094710817384,69.34111491100116,100.933966454209,110.13511193487759,73.73939693957385,40661,36.53474314214424,35.21284540859667,60.11175995406992,67.88207207327787,40.73425909112596,40661,54.39791053789247,54.74614274228816,90.45014588299523,100.85632349577565,61.46721725691716,70.15550594042658,104.60338879698469,58.99520592068936,88.54780245276203,67.47404608309728,30.136047717625424,55.751575413401156,5.98428320242877,20.725047950104603,10.542801277099894,0.6045796683815616,1.4892126687682796,68.1469878114716,10.361829094746746,9.45231166795304,15.82565491496367,35.05194705327678,97.30944442741807,52.945698351414876,36.055595355878935,95.78934634237686,8.933171872276105,2.9962849421145723,PSEUDO_IMU_HELPS
one_baseline_EH_delaycal_v4io_T4,One-baseline E-H + delaycal / v4-io/T4,FULL_AutoPos_one_baseline_scale_correction_US,PI2,pseudo_imu_relative_prior,online_oracle,causal filter with balanced OptiTrack-derived antenna relative-motion prior,34,17,30.0,90.0,pre-registered one-baseline E-H control,40661,85.35208475435638,82.83611675709712,131.14240194097025,147.16204884237817,92.8431782454361,40661,49.367131719337934,45.08100735927823,86.49476375317008,102.31539088815958,56.79534661183898,40661,61.45051973210869,57.272628468944845,114.07562780924536,129.77904129103354,73.4448388244871,85.50291403798043,139.11164212046307,93.97219385796265,119.78220888242181,74.06112847276115,35.521310131808434,59.33070192174699,16.210014786215993,40.64779292716442,11.74945820372971,0.6045796683815616,1.4892126687682796,74.29584499909781,14.627471525313352,12.901632260094743,23.918978519371088,21.556945207180817,60.28250751991749,33.84191704555262,20.708187258325083,61.281093018898474,2.7843146846498996,-1.2693574884520338,PSEUDO_IMU_HELPS
one_baseline_EH_delaycal_v4io_T4,One-baseline E-H + delaycal / v4-io/T4,FULL_AutoPos_one_baseline_scale_correction_US,PI3,pseudo_imu_relative_prior_fixed_lag,fixed_lag_oracle,bounded-lag smoother over PI1 causal pseudo-IMU trajectory,34,17,8.0,90.0,pre-registered one-baseline E-H control,40661,72.187609988901,71.83396091513393,108.98184830292776,118.41431116369252,77.43590757537198,40661,40.282390857331094,38.8864449782343,66.49362713858619,74.04823244114287,44.69843148869071,40661,55.17644536274291,55.86305831510094,95.06401126323658,104.51647319922927,63.23266564420937,72.97538449625202,108.29488472056269,66.89809956971226,95.47638288932356,68.02871147486496,30.367470549748642,57.127651317497225,26.81216605028493,19.096577354037194,10.624007549277593,0.6045796683815616,1.4892126687682796,67.95841726271175,14.492775393835172,12.681364754767458,22.772851303955232,32.559101049144004,89.03024519860314,49.24918771561674,33.235716800053495,92.09785041879886,9.121742421035961,-1.1346613569738544,PSEUDO_IMU_HELPS
