layout,tag_method,capture_id,tag,status,n_overlap,uwb_duration_s,overlap_duration_s,beta_s,layout_anchor_fit_det,layout_anchor_rms_3d_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge7_anchors_input,pct_frames_ge8_anchors_input,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,signed_bias_x_mm,signed_bias_y_vertical_mm,signed_bias_z_mm,signed_std_x_mm,signed_std_y_vertical_mm,signed_std_z_mm,turn_center_abs_error_3d_mm,turn_center_abs_error_horizontal_xz_mm,turn_center_abs_error_vertical_y_mm,radius_uwb_mm,radius_opti_mm,radius_error_mm,axis_angle_abs_deg,uwb_circle_thickness_rms_mm,opti_circle_thickness_rms_mm,experiment,layout_solver,layout_variant,delay_mode,scale_mode,scale_factor,scale_source,alignment_frame,layout_key,opti_marker,time_offset_source
align_to_vicon/v1-old/vicon_truth/zero_delay,T2,R08,BS2DCE,ok,1201,119.96809400000001,119.96809400000001,44.84747700000013,1.0,0.0,178.34930113726165,310.26221558933906,8.0,8.0,99.91673605328893,95.33721898417986,350.08083994082756,367.7368606665464,332.65487354630267,515.5967941925561,553.4146955837771,727.4599828879439,170.89005299267947,190.70901447950064,154.1985071447833,296.058324533978,331.6998980572338,487.0732462680567,286.06429778694337,314.42084932323513,291.2594054238584,461.4672565489798,507.6675627864179,623.5874823298118,107.194868695275,190.1085291695032,46.335194788030044,111.19848293336952,250.5423789318708,101.91211399106828,216.09494399613925,153.58887547968504,152.0114540078489,615.8900389673914,426.49984387377253,189.3901950936189,13.10815326124291,203.79992982207975,1.4514023310152693,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T2,R08,BSDC91,ok,1200,119.90049,119.90049,44.84747700000013,1.0,0.0,132.200022106403,224.63228279373436,8.0,8.0,99.91666666666667,91.5,286.5377255220515,298.9551007596082,274.89576694152,403.31165262872383,438.26448016681076,566.0653628407689,134.72648362313367,150.47112422741472,127.14201920940252,230.35059387004844,261.125781490566,354.33351308500346,242.483492684136,258.3265240812979,246.351523108042,357.39171821744185,377.2749703042147,492.77153229742197,46.68109362657881,173.4645985625707,12.494383487212481,87.13872372632031,191.50244666500691,112.82776246861741,132.84456952999034,85.79324967616174,101.42582493434406,741.7770733460421,553.6862544616728,188.09081888436936,6.89691490924127,146.9133476748971,1.2229489073843125,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T3,R08,BS2DCE,ok,1201,119.96809400000001,119.96809400000001,44.84747700000013,1.0,0.0,189.30537218176175,323.66553977592804,8.0,8.0,99.91673605328893,95.33721898417986,386.1926668526533,400.6080685827632,363.64652366614183,541.8513194052925,578.4833435781346,781.8137386736469,193.35900082722063,213.113920787393,177.93387757738762,327.9216746756107,357.4394453906125,590.766002389279,310.80135779361456,339.2186335982101,315.3669490395721,483.4625477108509,524.3697809132784,649.9349285575784,121.77173643120396,301.0918170721664,83.96766647568957,114.18107283485011,156.31168618600282,102.5715191862247,324.7400126591763,154.55500135247615,285.60256892895427,551.2193899991389,426.49984387377253,124.71954612536638,8.45881824498475,173.40125706032006,1.4514023310152693,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T3,R08,BSDC91,ok,1200,119.90049,119.90049,44.84747700000013,1.0,0.0,135.7494083543817,233.5742461122783,8.0,8.0,99.91666666666667,91.5,288.9739523165332,302.80932934231544,276.5085891462766,419.39467367532154,457.4197407496951,655.831535384655,146.93396449601053,163.77635652641408,139.95117966584792,247.4067551102013,283.7902307675522,380.68621783370946,235.92172356896577,254.69745774089654,237.91817513611744,363.49430122774504,387.0498156208158,550.8635680316675,65.01678460495629,194.51486005304437,20.405288830857682,89.94464067834238,164.49106953930809,118.77540362697526,172.38969353522518,99.24558739819774,140.95573709202313,724.88222589553,553.6862544616728,171.19597143385727,4.215469358841231,137.51031843921987,1.2229489073843125,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T4,R08,BS2DCE,ok,1201,119.96809400000001,119.96809400000001,44.84747700000013,1.0,0.0,177.81796681594034,320.27811087153935,8.0,8.0,99.91673605328893,95.33721898417986,340.82504108971057,359.167857882175,321.13808778121944,498.41337895107,549.9488267065763,703.2432086164757,144.9588758116423,165.38068182888486,129.38620382273734,265.14081042685996,294.8908040844076,469.2152173327833,293.00096725120284,318.82719490890895,287.4378888192887,468.60839732505974,514.7275392321194,641.8282290242832,88.34385631534789,144.55128368848807,21.381274759472035,96.75219021941969,284.29386736202775,98.71117074227814,165.45908879978128,148.06194597449294,73.85370823933113,622.5957886895663,426.49984387377253,196.0959448157938,17.416319813019843,217.5090886108358,1.4514023310152693,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T4,R08,BSDC91,ok,1200,119.90049,119.90049,44.84747700000013,1.0,0.0,131.20849712435526,224.10002306344958,8.0,8.0,99.91666666666667,91.5,280.7833242029908,293.9328008558176,263.34812798210527,404.83203571379113,447.23325754464645,842.2978105998628,125.84708545171617,142.9518230593133,115.37909405872203,224.1588010514963,256.7115835775931,361.91202102703903,241.61339319172848,256.82925787955804,240.3437455648549,353.66621278288954,373.8330019439884,760.5822051411974,53.029073134114476,165.19281180239332,11.489244254288558,79.99297749598517,196.73549928524872,105.38904137394326,126.82222138577183,95.19196798627014,83.7995529112336,734.3887660623977,553.6862544616728,180.70251160072496,7.952712709335908,147.66927690678688,1.2229489073843125,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T1,R07,BS2DCE,ok,1200,119.89071,119.89071,45.22980400000012,1.0,0.0,208.30608829615824,281.92012565247285,8.0,8.0,100.0,96.5,365.7974719188764,376.7153631568463,353.9178268639814,484.3015338206274,532.5380202765963,717.5779939813591,192.27330217911282,217.38191639261916,195.01812575062456,324.98711773132266,351.36474921272037,490.0355219813632,283.0114100266082,307.66794968580484,293.0197207795485,432.5231118038617,475.87974896593414,638.4894319683774,20.860769756290374,86.63968064224211,111.8688096846667,162.2524532374738,295.3401787539231,89.48658067057492,178.11041286701288,176.04491336119202,27.046398120788353,694.47931288093,426.6334722815162,267.8458405994138,14.584767063518305,157.91042942179763,1.8565928356768948,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T1,R07,BSDC91,ok,1201,119.978898,119.978898,45.22980400000012,1.0,0.0,139.41508423435954,249.14444768884687,8.0,8.0,100.0,95.1706910907577,259.97794449312454,267.67911425483186,250.67274367686582,350.3267020315736,370.851845091071,483.42509098274377,147.8252052625756,162.14664046349426,147.17225914981438,239.28666341786987,259.37734027548294,333.7399574288701,196.1911693662844,212.98022254344096,203.3091607755755,298.1496637335508,317.209904191962,453.5246017404809,3.4939577227266216,116.36823570131416,46.9153625272211,138.85541483267914,178.4531444250256,69.40830664966158,105.17326807548558,92.10315844645478,50.77818943075067,761.8970347618626,553.7100883386516,208.186946423211,7.947666822232093,101.19841087989909,1.2539698200057867,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T2,R07,BS2DCE,ok,1200,119.89071,119.89071,45.22980400000012,1.0,0.0,208.49113916130716,281.9201256524728,8.0,8.0,100.0,96.5,365.6177737981592,376.53167303821726,353.3414055956076,484.3015338226642,533.4274118147008,717.5780002125091,192.05027958740087,217.18233018830196,194.95928772024507,324.9863001965695,351.2267869359375,491.4545551276081,282.89474951148355,307.58403120925885,292.9205719337308,432.52311180386175,475.70895701883285,638.4895487829169,20.943277335344913,87.31840245829571,111.57867877186573,162.27754465891047,295.05250294930556,89.299109180755,178.07425278968566,175.92878613142776,27.55905870902029,694.0770008624592,426.6334722815162,267.44352858094294,14.599546517331007,158.00534698417113,1.8565928356768948,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T2,R07,BSDC91,ok,1201,119.978898,119.978898,45.22980400000012,1.0,0.0,139.43820449605957,249.14377054949813,8.0,8.0,100.0,95.1706910907577,260.2985382686276,267.97507281846157,250.74908658754435,349.9607173184725,370.8518450910711,483.13177038407173,147.88829370806064,162.28901151506594,146.59012656791546,239.53291116986347,259.17493675534666,333.7399574288701,196.46309671133815,213.24379567415923,203.49108690282014,298.14955070203655,317.26398040809863,454.6647094773307,3.4974167403064347,117.12763891330098,47.24064139956602,138.90120455082612,178.27084531674845,69.42871658601617,105.84774950139071,92.59461220839432,51.28336830285457,761.6469642548557,553.7100883386516,207.93687591620403,7.905672768294098,101.62481528314571,1.2539698200057867,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T3,R07,BS2DCE,ok,1200,119.89071,119.89071,45.22980400000012,1.0,0.0,246.34896143842047,345.7730448510095,8.0,8.0,100.0,96.5,409.3724213565044,430.0614328792152,390.42324927607956,577.5329784253742,624.4342531261225,1242.1330155154442,218.22928973202977,245.68508110972977,232.38438267328067,351.0747632436475,389.0954625889637,615.6212379420463,319.65987736843823,352.9754622778037,313.443757274123,498.78914225379845,562.0000802033009,1103.1296280024737,48.48237621799926,-91.64509890230192,125.98014952159593,144.08218734749406,341.0128457280499,146.33895288005024,126.89349658245807,115.95999473857866,51.529012169370276,701.2496622280892,426.6334722815162,274.61618994657294,19.684301594958963,220.4386514866595,1.8565928356768948,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T3,R07,BSDC91,ok,1201,119.978898,119.978898,45.22980400000012,1.0,0.0,147.72015108211102,253.90802411056552,8.0,8.0,100.0,95.1706910907577,256.24605168511795,267.08144630448396,246.34717580793188,359.7724435313858,385.0437740615497,474.4172738325169,164.41296601819286,178.72206313717734,162.09197193168217,257.76848268409975,282.18041317869114,384.3849105502714,178.0319635964124,198.4714667353616,179.21458716223265,294.28180095659604,313.43955675762277,414.2605351834268,4.207132906449709,86.7283379259786,41.57211634532175,147.28628513185117,178.59360600939846,92.34472517981824,89.18534216208768,77.8322303665626,43.545024661090565,771.0962769973867,553.7100883386516,217.38618865873502,10.0413984690984,88.15513414764786,1.2539698200057867,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T4,R07,BS2DCE,ok,1200,119.89071,119.89071,45.22980400000012,1.0,0.0,205.0941046174617,284.2157468015376,8.0,8.0,100.0,96.5,316.0411189499264,329.39310624452503,309.2106272768416,438.627973543524,479.52305538195026,692.0011252718778,166.76678610621533,192.55050052861264,149.1607045382368,297.29303820690467,321.2927875146043,451.9207431907066,236.35216886985305,267.2529198860093,253.7478859822645,389.13416951722303,431.15580332535,638.9532305483503,15.080283516046629,75.812232230641,44.02805422110298,167.95302009032247,256.3813659423668,82.04090174440641,139.7044388494286,134.56958087921433,37.52809795641565,650.943758370992,426.6334722815162,224.31028608947577,16.19229981429652,156.9058438038683,1.8565928356768948,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T4,R07,BSDC91,ok,1201,119.978898,119.978898,45.22980400000012,1.0,0.0,137.69286617289495,250.92246097587474,8.0,8.0,100.0,95.1706910907577,246.36348875254555,255.2415055689317,238.17810281986758,338.2946743695247,360.23264596123016,470.3975525933649,131.11984161267515,146.18386519716162,124.12128737829396,226.26626877356105,249.65854438556337,314.4305727339451,193.23665121930043,209.23313246499242,201.83372212686436,290.5528649434664,308.03636888110185,423.74499266280714,5.858896560919799,102.6306459826186,39.415563318615256,128.63152512091676,182.40931656988374,57.0282800842384,93.13435662908739,84.52866589819166,39.10131744821297,753.3840007825398,553.7100883386516,199.67391244388818,9.600373064108734,89.92023153464069,1.2539698200057867,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T1,R03,BS2DCE,ok,1050,119.904371,104.90338299999999,46.37758200000015,1.0,0.0,199.62330864027922,347.2102791549392,8.0,8.0,100.0,95.61904761904762,353.52976927036195,365.2353523178805,341.8512301722468,477.16065254361735,532.44641489017,733.879770164358,186.4326527662162,214.17820280111667,172.28965920595158,328.410923483477,387.4524514350618,586.9557738062509,271.7854324544696,295.8455002660172,281.33640824761176,402.01698270146665,459.6580744186917,722.8663591009276,13.677720344711988,157.2378648985312,82.73810760415664,165.65014429794303,250.7203246352711,106.9424291368267,185.93011490999157,154.13015782792323,103.98991334923858,653.8057850657893,426.572346201647,227.23343886414233,19.648366073059144,194.56372494064343,1.2428719730685125,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T1,R03,BSDC91,ok,1200,119.9044,119.9044,46.37758200000015,1.0,0.0,166.64100595808367,271.61237783691604,8.0,8.0,100.0,94.0,276.15344018078815,288.10764135905356,262.301886864018,383.8693048547064,439.7222115441664,582.3105492731531,159.48926722131884,177.49356610076154,152.1489913743207,268.2821228257449,297.5812804733649,370.5889540710802,204.23529891496986,226.94062439834704,210.83655225998336,327.66216652461543,367.2031724308862,495.10129338472234,10.315123709742124,78.38680772721168,40.10605360503994,145.07104501093377,213.0619272982282,93.63923067658114,87.54955686296071,78.91399570798013,37.914458829075784,752.8899297874137,553.5575033917081,199.33242639570562,15.178813974282763,138.75573718798657,1.3617680600684865,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
