layout,tag_method,capture_id,tag,status,n_overlap,uwb_duration_s,overlap_duration_s,beta_s,layout_anchor_fit_det,layout_anchor_rms_3d_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge7_anchors_input,pct_frames_ge8_anchors_input,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,signed_bias_x_mm,signed_bias_y_vertical_mm,signed_bias_z_mm,signed_std_x_mm,signed_std_y_vertical_mm,signed_std_z_mm,turn_center_abs_error_3d_mm,turn_center_abs_error_horizontal_xz_mm,turn_center_abs_error_vertical_y_mm,radius_uwb_mm,radius_opti_mm,radius_error_mm,axis_angle_abs_deg,uwb_circle_thickness_rms_mm,opti_circle_thickness_rms_mm,experiment,layout_solver,layout_variant,delay_mode,scale_mode,scale_factor,scale_source,alignment_frame,layout_key,opti_marker,time_offset_source
align_to_vicon/v1-old/vicon_truth/zero_delay,T1,R01,BS2DCE,ok,1201,119.96293800000001,119.96293800000001,37.70795600000014,1.0,0.0,204.3208807194721,336.460189993614,8.0,8.0,99.91673605328893,95.42048293089093,372.61595054074746,387.93076379293126,357.628931813629,520.1416863670306,595.1153687802419,832.5185096400686,174.8142041340302,188.4264205132499,174.31392712307442,266.9599619150631,287.95786346597987,417.9925437885251,320.19513131719134,339.09550505651197,300.1110979430191,482.52207184142685,557.7633094362425,732.409119573292,15.150683584053402,319.04485087913787,42.38038140426328,126.37704857251697,114.92232796228274,132.42211546354145,321.66596128073934,31.93432070795198,320.07684984638263,583.7002500894921,426.4858284884082,157.21442160108393,4.136716237632633,132.3631616580968,0.8740596195392576,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T1,R01,BSDC91,ok,1200,119.927195,119.927195,37.70795600000014,1.0,0.0,165.29643298865588,333.7560886243272,8.0,8.0,99.66666666666667,94.16666666666667,269.7172245078845,283.5099111576222,257.84004712097436,361.2570896090946,450.11670722584176,765.9111592439306,156.04759072033428,172.7587776505001,146.89847544219097,241.27053745326128,284.04536414227925,591.606881362842,207.12183625378034,224.79384882444603,203.79278977798776,305.46428182557963,358.6043246516916,691.5471128610104,-22.09386802667119,164.56247804096478,33.90951728062373,135.49143397171832,153.20256028340182,99.36396805694027,168.56794286117437,42.322127403083506,163.1685903981686,697.4671431954768,553.5374362567889,143.9297069386879,5.101937743997916,161.44670250381253,0.8546924007303187,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T2,R01,BS2DCE,ok,1201,119.96293800000001,119.96293800000001,37.70795600000014,1.0,0.0,204.32088071947572,336.4601931828729,8.0,8.0,99.91673605328893,95.42048293089093,372.61438664445257,387.97793558586784,357.6964398096467,520.1414590800634,595.1153687798475,832.5554551757559,174.87972632062284,188.46990872673814,174.31384474217373,266.95996191506396,288.5883326969409,418.0544727674045,320.1524352484123,339.1253042844294,299.89183864851475,482.4868373261311,557.7633056031025,732.4610767731035,15.234800853377898,318.92886928592327,42.36006140158988,126.44076948584485,115.33179801032449,132.42007542445228,321.5482137542779,31.907360162950226,319.9612072361251,583.6934280342086,426.4858284884082,157.20759954580046,4.126646496499593,132.81635861067147,0.8740596195392576,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T2,R01,BSDC91,ok,1200,119.927195,119.927195,37.70795600000014,1.0,0.0,165.36864625046002,333.75518093934596,8.0,8.0,99.66666666666667,94.16666666666667,269.8778340659529,283.6500326809919,258.10461340083555,361.1770972928632,450.7447151778026,766.3394356390244,155.898604256698,172.6258060206349,146.79762224306788,240.35060092740275,283.86922162531806,592.3084566267855,207.4955050066005,225.0725930353447,203.6976390521071,306.748905666766,358.2664782907238,691.5471128610104,-22.236788564864728,165.05913727667007,34.08033269714439,135.28710198642648,153.077367925322,99.32068144517403,169.0979786362994,42.50341511971409,163.66913600933935,697.2722561941354,553.5374362567889,143.73481993734651,5.09471492572048,161.328549925221,0.8546924007303187,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T3,R01,BS2DCE,ok,1201,119.96293800000001,119.96293800000001,37.70795600000014,1.0,0.0,213.91697130777726,359.7976450406149,8.0,8.0,99.91673605328893,95.42048293089093,414.64135036184433,430.30492334290403,396.48749252780374,567.106301371027,619.2649555380715,903.7611013639483,197.631888015639,212.08168764634706,195.44228198876976,297.57087532892507,326.23991385548936,509.04782455427363,355.3861984671827,374.4111173806405,334.69272233063793,521.6348405978572,579.0963714583752,872.2593272020353,14.608420674790493,310.7361410083253,40.2105057469618,134.74302748736045,208.95715135496513,158.2043773446707,313.513703513237,39.588627954528896,311.0041524276867,600.6098056324864,426.4858284884082,174.12397714407825,4.883426102575088,221.48696874313637,0.8740596195392576,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T3,R01,BSDC91,ok,1200,119.927195,119.927195,37.70795600000014,1.0,0.0,175.9739265664901,328.5720173406755,8.0,8.0,99.66666666666667,94.16666666666667,284.26307498148486,303.66105566396755,265.73503452022,408.8089896333288,499.2498066207078,826.7367522591911,167.8261217283617,184.30815484959442,156.94042937032575,257.17030672100987,298.0152037428851,608.2017616580883,212.49500496233367,241.33077048501937,207.5702927336764,345.00029777309345,422.3653452382924,738.6832133471653,-21.027545026846074,116.03974197387579,19.808839222906972,134.53534425363944,211.69001618244116,122.73070038011193,121.02041682489804,33.075401952298456,116.41288190817181,689.2034437660292,553.5374362567889,135.66600750924033,5.593507376896437,218.80468696594588,0.8546924007303187,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T4,R01,BS2DCE,ok,1201,119.96293800000001,119.96293800000001,37.70795600000014,1.0,0.0,204.1408754134684,356.7849966076222,8.0,8.0,99.91673605328893,95.42048293089093,383.6142449570644,424.13398474942517,332.7917089646943,638.7583272525776,776.1318710551201,1020.0607252968882,155.32855393232308,172.6432629107998,145.04468794552216,258.35013546975597,285.7467004149598,594.649414533962,337.563021163417,387.40668655940635,296.84025145435317,595.6030398670196,732.0227157943305,941.7324585241295,22.55092564252584,132.95577051885175,9.227584404206972,131.06911477111717,364.0289037927809,109.80543773748687,75.32966547281593,50.13306389894466,56.22485575215546,552.4273994470922,426.4858284884082,125.941570958684,53.98224718958709,355.660638726295,0.8740596195392576,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T4,R01,BSDC91,ok,1200,119.927195,119.927195,37.70795600000014,1.0,0.0,162.72459665623558,298.05293245514406,8.0,8.0,99.66666666666667,94.16666666666667,270.4192800412208,294.8909372986529,248.1374181774716,417.06226892439287,499.9915709707631,917.0677354509154,136.7798378530158,149.96470641898213,132.41434637788245,216.56456617133713,246.70471854652175,471.32973735385815,216.95207081693516,253.91189757383668,198.82494144161763,385.38871555438817,478.0311050941294,854.679756858374,-1.7620397399596626,163.13439688391205,14.593344740126632,118.01683621644003,194.65352624325757,91.45460975500767,165.51429452201666,41.84783337251157,160.13663082863764,670.1091317484922,553.5374362567889,116.5716954917034,9.105818765126608,194.21188427935067,0.8546924007303187,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T1,R08,BS2DCE,ok,1201,119.96809400000001,119.96809400000001,44.84747700000013,1.0,0.0,178.30231354412527,310.5408236012118,8.0,8.0,99.91673605328893,95.33721898417986,350.012986715417,367.6558343960111,332.75607314858337,515.2552729530914,553.4146955837771,727.4599828879439,170.6148213368485,190.52550623217945,154.5415225405749,295.25620659385663,332.34432207336783,487.0732462680567,286.1325866844307,314.4373451745179,291.26379820388297,461.4672565489798,507.43001462386314,623.8295602221751,106.62876743913549,189.24095228166405,46.21254640027241,111.30723790813072,251.21953535028103,102.09980110868644,215.2354446857502,152.9618650184903,151.42313066086626,616.6827315753671,426.49984387377253,190.1828877015946,13.171302004526064,203.72180722238116,1.4514023310152693,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandBantenna,fixed FULL v4-io/T4 capture-level offset
align_to_vicon/v1-old/vicon_truth/zero_delay,T1,R08,BSDC91,ok,1200,119.90049,119.90049,44.84747700000013,1.0,0.0,132.1386171071935,225.1626237531603,8.0,8.0,99.91666666666667,91.5,286.584813155966,299.0086847413232,274.46124036336374,403.6181717428961,438.264962156252,566.0516739049928,134.65306166521623,150.36438540814424,126.94731943003981,227.9791914098912,261.12971552722297,351.0579913571453,242.51576972309059,258.4506628963583,246.39622519837314,357.00206188036225,377.2749095587221,501.9873218787709,45.7378797366207,172.60556204458297,11.814178724811654,87.15257696219254,192.44460902415375,113.13418594464909,131.4321180407379,84.9232557775778,100.31172553999136,742.8731308590866,553.6862544616728,189.1868763974138,6.980542016104038,146.8155345902346,1.2229489073843125,align_to_vicon,v1-old,vicon_truth,zero_delay,none_truth_anchor,1.0,OptiTrack truth anchors,OptiTrack,align_to_vicon/v1-old/vicon_truth/zero_delay,WandCantenna,fixed FULL v4-io/T4 capture-level offset
