row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L10:I0:T6,simulate_imu_prior,0.6947125699953176,,,,
R2:L10:I0:T6,cpu_golden,21.86282007000409,,,,
R2:L10:I0:T6,torch_gpu,2.778213102996233,0,1,2.778213102996233,2.778213102996233
R2:L10:I0:T8,simulate_imu_prior,0.8180516379943583,,,,
R2:L10:I0:T8,cpu_golden,21.96697338100057,,,,
R2:L10:I0:T8,torch_gpu,2.4708601129968883,0,1,2.4708601129968883,2.4708601129968883
R2:L10:I1:T6,simulate_imu_prior,0.6630514729913557,,,,
R2:L10:I1:T6,cpu_golden,21.799862735992065,,,,
R2:L10:I1:T6,torch_gpu,2.4272233149968088,0,1,2.4272233149968088,2.4272233149968088
R2:L10:I1:T8,simulate_imu_prior,0.6074542780115735,,,,
R2:L10:I1:T8,cpu_golden,22.228562836986384,,,,
R2:L10:I1:T8,torch_gpu,2.6924000379949575,0,1,2.6924000379949575,2.6924000379949575
