job_index,experiment_id,L,I,P,T,seed_id,stress_id,wall_time_s,status
0,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S00,ST0_nominal,3.4863916329923086,ok
0,L2_S00_ST0_nominal_I5_bundle,L2,I5,,,S00,ST0_nominal,4.123433867003769,bundle_complete
