experiment_id,deployability,description,capture_id,tag,n_samples,availability_fraction,effective_update_rate_hz,err3d_p50_mm,err3d_p95_mm,err3d_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p95_mm,err_vertical_y_p50_mm,err_vertical_y_p95_mm,max_gap_s,imu_only_endpoint_drift_3d_mm,imu_only_endpoint_drift_xz_mm,imu_only_drift_rate_3d_mm_s,turn_center_abs_error_3d_mm,turn_center_abs_error_xz_mm,turn_center_abs_error_y_mm,fused_radius_mm,opti_radius_mm,nominal_radius_mm,radius_error_mm,radius_error_abs_mm,circle_thickness_rms_mm,circle_thickness_p95_mm,A,L,I,T,P,U,stress_id,seed_id,kind,uwb_update_accept_rate,uwb_innovation_nis_median,uwb_innovation_nis_p95,filter_divergence_count
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R06,BS2DCE,1200,1.0,9.541347429083926,93.97976421992219,164.50298845840342,100.6867041845365,39.281851685618136,116.43803365302388,47.01001088637247,152.0527593073596,0.19066100000000574,,,,40.93286764378351,40.15932501966396,7.920117897385808,393.5664899552021,361.6911856341384,440.0,31.87530432106371,31.87530432106371,74.82962779299571,124.33879488863121,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.43208260267924803,1.240345291074524,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R06,BSDC91,1201,1.0,9.664403585493515,61.35911947802046,124.68066377581933,71.62766517534854,41.91839552784497,105.7667584369485,29.664306005906496,78.32237921574983,0.2421109999999942,,,,58.43846193460428,51.43629900896969,27.737357075649015,480.2223975004257,469.19249804748443,560.0,11.029899452941265,11.029899452941265,84.90488391566207,147.46030640248637,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.5343020732645845,2.3600825797201184,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R07,BS2DCE,1200,1.0,9.925656830340007,86.04739388996994,147.86376814160033,94.36871548862449,59.92419253852924,116.10809310085853,49.50413800604525,107.82332336571511,0.20860400000000823,,,,66.60219058315835,63.3872459002994,20.442818975139517,397.730698885936,359.8923130975424,440.0,37.83838578839362,37.83838578839362,68.09411321128843,107.16459610143094,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.32872437739150195,1.0571463660975786,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R07,BSDC91,1201,1.0,9.795326649655625,67.21164806989422,108.86043482680569,72.75110920550661,54.75867744939095,105.08573149646706,26.230548089390368,66.90383105860894,0.22745200000000132,,,,57.30220045977186,54.3602546824139,18.124703815372413,482.7657175412494,467.0012460447542,560.0,15.764471496495162,15.764471496495162,75.8956287130326,126.86709759022716,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.35064989280050657,1.3566431638023375,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R08,BS2DCE,1201,1.0,9.895503483217244,101.95135082305532,184.52629638975574,117.65538960406681,81.74333564631223,118.29659044151379,45.80433176049303,160.1038797597173,0.23738199999999665,,,,89.76258719599673,89.22779368145723,9.783807789312732,377.25568600208834,360.6086329403899,440.0,16.647053061698443,16.647053061698443,63.62991302227582,107.07430102716802,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.5276640069325064,1.9149316254359137,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R08,BSDC91,1200,1.0,9.686074330934694,45.64934491486392,73.6509723217679,49.03011843091101,33.98218530549693,57.05354933234959,24.702363377299775,58.8270586198723,0.2214879999999999,,,,28.023843136145924,16.551513255844746,22.61378325404462,475.91872130081833,468.3368491162471,560.0,7.581872184571239,7.581872184571239,74.65530820806653,124.70102017208087,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.1592617307964589,0.617810274807122,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R09,BS2DCE,1200,1.0,9.553014453711114,118.9009597259064,211.18043351915753,132.11514042460658,74.89070868502358,145.09573890011674,76.85780316016132,178.84355964123384,0.2122150000000005,,,,149.9599733249682,49.55665960555582,141.53491119990235,416.74323537796346,362.34192685475176,440.0,54.401308523211696,54.401308523211696,86.55492628890246,155.98737746399965,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,1.1550975905860041,4.831181703654626,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R09,BSDC91,1200,1.0,9.76286012750288,77.35323522475426,110.95977991830165,80.18439393102811,68.44776539002541,103.40756601713672,26.317464268139418,66.72208163189426,0.23627600000000015,,,,50.72539564177243,48.282470840584416,15.552130803927184,504.1859673473155,470.4331214231617,560.0,33.7528459241538,33.7528459241538,89.64563994949403,167.03269033763607,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.39123213614724983,1.3190360097976954,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R10,BS2DCE,1200,1.0,10.230807006056772,125.19730633254734,221.94600322024417,136.46526725852428,64.08043850934669,113.94274178011545,95.21191414170283,206.51731853769067,0.22822800000000143,,,,150.4686392833867,133.52045974256873,69.37649629324778,324.58595489064925,313.7983706055772,440.0,10.787584285072057,10.787584285072057,114.07524576378226,225.33435419976075,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,1.198348899091211,4.781003182738693,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R10,BSDC91,1200,1.0,9.706193522086027,87.23427658917345,169.52456562426497,101.6210864602482,36.124743647896075,84.31454750907616,78.33089961770952,145.73669048640392,0.20685799999999688,,,,77.40379621829062,43.896670896960565,63.75288192047947,414.34349596273614,405.59485612190014,560.0,8.748639840836006,8.748639840836006,139.87187656027442,294.9965783483829,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.5587742026031495,3.474384843084412,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R11,BS2DCE,1201,1.0,9.788279514109378,108.06960559588525,226.3498088158023,128.55104132426794,81.80640134607351,161.18928657716177,50.069876685242434,173.4992979235643,0.20445999999999742,,,,122.56674382892663,85.57626737549312,87.74570733035227,335.1977305166545,313.22875369861083,440.0,21.968976818043643,21.968976818043643,109.06621964767561,203.54416242195077,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,1.0053057804762437,7.16665926317455,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R11,BSDC91,1200,1.0,9.54863597735027,104.51105665246328,159.47133021212144,111.93096057219984,84.9848300533601,140.7213981312729,61.31798195723485,96.53124887794556,0.18422900000000197,,,,111.81864755490216,100.74229344499709,48.52216248735749,414.4514907248673,405.0202579913873,560.0,9.431232733479987,9.431232733479987,134.75102305066846,262.73172828614537,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.44675471160718017,1.6981948040319805,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R12,BS2DCE,1200,1.0,9.557853688376094,105.50459352221,147.57769235953361,106.65485713672363,86.61614763657998,139.1458023789018,39.007590322214696,98.76163206576406,0.19435199999999497,,,,118.15977654558255,117.85480811365309,8.483925848097215,321.9572231221043,312.4971456957752,440.0,9.460077426329121,9.460077426329121,121.4467384703647,225.25769232664294,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.589284202091318,1.524590363966965,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R12,BSDC91,1200,1.0,10.241494438868845,67.286898763366,102.07033744293379,71.24363235077519,60.24405879650158,96.89359445006016,22.0127269335224,54.81029565955582,0.22837300000000482,,,,70.84892600072071,70.55785075363283,6.415606945852687,412.97332923447465,405.07303073094835,560.0,7.900298503526301,7.900298503526301,144.6100657952731,286.03650973196443,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.5208667236919107,1.5459637370465034,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R13,BS2DCE,1201,1.0,9.591544094726066,69.9674741336407,136.5102234380541,81.88508650530886,46.17937411120792,84.18453719318683,47.38357129754934,121.04623292388965,0.20947100000000063,,,,101.69406831076344,69.62154656200794,74.12505503477473,347.014788586495,312.9256941817329,440.0,34.08909440476208,34.08909440476208,122.13114793629795,223.78823942921994,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.9131731479756365,3.456847775567401,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R13,BSDC91,1200,1.0,10.239711649719927,88.26279140571657,141.9621345754692,94.75209648309497,69.46163784434302,123.83586702883792,50.19118105619725,80.27091621756851,0.2275070000000028,,,,95.45603384828087,95.2057812001785,6.907504911896922,423.5169504152186,404.7056833816649,560.0,18.81126703355369,18.81126703355369,147.76316918668533,289.3992526409007,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.5364173006925004,1.5939675543494283,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R14,BS2DCE,1201,1.0,9.913553810770187,115.68909030840018,205.62182268133205,128.75802596128176,51.61808755437968,112.25125963662303,98.12417907270208,187.37638396048004,0.22201900000000308,,,,3667.284763133726,3665.2123659015874,123.27143527548992,334.01288166156746,3519.476794205686,440.0,-3185.4639125441186,3185.4639125441186,99.6526927548792,169.73462358739184,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.503876690366838,2.615919952934899,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R14,BSDC91,1200,1.0,9.69170680648559,78.16652532070123,145.1602153779823,89.38919096920296,67.74458911588236,142.76004609676238,25.04105074648973,59.732690392683914,0.24100400000000022,,,,3489.642012975263,3489.5195964824015,29.229513977194756,396.07859909185476,3671.731055538712,560.0,-3275.6524564468573,3275.6524564468573,155.23597313509205,290.5680714303194,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.8316722466107718,3.590656525799431,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R15,BS2DCE,1200,1.0,10.218262077985642,122.65836004625615,183.78398616899594,127.72355271316505,119.45797474971152,180.56225247714394,22.117542780099313,60.25684615696889,0.20982399999999757,,,,2816.895586726588,2816.8709425245565,11.7830251015655,1118.6758241363802,3877.162448810546,440.0,-2758.486624674166,2758.486624674166,23.487831082093294,42.776575850707005,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.6887528316386546,2.8522069646507657,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R15,BSDC91,1200,1.0,9.582031774017846,51.04865755164788,81.57450610951284,54.27032462678421,38.42458402607346,61.55030995530324,29.403927257815155,59.78017501769202,0.20667399999999958,,,,4172.926803890884,4172.920387325538,7.317900919326803,600.1359641752525,4673.0834398405395,560.0,-4072.947475665287,4072.947475665287,87.97345118394077,137.65700001895766,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.29504357424484107,0.9555916801955839,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R16,BS2DCE,1201,1.0,9.989860291803902,118.41429268185125,175.60096912901253,125.8842558752289,99.67098102155416,166.95734749999465,58.35006329087946,102.01779290794286,0.21618399999999838,,,,10830.337963566026,10830.184086700092,57.73260125408672,347.2816533966608,10574.864179320666,440.0,-10227.582525924005,10227.582525924005,104.77578218104246,184.23065464852593,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.6028787824208094,2.445560940745249,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R16,BSDC91,1200,1.0,9.615754452094354,62.124060271313844,90.53780241761385,64.48624033512688,40.68010262523103,68.83427974592507,40.946256936249995,78.9370082515629,0.22661499999999535,,,,9883.755047013387,9883.685527651909,37.070471359357384,1480.039542583978,11331.750282028692,560.0,-9851.710739444714,9851.710739444714,31.833956401301002,59.29471393305761,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.2550574399307146,0.9887313182838996,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R17,BS2DCE,1201,1.0,10.213982942648773,124.45523480931715,190.8675145600349,131.45141412148067,65.55833182008696,102.08770066665048,100.93394015803347,171.4712220242136,0.21145999999999887,,,,11137.047777650581,11136.407214215757,119.44689545998585,1148.8522955106228,9979.831054517754,440.0,-8830.978759007132,8830.978759007132,26.708237288641474,46.05997233169046,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.368354855255942,1.2112003125690476,0.0
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I5/T2.,R17,BSDC91,1200,1.0,9.542348944616176,101.80122755096694,152.55307741269613,105.45768274171816,86.87306217868365,146.89165271709467,38.65886166756087,88.3890169517844,0.21490299999999252,,,,9524.804081046645,9524.765457463935,27.12494469422313,402.58376886098074,9684.284195854798,560.0,-9281.700426993817,9281.700426993817,164.74044392748604,304.08874977636475,A0,L2,I5,T2,P4,U4,ST0_nominal,S00,position_fusion,1.0,0.5258906355439004,2.0163088032979157,0.0
