host_time_iso,target,port_label,stream,seq,receiver_anchor_id,receiver_anchor,source_kind,source_id,source_anchor,source_addr,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp_sum,max_growth_cir,std_noise,acc_len,bin_path
2026-06-23T23:25:25.741+02:00,BSF66F,TAG,tag,3366,3,D,T,-1,BSF66F,,2438,3838981156,6309,48120,18021,2035,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_POSTSWEEP_FULL_BSF66F_10s_20260623_232439/tag_capture_20260623_232441/cir_full_usb/CIRRAW_BSF66F_20260623_232522/accumulator_bin/tag_TAG_frame_00000001_seq_00003366_rxD_srcBSF66F.bin
2026-06-23T23:25:25.764+02:00,BSF66F,D,anchor,1,3,D,T,1,B,0xb101,-1,1536587319,-6510,47699,17395,1924,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_POSTSWEEP_FULL_BSF66F_10s_20260623_232439/tag_capture_20260623_232441/cir_full_usb/CIRRAW_BSF66F_20260623_232522/accumulator_bin/anchor_D_frame_00000002_seq_00000001_rxD_srcB.bin
2026-06-23T23:25:26.975+02:00,BSF66F,C,anchor,1,2,C,T,1,B,0xb101,-1,17308938,-7546,47902,21058,1987,44,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_POSTSWEEP_FULL_BSF66F_10s_20260623_232439/tag_capture_20260623_232441/cir_full_usb/CIRRAW_BSF66F_20260623_232522/accumulator_bin/anchor_C_frame_00000003_seq_00000001_rxC_srcB.bin
2026-06-23T23:25:26.995+02:00,BSF66F,B,anchor,1,1,B,T,1,B,0xb101,-1,932638489,-5682,47909,12978,1907,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_POSTSWEEP_FULL_BSF66F_10s_20260623_232439/tag_capture_20260623_232441/cir_full_usb/CIRRAW_BSF66F_20260623_232522/accumulator_bin/anchor_B_frame_00000004_seq_00000001_rxB_srcB.bin
2026-06-23T23:25:27.016+02:00,BSF66F,D,anchor,2,3,D,T,1,B,0xb101,-1,997239995,-8825,47831,16300,1860,44,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_POSTSWEEP_FULL_BSF66F_10s_20260623_232439/tag_capture_20260623_232441/cir_full_usb/CIRRAW_BSF66F_20260623_232522/accumulator_bin/anchor_D_frame_00000005_seq_00000002_rxD_srcB.bin
2026-06-23T23:25:27.024+02:00,BSF66F,A,anchor,1,0,A,T,1,B,0xb101,-1,852748384,-7997,47724,19972,2246,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_POSTSWEEP_FULL_BSF66F_10s_20260623_232439/tag_capture_20260623_232441/cir_full_usb/CIRRAW_BSF66F_20260623_232522/accumulator_bin/anchor_A_frame_00000006_seq_00000001_rxA_srcB.bin
2026-06-23T23:25:27.026+02:00,BSF66F,H,anchor,1,7,H,T,1,B,0xb101,-1,3924920317,-9397,47649,19435,1814,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_POSTSWEEP_FULL_BSF66F_10s_20260623_232439/tag_capture_20260623_232441/cir_full_usb/CIRRAW_BSF66F_20260623_232522/accumulator_bin/anchor_H_frame_00000007_seq_00000001_rxH_srcB.bin
2026-06-23T23:25:27.034+02:00,BSF66F,E,anchor,1,4,E,T,1,B,0xb101,-1,2879961977,-10183,48013,14289,1874,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_POSTSWEEP_FULL_BSF66F_10s_20260623_232439/tag_capture_20260623_232441/cir_full_usb/CIRRAW_BSF66F_20260623_232522/accumulator_bin/anchor_E_frame_00000008_seq_00000001_rxE_srcB.bin
2026-06-23T23:25:27.050+02:00,BSF66F,TAG,tag,3367,7,H,T,-1,BSF66F,,2061,3562011566,6507,48026,21784,2123,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_POSTSWEEP_FULL_BSF66F_10s_20260623_232439/tag_capture_20260623_232441/cir_full_usb/CIRRAW_BSF66F_20260623_232522/accumulator_bin/tag_TAG_frame_00000009_seq_00003367_rxH_srcBSF66F.bin
2026-06-23T23:25:27.094+02:00,BSF66F,F,anchor,1,5,F,T,1,B,0xb101,-1,3533168932,-1511,47904,18732,1830,60,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/erlangen_20260528_mocap/captures/codex_tr2_deferred_full_verify_20260623/static_CODEX_POSTSWEEP_FULL_BSF66F_10s_20260623_232439/tag_capture_20260623_232441/cir_full_usb/CIRRAW_BSF66F_20260623_232522/accumulator_bin/anchor_F_frame_00000010_seq_00000001_rxF_srcB.bin
