chunk_id,stage,rows,row_count,max_tracks,max_frames,estimated_cost,status,attempts,gpu_device,message,started_utc,child_run_id,wall_time_s,log_path,finished_utc
agreement_0000,agreement,['R2:L2:I3:T6'],1,2,200,1,failed,1,cuda:0,returncode=1,2026-06-06T20:18:36.849199+00:00,phase4_5090D_cuda_bootstrap_30min_20260606T201836Z_agreement_0000_cuda0,1.7656964039997547,runs/phase4_algorithm_factory/phase4_5090D_cuda_bootstrap_30min_20260606T201836Z/logs/agreement_0000_cuda0.log,2026-06-06T20:18:38.615774+00:00
partial_raw_0000,partial_raw,"['R2:L2:I0:T6', 'R2:L2:I0:T8', 'R2:L2:I1:T6', 'R2:L2:I1:T8', 'R2:L2:I3:T6', 'R2:L2:I3:T8', 'R2:L2:I4:T6', 'R2:L2:I4:T8', 'R2:L2:I7:T6', 'R2:L2:I7:T8', 'R2:L2:I8:T6', 'R2:L2:I8:T8', 'R2:L2:I1+I3+I7:T6', 'R2:L2:I1+I3+I7:T8', 'R2:L2:I1+I2+I3+I8:T6', 'R2:L2:I1+I2+I3+I8:T8']",16,0,0,128,failed,1,cuda:0,returncode=1,2026-06-06T20:18:36.849952+00:00,phase4_5090D_cuda_bootstrap_30min_20260606T201836Z_partial_raw_0000_cuda0,1.7655520549997163,runs/phase4_algorithm_factory/phase4_5090D_cuda_bootstrap_30min_20260606T201836Z/logs/partial_raw_0000_cuda0.log,2026-06-06T20:18:38.618786+00:00
partial_raw_0001,partial_raw,"['R4:L2:I0:T6', 'R4:L2:I0:T8', 'R4:L2:I1:T6', 'R4:L2:I1:T8', 'R4:L2:I3:T6', 'R4:L2:I3:T8', 'R4:L2:I4:T6', 'R4:L2:I4:T8', 'R4:L2:I7:T6', 'R4:L2:I7:T8', 'R4:L2:I8:T6', 'R4:L2:I8:T8', 'R4:L2:I1+I3+I7:T6', 'R4:L2:I1+I3+I7:T8', 'R4:L2:I1+I2+I3+I8:T6', 'R4:L2:I1+I2+I3+I8:T8']",16,0,0,128,failed,1,cuda:0,returncode=1,2026-06-06T20:18:36.853152+00:00,phase4_5090D_cuda_bootstrap_30min_20260606T201836Z_partial_raw_0001_cuda0,1.7655500350010698,runs/phase4_algorithm_factory/phase4_5090D_cuda_bootstrap_30min_20260606T201836Z/logs/partial_raw_0001_cuda0.log,2026-06-06T20:18:38.619546+00:00
