L,A,R,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,legacy_xz_p95_mean,legacy_yvertical_p95_mean,b0_uwb_p95_mean,b0_delta_p95_mean,b0_improved_seed_fraction,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short
L16,A0,R0,I6,T6,range_fusion,5,2129.9131429644885,2504.7144008799564,7.355371931337507,2150.7251881091315,2472.2240542268505,601.1724279878588,231.8021379954777,-2272.912262884479,0.0,160.23297790863,193.49786470557032,156.0282286514976,L16 ICM-45686,X_A0_R0_L16_I6_T6
L2,A0,R0,I5,T7,range_fusion,5,2130.3792542022343,2507.676059174463,12.894369831054645,2133.842496230199,2481.830495568263,611.4980243381315,231.8021379954777,-2275.8739211789853,0.0,153.1207340389849,201.20434980251235,148.696067935757,L2 MPU6050/JY61P-like,X_A0_R0_L2_I5_T7
L16,A0,R1,I4,T8,range_fusion,5,2105.03279580189,2508.060315195118,7.4359028983117055,2127.8296137485104,2467.8870493991217,694.6237071450832,231.8021379954777,-2276.2581771996406,0.0,219.79362158259542,217.29960561841503,333.8074160468831,L16 ICM-45686,X_A0_R1_L16_I4_T8
L16,A0,R1,I3,T8,range_fusion,5,2115.2214837199363,2508.5629624533713,4.988417671732133,2140.539809223403,2472.2705130499817,697.4704287321739,231.8021379954777,-2276.7608244578937,0.0,195.32323550770298,204.66181930063323,331.9625789091002,L16 ICM-45686,X_A0_R1_L16_I3_T8
L20,A0,R0,I8,T6,range_fusion,5,2128.3032736866617,2509.0261077225578,3.139362607085063,2156.4165984097554,2477.969732891802,605.7296072871436,231.8021379954777,-2277.2239697270807,0.0,159.87669641902485,190.58320671590022,158.53433794056696,L20 Xsens MTi-3,X_A0_R0_L20_I8_T6
L2,A0,R1,I1,T6,range_fusion,5,2117.6946886115866,2509.4402914749057,15.450124447432934,2121.4380629237503,2473.2991678237568,698.187043173621,231.8021379954777,-2277.638153479428,0.0,158.2763716317166,205.154196682665,79.12946744561262,L2 MPU6050/JY61P-like,X_A0_R1_L2_I1_T6
L20,A0,R1,I7,T8,range_fusion,5,2114.2427630457923,2510.3982117226365,4.879015703028797,2136.0862285942194,2473.938228054339,699.9542997157535,231.8021379954777,-2278.596073727159,0.0,195.1382169581491,204.87945667544676,332.17672232739017,L20 Xsens MTi-3,X_A0_R1_L20_I7_T8
L20,A0,R1,I3,T8,range_fusion,5,2111.266940443672,2511.074065905808,3.6156317948937384,2137.17241136882,2473.780070682002,696.7292734734136,231.8021379954777,-2279.2719279103303,0.0,198.8034464891176,208.50825049815043,331.45548945864164,L20 Xsens MTi-3,X_A0_R1_L20_I3_T8
L16,A0,R0,I7,T7,range_fusion,5,2135.4967024455937,2511.2012292341888,7.4042126857896156,2158.9586016034314,2484.39502477744,616.4536262660162,231.8021379954777,-2279.3990912387117,0.0,156.52275752260365,186.13677576002726,148.5632347519886,L16 ICM-45686,X_A0_R0_L16_I7_T7
L16,A0,R0,I8,T6,range_fusion,5,2131.4193180437537,2511.441471161381,7.764578253820233,2155.1211523313236,2478.5088336894396,605.5216184784695,231.8021379954777,-2279.6393331659033,0.0,158.83685598215047,190.48364363461243,156.18692865563906,L16 ICM-45686,X_A0_R0_L16_I8_T6
L16,A0,R0,I4,T7,range_fusion,5,2124.386380795467,2511.5235639089806,6.484123715308477,2148.4914468011875,2472.041210726853,608.5210380321494,231.8021379954777,-2279.7214259135026,0.0,161.83333869916345,196.21022648398556,161.0216755377475,L16 ICM-45686,X_A0_R0_L16_I4_T7
L20,A0,R1,I2,T8,range_fusion,5,2116.3746141605798,2512.3190213844623,4.690231176411733,2137.1449540344483,2474.3007756545767,700.5171360975411,231.8021379954777,-2280.5168833889848,0.0,193.99477756095067,204.70987370874423,331.98904951585456,L20 Xsens MTi-3,X_A0_R1_L20_I2_T8
L20,A0,R0,I1,T7,range_fusion,5,2132.8962947995515,2512.861124707421,6.694697572720933,2156.666807406344,2478.9807383812404,618.0600137817879,231.8021379954777,-2281.058986711943,0.0,156.33329584242827,184.59466998951925,150.8345512247783,L20 Xsens MTi-3,X_A0_R0_L20_I1_T7
L16,A0,R0,I3,T7,range_fusion,5,2131.887459255862,2513.6524446069393,4.791669032558422,2157.666093090644,2478.437945926572,613.8695478257116,231.8021379954777,-2281.8503066114617,0.0,158.67760628272805,188.25673419967976,155.7269009694131,L16 ICM-45686,X_A0_R0_L16_I3_T7
L2,A0,R1,I7,T6,range_fusion,5,2120.239153322023,2514.0122794842814,10.368617632649391,2132.6255238787926,2475.923368165785,700.1739117693709,231.8021379954777,-2282.210141488804,0.0,162.88800919755357,201.370661562262,72.24159643956202,L2 MPU6050/JY61P-like,X_A0_R1_L2_I7_T6
L20,A0,R0,I3,T7,range_fusion,5,2126.531909337569,2514.0440256667575,6.460039915941866,2154.9475120261527,2471.6604811531643,609.8491499452635,231.8021379954777,-2282.24188767128,0.0,160.1480602165146,190.2441138286957,158.54800314720663,L20 Xsens MTi-3,X_A0_R0_L20_I3_T7
L16,A0,R1,I0,T9,range_fusion,5,2116.528960052208,2514.053252910322,6.555471535040756,2132.8887204331304,2474.1948571050784,702.6986774716563,231.8021379954777,-2282.2511149148445,0.0,188.24437677575278,203.88112734906244,339.7808635826771,L16 ICM-45686,X_A0_R1_L16_I0_T9
L2,A0,R1,I2,T7,range_fusion,5,2113.078480759533,2514.356075822893,5.750154110349871,2117.509241462658,2475.6309007397376,702.1784524854475,231.8021379954777,-2282.5539378274157,0.0,166.6918402328992,211.55478005606378,77.01770068867702,L2 MPU6050/JY61P-like,X_A0_R1_L2_I2_T7
L16,A0,R1,I7,T8,range_fusion,5,2113.839546014515,2514.373790110959,2.8737658132735344,2137.052573477549,2474.4173944406325,700.2620762217282,231.8021379954777,-2282.5716521154814,0.0,192.31351626662988,207.64573373633894,335.6730739407829,L16 ICM-45686,X_A0_R1_L16_I7_T8
L20,A0,R0,I7,T7,range_fusion,5,2133.6871894551928,2514.59978845286,7.169338705710381,2155.8219391040066,2481.240435303308,611.6128797953621,231.8021379954777,-2282.7976504573826,0.0,157.77508208129717,188.12576052296976,155.7023725982321,L20 Xsens MTi-3,X_A0_R0_L20_I7_T7
L20,A0,R0,I2,T7,range_fusion,5,2134.4004351346134,2514.6978387256554,3.7000005927052766,2152.650593341075,2483.637010100943,618.1316044159657,231.8021379954777,-2282.895700730178,0.0,157.3127906923732,186.08884327778242,149.323444128143,L20 Xsens MTi-3,X_A0_R0_L20_I2_T7
L20,A0,R1,I1,T8,range_fusion,5,2114.370338247422,2515.1459882879926,5.746039953604524,2138.54792622462,2476.738565344173,698.9532092513721,231.8021379954777,-2283.3438502925155,0.0,191.99885504052514,206.52946741127138,337.9258920687894,L20 Xsens MTi-3,X_A0_R1_L20_I1_T8
L20,A0,R0,I4,T6,range_fusion,5,2131.6707960388594,2515.582746260031,3.450462202832024,2161.1157536636447,2482.9032212504053,616.1635985052189,231.8021379954777,-2283.7806082645534,0.0,155.71756998163264,185.38326273137324,152.7759492721369,L20 Xsens MTi-3,X_A0_R0_L20_I4_T6
L16,A0,R1,I2,T8,range_fusion,5,2124.247513026097,2515.9651818906473,7.775239410716835,2140.384111752057,2479.9692372682357,702.2031121126529,231.8021379954777,-2284.1630438951697,0.0,190.89391290794697,208.01911696078704,337.8041436684791,L16 ICM-45686,X_A0_R1_L16_I2_T8
L2,A0,R1,I6,T8,range_fusion,5,2118.296774557648,2517.938031549954,11.503805146533875,2123.520813419282,2473.9319418991417,700.3733190567115,231.8021379954777,-2286.1358935544763,0.0,191.55684461212735,210.0212500753806,333.26761139654485,L2 MPU6050/JY61P-like,X_A0_R1_L2_I6_T8
L16,A0,R1,I1,T8,range_fusion,5,2122.2323297359426,2518.058836529067,4.720572569995204,2138.5809962656754,2482.0167592205753,702.6871783274718,231.8021379954777,-2286.2566985335893,0.0,189.37577791894788,206.1499621781466,339.2301138577259,L16 ICM-45686,X_A0_R1_L16_I1_T8
L16,A0,R0,I2,T7,range_fusion,5,2139.60910732842,2518.2583595169954,11.747320755081622,2155.9605601389,2479.9034526531286,618.6330689392521,231.8021379954777,-2286.456221521518,0.0,155.30475596444685,184.69799264661032,152.18636482115673,L16 ICM-45686,X_A0_R0_L16_I2_T7
L2,A0,R1,I8,T8,range_fusion,5,2119.9229913539375,2519.1698796142055,9.145879239171377,2130.5663286338104,2477.674185008663,705.5461168850472,231.8021379954777,-2287.3677416187275,0.0,185.77693575963318,207.15155770852994,340.27786795362584,L2 MPU6050/JY61P-like,X_A0_R1_L2_I8_T8
L2,A0,R0,I6,T7,range_fusion,5,2133.034551049273,2519.873931610698,12.534677096317129,2140.579799403583,2487.6425042197907,627.0684991187868,231.8021379954777,-2288.0717936152205,0.0,151.96284869419384,192.4369749049826,144.3305111362793,L2 MPU6050/JY61P-like,X_A0_R0_L2_I6_T7
L16,A0,R0,I1,T7,range_fusion,5,2136.036015319151,2520.1297753815948,8.895645505983602,2155.7409383960685,2486.8585694301632,616.312224685382,231.8021379954777,-2288.3276373861167,0.0,153.27853639559737,184.13548481567256,150.39719993749478,L16 ICM-45686,X_A0_R0_L16_I1_T7
L2,A0,R0,I8,T7,range_fusion,5,2133.3874757549665,2520.180729168767,15.149969162761904,2148.467794984886,2493.6889271969885,629.4666562635691,231.8021379954777,-2288.3785911732894,0.0,150.15501517265173,190.61155659166712,142.50239081904266,L2 MPU6050/JY61P-like,X_A0_R0_L2_I8_T7
L2,A0,R0,I5,T6,range_fusion,5,2139.1225655195876,2520.189048203173,10.760061208417332,2146.370851198795,2494.2587414160844,626.732156052218,231.8021379954777,-2288.3869102076956,0.0,148.90786439732705,192.02965032547746,140.51338502899347,L2 MPU6050/JY61P-like,X_A0_R0_L2_I5_T6
L2,A0,R1,I4,T8,range_fusion,5,2130.6848610997185,2521.4048409102165,7.994136727216755,2138.35461356716,2481.831690121233,713.1963939632633,231.8021379954777,-2289.6027029147385,0.0,183.43551565732034,201.34273375640555,345.2633010583671,L2 MPU6050/JY61P-like,X_A0_R1_L2_I4_T8
L16,A0,R0,I7,T6,range_fusion,5,2148.279798488883,2524.1435319868892,7.000114000864308,2166.4795240184512,2492.145695507808,628.6691225381151,231.8021379954777,-2292.341393991411,0.0,149.24428821636076,174.16062538990053,136.353031972928,L16 ICM-45686,X_A0_R0_L16_I7_T6
L16,A0,R0,I4,T6,range_fusion,5,2135.116233790025,2524.308975493963,5.299797755753067,2156.5079918198358,2480.208592639325,625.745284579912,231.8021379954777,-2292.5068374984853,0.0,154.46653938222204,184.04835939846825,151.8610535347364,L16 ICM-45686,X_A0_R0_L16_I4_T6
L20,A0,R1,I0,T7,range_fusion,5,2137.117203288742,2524.5407156123947,8.805466256539273,2147.4929849787304,2488.2717535811266,706.4454949625816,231.8021379954777,-2292.738577616917,0.0,153.6277868551419,193.60825612668947,72.86358375966496,L20 Xsens MTi-3,X_A0_R1_L20_I0_T7
L20,A0,R0,I1,T6,range_fusion,5,2144.6975760506443,2525.8591978975032,6.0743340473346015,2165.1839060595184,2487.617802429024,632.6864055015594,231.8021379954777,-2294.0570599020257,0.0,148.96753008943088,174.20593297829288,138.94996774190906,L20 Xsens MTi-3,X_A0_R0_L20_I1_T6
L20,A0,R0,I3,T6,range_fusion,5,2136.3266895680154,2526.7764016129418,5.4509961573642425,2163.896431616506,2482.5079760521758,625.1878614921707,231.8021379954777,-2294.974263617464,0.0,151.87211899648065,179.32480370806286,147.34355774052068,L20 Xsens MTi-3,X_A0_R0_L20_I3_T6
L20,A0,R0,I7,T6,range_fusion,5,2142.919694345511,2527.6078444344166,7.026414117769854,2164.288933259875,2488.313637379864,626.4069813609324,231.8021379954777,-2295.8057064389386,0.0,149.36945006573632,175.75159578904277,143.12443992514844,L20 Xsens MTi-3,X_A0_R0_L20_I7_T6
L16,A0,R0,I3,T6,range_fusion,5,2141.6524395705374,2527.7359750181377,3.0427397647147125,2167.47811231814,2488.67489647214,629.7679208527877,231.8021379954777,-2295.93383702266,0.0,150.06623488246964,177.09195900608643,143.56403447732959,L16 ICM-45686,X_A0_R0_L16_I3_T6
L2,A0,R0,I6,T6,range_fusion,5,2143.829144481486,2528.6085725873236,7.893605991129483,2149.2206542223166,2493.6823912988084,637.5209587847651,231.8021379954777,-2296.806434591846,0.0,146.993948532404,179.3681831017098,130.9680502583747,L2 MPU6050/JY61P-like,X_A0_R0_L2_I6_T6
L20,A0,R0,I2,T6,range_fusion,5,2146.06695350887,2528.704922614293,3.3280178946599634,2162.3207934471775,2491.815100827468,630.7550974614212,231.8021379954777,-2296.9027846188155,0.0,149.42059000884439,173.85567493406293,138.1259402917119,L20 Xsens MTi-3,X_A0_R0_L20_I2_T6
L2,A0,R1,I3,T8,range_fusion,5,2140.557654398018,2528.784176827458,8.025344441013132,2144.3551559358216,2492.8677254665936,714.6034376834389,231.8021379954777,-2296.9820388319804,0.0,180.79213723889126,193.7671690318276,319.223796054728,L2 MPU6050/JY61P-like,X_A0_R1_L2_I3_T8
L2,A0,R1,I2,T6,range_fusion,5,2125.4356028834814,2529.177204943763,5.482200733973449,2126.0615887729177,2486.419341833659,705.8810205222403,231.8021379954777,-2297.3750669482856,0.0,160.25981224800805,202.97001415198656,73.9156765072645,L2 MPU6050/JY61P-like,X_A0_R1_L2_I2_T6
L16,A0,R0,I2,T6,range_fusion,5,2151.6394159938072,2530.0329853117796,8.190129388072712,2165.7296792342067,2490.575528422526,632.4496364883443,231.8021379954777,-2298.230847316302,0.0,148.63777016333069,172.96665735196345,138.71004994443652,L16 ICM-45686,X_A0_R0_L16_I2_T6
L2,A0,R0,I8,T6,range_fusion,5,2147.173551704057,2531.0892771791487,12.208541457217548,2155.0246955718885,2501.2833126143732,643.8482491768463,231.8021379954777,-2299.2871391836707,0.0,145.86730725280867,177.5485470271905,129.69826022827033,L2 MPU6050/JY61P-like,X_A0_R0_L2_I8_T6
L2,A0,R1,I0,T10,range_fusion,5,2122.130135737825,2531.270751085862,28.40726154239389,2134.587721285435,2488.3249310089286,697.8064631311316,231.8021379954777,-2299.468613090384,0.0,175.32973482338988,210.56681303708268,338.2953449878738,L2 MPU6050/JY61P-like,X_A0_R1_L2_I0_T10
L16,A0,R0,I1,T6,range_fusion,5,2147.714724364197,2531.861024952865,8.554800931492917,2164.3534995511995,2495.108174646971,629.9988427425322,231.8021379954777,-2300.0588869573876,0.0,147.82375107585028,172.21029648647402,137.40051765818012,L16 ICM-45686,X_A0_R0_L16_I1_T6
L16,A0,R1,I0,T7,range_fusion,5,2137.2755372361776,2533.82669273131,3.606988178022372,2150.1048892220833,2488.6718852145727,716.8582102431039,231.8021379954777,-2302.0245547358318,0.0,148.3206468545328,190.31160256692908,72.56683367428242,L16 ICM-45686,X_A0_R1_L16_I0_T7
L20,A0,R1,I0,T6,range_fusion,5,2148.1835618092905,2534.8906674917143,7.4345274148991916,2154.8743454026676,2499.480530946322,712.4313767615207,231.8021379954777,-2303.088529496237,0.0,140.2738259177882,189.03901278148433,67.68134235031313,L20 Xsens MTi-3,X_A0_R1_L20_I0_T6
L2,A0,R1,I1,T8,range_fusion,5,2144.2399452374593,2535.099720563924,15.116749352184033,2142.9543869958206,2494.4299293408976,719.9775059171525,231.8021379954777,-2303.297582568447,0.0,196.93889777161377,186.56547468964604,301.5608248088389,L2 MPU6050/JY61P-like,X_A0_R1_L2_I1_T8
L2,A0,R1,I7,T8,range_fusion,5,2145.6654430036256,2535.327401530934,8.274092695490769,2146.601752835155,2498.430857860606,720.2639389280747,231.8021379954777,-2303.5252635354564,0.0,200.9699621058074,189.0763895618361,305.820841384816,L2 MPU6050/JY61P-like,X_A0_R1_L2_I7_T8
L2,A0,R0,I3,T7,range_fusion,5,2149.953518005139,2537.3945120909084,6.537468093570811,2161.102745052537,2497.8144575938613,643.06549784874,231.8021379954777,-2305.5923740954304,0.0,145.688397862082,175.15640576228893,132.94206512070346,L2 MPU6050/JY61P-like,X_A0_R0_L2_I3_T7
L2,A0,R0,I4,T7,range_fusion,5,2142.8015639267214,2538.473179931747,6.190766835844426,2154.4160088807457,2509.579414964936,641.7206951145834,231.8021379954777,-2306.6710419362694,0.0,149.64047364135155,179.2841592770558,126.43775833638756,L2 MPU6050/JY61P-like,X_A0_R0_L2_I4_T7
L2,A0,R0,I1,T7,range_fusion,5,2157.409072349993,2539.4420099292047,23.96383861796468,2156.6641191805493,2507.7381303570583,652.071544879577,231.8021379954777,-2307.6398719337276,0.0,134.6578139392705,171.4395814170534,113.7951089352706,L2 MPU6050/JY61P-like,X_A0_R0_L2_I1_T7
L2,A0,R0,I2,T7,range_fusion,5,2161.9838922166896,2540.912722238983,19.35056309075419,2158.3731079308754,2515.2996546765935,658.0693793581664,231.8021379954777,-2309.1105842435054,0.0,139.84304250773172,177.28913416001035,118.83545618649842,L2 MPU6050/JY61P-like,X_A0_R0_L2_I2_T7
L2,A0,R0,I3,T6,range_fusion,5,2161.044902049354,2542.0393509023324,5.903458709796161,2168.1684798754604,2505.594137592855,654.7963842816546,231.8021379954777,-2310.237212906855,0.0,135.08125409556277,168.67765902917813,119.56409776406717,L2 MPU6050/JY61P-like,X_A0_R0_L2_I3_T6
L2,A0,R1,I0,T9,range_fusion,5,2138.85667761192,2542.969149744161,9.067263648075265,2145.591670713819,2501.6433688040665,711.2351189070739,231.8021379954777,-2311.167011748683,0.0,180.35891623338176,188.11098574726117,299.54233674136924,L2 MPU6050/JY61P-like,X_A0_R1_L2_I0_T9
L2,A0,R0,I2,T6,range_fusion,5,2173.9793675646806,2543.7484986324484,18.126982446750272,2167.132537987024,2517.5706435953025,667.5801869198615,231.8021379954777,-2311.946360636971,0.0,123.63423444555818,172.50094210713416,100.58452746525774,L2 MPU6050/JY61P-like,X_A0_R0_L2_I2_T6
L16,A0,R1,I0,T6,range_fusion,5,2147.5299753237255,2544.123388206538,6.669110399874305,2156.666326159866,2499.9385924563685,722.189423492206,231.8021379954777,-2312.3212502110605,0.0,130.77181823798264,188.89160194339442,67.36914914199544,L16 ICM-45686,X_A0_R1_L16_I0_T6
L2,A0,R0,I4,T6,range_fusion,5,2156.2420729563755,2545.1849512822528,4.625255172194916,2168.03328265909,2513.2690667516754,652.0601097186269,231.8021379954777,-2313.3828132867757,0.0,145.35775497745382,168.61979867234524,114.78424125008027,L2 MPU6050/JY61P-like,X_A0_R0_L2_I4_T6
L2,A0,R0,I1,T6,range_fusion,5,2167.9350527418146,2545.3979277312114,18.031636046990606,2163.9683143536313,2511.9501942652846,662.1698908261172,231.8021379954777,-2313.595789735734,0.0,118.20484173110344,177.29934160108778,95.49626210528557,L2 MPU6050/JY61P-like,X_A0_R0_L2_I1_T6
L2,A0,R1,I2,T8,range_fusion,5,2149.0170283312746,2545.6061703945124,3.379195740007364,2146.2226218114256,2505.9617572542984,717.7121054038518,231.8021379954777,-2313.804032399035,0.0,184.3442908260676,190.08999702288847,305.5170404021775,L2 MPU6050/JY61P-like,X_A0_R1_L2_I2_T8
L2,A0,R0,I7,T7,range_fusion,5,2160.5934734029097,2546.4272069762865,14.661008967327023,2170.869219577622,2517.4760612503433,656.1901978253043,231.8021379954777,-2314.625068980809,0.0,138.3506079202097,173.4378308506817,117.32304714888744,L2 MPU6050/JY61P-like,X_A0_R0_L2_I7_T7
L20,A0,R1,I0,T8,range_fusion,5,2162.137170241612,2552.398872429244,4.699882082999719,2164.8644708144357,2515.0417775728165,723.9616411910104,231.8021379954777,-2320.596734433767,0.0,156.10585523381786,189.56852213807815,283.1307435752552,L20 Xsens MTi-3,X_A0_R1_L20_I0_T8
L2,A0,R0,I7,T6,range_fusion,5,2173.1754086438777,2554.225792992741,11.580762179066431,2177.6127189629624,2519.9304950100363,661.7729677266186,231.8021379954777,-2322.4236549972634,0.0,121.38434765845818,173.498496670929,100.94265816475169,L2 MPU6050/JY61P-like,X_A0_R0_L2_I7_T6
L20,A0,R0,I0,T7,range_fusion,5,2188.4855484637756,2555.0849596679654,7.349583589868107,2179.3680721734477,2522.970550425646,666.4896281693027,231.8021379954777,-2323.2828216724874,0.0,117.86963261042413,170.02318040913252,84.46665346146062,L20 Xsens MTi-3,X_A0_R0_L20_I0_T7
L16,A0,R0,I0,T7,range_fusion,5,2189.870515149866,2558.2971104476937,7.031463117831182,2184.7172230281385,2519.7013326199176,675.2164878956621,231.8021379954777,-2326.494972452216,0.0,113.65669516572177,170.29421315189796,79.54937065117285,L16 ICM-45686,X_A0_R0_L16_I0_T7
L2,A0,R1,I0,T7,range_fusion,5,2157.523779180768,2558.4423963037275,5.870257825324047,2156.873704535281,2509.019600058952,717.9956725925932,231.8021379954777,-2326.64025830825,0.0,121.64396434829712,209.0447869067404,54.766926365610246,L2 MPU6050/JY61P-like,X_A0_R1_L2_I0_T7
L16,A0,R1,I0,T8,range_fusion,5,2162.404511237887,2560.117380454756,6.846901855391799,2167.033868454583,2516.2568574627644,728.5083270677826,231.8021379954777,-2328.3152424592786,0.0,144.78879804704997,188.77769639235834,281.25034835479374,L16 ICM-45686,X_A0_R1_L16_I0_T8
L20,A0,R0,I0,T6,range_fusion,5,2194.46462950135,2561.0669423323934,5.158255614375175,2183.7495468269594,2530.754760358483,673.7020842844917,231.8021379954777,-2329.264804336916,0.0,119.20127474812875,178.39545963341806,69.18112280207036,L20 Xsens MTi-3,X_A0_R0_L20_I0_T6
L16,A0,R0,I0,T6,range_fusion,5,2196.256523286597,2565.260805556521,6.3720174796703075,2188.411479273899,2526.169067435555,680.7951964458873,231.8021379954777,-2333.4586675610435,0.0,120.5564046235224,180.91537537107655,67.8088045651794,L16 ICM-45686,X_A0_R0_L16_I0_T6
L2,A0,R1,I0,T6,range_fusion,5,2167.8048408914838,2565.3427120291235,8.9626330771399,2162.2576790893163,2515.8692468754753,721.1702862626923,231.8021379954777,-2333.540574033646,0.0,109.07915196852935,221.13883423542157,50.06235551894025,L2 MPU6050/JY61P-like,X_A0_R1_L2_I0_T6
