capture_id,rel_path,file_name,extension,size_bytes,category,data_role,solver_version,layout_variant,is_optitrack_related,is_generated_analysis,csv_columns,csv_row_count,json_kind,anchor_count,notes
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T1/roto/roto_keepk_repeat_summary.csv,roto_keepk_repeat_summary.csv,.csv,2395516,roto_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeat|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T1/roto/roto_keepk_summary.csv,roto_keepk_summary.csv,.csv,951,roto_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T1/static/static_keepk_cuda_t4.png,static_keepk_cuda_t4.png,.png,88522,figure,human_report,v1-old,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T1/static/static_keepk_repeat_summary.csv,static_keepk_repeat_summary.csv,.csv,3407549,static_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeat|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T1/static/static_keepk_summary.csv,static_keepk_summary.csv,.csv,1202,static_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/roto/roto_keepk_cuda_t4.png,roto_keepk_cuda_t4.png,.png,91909,figure,human_report,v1-old,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/roto/roto_keepk_repeat_summary.csv,roto_keepk_repeat_summary.csv,.csv,2395434,roto_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeat|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/roto/roto_keepk_summary.csv,roto_keepk_summary.csv,.csv,954,roto_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/static/static_keepk_cuda_t4.png,static_keepk_cuda_t4.png,.png,87397,figure,human_report,v1-old,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/static/static_keepk_repeat_summary.csv,static_keepk_repeat_summary.csv,.csv,3407946,static_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeat|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/static/static_keepk_summary.csv,static_keepk_summary.csv,.csv,1197,static_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/roto/roto_keepk_cuda_t4.png,roto_keepk_cuda_t4.png,.png,93011,figure,human_report,v1-old,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/roto/roto_keepk_repeat_summary.csv,roto_keepk_repeat_summary.csv,.csv,2396688,roto_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeat|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/roto/roto_keepk_summary.csv,roto_keepk_summary.csv,.csv,953,roto_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/static/static_keepk_cuda_t4.png,static_keepk_cuda_t4.png,.png,86895,figure,human_report,v1-old,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/static/static_keepk_repeat_summary.csv,static_keepk_repeat_summary.csv,.csv,3399061,static_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeat|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/static/static_keepk_summary.csv,static_keepk_summary.csv,.csv,1194,static_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/roto/roto_keepk_cuda_t4.png,roto_keepk_cuda_t4.png,.png,93293,figure,human_report,v1-old,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/roto/roto_keepk_repeat_summary.csv,roto_keepk_repeat_summary.csv,.csv,2396687,roto_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeat|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/roto/roto_keepk_summary.csv,roto_keepk_summary.csv,.csv,952,roto_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/static/static_keepk_cuda_t4.png,static_keepk_cuda_t4.png,.png,87706,figure,human_report,v1-old,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/static/static_keepk_repeat_summary.csv,static_keepk_repeat_summary.csv,.csv,3399062,static_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeat|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/static/static_keepk_summary.csv,static_keepk_summary.csv,.csv,1192,static_table,evaluation_metric,v1-old,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/roto/roto_keepk_cuda_t4.png,roto_keepk_cuda_t4.png,.png,92074,figure,human_report,v2,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/roto/roto_keepk_repeat_summary.csv,roto_keepk_repeat_summary.csv,.csv,2318941,roto_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeat|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/roto/roto_keepk_summary.csv,roto_keepk_summary.csv,.csv,935,roto_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/static/static_keepk_cuda_t4.png,static_keepk_cuda_t4.png,.png,85819,figure,human_report,v2,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/static/static_keepk_repeat_summary.csv,static_keepk_repeat_summary.csv,.csv,3321399,static_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeat|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/static/static_keepk_summary.csv,static_keepk_summary.csv,.csv,1174,static_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/roto/roto_keepk_cuda_t4.png,roto_keepk_cuda_t4.png,.png,91542,figure,human_report,v2,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/roto/roto_keepk_repeat_summary.csv,roto_keepk_repeat_summary.csv,.csv,2318968,roto_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeat|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/roto/roto_keepk_summary.csv,roto_keepk_summary.csv,.csv,932,roto_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/static/static_keepk_cuda_t4.png,static_keepk_cuda_t4.png,.png,84976,figure,human_report,v2,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/static/static_keepk_repeat_summary.csv,static_keepk_repeat_summary.csv,.csv,3320946,static_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeat|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/static/static_keepk_summary.csv,static_keepk_summary.csv,.csv,1176,static_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/roto/roto_keepk_cuda_t4.png,roto_keepk_cuda_t4.png,.png,90590,figure,human_report,v2,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/roto/roto_keepk_repeat_summary.csv,roto_keepk_repeat_summary.csv,.csv,2316639,roto_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeat|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/roto/roto_keepk_summary.csv,roto_keepk_summary.csv,.csv,930,roto_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/static/static_keepk_cuda_t4.png,static_keepk_cuda_t4.png,.png,85491,figure,human_report,v2,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/static/static_keepk_repeat_summary.csv,static_keepk_repeat_summary.csv,.csv,3325003,static_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeat|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/static/static_keepk_summary.csv,static_keepk_summary.csv,.csv,1174,static_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/roto/roto_keepk_cuda_t4.png,roto_keepk_cuda_t4.png,.png,91624,figure,human_report,v2,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/roto/roto_keepk_repeat_summary.csv,roto_keepk_repeat_summary.csv,.csv,2316638,roto_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeat|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/roto/roto_keepk_summary.csv,roto_keepk_summary.csv,.csv,929,roto_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/static/static_keepk_cuda_t4.png,static_keepk_cuda_t4.png,.png,84687,figure,human_report,v2,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/static/static_keepk_repeat_summary.csv,static_keepk_repeat_summary.csv,.csv,3325004,static_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeat|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T4/static/static_keepk_summary.csv,static_keepk_summary.csv,.csv,1177,static_table,evaluation_metric,v2,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/roto/roto_keepk_cuda_t4.png,roto_keepk_cuda_t4.png,.png,95173,figure,human_report,v3-full,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/roto/roto_keepk_repeat_summary.csv,roto_keepk_repeat_summary.csv,.csv,2417067,roto_table,evaluation_metric,v3-full,,False,True,method|tag_method|layout|keep_k|repeat|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/roto/roto_keepk_summary.csv,roto_keepk_summary.csv,.csv,960,roto_table,evaluation_metric,v3-full,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/static/static_keepk_cuda_t4.png,static_keepk_cuda_t4.png,.png,87029,figure,human_report,v3-full,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/static/static_keepk_repeat_summary.csv,static_keepk_repeat_summary.csv,.csv,3421554,static_table,evaluation_metric,v3-full,,False,True,method|tag_method|layout|keep_k|repeat|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T1/static/static_keepk_summary.csv,static_keepk_summary.csv,.csv,1194,static_table,evaluation_metric,v3-full,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/roto/roto_keepk_cuda_t4.png,roto_keepk_cuda_t4.png,.png,95102,figure,human_report,v3-full,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/roto/roto_keepk_repeat_summary.csv,roto_keepk_repeat_summary.csv,.csv,2416830,roto_table,evaluation_metric,v3-full,,False,True,method|tag_method|layout|keep_k|repeat|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/roto/roto_keepk_summary.csv,roto_keepk_summary.csv,.csv,961,roto_table,evaluation_metric,v3-full,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|roto_tracks_ok|solved_total|turn_center_rms_3d_mm_median|turn_center_p95_3d_mm_median|circle_thickness_rms_mm_median|radius_mm_median|turn_count_median,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/static/static_keepk_cuda_t4.png,static_keepk_cuda_t4.png,.png,87394,figure,human_report,v3-full,,False,True,,,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/static/static_keepk_repeat_summary.csv,static_keepk_repeat_summary.csv,.csv,3421756,static_table,evaluation_metric,v3-full,,False,True,method|tag_method|layout|keep_k|repeat|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,20001,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T2/static/static_keepk_summary.csv,static_keepk_summary.csv,.csv,1199,static_table,evaluation_metric,v3-full,,False,True,method|tag_method|layout|keep_k|repeats|elapsed_s|repeat_batch|captures_ok|solved_total|x_std_mm_median|y_std_mm_median|z_std_mm_median|d3_std_mm_median|d3_std_mm_p95|residual_rms_median_mm|residual_rms_p95_mm,5,,,monte_carlo;keepk
28052026_Erlangen_Official,28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v3-full/T3/roto/roto_keepk_cuda_t4.png,roto_keepk_cuda_t4.png,.png,93227,figure,human_report,v3-full,,False,True,,,,,monte_carlo;keepk
