host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
0.007312,1777235281.028477,99800,,BSF66F,,cal_static,4,B,ok,ok,2789,2789,0,0,100,100
0.007439,1777235281.028604,99800,,BSF66F,,cal_static,4,C,ok,ok,2437,2437,0,0,100,100
0.027895,1777235281.04906,99800,,BSF66F,,cal_static,4,D,ok,ok,3133,3133,0,0,100,100
0.127255,1777235281.14842,99801,,BSF66F,,cal_static,4,E,ok,ok,3171,3171,0,0,100,100
0.130261,1777235281.151426,99801,,BSF66F,,cal_static,4,F,ok,ok,2504,2504,0,0,100,100
0.130336,1777235281.151501,99801,,BSF66F,,cal_static,4,G,ok,ok,2459,2459,0,0,100,100
0.15619,1777235281.177355,99801,,BSF66F,,cal_static,4,H,ok,ok,3143,3143,0,0,100,100
0.391987,1777235281.413152,99802,,BSF66F,,cal_static,4,A,ok,ok,3384,3384,0,0,100,100
0.392798,1777235281.413963,99802,,BSF66F,,cal_static,4,B,ok,ok,2787,2787,0,0,100,100
0.39291,1777235281.414075,99802,,BSF66F,,cal_static,4,C,ok,ok,2444,2444,0,0,100,100
0.410366,1777235281.431531,99802,,BSF66F,,cal_static,4,D,ok,ok,3153,3153,0,0,100,100
0.541951,1777235281.563116,99803,,BSF66F,,cal_static,4,E,ok,ok,3178,3178,0,0,100,100
0.544277,1777235281.565442,99803,,BSF66F,,cal_static,4,F,ok,ok,2495,2495,0,0,100,100
0.568341,1777235281.589506,99803,,BSF66F,,cal_static,4,G,ok,ok,2464,2464,0,0,100,100
0.568399,1777235281.589564,99803,,BSF66F,,cal_static,4,H,ok,ok,3168,3168,0,0,100,100
0.7722,1777235281.793365,99804,,BSF66F,,cal_static,4,A,ok,ok,3382,3382,0,0,100,100
0.77543,1777235281.796595,99804,,BSF66F,,cal_static,4,B,ok,ok,2801,2801,0,0,100,100
0.77546,1777235281.796625,99804,,BSF66F,,cal_static,4,C,ok,ok,2491,2491,0,0,100,100
0.792756,1777235281.813921,99804,,BSF66F,,cal_static,4,D,ok,ok,3143,3143,0,0,100,100
0.929515,1777235281.95068,99805,,BSF66F,,cal_static,4,E,ok,ok,3166,3166,0,0,100,100
0.932463,1777235281.953628,99805,,BSF66F,,cal_static,4,F,ok,ok,2528,2528,0,0,100,100
0.932507,1777235281.953672,99805,,BSF66F,,cal_static,4,G,ok,ok,2465,2465,0,0,100,100
0.95008,1777235281.971245,99805,,BSF66F,,cal_static,4,H,ok,ok,3164,3164,0,0,100,100
1.186897,1777235282.208062,99806,,BSF66F,,cal_static,4,A,ok,ok,3340,3340,0,0,100,100
1.189173,1777235282.210338,99806,,BSF66F,,cal_static,4,B,ok,ok,2785,2785,0,0,100,100
1.207149,1777235282.228314,99806,,BSF66F,,cal_static,4,C,ok,ok,2486,2486,0,0,100,100
1.207486,1777235282.228651,99806,,BSF66F,,cal_static,4,D,ok,ok,3130,3130,0,0,100,100
1.33458,1777235282.355745,99807,,BSF66F,,cal_static,4,E,ok,ok,3176,3176,0,0,100,100
1.337671,1777235282.358836,99807,,BSF66F,,cal_static,4,F,ok,ok,2499,2499,0,0,100,100
1.337724,1777235282.358889,99807,,BSF66F,,cal_static,4,G,ok,ok,2453,2453,0,0,100,100
1.362728,1777235282.383893,99807,,BSF66F,,cal_static,4,H,ok,ok,3082,3082,0,0,100,100
1.565625,1777235282.58679,99808,,BSF66F,,cal_static,4,A,ok,ok,3366,3366,0,0,100,100
1.565703,1777235282.586868,99808,,BSF66F,,cal_static,4,B,ok,ok,2827,2827,0,0,100,100
1.568813,1777235282.589978,99808,,BSF66F,,cal_static,4,C,ok,ok,2465,2465,0,0,100,100
1.568857,1777235282.590022,99808,,BSF66F,,cal_static,4,D,ok,ok,3177,3177,0,0,100,100
1.727922,1777235282.749087,99809,,BSF66F,,cal_static,4,E,ok,ok,3200,3200,0,0,100,100
1.727973,1777235282.749138,99809,,BSF66F,,cal_static,4,F,ok,ok,2503,2503,0,0,100,100
1.74567,1777235282.766835,99809,,BSF66F,,cal_static,4,G,ok,ok,2456,2456,0,0,100,100
1.745725,1777235282.76689,99809,,BSF66F,,cal_static,4,H,ok,ok,3111,3111,0,0,100,100
1.979523,1777235283.000688,99810,,BSF66F,,cal_static,4,A,ok,ok,3348,3348,0,0,100,100
1.982491,1777235283.003656,99810,,BSF66F,,cal_static,4,B,ok,ok,2794,2794,0,0,100,100
1.982658,1777235283.003823,99810,,BSF66F,,cal_static,4,C,ok,ok,2435,2435,0,0,100,100
2.007706,1777235283.028871,99810,,BSF66F,,cal_static,4,D,ok,ok,3163,3163,0,0,100,100
2.159882,1777235283.181047,99811,,BSF66F,,cal_static,4,E,ok,ok,3127,3127,0,0,100,100
2.162962,1777235283.184127,99811,,BSF66F,,cal_static,4,F,ok,ok,2492,2492,0,0,100,100
2.163014,1777235283.184179,99811,,BSF66F,,cal_static,4,G,ok,ok,2451,2451,0,0,100,100
2.187653,1777235283.208818,99811,,BSF66F,,cal_static,4,H,ok,ok,3134,3134,0,0,100,100
2.372283,1777235283.393448,99812,,BSF66F,,cal_static,4,A,ok,ok,3346,3346,0,0,100,100
2.374693,1777235283.395858,99812,,BSF66F,,cal_static,4,B,ok,ok,2775,2775,0,0,100,100
2.39073,1777235283.411895,99812,,BSF66F,,cal_static,4,C,ok,ok,2457,2457,0,0,100,100
2.390778,1777235283.411943,99812,,BSF66F,,cal_static,4,D,ok,ok,3126,3126,0,0,100,100
2.549451,1777235283.570616,99813,,BSF66F,,cal_static,4,E,ok,ok,3154,3154,0,0,100,100
2.552498,1777235283.573663,99813,,BSF66F,,cal_static,4,F,ok,ok,2532,2532,0,0,100,100
2.55254,1777235283.573705,99813,,BSF66F,,cal_static,4,G,ok,ok,2474,2474,0,0,100,100
2.570129,1777235283.591294,99813,,BSF66F,,cal_static,4,H,ok,ok,3087,3087,0,0,100,100
2.7743,1777235283.795465,99814,,BSF66F,,cal_static,4,A,ok,ok,3386,3386,0,0,100,100
2.777368,1777235283.798533,99814,,BSF66F,,cal_static,4,B,ok,ok,2802,2802,0,0,100,100
2.777402,1777235283.798567,99814,,BSF66F,,cal_static,4,C,ok,ok,2464,2464,0,0,100,100
2.802744,1777235283.823909,99814,,BSF66F,,cal_static,4,D,ok,ok,3135,3135,0,0,100,100
2.934437,1777235283.955602,99815,,BSF66F,,cal_static,4,E,ok,ok,3201,3201,0,0,100,100
2.937264,1777235283.958429,99815,,BSF66F,,cal_static,4,F,ok,ok,2549,2549,0,0,100,100
2.953192,1777235283.974357,99815,,BSF66F,,cal_static,4,G,ok,ok,2459,2459,0,0,100,100
2.953227,1777235283.974392,99815,,BSF66F,,cal_static,4,H,ok,ok,3086,3086,0,0,100,100
3.163641,1777235284.184806,99816,,BSF66F,,cal_static,4,A,ok,ok,3343,3343,0,0,100,100
3.16378,1777235284.184945,99816,,BSF66F,,cal_static,4,B,ok,ok,2816,2816,0,0,100,100
3.166882,1777235284.188047,99816,,BSF66F,,cal_static,4,C,ok,ok,2432,2432,0,0,100,100
3.167028,1777235284.188193,99816,,BSF66F,,cal_static,4,D,ok,ok,3111,3111,0,0,100,100
