version,tag_method,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,tag_truth_permutation,tag_truth_shift_from_motive_mm,tag_ball_fingerprint_as_is_max_abs_dev_mm,tag_ball_fingerprint_corrected_max_abs_dev_mm,point_estimator,tag_delay_by_tag_mm,effective_tag_delay_mm,frames_input,frames_solved,solve_fraction,status,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,rejected_frames,rejected_anchor_counts,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_fit_vertical_shift_mm,anchor_fit_method,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v4-io-commonmode,T4,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,True,"0,1,4,2,3",54.12208743140742,29.051378695780997,1.5155498742221383,mean,"{""BSF66F"": 91.153}",91.153,1201,1201,1.0,ok,1319.544318985765,769.5819280262866,153.95793155289434,1319.544318985769,769.5819280262866,153.9579315528946,1320.0814173457968,770.3085750649373,154.58128252406843,19.19347341869455,22.900901781363906,33.58237638580632,44.95127059374154,36.875149644772094,77.32980653196027,8.0,8.0,99.75020815986679,91.75686927560366,102.34397299297453,180.95315077526834,0,{},207.04924112956894,3194.243562703479,-296.53415392068814,-542.215344349341,182.54280058407934,-383.3240609304319,749.2645854789099,3011.7007621193993,86.78990700974379,754.274424206232,3011.7007621193993,3104.717601902339,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,889.8367413746068,8.704632226430935,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6572220380767959,0.6572220380767959,mean,"{""BSF66F"": 91.153}",91.153,1201,1201,1.0,ok,1445.5795544293776,689.068415082853,-809.9332317628829,1445.5795544293765,689.068415082853,-809.9332317628828,1450.0956150593547,691.632184752334,-819.2135311576576,35.20259247485207,45.67975411444483,57.09761183359913,81.15417259763672,63.03295834258913,155.89973284537015,8.0,8.0,99.91673605328893,95.67027477102414,82.30016529430723,113.23861795596135,0,{},290.31777163462755,2230.3523993877016,-172.30187885761325,-543.22998,1105.589,-259.92136,833.5477516346275,1124.7633993877016,87.61948114238675,838.1402196117328,1124.7633993877016,1402.7015834927192,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,461.6346339824702,4.515839282600261,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID03,static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,motive_iantenna,False,"0,1,2,3,4",0.0,0.6213212809211015,0.6213212809211015,mean,"{""BSF66F"": 91.153}",91.153,1201,1201,1.0,ok,1405.6244812162959,664.2823749776481,-1414.9789353282754,1405.624481216296,664.2823749776479,-1414.9789353282786,1413.6817442878491,668.8954522530731,-1414.082892220803,43.669754806122036,59.657564790852106,38.50735016919544,83.35999363396432,37.788848192729326,220.71004003235174,8.0,8.0,100.0,92.2564529558701,158.9228454069295,190.71052472582218,0,{},314.2182376500964,1625.306695822309,-212.79290729358854,-554.00287,1625.5614500000001,-256.2951,868.2211076500964,-0.2547541776912112,43.50219270641145,869.3102625296829,0.2547541776912112,869.310299857949,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,813.3092827400905,7.956019192530105,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID03_BSF66F_120s_20260528_111354/tag_capture_20260528_111355/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.6855830977794,1.6855830977794,mean,"{""BSF66F"": 91.153}",91.153,1201,1201,1.0,ok,2113.720829949912,1010.6896810267374,149.97784565106213,2113.7208299499107,1010.6896810267374,149.97784565106227,2118.9095270659973,1018.5093240101183,139.24194504978436,29.251488872643183,35.85396847024471,58.07140549171936,74.25257431305236,31.318283502073466,203.96449468700834,8.0,8.0,100.0,93.83846794338052,93.51499590110878,129.523113520696,0,{},-16.51714937371389,3190.2634768016464,502.7576251947021,-321.178815,182.16379,479.93381999999997,304.6616656262861,3008.0996868016464,22.823805194702118,305.5153950061251,3008.0996868016464,3023.5746033994124,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,1047.8906733259494,10.25076005596117,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,reconstructed_from_relabelled_balls,True,"3,4,2,0,1",2.0942332073721013,5.490229164285438,0.8401003929094628,mean,"{""BSF66F"": 91.153}",91.153,1200,1200,1.0,ok,2103.1023362508777,1096.8989475625388,-867.4294709291054,2103.1023362508763,1096.8989475625383,-867.4294709291066,2104.4912081595103,1100.9170636301887,-874.2843580737567,24.801843930794842,37.45688847058271,52.14696077559273,68.82917604037102,47.63280540284863,138.5039781287932,8.0,8.0,99.75,91.5,136.70732164687158,191.4689394293574,0,{},-102.93927894612466,2172.856160221479,494.03950812467247,-184.9818897969324,1103.5866165595767,473.70402893394925,82.04261085080773,1069.2695436619024,20.33547919072322,84.52527260608754,1069.2695436619024,1072.6051830529566,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,705.9514108073571,6.905814420873793,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,motive_iantenna,False,"0,1,2,3,4",0.0,1.4652634113752043,1.4652634113752043,mean,"{""BSF66F"": 91.153}",91.153,1201,1201,1.0,ok,2093.6229924816676,1073.898188114231,-1465.6413883943374,2093.6229924816694,1073.898188114231,-1465.6413883943396,2096.4438305276026,1077.7984122217988,-1466.019684225284,27.002822189903945,35.606394087136465,40.06373027810223,60.01724910310836,41.04316857328474,111.152361518732,8.0,8.0,99.83347210657784,92.83930058284763,67.34273696629697,127.69459979574233,0,{},-80.15277085968069,1574.644242756247,484.0561247943474,-193.231255,1684.95255,476.52297999999996,113.07848414031932,-110.308307243753,7.533144794347436,113.32913061505877,110.308307243753,158.14997468525647,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,1013.9317064581626,9.918563930954015,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,3.010748996927397,3.010748996927397,mean,"{""BSF66F"": 91.153}",91.153,1201,1201,1.0,ok,1597.0631088031762,1516.129998053428,96.75008924725368,1597.0631088031755,1516.129998053428,96.75008924725368,1593.6165416835993,1511.0786372211373,99.24266730622567,30.104980665823557,53.454647799555076,55.50614270905801,82.73234621780288,67.49501172844703,146.10907865270892,8.0,8.0,100.0,90.84096586178185,128.80592351039053,193.30256334481533,0,{},-533.2086389378549,3137.035720397838,-2.648171674079549,352.14755,211.565355,53.795866000000004,-885.3561889378549,2925.4703653978377,-56.44403767407955,887.1536003869429,2925.4703653978377,3057.027701788205,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,906.6934696461826,8.86952946355589,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,0.8379427491692439,0.8379427491692439,mean,"{""BSF66F"": 91.153}",91.153,1201,1201,1.0,ok,1447.6463560322916,1625.2627290333269,-1032.53356036614,1447.64635603229,1625.2627290333278,-1032.5335603661401,1448.1139263576977,1621.8496215531889,-1035.8889195061524,25.306230094104038,38.727324110966805,45.276739622331576,64.73170834452013,46.7397098430928,115.73681079092226,8.0,8.0,100.0,90.25811823480433,120.89336635577233,154.51124393600708,0,{},-645.6041707393874,2007.7520707844444,-149.62627688290763,391.90054,1132.2804,-71.53192899999999,-1037.5047107393875,875.4716707844443,-78.09434788290764,1040.4396916581359,875.4716707844443,1359.76667054454,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,557.6228692802323,5.45482308432596,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,motive_iantenna,False,"0,1,2,3,4",0.0,1.1233421057233244,1.1233421057233244,mean,"{""BSF66F"": 91.153}",91.153,1201,1201,1.0,ok,1503.9729276639723,1651.5891809484378,-1211.5598667453594,1503.9729276639716,1651.5891809484401,-1211.5598667453617,1505.9358542079808,1655.0437282331288,-1209.6417231296978,32.28673465707213,35.828685471384986,48.31164637654035,68.26524088462224,44.89049899768928,135.962116854703,8.0,8.0,99.91673605328893,93.42214820982515,134.64224783204358,187.45350798978805,0,{},-670.6842745079075,1828.725764405225,-92.73380693144759,408.80994,1568.1853500000002,-62.425788499999996,-1079.4942145079076,260.54041440522474,-30.308018431447593,1079.9195966076759,260.54041440522474,1110.9039754523033,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,828.1828777899989,8.101516865051824,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
v4-io-commonmode,T4,all8,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,motive_iantenna,False,"0,1,2,3,4",0.0,1.700334281718746,1.700334281718746,mean,"{""BSF66F"": 91.153}",91.153,1201,1201,1.0,ok,656.8461071353878,1238.2265216575277,-4.729691967150302,656.8461071353875,1238.2265216575297,-4.729691967150299,661.6278512091792,1239.4397914215222,-6.089897145191009,30.195801113916716,20.565709806003284,31.617685630569408,48.31576212137679,32.7844516260059,86.23179468304596,8.0,8.0,99.91673605328893,90.75770191507078,70.54780570037205,124.76088352706039,0,{},-276.0703647728337,3035.555939183434,-948.755068582419,65.499245,238.64973,-938.19342,-341.5696097728337,2796.906209183434,-10.561648582419025,341.7328587378516,2796.906209183434,2817.7057493127263,0.9999999999999999,1.0,3040.2856311505843,height_preserving_2d_horizontal_FGH_vertical_shift,1.0097822800764376,1028.888366883956,10.064874172247297,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io-commonmode/layout.json
