capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.00042863151199419743,0.0007104137023084279,0.0009464613489686617,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R01,BSDC91,1200,1200,0.000416318013222157,0.0006933457540063623,0.0010327327028999654,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R02,BS2DCE,1201,1201,0.00038593769164259345,0.0006597361144795993,0.0010482842732963114,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R02,BSDC91,1200,1200,0.000374368989649773,0.000702046610758575,0.0010226051262285263,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R03,BS2DCE,1200,1200,0.00037464677986634014,0.0005848102049542688,0.0008717673941630021,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R03,BSDC91,1200,1200,0.00042356869593874357,0.000717022361650037,0.0011600243206181526,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R04,BS2DCE,1200,1200,0.0005023409077165727,0.0008329696330330322,0.001337484344763566,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R04,BSDC91,1200,1200,0.0004449713640365764,0.0007951283288893507,0.0012016471728653925,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R05,BS2DCE,1200,1200,0.0003413946545701097,0.0005661975848631366,0.0008909441140038092,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R05,BSDC91,1201,1201,0.0003465343544326997,0.0006050258581346005,0.0008882824541441396,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R06,BS2DCE,1200,1200,0.0004404534668035314,0.0007609695586162094,0.0012690373823768385,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R06,BSDC91,1201,1201,0.00041987437468210764,0.0007704943341092624,0.0011562402402172552,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R07,BS2DCE,1200,1200,0.00038327544059219096,0.000558862492013676,0.0007762404138617822,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R07,BSDC91,1201,1201,0.000488953915225521,0.0008227748198630288,0.0011343283761168943,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R08,BS2DCE,1201,1201,0.0003298962770285242,0.0005166204340046117,0.0007902462778868074,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R08,BSDC91,1200,1200,0.0004108751503271707,0.0007452388106664324,0.0011746598005078733,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R09,BS2DCE,1200,1200,0.00029306710312189936,0.0004866885450729991,0.0007346365741219573,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R09,BSDC91,1200,1200,0.0003903495026256797,0.0006369456393946664,0.0009834096442775083,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R10,BS2DCE,1200,1200,0.00040602690123034624,0.000681847781548865,0.0010276699032685732,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R10,BSDC91,1200,1200,0.00036588377445099634,0.0006688640425489463,0.0009654743409599566,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R11,BS2DCE,1201,1201,0.0003389296676782505,0.000482650434777786,0.0006580353700676359,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R11,BSDC91,1200,1200,0.00030776600595625996,0.00046697786436508427,0.0005684462787080615,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R12,BS2DCE,1200,1200,0.00029599494926828355,0.00046418749853029915,0.0007480330046593292,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R12,BSDC91,1200,1200,0.0003123946893136846,0.0004798536437389189,0.0006492615663374983,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R13,BS2DCE,1201,1201,24.936054138336907,0.025877679921750114,655.7662963603398,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R13,BSDC91,1200,1200,0.0002603843939481529,0.00038512404858553645,0.0005161419697174715,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R14,BS2DCE,1201,1201,0.00040518961002952925,0.0007806464234051181,0.0011957186886287679,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R14,BSDC91,1200,1200,0.00028371373142630694,0.0004915683799757095,0.0007358299937664168,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R15,BS2DCE,1200,1200,0.00031049387078925067,0.0004308372735966832,0.0005531858903465121,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R15,BSDC91,1200,1200,0.00035375987172100233,0.0005279536521290609,0.0007787814282186556,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R16,BS2DCE,1201,1201,0.0002800470232405449,0.0004465280780025992,0.0006436142736310207,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
R16,BSDC91,1200,1200,0.0003258220348876154,0.0005480880737241214,0.0009399183976306944,1.0,1.0,R4:L3:I3:T6,,R4,L3,I3,T6,89.77800000000002,1.35,True
