row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L3:I3:T6,simulate_imu_prior,0.6061269540077774,,,,
R4:L3:I3:T6,cpu_golden,20.864410060006776,,,,
R4:L3:I3:T6,torch_gpu,2.3631422350008506,0,1,2.3631422350008506,2.3631422350008506
R4:L3:I3:T8,simulate_imu_prior,0.6340292690001661,,,,
R4:L3:I3:T8,cpu_golden,21.12088072800543,,,,
R4:L3:I3:T8,torch_gpu,2.196321565003018,0,1,2.196321565003018,2.196321565003018
R4:L3:I4:T6,simulate_imu_prior,0.5926112389861373,,,,
R4:L3:I4:T6,cpu_golden,21.108573962002993,,,,
R4:L3:I4:T6,torch_gpu,2.190701428000466,0,1,2.190701428000466,2.190701428000466
R4:L3:I4:T8,simulate_imu_prior,0.5992286760010757,,,,
R4:L3:I4:T8,cpu_golden,21.387652468998567,,,,
R4:L3:I4:T8,torch_gpu,2.2418466189992614,0,1,2.2418466189992614,2.2418466189992614
