version,eval_set,method,n_tags,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,range_median_min_mm,range_median_max_mm,range_p95_min_mm,range_p95_max_mm,det,scale,note
v4-io-commonmode,all8,A_tag_cloud_fit_WRONG_circular,24,72.8528046712631,156.8483250282193,95.86940293316214,35.268319054072634,64.00885265404713,,,,,-1.0,1.0,WRONG for accuracy: transform fitted to tag truth; included only to show circular optimism.
v4-io-commonmode,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,220.8605443375567,1420.607585671591,497.2149965064628,2041.0902775397217,,1.0,"WRONG for accuracy: centroid fixes translation only; rotation/reflection remain free, so error is a range."
v4-io-commonmode,all8,C_anchor_locked_OFFICIAL,24,89.80567601192078,156.23642053513282,104.50300066849067,50.284482539991586,56.45839236752981,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
