row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s,chunk_id,gpu_device,child_run_id
R2:L2:I3:T6,simulate_imu_prior,0.8394392640038859,,,,,agreement_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_agreement_0000_cuda0
R2:L2:I3:T6,cpu_golden,0.2063918570056557,,,,,agreement_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_agreement_0000_cuda0
R2:L2:I3:T6,torch_gpu,0.5685510319890454,0.0,1.0,0.5685510319890454,0.5685510319890454,agreement_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_agreement_0000_cuda0
R2:L2:I0:T6,simulate_imu_prior,0.6529246229911223,,,,,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R2:L2:I0:T6,cpu_golden,21.81918167998083,,,,,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R2:L2:I0:T6,torch_gpu,2.6444356459833216,0.0,1.0,2.6444356459833216,2.6444356459833216,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R2:L2:I0:T8,simulate_imu_prior,0.6686255520035047,,,,,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R2:L2:I0:T8,cpu_golden,23.224351348995697,,,,,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R2:L2:I0:T8,torch_gpu,2.8906739259837195,0.0,1.0,2.8906739259837195,2.8906739259837195,partial_raw_0000,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0000_cuda0
R2:L2:I1:T6,simulate_imu_prior,0.6772022729855962,,,,,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R2:L2:I1:T6,cpu_golden,22.176693924993742,,,,,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R2:L2:I1:T6,torch_gpu,2.6576405210071243,0.0,1.0,2.6576405210071243,2.6576405210071243,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R2:L2:I1:T8,simulate_imu_prior,0.6064953500172123,,,,,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R2:L2:I1:T8,cpu_golden,23.27075387700461,,,,,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R2:L2:I1:T8,torch_gpu,2.8143733379838523,0.0,1.0,2.8143733379838523,2.8143733379838523,partial_raw_0001,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0001_cuda0
R2:L2:I3:T6,simulate_imu_prior,0.5901508420065511,,,,,partial_raw_0002,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0002_cuda1
R2:L2:I3:T6,cpu_golden,22.000273589015706,,,,,partial_raw_0002,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0002_cuda1
R2:L2:I3:T6,torch_gpu,2.927010311977938,0.0,1.0,2.927010311977938,2.927010311977938,partial_raw_0002,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0002_cuda1
R2:L2:I3:T8,simulate_imu_prior,0.576021083019441,,,,,partial_raw_0002,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0002_cuda1
R2:L2:I3:T8,cpu_golden,23.11808714800281,,,,,partial_raw_0002,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0002_cuda1
R2:L2:I3:T8,torch_gpu,2.8695941180048976,0.0,1.0,2.8695941180048976,2.8695941180048976,partial_raw_0002,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0002_cuda1
R2:L2:I4:T6,simulate_imu_prior,0.6105248640233185,,,,,partial_raw_0003,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0003_cuda1
R2:L2:I4:T6,cpu_golden,22.170847713015974,,,,,partial_raw_0003,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0003_cuda1
R2:L2:I4:T6,torch_gpu,2.896783136005979,0.0,1.0,2.896783136005979,2.896783136005979,partial_raw_0003,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0003_cuda1
R2:L2:I4:T8,simulate_imu_prior,0.6666185110225342,,,,,partial_raw_0003,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0003_cuda1
R2:L2:I4:T8,cpu_golden,23.402859527996043,,,,,partial_raw_0003,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0003_cuda1
R2:L2:I4:T8,torch_gpu,2.8122587639954872,0.0,1.0,2.8122587639954872,2.8122587639954872,partial_raw_0003,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0003_cuda1
R2:L2:I7:T6,simulate_imu_prior,0.5929008930106647,,,,,partial_raw_0004,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0004_cuda1
R2:L2:I7:T6,cpu_golden,21.18964575199061,,,,,partial_raw_0004,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0004_cuda1
R2:L2:I7:T6,torch_gpu,2.6334007420227863,0.0,1.0,2.6334007420227863,2.6334007420227863,partial_raw_0004,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0004_cuda1
R2:L2:I7:T8,simulate_imu_prior,0.6212924370192923,,,,,partial_raw_0004,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0004_cuda1
R2:L2:I7:T8,cpu_golden,23.182760114985285,,,,,partial_raw_0004,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0004_cuda1
R2:L2:I7:T8,torch_gpu,2.461957537016133,0.0,1.0,2.461957537016133,2.461957537016133,partial_raw_0004,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0004_cuda1
R2:L2:I8:T6,simulate_imu_prior,0.5882205660163891,,,,,partial_raw_0005,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0005_cuda0
R2:L2:I8:T6,cpu_golden,21.92985177200171,,,,,partial_raw_0005,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0005_cuda0
R2:L2:I8:T6,torch_gpu,2.765307671012124,0.0,1.0,2.765307671012124,2.765307671012124,partial_raw_0005,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0005_cuda0
R2:L2:I8:T8,simulate_imu_prior,0.5997772449918557,,,,,partial_raw_0005,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0005_cuda0
R2:L2:I8:T8,cpu_golden,23.9290942469961,,,,,partial_raw_0005,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0005_cuda0
R2:L2:I8:T8,torch_gpu,2.410453329997836,0.0,1.0,2.410453329997836,2.410453329997836,partial_raw_0005,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0005_cuda0
R2:L2:I1+I3+I7:T6,simulate_imu_prior,0.6366293659957591,,,,,partial_raw_0006,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0006_cuda1
R2:L2:I1+I3+I7:T6,cpu_golden,21.952995619009016,,,,,partial_raw_0006,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0006_cuda1
R2:L2:I1+I3+I7:T6,torch_gpu,2.364352582982974,0.0,1.0,2.364352582982974,2.364352582982974,partial_raw_0006,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0006_cuda1
R2:L2:I1+I3+I7:T8,simulate_imu_prior,0.5567525300139096,,,,,partial_raw_0006,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0006_cuda1
R2:L2:I1+I3+I7:T8,cpu_golden,19.91869704599958,,,,,partial_raw_0006,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0006_cuda1
R2:L2:I1+I3+I7:T8,torch_gpu,2.203716750984313,0.0,1.0,2.203716750984313,2.203716750984313,partial_raw_0006,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0006_cuda1
R2:L2:I1+I2+I3+I8:T6,simulate_imu_prior,0.8985654510033783,,,,,partial_raw_0007,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0007_cuda1
R2:L2:I1+I2+I3+I8:T6,cpu_golden,19.565648741001496,,,,,partial_raw_0007,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0007_cuda1
R2:L2:I1+I2+I3+I8:T6,torch_gpu,2.343445863982197,0.0,1.0,2.343445863982197,2.343445863982197,partial_raw_0007,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0007_cuda1
R2:L2:I1+I2+I3+I8:T8,simulate_imu_prior,0.5771608549985103,,,,,partial_raw_0007,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0007_cuda1
R2:L2:I1+I2+I3+I8:T8,cpu_golden,19.68154358601896,,,,,partial_raw_0007,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0007_cuda1
R2:L2:I1+I2+I3+I8:T8,torch_gpu,2.501043803000357,0.0,1.0,2.501043803000357,2.501043803000357,partial_raw_0007,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0007_cuda1
R4:L2:I0:T6,simulate_imu_prior,0.8836199739889707,,,,,partial_raw_0008,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0008_cuda0
R4:L2:I0:T6,cpu_golden,19.746875777986133,,,,,partial_raw_0008,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0008_cuda0
R4:L2:I0:T6,torch_gpu,2.336027571989689,0.0,1.0,2.336027571989689,2.336027571989689,partial_raw_0008,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0008_cuda0
R4:L2:I0:T8,simulate_imu_prior,0.5399465239897836,,,,,partial_raw_0008,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0008_cuda0
R4:L2:I0:T8,cpu_golden,19.34567291298299,,,,,partial_raw_0008,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0008_cuda0
R4:L2:I0:T8,torch_gpu,2.4043656349822413,0.0,1.0,2.4043656349822413,2.4043656349822413,partial_raw_0008,cuda:0,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0008_cuda0
R4:L2:I1:T6,simulate_imu_prior,0.8634468789969105,,,,,partial_raw_0009,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0009_cuda1
R4:L2:I1:T6,cpu_golden,21.31391743299901,,,,,partial_raw_0009,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0009_cuda1
R4:L2:I1:T6,torch_gpu,2.191980987990973,0.0,1.0,2.191980987990973,2.191980987990973,partial_raw_0009,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0009_cuda1
R4:L2:I1:T8,simulate_imu_prior,0.577142438996816,,,,,partial_raw_0009,cuda:1,l2_singleI_seed0_nominal_1080ti_20260605T101314Z_partial_raw_0009_cuda1
