method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm
T2_CUDA_REPLAY,T2,v3-lite,8,1,5.280012660019565,1000,24.0,26564.0,21.993807792663574,25.01913547515869,43.46457862854004,58.57261276245117,87.00823593139648,86.49402236938477,170.17127342224114
T2_CUDA_REPLAY,T2,v3-lite,7,5000,90.02587560395477,1000,24.0,28818.0,32.97540903091431,39.0828742980957,75.9608154296875,93.31589317321777,157.69403877258296,83.65919494628906,161.90886306762695
T2_CUDA_REPLAY,T2,v3-lite,6,5000,90.7789172110206,1000,24.0,28818.0,47.2247371673584,56.008310317993164,94.09520149230957,124.31063842773438,206.26216773986812,77.45993614196777,146.9553337097168
T2_CUDA_REPLAY,T2,v3-lite,5,5000,93.73085606005043,1000,24.0,28818.0,69.26037216186523,84.17027282714844,121.14566230773926,163.73514938354492,274.7062538146972,64.36194038391113,129.80878829956055
T2_CUDA_REPLAY,T2,v3-lite,4,5000,92.97684509996907,1000,24.0,28818.0,100.12468528747559,125.61591720581055,162.04205322265625,227.48328018188477,375.53001251220695,36.22665309906006,117.10060119628906
