geometry,n,full_gdop_p90_median,full_gdop_p90_p90,full_hdop_p90_median,full_hdop_p90_p90,full_vdop_p90_median,full_vdop_p90_p90,full_cond_p95_median,full_cond_p95_p90,full_vdop_gt3_ratio_median,full_vdop_gt3_ratio_p90,center3m_vdop_p90_median,center3m_vdop_p90_p90,edge_ring_vdop_p90_median,edge_ring_vdop_p90_p90
true,29,2.885894298553467,3.038144063949585,0.7790805101394653,0.8652632117271424,2.7941062450408936,2.9497570514678957,39.08180618286133,46.4528076171875,0.04651985291714961,0.09017897130423583,2.934539556503296,3.102427530288696,2.712268829345703,2.8694286346435547
v1-old,29,2.8846559524536133,3.0371373176574705,0.779079258441925,0.86524498462677,2.7928245067596436,2.94861102104187,39.034019470214844,46.39634780883789,0.045731771779391105,0.09008766922120284,2.9311463832855225,3.1020421981811523,2.7112059593200684,2.8687005043029785
v2,29,2.889261245727539,3.0408727645874025,0.7790625691413879,0.8651859402656555,2.7977447509765625,2.9525569915771483,39.13311004638672,46.516736602783205,0.04663325971502217,0.09074004663133756,2.9346611499786377,3.1054797172546387,2.7146525382995605,2.8718934535980223
v3-lite,29,2.886063814163208,3.0378230094909666,0.779082715511322,0.8652667999267578,2.7943668365478516,2.9492471694946287,39.06640625,46.4572395324707,0.04600567802849009,0.09021875979094707,2.93225359916687,3.1026667594909667,2.7123687267303467,2.8693751811981203
v3-full,29,2.884477138519287,3.0376264572143556,0.7790684700012207,0.865222156047821,2.7937614917755127,2.949111080169678,39.149837493896484,46.41426010131836,0.044817789874502884,0.09020299816819188,2.927330493927002,3.1029468059539793,2.7112293243408203,2.8681599140167235
v4-io,29,2.888174057006836,3.046403741836548,0.7790858745574951,0.8652369141578674,2.796753406524658,2.9582359313964846,39.27482604980469,46.63740768432617,0.046199815089255,0.09178665682526319,2.9329333305358887,3.11236834526062,2.717235565185547,2.873506546020508
