comparison,ID,left_case,right_case,left_err_3d_mm,right_err_3d_mm,gap_left_minus_right_err_3d_mm
current_production_minus_raw_replay_T1_median,ID01,production_T1_current,raw_replay_T1_median,143.1958137946358,139.24437727294676,3.9514365216890326
current_production_minus_raw_replay_T1_median,ID02,production_T1_current,raw_replay_T1_median,59.89859134492416,60.98559612447578,-1.08700477955162
current_production_minus_raw_replay_T1_median,ID03,production_T1_current,raw_replay_T1_median,359.61906242977136,361.1012766309525,-1.4822142011811366
current_production_minus_raw_replay_T1_median,ID04,production_T1_current,raw_replay_T1_median,298.79711325852645,301.3112693523912,-2.514156093864756
current_production_minus_raw_replay_T1_median,ID05,production_T1_current,raw_replay_T1_median,56.32872193721293,55.72318226510378,0.6055396721091526
current_production_minus_raw_replay_T1_median,ID06,production_T1_current,raw_replay_T1_median,174.18148716637876,182.9630067787527,-8.781519612373955
current_production_minus_raw_replay_T1_median,ID07,production_T1_current,raw_replay_T1_median,178.43701697879692,180.6450730296646,-2.2080560508676683
current_production_minus_raw_replay_T1_median,ID08,production_T1_current,raw_replay_T1_median,72.69856507464978,66.77855199260968,5.9200130820401
current_production_minus_raw_replay_T1_median,ID09,production_T1_current,raw_replay_T1_median,46.00699924111722,46.71377807984142,-0.7067788387241976
current_production_minus_raw_replay_T1_median,ID10,production_T1_current,raw_replay_T1_median,126.83844976460334,125.36417660926791,1.4742731553354247
current_production_minus_raw_replay_T1_median,ID11,production_T1_current,raw_replay_T1_median,67.24883011552961,67.62592492433407,-0.37709480880445767
current_production_minus_raw_replay_T1_median,ID12,production_T1_current,raw_replay_T1_median,146.477145280341,146.8788132285052,-0.4016679481642029
current_production_minus_raw_replay_T1_median,ID13,production_T1_current,raw_replay_T1_median,75.22721583194975,72.80993532371717,2.4172805082325795
current_production_minus_raw_replay_T1_median,ID14,production_T1_current,raw_replay_T1_median,59.52777787372481,58.01989789529431,1.507879978430502
current_production_minus_raw_replay_T1_median,ID15,production_T1_current,raw_replay_T1_median,84.59388216501438,86.66655151688875,-2.0726693518743673
current_production_minus_raw_replay_T1_median,ID16,production_T1_current,raw_replay_T1_median,12.866880185809164,14.517552763804428,-1.6506725779952642
current_production_minus_raw_replay_T1_median,ID17,production_T1_current,raw_replay_T1_median,55.69433885540071,47.99643179290462,7.6979070624960855
current_production_minus_raw_replay_T1_median,ID18,production_T1_current,raw_replay_T1_median,57.24897662433697,56.51518034029854,0.7337962840384264
current_production_minus_raw_replay_T1_median,ID19,production_T1_current,raw_replay_T1_median,152.37961378293443,146.11012251652556,6.269491266408863
current_production_minus_raw_replay_T1_median,ID20,production_T1_current,raw_replay_T1_median,187.67965791114057,183.75735343080223,3.9223044803383402
current_production_minus_raw_replay_T1_median,ID21,production_T1_current,raw_replay_T1_median,68.26562021551844,68.74773814634331,-0.4821179308248702
current_production_minus_raw_replay_T1_median,ID22,production_T1_current,raw_replay_T1_median,24.01477943751868,22.587364998105677,1.4274144394130026
current_production_minus_raw_replay_T1_median,ID23,production_T1_current,raw_replay_T1_median,138.5499678810124,134.06109447099166,4.488873410020744
current_production_minus_raw_replay_T1_median,ID24,production_T1_current,raw_replay_T1_median,63.9292443092772,60.20800037208468,3.7212439371925186
production_style_T1_mean_minus_raw_replay_T1_median,ID01,production_style_T1_mean,raw_replay_T1_median,143.19581339446415,139.24437727294676,3.951436121517389
production_style_T1_mean_minus_raw_replay_T1_median,ID02,production_style_T1_mean,raw_replay_T1_median,59.89859090748931,60.98559612447578,-1.0870052169864692
production_style_T1_mean_minus_raw_replay_T1_median,ID03,production_style_T1_mean,raw_replay_T1_median,359.61906377239296,361.1012766309525,-1.482212858559535
production_style_T1_mean_minus_raw_replay_T1_median,ID04,production_style_T1_mean,raw_replay_T1_median,298.7971126587854,301.3112693523912,-2.5141566936057984
production_style_T1_mean_minus_raw_replay_T1_median,ID05,production_style_T1_mean,raw_replay_T1_median,56.328721927833485,55.72318226510378,0.6055396627297043
production_style_T1_mean_minus_raw_replay_T1_median,ID06,production_style_T1_mean,raw_replay_T1_median,174.18148429173908,182.9630067787527,-8.781522487013632
production_style_T1_mean_minus_raw_replay_T1_median,ID07,production_style_T1_mean,raw_replay_T1_median,178.43702646256256,180.6450730296646,-2.2080465671020306
production_style_T1_mean_minus_raw_replay_T1_median,ID08,production_style_T1_mean,raw_replay_T1_median,72.69856215790574,66.77855199260968,5.920010165296063
production_style_T1_mean_minus_raw_replay_T1_median,ID09,production_style_T1_mean,raw_replay_T1_median,46.006998599835036,46.71377807984142,-0.7067794800063822
production_style_T1_mean_minus_raw_replay_T1_median,ID10,production_style_T1_mean,raw_replay_T1_median,126.83844918578163,125.36417660926791,1.4742725765137124
production_style_T1_mean_minus_raw_replay_T1_median,ID11,production_style_T1_mean,raw_replay_T1_median,67.24883073487699,67.62592492433407,-0.3770941894570825
production_style_T1_mean_minus_raw_replay_T1_median,ID12,production_style_T1_mean,raw_replay_T1_median,146.4771456586002,146.8788132285052,-0.4016675699050154
production_style_T1_mean_minus_raw_replay_T1_median,ID13,production_style_T1_mean,raw_replay_T1_median,75.22721440183095,72.80993532371717,2.417279078113779
production_style_T1_mean_minus_raw_replay_T1_median,ID14,production_style_T1_mean,raw_replay_T1_median,59.527777087501434,58.01989789529431,1.5078791922071275
production_style_T1_mean_minus_raw_replay_T1_median,ID15,production_style_T1_mean,raw_replay_T1_median,84.59388158753222,86.66655151688875,-2.072669929356522
production_style_T1_mean_minus_raw_replay_T1_median,ID16,production_style_T1_mean,raw_replay_T1_median,12.8668809745421,14.517552763804428,-1.6506717892623275
production_style_T1_mean_minus_raw_replay_T1_median,ID17,production_style_T1_mean,raw_replay_T1_median,55.694343973192225,47.99643179290462,7.697912180287602
production_style_T1_mean_minus_raw_replay_T1_median,ID18,production_style_T1_mean,raw_replay_T1_median,57.2489765973405,56.51518034029854,0.7337962570419592
production_style_T1_mean_minus_raw_replay_T1_median,ID19,production_style_T1_mean,raw_replay_T1_median,152.37962673282544,146.11012251652556,6.269504216299879
production_style_T1_mean_minus_raw_replay_T1_median,ID20,production_style_T1_mean,raw_replay_T1_median,187.67964259844646,183.75735343080223,3.9222891676442373
production_style_T1_mean_minus_raw_replay_T1_median,ID21,production_style_T1_mean,raw_replay_T1_median,68.2656191612626,68.74773814634331,-0.48211898508070306
production_style_T1_mean_minus_raw_replay_T1_median,ID22,production_style_T1_mean,raw_replay_T1_median,24.014779290662887,22.587364998105677,1.4274142925572093
production_style_T1_mean_minus_raw_replay_T1_median,ID23,production_style_T1_mean,raw_replay_T1_median,138.54995778483212,134.06109447099166,4.488863313840454
production_style_T1_mean_minus_raw_replay_T1_median,ID24,production_style_T1_mean,raw_replay_T1_median,63.92924325934442,60.20800037208468,3.7212428872597343
production_style_T1_mean_minus_current_production,ID01,production_style_T1_mean,production_T1_current,143.19581339446415,143.1958137946358,-4.001716433776892e-07
production_style_T1_mean_minus_current_production,ID02,production_style_T1_mean,production_T1_current,59.89859090748931,59.89859134492416,-4.3743484923197684e-07
production_style_T1_mean_minus_current_production,ID03,production_style_T1_mean,production_T1_current,359.61906377239296,359.61906242977136,1.3426216014522652e-06
production_style_T1_mean_minus_current_production,ID04,production_style_T1_mean,production_T1_current,298.7971126587854,298.79711325852645,-5.997410426061833e-07
production_style_T1_mean_minus_current_production,ID05,production_style_T1_mean,production_T1_current,56.328721927833485,56.32872193721293,-9.379448329127626e-09
production_style_T1_mean_minus_current_production,ID06,production_style_T1_mean,production_T1_current,174.18148429173908,174.18148716637876,-2.874639676520019e-06
production_style_T1_mean_minus_current_production,ID07,production_style_T1_mean,production_T1_current,178.43702646256256,178.43701697879692,9.483765637696706e-06
production_style_T1_mean_minus_current_production,ID08,production_style_T1_mean,production_T1_current,72.69856215790574,72.69856507464978,-2.9167440374067155e-06
production_style_T1_mean_minus_current_production,ID09,production_style_T1_mean,production_T1_current,46.006998599835036,46.00699924111722,-6.412821846879524e-07
production_style_T1_mean_minus_current_production,ID10,production_style_T1_mean,production_T1_current,126.83844918578163,126.83844976460334,-5.788217123381401e-07
production_style_T1_mean_minus_current_production,ID11,production_style_T1_mean,production_T1_current,67.24883073487699,67.24883011552961,6.193473751636702e-07
production_style_T1_mean_minus_current_production,ID12,production_style_T1_mean,production_T1_current,146.4771456586002,146.477145280341,3.78259187527874e-07
production_style_T1_mean_minus_current_production,ID13,production_style_T1_mean,production_T1_current,75.22721440183095,75.22721583194975,-1.4301188002718845e-06
production_style_T1_mean_minus_current_production,ID14,production_style_T1_mean,production_T1_current,59.527777087501434,59.52777787372481,-7.862233744049263e-07
production_style_T1_mean_minus_current_production,ID15,production_style_T1_mean,production_T1_current,84.59388158753222,84.59388216501438,-5.77482154540121e-07
production_style_T1_mean_minus_current_production,ID16,production_style_T1_mean,production_T1_current,12.8668809745421,12.866880185809164,7.887329367406437e-07
production_style_T1_mean_minus_current_production,ID17,production_style_T1_mean,production_T1_current,55.694343973192225,55.69433885540071,5.117791516795478e-06
production_style_T1_mean_minus_current_production,ID18,production_style_T1_mean,production_T1_current,57.2489765973405,57.24897662433697,-2.699646728387961e-08
production_style_T1_mean_minus_current_production,ID19,production_style_T1_mean,production_T1_current,152.37962673282544,152.37961378293443,1.2949891015523463e-05
production_style_T1_mean_minus_current_production,ID20,production_style_T1_mean,production_T1_current,187.67964259844646,187.67965791114057,-1.5312694102931346e-05
production_style_T1_mean_minus_current_production,ID21,production_style_T1_mean,production_T1_current,68.2656191612626,68.26562021551844,-1.0542558328552332e-06
production_style_T1_mean_minus_current_production,ID22,production_style_T1_mean,production_T1_current,24.014779290662887,24.01477943751868,-1.468557933037573e-07
production_style_T1_mean_minus_current_production,ID23,production_style_T1_mean,production_T1_current,138.54995778483212,138.5499678810124,-1.009618029002013e-05
production_style_T1_mean_minus_current_production,ID24,production_style_T1_mean,production_T1_current,63.92924325934442,63.9292443092772,-1.0499327842694584e-06
production_style_T4_mean_minus_raw_replay_T4_median,ID01,production_style_T4_mean,raw_replay_T4_median,140.8834148776993,136.79925466097734,4.084160216721955
production_style_T4_mean_minus_raw_replay_T4_median,ID02,production_style_T4_mean,raw_replay_T4_median,61.0016906770336,61.52068379186028,-0.518993114826678
production_style_T4_mean_minus_raw_replay_T4_median,ID03,production_style_T4_mean,raw_replay_T4_median,172.8841221483249,175.79960084472197,-2.9154786963970594
production_style_T4_mean_minus_raw_replay_T4_median,ID04,production_style_T4_mean,raw_replay_T4_median,278.85157441190233,278.15743862405765,0.6941357878446865
production_style_T4_mean_minus_raw_replay_T4_median,ID05,production_style_T4_mean,raw_replay_T4_median,51.01497681150035,52.68927024186138,-1.6742934303610326
production_style_T4_mean_minus_raw_replay_T4_median,ID06,production_style_T4_mean,raw_replay_T4_median,136.5135057109742,140.48129778544592,-3.967792074471731
production_style_T4_mean_minus_raw_replay_T4_median,ID07,production_style_T4_mean,raw_replay_T4_median,163.63909752458724,163.30661804001508,0.33247948457216125
production_style_T4_mean_minus_raw_replay_T4_median,ID08,production_style_T4_mean,raw_replay_T4_median,68.54231975597159,65.52716421543509,3.0151555405364974
production_style_T4_mean_minus_raw_replay_T4_median,ID09,production_style_T4_mean,raw_replay_T4_median,34.127332316210044,33.413709890033,0.7136224261770465
