capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.0004310589644228174,0.0006962339348094205,0.000930832731985085,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R01,BSDC91,1200,1200,0.0004497301985368805,0.0007808351849109626,0.0011665530317844478,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R02,BS2DCE,1201,1201,0.0004559315235677643,0.0007422927856706736,0.0012663292201155027,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R02,BSDC91,1200,1200,0.0004219153540889688,0.0007433571283727371,0.0011663586097576777,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R03,BS2DCE,1200,1200,0.00036743041692336494,0.0005896979686757541,0.0008291465059204055,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R03,BSDC91,1200,1200,0.0004906635050213536,0.0008723544643845952,0.0012013820163822516,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R04,BS2DCE,1200,1200,0.0004484026539028726,0.0007515257576265041,0.0011870852231664177,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R04,BSDC91,1200,1200,0.00047633405564355614,0.0008497736441677391,0.001193690773936045,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R05,BS2DCE,1200,1200,0.00033592785905199775,0.0005659353125061128,0.0007383954118678598,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R05,BSDC91,1201,1201,0.0003945510842149049,0.00071653724991789,0.001442156176730698,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R06,BS2DCE,1200,1200,0.00043095739707390955,0.0007762617604365817,0.0012404322528869647,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R06,BSDC91,1201,1201,0.000419954963172718,0.0007875542789162567,0.0012181108073171906,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R07,BS2DCE,1200,1200,0.0004044051379285078,0.0006115571866451604,0.0009187038730184941,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R07,BSDC91,1201,1201,0.0005441586351308201,0.000985875486759983,0.0015864815181555907,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R08,BS2DCE,1201,1201,0.0003194463458048368,0.0005583251031275084,0.0008985174554272812,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R08,BSDC91,1200,1200,0.00034629309505352865,0.0005554159445261811,0.000731771605519008,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R09,BS2DCE,1200,1200,0.00044621010109260407,0.0009104789662973454,0.001573190406597112,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R09,BSDC91,1200,1200,0.00046430195498787375,0.0007938967978356352,0.0011246796433577006,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R10,BS2DCE,1200,1200,0.0004382974491897353,0.0008271838413219088,0.001319413811385462,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R10,BSDC91,1200,1200,0.00041217176100915697,0.0007459296118615776,0.0011773777329166036,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R11,BS2DCE,1201,1201,0.0003859789377484224,0.0006569886280568556,0.0012387540424152231,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R11,BSDC91,1200,1200,0.0003585780598042649,0.0006039396142498149,0.0010450106238323153,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R12,BS2DCE,1200,1200,0.0004351652427632375,0.0008616400119864758,0.0014651412164078555,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R12,BSDC91,1200,1200,0.0003937988062565823,0.0007079749146028973,0.0011580714218270302,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R13,BS2DCE,1201,1201,23.78604665089109,0.016885530366163075,638.8905423566864,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R13,BSDC91,1200,1200,0.0002957713930532035,0.0005228636057974013,0.0008737675886020411,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R14,BS2DCE,1201,1201,0.000339062888867535,0.0005734174681666975,0.0010127703897174645,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R14,BSDC91,1200,1200,0.00027570947721718424,0.000479795945490891,0.0008140764413603868,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R15,BS2DCE,1200,1200,0.00031828367322341136,0.0004855025438998167,0.0007451125394433459,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R15,BSDC91,1200,1200,0.0004849357516125932,0.0008751673525611034,0.0013654066724745617,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R16,BS2DCE,1201,1201,0.0003877569180700749,0.0007033511296968469,0.0010807080196551413,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R16,BSDC91,1200,1200,0.0003111601614710633,0.0004901495423982224,0.001150076966240809,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R17,BS2DCE,1201,1201,0.00029620674994724507,0.00047550606813101705,0.0007746357484756609,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R17,BSDC91,1200,1200,0.0003440580841682205,0.000542117080938936,0.0009050072324902793,1.0,1.0,R4:L2:I4:T6,R4,L2,I4,T6,94.33125000000001,1.35,True
R01,BS2DCE,1201,1201,0.0004710397354827381,0.0007818801599025996,0.0011701765058012557,1.0,1.0,R4:L2:I4:T8,R4,L2,I4,T8,137.86875,1.35,True
R01,BSDC91,1200,1200,0.0005136321114132283,0.0009306574017670479,0.001404935601214762,1.0,1.0,R4:L2:I4:T8,R4,L2,I4,T8,137.86875,1.35,True
