position_id,anchor_id,anchor_label,range_mean,range_std,range_median,range_iqr,range_skewness,range_kurtosis,range_p10,range_p25,range_p75,range_p90,range_min,range_max,n_samples,geometric_distance,elevation_angle,azimuth_angle,rho_mm,pseudo_label
ID01,0,A,1512.8190158465388,24.844600026786335,1514.0,38.0,-0.17260780759789848,-0.5965566918863141,1479.8,1494.0,1532.0,1544.0,1441.0,1583.0,1199,1421.1246307671522,2.7899693157803527,-113.26075106498743,-56.379705934599365,-1
ID01,1,B,1768.3227689741452,21.285267812755425,1768.0,27.0,0.12235618223007345,0.012728587141105585,1741.0,1755.0,1782.0,1796.0,1707.0,1855.0,1199,1605.2834907031881,3.5802817467940447,119.26805807416969,-0.5927489624435722,0
ID01,2,C,2177.8345864661655,27.90222288405704,2177.0,42.0,0.004732619018649636,-0.420999551779798,2143.6,2157.0,2199.0,2216.0,2082.0,2256.0,1197,2103.4410575863117,1.520279122331188,49.81162683469169,-103.39980737774923,-1
ID01,3,D,2110.4373956594322,22.378680616581175,2111.0,30.0,-0.08936814032270124,-0.03717100018016062,2082.0,2096.0,2126.0,2139.0,2044.0,2180.0,1198,1914.7849185195519,2.3593622543075656,-32.39217875510792,22.083337228569228,0
ID01,4,E,2315.767693588676,22.90330444057042,2314.0,28.0,0.5465645508341144,1.0998769902041152,2288.0,2301.0,2329.0,2345.0,2247.0,2428.0,1201,1923.365297763722,46.62045080540916,-116.87797024931129,231.388397289288,1
ID01,5,F,2415.3439597315437,63.60196970820542,2407.5,54.0,3.6910345838652865,20.867678594430405,2361.0,2381.0,2435.0,2465.0,2289.0,2885.0,1192,2165.0100421770285,42.979557300246626,113.54649499721955,81.5070719730968,-1
ID01,6,G,2798.413672217353,118.35534793366561,2769.0,32.0,3.27623020902071,9.385427332482383,2739.0,2754.0,2786.0,2807.0,2689.0,3339.0,1141,2616.309305653263,33.0352132754987,46.03942900359941,3.028003360843435,0
ID01,7,H,2458.2926208651397,143.9415288820324,2472.0,55.0,-7.932600723425755,74.4746695607597,2417.0,2445.0,2500.0,2527.0,729.0,2724.0,1179,2399.5576032354747,38.087893429132315,-37.19165920022245,-86.85722186004205,-1
ID02,0,A,1873.7616666666668,17.803834714902166,1874.0,24.0,-0.10225162228202739,-0.13488270569739358,1851.0,1862.0,1886.0,1898.0,1813.0,1927.0,1200,1754.950512540284,-29.114145739245355,-111.40442838169704,-30.205587707731233,-1
ID02,1,B,1830.9450457951707,19.744082325168094,1830.0,28.0,0.17151021824935003,-0.05075607729408338,1806.0,1817.0,1845.0,1857.0,1774.0,1915.0,1201,1706.6300965483074,-28.82397289849806,121.54663762997771,-39.93935480756283,-1
ID02,2,C,2249.346989966555,29.121946911960453,2245.0,40.25,0.4625070728935453,-0.1301079217612573,2214.0,2227.75,2268.0,2289.0,2170.0,2349.0,1196,2189.747138117163,-23.331218076867653,47.51976934766816,-121.70588790860066,-1
ID02,3,D,2448.89342214821,17.658061211743423,2450.0,23.0,-0.2033295832999076,0.13872628743469484,2425.0,2438.0,2461.0,2470.0,2394.0,2503.0,1201,2155.076474994957,-23.062538626035682,-35.38882494479517,120.79178075316392,1
ID02,4,E,1698.353039134055,21.286482351409934,1699.0,31.0,-0.07001186583896285,-0.08609844697544489,1670.0,1683.0,1714.0,1725.0,1627.0,1773.0,1201,1508.4605255666588,18.349962616092487,-114.60859271391443,31.293169486351296,-1
ID02,5,F,1748.8560669456067,88.97086751594284,1736.0,97.5,1.933328858124864,8.171602586586076,1658.0,1692.5,1790.0,1846.0,1510.0,2314.0,1195,1571.6503533763926,20.598053216189612,115.43056687429379,3.3667607737327288,0
ID02,6,G,2287.0885860306644,91.37396616405158,2269.0,38.0,3.960297514025108,15.596695370408145,2236.3,2251.0,2289.0,2310.0,2187.0,2803.0,1174,2166.25976807544,13.433175743554115,43.68950183371168,-46.92245906133379,-1
ID02,7,H,2198.82898062342,43.67061248906181,2199.0,55.0,-0.2921405528821887,10.095658202619928,2148.0,2171.0,2226.0,2248.4,1761.0,2479.0,1187,2043.8498631021444,15.819461037894198,-40.039248815465605,-4.149481726711649,0
ID03,0,A,2208.2225,31.904043532912876,2209.0,47.25,-0.13233299053621644,-0.6460663602306469,2163.0,2185.0,2232.25,2251.0,2129.0,2288.0,1200,2058.307485852798,-41.87161270399892,-110.98001496947293,1.437438979754866,0
ID03,1,B,2435.606161532057,22.941454546808554,2435.0,32.0,0.1474025123057257,0.3926964371202164,2407.0,2419.0,2451.0,2464.0,2332.0,2530.0,1201,2003.1621478495194,-42.092298723624346,121.2658934349961,268.5285938912251,1
ID03,2,C,2545.033388981636,22.26023548483587,2544.0,30.0,0.20314325583225332,-0.1219681134132844,2518.0,2530.0,2560.0,2575.0,2476.0,2612.0,1198,2446.6052529669823,-34.5409372182735,47.22426379406074,-79.56400275841989,-1
ID03,3,D,2977.9966694421314,23.063753127101492,2978.0,29.0,0.06626493986252392,0.1655623449355046,2948.0,2963.0,2992.0,3008.0,2907.0,3061.0,1201,2415.7720005294423,-34.381640818909446,-35.29449087549726,388.09625521867883,1
ID03,4,E,1554.0317195325542,24.691464981913438,1555.0,33.0,-0.062485994176127456,-0.07811399022671539,1521.7,1537.0,1570.0,1584.0,1485.0,1646.0,1198,1431.3228687449155,-1.8047898275089673,-114.15584627831545,-35.569173691905355,-1
ID03,5,F,1607.1565656565656,84.61914517187837,1594.0,50.0,3.7897913721609,17.141396994382777,1548.7,1569.0,1619.0,1646.0,1443.0,2178.0,1188,1463.6698680024608,1.2899311191051874,115.11059322939288,-30.65275385233553,-1
ID03,6,G,2261.1167820069204,104.23870178680352,2240.0,32.0,3.961030126863339,14.887800466786764,2208.0,2225.0,2257.0,2276.0,2155.0,2805.0,1156,2112.369373631098,-0.45368522708199166,43.41653050685973,-22.032064616991498,0
ID03,7,H,2139.391304347826,33.93182311691795,2140.0,38.0,-1.0084604460245268,16.42266303361522,2099.0,2121.0,2159.0,2177.0,1756.0,2329.0,1173,1977.3747929489177,1.0778269484647576,-39.918860921406115,3.325588426514976,0
ID04,0,A,2462.699749791493,18.254934322717244,2464.0,25.0,-0.1686840969122896,-0.1463817778690708,2438.0,2450.0,2475.0,2485.0,2406.0,2514.0,1199,2304.997733888935,1.7291332014055127,-109.83071341149764,9.74719094361803,0
ID04,1,B,1336.935,24.598152539028888,1336.0,32.0,0.16211982535699043,0.4163589892292814,1306.0,1321.0,1353.0,1367.1000000000001,1259.0,1457.0,1200,1142.074263964839,5.054687633198549,151.984089154911,30.616477775905544,-1
ID04,2,C,1451.661101836394,19.400497544210513,1450.0,26.0,0.20433488568228542,-0.15570333675838377,1428.0,1438.0,1464.0,1479.0,1391.0,1515.0,1198,1358.4621921014088,2.3703835913985523,33.19215248904222,-85.4209418928464,-1
ID04,3,D,2570.9691923397168,21.542318596699534,2568.0,29.0,1.0368286117663938,7.018856753899394,2546.0,2556.0,2585.0,2600.0,2514.0,2782.0,1201,2348.592133350194,1.9326348438261587,-53.553492239983186,45.276122397926876,-1
ID04,4,E,2810.1725,25.398151056392535,2810.0,36.0,0.022217840546996177,-0.1295933221175649,2777.0,2792.0,2828.0,2842.0,2728.0,2893.0,1200,2606.3111643093225,32.446559496742424,-111.84085754463739,44.44253074368759,-1
ID04,5,F,2288.1782682512735,83.94658623776122,2276.0,58.75,3.6917400578227633,17.356904094273933,2222.0,2248.25,2307.0,2334.0,2147.0,2857.0,1178,1804.2256122234758,54.91218511558422,145.41012871280563,310.7915019266495,1
ID04,6,G,2227.189581554227,103.72889643854204,2205.0,33.0,3.7971640070698696,13.524639364544441,2175.0,2189.0,2222.0,2243.0,2126.0,2752.0,1171,2059.445301926714,43.847833574515505,28.801471573623523,-4.107992912607493,0
