room_id,L_mm,W_mm,H_mm,noise_std_mm,nlos_prob,nlos_bias_mean_mm,V4_median_3d,V5_median_3d,V4_dtag_opt,V5_dtag_opt,V4_dtag_height_spread,V5_dtag_height_spread,v5_minus_v4
16,9801.189304560356,4376.187183097678,3411.571825534253,28.421705975478893,0.28720096761017655,80.1063817504315,911.698486328125,60.677635192871094,136.0,64.0,0.0,24.0,-851.0208511352539
17,4351.20972504144,9057.960207149543,3814.7643480313122,31.25054439644812,0.2781297669810695,132.2313760787846,225.19509887695312,71.74697875976562,136.0,104.0,0.0,16.0,-153.4481201171875
18,7718.284097317621,6787.139614131596,2529.9867234645108,29.52422000744459,0.09699112883273982,54.30969269321263,767.4903564453125,62.87268829345703,136.0,56.0,0.0,32.0,-704.6176681518555
19,4148.471422973862,4152.416134354767,3461.059673334911,25.60195812935582,0.12295177878860113,86.3153589762286,288.5838928222656,35.17236328125,136.0,56.0,0.0,16.0,-253.41152954101562
20,5028.829635204625,6255.631162928947,3112.1064991734765,25.557457061693498,0.22486560137862027,122.8825811849156,414.31158447265625,90.75884246826172,136.0,72.0,0.0,56.0,-323.55274200439453
21,9994.571151987308,8768.842034233008,3483.9954028182738,38.92991425117489,0.20223934078014366,136.04390498290246,827.68212890625,90.3814468383789,136.0,64.0,0.0,56.0,-737.3006820678711
22,5746.196133291363,8482.770680273221,3476.3689384077197,33.292921576042986,0.10849176470858933,127.62374872957221,418.70928955078125,42.94404602050781,136.0,32.0,0.0,16.0,-375.76524353027344
23,6214.98674901131,5697.728275761283,3436.0340369994356,28.509275601075394,0.2641114749726621,92.51243532197006,261.39300537109375,54.52880859375,136.0,64.0,0.0,16.0,-206.86419677734375
24,7383.15481670494,6784.1849535826095,2961.6190997566214,35.729912498841,0.07906813346858811,118.00169411226574,557.5478515625,66.12400817871094,136.0,32.0,0.0,32.0,-491.42384338378906
25,9394.596588794866,9796.068795885456,3182.5515016126415,16.354360324393845,0.15313628915992378,124.03614893646683,1343.841064453125,57.338191986083984,136.0,72.0,0.0,16.0,-1286.502872467041
26,8306.136985215515,4125.147307003053,3340.2708682894286,23.26570670364704,0.1582968901212513,126.71638152140932,522.509765625,69.02165222167969,136.0,64.0,0.0,72.0,-453.4881134033203
27,9854.321322024494,7556.238079696177,3955.1262053899645,16.979374748820387,0.05554787427645071,138.75777256548503,700.4176025390625,30.81612205505371,136.0,56.0,0.0,24.0,-669.6014804840088
28,7385.393061174944,5292.189780963977,3079.3449607172233,18.890951417799414,0.2582544416448957,128.6214593941804,251.95147705078125,69.07795715332031,136.0,48.0,0.0,40.0,-182.87351989746094
29,8747.734411200556,8322.832322903725,3717.282453519583,19.277159872377652,0.076231055693836,76.95801248806261,534.4751586914062,36.191810607910156,136.0,56.0,0.0,16.0,-498.2833480834961
30,5074.009410057879,5955.480196774947,3265.4460369361063,39.5995955535011,0.15410425832189706,113.08446766591479,179.84353637695312,61.28834533691406,136.0,64.0,0.0,32.0,-118.55519104003906
31,5245.897334158602,5186.3567805869225,2508.313937566366,32.41364269417744,0.25902658621841734,128.75990734026607,625.6578369140625,80.05180358886719,136.0,32.0,0.0,16.0,-545.6060333251953
32,8368.287166625982,4879.777541927481,2749.450771865901,22.992529543106524,0.1315730608460342,100.96755914377147,674.9908447265625,68.34486389160156,136.0,56.0,0.0,56.0,-606.6459808349609
33,7592.323472007192,6393.113421657545,3563.347991372698,39.45961482571893,0.14417083379666817,139.573766178675,512.4844360351562,66.88341522216797,136.0,48.0,0.0,16.0,-445.6010208129883
34,9234.492391494878,7705.455738581917,3569.261291630951,17.33422661470348,0.17155438532443457,118.37435667600583,598.2477416992188,64.26518249511719,136.0,48.0,0.0,32.0,-533.9825592041016
35,4987.95825004788,6694.694798528679,3075.041741080044,30.964814805922185,0.2609603831320203,147.11949788600316,303.4797668457031,95.14382934570312,136.0,128.0,0.0,24.0,-208.3359375
36,7337.0753475907095,4695.259223447614,2750.514494003299,36.596979302002595,0.16834486072315463,130.09465970854728,497.8455505371094,84.42472076416016,136.0,40.0,0.0,64.0,-413.4208297729492
37,8043.882320481377,8258.161304178717,3230.1483981741144,36.06710107432477,0.09462858255578281,132.00174801812756,978.8062744140625,81.43467712402344,136.0,56.0,0.0,80.0,-897.3715972900391
38,4371.880622220418,5186.283580826817,2652.960095355653,28.029910431893743,0.2488530109130589,119.88916860615075,401.0985107421875,73.3486557006836,136.0,80.0,0.0,56.0,-327.7498550415039
39,7451.413213225531,5540.139652078637,3338.43454802486,24.175409621729717,0.26295020645947725,73.65451512519734,220.3011474609375,53.924415588378906,136.0,24.0,0.0,24.0,-166.3767318725586
40,7207.71988566041,7386.565146600697,3530.2909008201677,26.747087210286423,0.18486101467299632,134.75404061964235,742.8262939453125,57.50395965576172,136.0,32.0,0.0,8.0,-685.3223342895508
41,6426.601557811857,7916.925696362638,3233.887359386467,15.253600934638676,0.058535584320176345,122.2022643771145,518.9564208984375,46.268104553222656,136.0,80.0,0.0,32.0,-472.68831634521484
42,8817.730650841308,9974.894525091944,2595.024256255447,23.145199993444812,0.19831284013983624,142.91643510371028,1258.01318359375,100.53132629394531,136.0,48.0,0.0,32.0,-1157.4818572998047
43,9388.714783599515,5485.334918328527,2664.631180082296,17.46000314030244,0.2550447466997469,137.09008293873654,1067.6697998046875,75.25294494628906,136.0,56.0,0.0,8.0,-992.4168548583984
44,6909.629948578659,4752.6915788615115,3607.6481028626513,33.33902277541323,0.14703275874914262,115.53824327057328,353.843017578125,44.53788757324219,136.0,80.0,0.0,24.0,-309.3051300048828
45,8781.74201846823,8316.243762209127,3201.545650380212,22.56987248281159,0.20662355878229233,132.94648614735718,391.5839538574219,67.29058837890625,136.0,32.0,0.0,16.0,-324.2933654785156
46,4943.763188233437,8840.204497330717,2504.55514844812,15.18459103019235,0.21901929645493012,144.793321194342,610.4698486328125,109.58643341064453,136.0,88.0,0.0,64.0,-500.88341522216797
47,4260.755927708528,8552.273583872575,3378.663604981831,36.71624878175956,0.1682320753849037,72.04438708857195,297.5660095214844,72.10400390625,136.0,24.0,0.0,24.0,-225.46200561523438
48,5383.834095985392,4429.110619707302,3513.2185967115456,22.17943024449344,0.23853057597590926,148.90670533011186,230.40023803710938,64.3141098022461,136.0,64.0,0.0,48.0,-166.08612823486328
49,4798.655114966874,7941.40150150471,3077.98486679734,33.50967130670152,0.18148386622844992,99.84722207777683,594.0472412109375,73.4805908203125,136.0,24.0,0.0,16.0,-520.566650390625
50,7906.709328440371,9605.93396147082,3173.974012475408,15.851757329065391,0.2283141022956206,66.5384100914936,408.8719177246094,42.650779724121094,136.0,104.0,0.0,32.0,-366.2211380004883
51,7708.934257266983,9224.620899823452,2756.5372381989087,17.44283388694769,0.1175540753787681,64.31816618554174,682.434814453125,63.86353302001953,136.0,48.0,0.0,40.0,-618.5712814331055
52,8480.385604955405,4306.401408977315,3570.812672996968,31.782341925729696,0.06522368752793113,130.1902229377329,112.40400695800781,50.79212188720703,136.0,32.0,0.0,24.0,-61.61188507080078
53,7854.18713019023,6727.093264440051,2850.0939139202314,23.702232961943682,0.06406398147275473,58.441895557382736,623.4393310546875,31.913848876953125,136.0,48.0,0.0,8.0,-591.5254821777344
54,6197.9792403341235,4365.829347787926,3239.8938228693683,24.16979144232102,0.2823402137505977,109.55472568249293,496.29498291015625,68.68048095703125,136.0,104.0,0.0,32.0,-427.614501953125
55,8964.928975521794,9850.361971220627,2899.598835799199,36.09391345968052,0.07998456586730972,83.62999625277547,618.303466796875,71.46915435791016,136.0,32.0,0.0,32.0,-546.8343124389648
56,6359.03658449284,7983.012341680222,2527.4090170803765,17.870317468623675,0.1573874284886646,138.84287268025588,659.7254028320312,71.46397399902344,136.0,80.0,0.0,16.0,-588.2614288330078
57,5902.361591288614,9878.794231926484,3107.403038597753,37.15410450731475,0.2923671299758172,55.50861966647437,776.3197021484375,66.8578109741211,136.0,32.0,0.0,40.0,-709.4618911743164
58,7732.035245766421,8890.64507824323,3746.3272335178535,35.03897731913325,0.08254322457961079,97.24739838286462,799.2285766601562,55.28179168701172,136.0,72.0,0.0,48.0,-743.9467849731445
59,8058.238080586123,7611.551322783884,2696.4753454148645,18.164974857017086,0.2333190422050816,66.72945269905533,736.4717407226562,63.58477020263672,136.0,8.0,0.0,8.0,-672.8869705200195
60,5501.987863712464,8931.343103270974,2983.499787750398,31.57136778774712,0.09813207792318883,144.1785570024062,838.6163330078125,67.43913269042969,136.0,56.0,0.0,32.0,-771.1772003173828
61,9762.84760137653,8218.767299604056,2832.852242336181,17.950378981720682,0.09975433259903867,132.27631670216772,963.556396484375,31.115192413330078,136.0,40.0,0.0,8.0,-932.4412040710449
62,6285.822230648151,5758.617852105321,2913.3737028591627,28.138100242139444,0.16339049900206387,55.56259978771632,579.8984375,55.07048797607422,136.0,64.0,0.0,8.0,-524.8279495239258
63,4935.810533294161,8223.66009496884,3119.0375450068022,33.79841902851826,0.1857910844619069,85.36915320373319,512.6153564453125,55.02873992919922,136.0,96.0,0.0,16.0,-457.5866165161133
64,9194.89639550882,5100.355108478389,3304.8695036352037,15.716926939425871,0.21045767145859146,120.05335909303474,793.8690185546875,52.533287048339844,136.0,40.0,0.0,24.0,-741.3357315063477
65,6996.226297964478,9172.560853097726,3136.042634993712,26.034584186330665,0.12195371722341371,123.9494187298634,1121.2774658203125,60.2681884765625,136.0,32.0,0.0,24.0,-1061.00927734375
66,4872.334205709086,6074.303627888857,3349.5641654489314,17.43688172850495,0.23823972655702275,52.23123139486295,292.39794921875,38.29475021362305,136.0,80.0,0.0,40.0,-254.10319900512695
67,9976.093715114144,8587.852896595818,2928.203472462959,15.576234285907193,0.21160959485880132,52.079354802406364,398.83782958984375,62.010780334472656,136.0,80.0,0.0,40.0,-336.8270492553711
68,4446.215321569623,5616.999837474908,3618.0745791143345,20.472181216432155,0.2544367806153578,116.61639933424482,267.259521484375,59.74033737182617,136.0,72.0,0.0,32.0,-207.51918411254883
69,5876.121288482267,9626.550242060064,3943.7149797992306,36.057108824428724,0.17489155302875814,91.2414424865434,534.3357543945312,63.383235931396484,136.0,88.0,0.0,48.0,-470.95251846313477
70,9788.304508419438,5694.588023262902,3637.060491765137,28.229640798238904,0.20891619011284707,66.22774879765844,617.4827270507812,56.19482421875,136.0,136.0,0.0,0.0,-561.2879028320312
71,6987.097595101799,8597.987323845226,3242.2854887517296,31.92737706379048,0.11890662891864691,99.68571182407102,1306.68310546875,53.300201416015625,136.0,80.0,0.0,16.0,-1253.3829040527344
72,7696.238528890077,8187.1609389876785,3689.6258762128573,18.751094340497048,0.2668306759710658,118.78767054241871,641.2852783203125,64.8545913696289,136.0,64.0,0.0,32.0,-576.4306869506836
73,6506.894250538548,4261.466563768154,3666.7215830016285,33.402432448734785,0.12056491307945612,140.44027032542678,275.9395751953125,79.36304473876953,136.0,96.0,0.0,40.0,-196.57653045654297
74,5482.948956450446,6360.34817033052,3253.543969685862,30.30175802543392,0.06773545627664741,100.25819617008807,307.9962158203125,51.35139846801758,136.0,40.0,0.0,32.0,-256.6448173522949
75,4973.972340275966,4109.8510468542345,3395.027733136622,33.00063951889312,0.22317453386539587,124.374514501541,203.10801696777344,56.97608184814453,136.0,64.0,0.0,8.0,-146.1319351196289
76,6943.96850435868,5980.45062972615,2501.6602328352524,32.455237119361605,0.21468803114795781,89.87794163364441,772.146728515625,73.1418228149414,136.0,64.0,0.0,56.0,-699.0049057006836
77,6434.735800487559,9217.737879681052,3397.161663147383,39.84551662332499,0.22386449889379828,78.74586221141783,900.0758056640625,92.6156005859375,136.0,64.0,0.0,48.0,-807.460205078125
78,6672.521945070666,5283.200424266079,2589.7202932039213,28.764952623685588,0.09603253947471636,144.86066449242503,498.093017578125,68.40839385986328,136.0,80.0,0.0,64.0,-429.6846237182617
79,6552.650512727016,7319.287806511206,3570.8299291491235,26.148928883625068,0.23898834496999583,138.10942486169188,558.154541015625,88.76048278808594,136.0,48.0,0.0,48.0,-469.39405822753906
80,8399.597132610932,6156.3832255726375,3204.0070935300246,38.41613024425523,0.10687756613978451,135.341874391408,546.6396484375,65.15910339355469,136.0,0.0,0.0,72.0,-481.4805450439453
81,8655.998600188404,7186.11850125893,3176.391163615111,38.37646016802621,0.1641605716027274,136.4081032632849,932.6583251953125,76.18116760253906,136.0,80.0,0.0,24.0,-856.4771575927734
82,8097.196929714505,4467.871058317464,3066.093124202528,29.452311395964173,0.21926597087776,88.16405701580224,451.9383544921875,59.21992111206055,136.0,64.0,0.0,16.0,-392.71843338012695
83,7807.156613765069,7286.9375972383,3586.3457424310427,27.182716300511753,0.08853629539678114,85.77694419764387,433.37469482421875,48.74164581298828,136.0,88.0,0.0,24.0,-384.63304901123047
84,6790.099627468306,4860.722432994987,3942.703656496232,18.80889091414574,0.11704604084584168,125.52733011661658,396.7142333984375,32.09773635864258,136.0,48.0,0.0,16.0,-364.6164970397949
85,5850.994780532145,8685.398229334893,3679.657671578728,27.262313258323303,0.29539123933193706,75.11321174940385,453.8158874511719,45.93490219116211,136.0,48.0,0.0,32.0,-407.88098526000977
86,6845.140621694525,6186.767955957626,2782.825679872073,27.635394796761283,0.09987556486595008,101.63002865438963,716.025634765625,54.35459899902344,136.0,56.0,0.0,56.0,-661.6710357666016
87,6528.442508857652,7098.236538245843,3510.5097159918446,17.554242415412375,0.22569452445454935,106.38671426001879,515.5082397460938,56.520668029785156,136.0,64.0,0.0,24.0,-458.9875717163086
88,5550.3138459898455,9733.334440317629,2836.4215712621512,27.531577488070496,0.09541119370134209,76.50360782385818,756.052978515625,59.83967208862305,136.0,24.0,0.0,40.0,-696.213306427002
89,6263.198258890459,4935.177048432097,2923.1441474802837,33.690624613707186,0.13212704367353312,86.01454236839128,417.2815856933594,46.3553581237793,136.0,72.0,0.0,32.0,-370.9262275695801
90,4555.720154547063,8763.946590457363,3148.6762447685423,25.90979692731288,0.16167973036074124,149.70101656647472,273.89715576171875,83.54966735839844,136.0,32.0,0.0,32.0,-190.3474884033203
91,6360.927192515733,9398.100500772047,3252.176498903994,19.52805776630728,0.18107395908137985,134.78114049834923,703.7537841796875,68.58506774902344,136.0,32.0,0.0,56.0,-635.1687164306641
92,9511.60437006571,6621.4995919214525,2849.202665353414,26.648715320802687,0.23533781315650176,73.05205683340428,817.073974609375,76.52699279785156,136.0,16.0,0.0,48.0,-740.5469818115234
93,6873.577399846989,5196.660487321993,3033.841233813354,26.380761267146525,0.28540051450252657,77.02656983722835,306.5479736328125,46.24018859863281,136.0,72.0,0.0,32.0,-260.3077850341797
94,6605.6761639800825,8579.777143696941,3767.501439661274,33.05261887069365,0.18112231899148562,54.704141542583095,405.83544921875,61.525299072265625,136.0,32.0,0.0,24.0,-344.3101501464844
95,9727.813604203706,9582.591969900639,3160.3322160962543,25.54441881128691,0.1688148246126045,57.213799290615974,1021.5748291015625,49.10609436035156,136.0,48.0,0.0,40.0,-972.4687347412109
96,4035.815613313582,6332.122073096572,3888.0515347978485,39.54818100727965,0.05719438453884758,64.08885388199215,170.50819396972656,45.379905700683594,136.0,24.0,0.0,48.0,-125.12828826904297
97,5258.2211388688875,5869.643011434606,3928.456393519047,16.124021408001067,0.29226264474029756,82.95598782442735,190.90615844726562,48.51657485961914,136.0,80.0,0.0,32.0,-142.38958358764648
98,7998.393650995095,7060.571092358114,3522.7375530195413,18.43581588635564,0.13420337989071207,78.7202191568139,413.4645690917969,43.902225494384766,136.0,32.0,0.0,0.0,-369.5623435974121
99,5085.809422733169,7071.09690237677,3902.764395858302,19.23928974580886,0.1892505463444184,80.72067319544549,209.68115234375,54.2644157409668,136.0,48.0,0.0,40.0,-155.4167366027832
100,5743.380783630828,7883.942695720991,3635.2808051728844,38.753354389219425,0.21484504007883698,121.24178705350866,305.9332275390625,88.6308364868164,136.0,32.0,0.0,56.0,-217.3023910522461
101,4516.4653914440805,6953.486550344027,3304.8568514149315,29.665238861477327,0.24664484364787626,147.60939196736572,338.7059326171875,88.60302734375,136.0,64.0,0.0,32.0,-250.1029052734375
102,8826.837640416568,6367.222827530405,3646.8095208284476,37.855948742688376,0.25008513919932074,82.97633612733775,573.6263427734375,65.39066314697266,136.0,80.0,0.0,24.0,-508.23567962646484
103,8811.381606499417,4992.9891211526665,3165.20123932791,23.931941293754363,0.2817173236849095,61.96818854318445,464.56170654296875,53.607276916503906,136.0,40.0,0.0,48.0,-410.95442962646484
104,4907.514138207027,5553.099188513186,2726.9757672465753,33.64740535620122,0.13923226457997706,65.88105777979357,338.93524169921875,65.87471771240234,136.0,32.0,0.0,64.0,-273.0605239868164
105,9417.963771330375,4038.102451150763,3984.569855346437,27.75386851397987,0.2528988685363857,127.83463999883816,332.6207580566406,73.25025177001953,136.0,80.0,0.0,40.0,-259.3705062866211
106,5008.816105643135,5177.438785481425,3461.6621284887524,22.514613342089543,0.2132105706425757,129.84363855276058,246.88885498046875,41.623626708984375,136.0,48.0,0.0,8.0,-205.26522827148438
107,8417.46717343401,7777.903146187415,3304.9546757566623,20.340204496999156,0.26332887441514263,100.89459093916119,631.5741577148438,71.95896911621094,136.0,88.0,0.0,32.0,-559.6151885986328
108,5054.7552417330735,9039.505132343784,2738.2472845599295,28.54533514857975,0.07356551880744853,96.40954255537724,665.8185424804688,54.0935173034668,136.0,0.0,0.0,24.0,-611.725025177002
109,8005.178401017265,8144.700750389298,2938.1568141545745,16.42476083429683,0.12337937909914452,72.90570780989873,741.811279296875,35.371402740478516,136.0,8.0,0.0,8.0,-706.4398765563965
110,4310.033302510485,6003.385885261991,2847.395999864253,21.40915546705587,0.09234052036090205,126.74392045254851,121.35455322265625,39.06396484375,136.0,48.0,0.0,8.0,-82.29058837890625
111,4373.933173660289,7553.495907130943,2655.7633155989975,30.62988431857299,0.16312738309496766,88.80943239885411,615.7054443359375,56.221519470214844,136.0,112.0,0.0,32.0,-559.4839248657227
112,9816.437014937123,9347.807578151456,2908.1036872936206,39.647520902878796,0.21343285553870722,58.10412847707922,1110.5557861328125,150.35528564453125,136.0,136.0,0.0,0.0,-960.2005004882812
113,4575.788742792458,5669.273715218769,2707.972826012102,36.51691935348745,0.09151879543699155,87.65233657753411,177.67539978027344,62.92771911621094,136.0,64.0,0.0,32.0,-114.7476806640625
114,5411.333193144332,4698.46305103492,3981.515371926255,32.174768111060224,0.12358594873550528,145.18574112968645,339.7243957519531,53.15562438964844,136.0,80.0,0.0,32.0,-286.5687713623047
115,9758.734114914181,7867.797714611932,3452.41139582675,25.19662045071174,0.054363635046631956,135.34814205391024,522.84716796875,46.88871765136719,136.0,16.0,0.0,16.0,-475.9584503173828
116,8913.046774350416,4948.747038839008,3695.239423807059,38.12732495783209,0.1701981045041851,101.99837546322436,249.97705078125,54.693267822265625,136.0,88.0,0.0,24.0,-195.28378295898438
117,9063.86930354295,8472.27731798697,3034.375079674364,34.62766160717874,0.11869149569354646,87.56550457229966,1123.1375732421875,57.54757308959961,136.0,24.0,0.0,0.0,-1065.590000152588
118,4259.377770701974,7736.248801456427,3277.2739343391722,15.96692572848793,0.1452680996872917,126.6353897842281,338.82293701171875,47.71014404296875,136.0,16.0,0.0,48.0,-291.11279296875
119,4550.813094722475,5348.327289123639,2679.742771580236,23.6023365798427,0.13020406995831524,71.36942221752332,256.42242431640625,65.1363754272461,136.0,40.0,0.0,120.0,-191.28604888916016
120,7677.7291009514065,5459.999287640771,3102.371774830555,26.80061826515709,0.12902740093909226,73.89634372584916,675.2568359375,52.102203369140625,136.0,56.0,0.0,16.0,-623.1546325683594
121,5198.91867797182,9488.888996869697,3686.7393621980536,38.987472972612224,0.1914123492031296,98.15225912425527,444.871826171875,70.91847229003906,136.0,0.0,0.0,8.0,-373.95335388183594
122,5767.794147861454,7951.999937590035,3666.4739671862217,31.337697063489685,0.1481488646398062,143.24291843457252,231.5006103515625,52.808937072753906,136.0,16.0,0.0,24.0,-178.6916732788086
123,5264.196825025276,6629.753641001124,3985.756633133405,36.959604361042985,0.12063174152360191,60.97113307095567,247.10067749023438,43.479225158691406,136.0,96.0,0.0,24.0,-203.62145233154297
124,7508.6275456602125,7852.339510973288,3268.709501515357,26.156703754724568,0.09417597616051103,88.5621234939911,420.93109130859375,49.62577819824219,136.0,40.0,0.0,24.0,-371.30531311035156
125,8715.908135274824,8313.308710577607,2801.2009671015394,20.55692098548682,0.2930727735226791,134.0061694215048,1327.735107421875,89.06888580322266,136.0,32.0,0.0,32.0,-1238.6662216186523
126,7124.729865134244,5534.480984185051,3627.0548643864277,19.39074444030433,0.07622629566216806,128.51723764771728,400.838134765625,33.72425842285156,136.0,16.0,0.0,24.0,-367.11387634277344
127,7649.97937347703,5426.563299631928,2643.025762172081,39.479407301833646,0.12927543435872718,67.35187598848759,358.90325927734375,69.26631164550781,136.0,56.0,0.0,64.0,-289.63694763183594
128,8670.595735706225,7488.944705287129,2947.0395148316366,30.710803533756106,0.09337953609555123,123.86902228162697,627.6387939453125,67.12181091308594,136.0,96.0,0.0,16.0,-560.5169830322266
129,8417.92140557765,5978.0202903828895,2719.1756315257962,28.177919031796176,0.20523629669173765,136.29601359407914,609.3189697265625,108.23672485351562,136.0,0.0,0.0,0.0,-501.0822448730469
130,7439.764699130244,4428.476880490102,2651.3357054794083,35.733629427695135,0.09912417467872843,119.22190870276374,616.7645263671875,61.427276611328125,136.0,40.0,0.0,16.0,-555.3372497558594
131,9667.54401010303,4141.382445135439,3383.074721283391,31.67236035756478,0.13654244071083,87.07760364794437,666.3262939453125,44.20454406738281,136.0,48.0,0.0,24.0,-622.1217498779297
132,4908.597199124206,6684.611646054727,3875.8645000490615,29.171156767534214,0.2002089904096876,137.47617081845328,342.89166259765625,56.4616813659668,136.0,56.0,0.0,88.0,-286.42998123168945
133,8184.4807986540045,7092.6767935161315,3292.388712821565,27.48477159379924,0.22327040800394277,83.62510152535256,754.2813110351562,64.10559844970703,136.0,16.0,0.0,8.0,-690.1757125854492
134,7456.526364585847,6512.613729232793,2529.2320298217096,28.99199056552935,0.0882400529436655,61.88288424807492,899.6679077148438,69.77688598632812,136.0,24.0,0.0,24.0,-829.8910217285156
135,4061.3417613646884,4941.939175765801,3960.055003900555,39.92495436272783,0.11306569510119209,66.31606341909013,129.14334106445312,44.712989807128906,136.0,40.0,0.0,16.0,-84.43035125732422
136,4799.020099410067,7270.317269462508,2782.662058623118,22.153508666056588,0.09581987499468807,90.54404975857841,495.6162414550781,58.29004669189453,136.0,56.0,0.0,24.0,-437.3261947631836
137,9238.94176008644,6213.953098517648,2805.970748755252,33.038408597217014,0.2774350476561157,99.86270634790449,512.26708984375,95.49232482910156,136.0,64.0,0.0,104.0,-416.77476501464844
138,8790.9568055602,7927.860164010306,2579.9686653660706,38.82663795395384,0.16986897940768408,73.79371101696623,1198.1533203125,83.07266998291016,136.0,128.0,0.0,40.0,-1115.0806503295898
139,8432.16728256495,5395.907703581124,3967.970463357164,23.90401022409882,0.12975351005455132,63.060233895121414,285.83148193359375,32.87851333618164,136.0,40.0,0.0,16.0,-252.9529685974121
140,6231.390613893422,5463.7349601989135,2562.339153546366,30.140581475962144,0.1509062453358494,127.13717032700006,619.9080200195312,68.50025939941406,136.0,64.0,0.0,32.0,-551.4077606201172
141,4752.609120850174,4115.056217436909,2681.075144086677,28.60009388611637,0.2747541493248334,63.613112280694985,154.37664794921875,53.52867126464844,136.0,64.0,0.0,32.0,-100.84797668457031
142,4766.004789700197,6816.202778953277,3828.429138915634,29.781514875305028,0.28806283100134866,149.17827162975425,436.0224609375,100.39939880371094,136.0,48.0,0.0,32.0,-335.62306213378906
143,7641.029250878197,7154.69482295329,2526.870054256822,33.393086972989984,0.11157195009049957,78.86412812832461,729.0084838867188,60.43744659423828,136.0,32.0,0.0,24.0,-668.5710372924805
144,7814.88629855005,8048.523112017166,2926.5333697366004,22.13611644587107,0.2693224452967636,115.63775828496354,742.2075805664062,96.6141357421875,136.0,72.0,0.0,16.0,-645.5934448242188
145,9182.60445025387,6752.834851866175,2907.4271526362063,36.98156412636641,0.2404704656115364,61.78740156949878,478.5424499511719,67.34648132324219,136.0,80.0,0.0,40.0,-411.1959686279297
146,9078.132597990872,7522.491519337715,3448.0588822370964,35.8254855488927,0.20959276506731978,99.43602470653461,783.27197265625,63.37057876586914,136.0,72.0,0.0,32.0,-719.9013938903809
147,6664.521188885306,7306.4050477368855,2871.969869837772,28.332371127901965,0.1408783051466968,86.98547921283128,566.0210571289062,73.85291290283203,136.0,104.0,0.0,24.0,-492.1681442260742
148,6366.201894694888,9777.488691798524,2598.7857719480317,29.246827085335177,0.16505367008456173,87.8161775016366,858.8629150390625,65.62660217285156,136.0,16.0,0.0,16.0,-793.2363128662109
