run_id,phase,wall_time_s,n_phase0_figures,n_phase1_figures,n_phase1_rows,gpu_id,peak_gpu_mem_mb,status
20260604T161756Z,phase0+phase1,91.98003107099794,105,245,7,cpu,0,ok
