experiment_id,deployability,description,capture_id,tag,n_samples,availability_fraction,effective_update_rate_hz,err3d_p50_mm,err3d_p95_mm,err3d_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p95_mm,err_vertical_y_p50_mm,err_vertical_y_p95_mm,max_gap_s,turn_center_abs_error_3d_mm,turn_center_abs_error_xz_mm,turn_center_abs_error_y_mm,fused_radius_mm,opti_radius_mm,nominal_radius_mm,radius_error_mm,radius_error_abs_mm,circle_thickness_rms_mm,circle_thickness_p95_mm
B0_A0_U4_P0_T1,online_deployable_uwb_only,"A0 AutoPos v4-io rigid no-scale, old T4 pure UWB, no post-filter",R13,BS2DCE,1201,1.0,9.591544094726066,110.07364627883442,249.72353514227854,140.1892167645013,70.28423821891091,191.51547344248206,67.49509706792276,197.14455433942226,0.20947100000000063,132.09600508087343,128.0853901063755,32.30305557720112,377.38258063381255,312.9256941817329,440.0,64.45688645207963,64.45688645207963,144.28400175939478,293.28513530577004
B0_A0_U4_P0_T1,online_deployable_uwb_only,"A0 AutoPos v4-io rigid no-scale, old T4 pure UWB, no post-filter",R13,BSDC91,1200,1.0,10.239711649719927,92.69109598551061,180.92280009161016,109.39704004293385,57.56390750721219,128.09655817628757,57.97158186707935,154.58991443859432,0.2275070000000028,72.96945614286977,72.96945246871664,0.02315603374336206,456.4619189644449,404.7056833816649,560.0,51.75623558277999,51.75623558277999,160.1774624049172,338.06630646288585
B0_A0_U4_P0_T1,online_deployable_uwb_only,"A0 AutoPos v4-io rigid no-scale, old T4 pure UWB, no post-filter",R14,BS2DCE,1201,1.0,9.913553810770187,105.8059292736933,234.64761289969928,133.02832412883262,52.15906281079636,118.60638464492499,77.65496725972048,222.80100739016814,0.22201900000000308,3643.8820384113465,3641.4463638387974,133.2091931588434,343.67507016953914,3519.476794205686,440.0,-3175.801724036147,3175.801724036147,111.39664441644412,211.23020087554065
B0_A0_U4_P0_T1,online_deployable_uwb_only,"A0 AutoPos v4-io rigid no-scale, old T4 pure UWB, no post-filter",R14,BSDC91,1200,1.0,9.69170680648559,75.95014313790203,152.15983362913704,90.44332683211326,47.13279850115499,97.97351911316835,46.36443027253392,138.27036242760087,0.24100400000000022,3406.965760033205,3406.6036242182804,49.67330773675121,477.8746272597622,3671.731055538712,560.0,-3193.85642827895,3193.85642827895,139.1019892310925,242.0494256472566
B0_A0_U4_P0_T1,online_deployable_uwb_only,"A0 AutoPos v4-io rigid no-scale, old T4 pure UWB, no post-filter",R15,BS2DCE,1200,1.0,10.218262077985642,105.86976514315649,228.95666309125616,131.58957939997637,70.00107297566191,191.4885821172574,56.11122491612957,171.2078106058502,0.20982399999999757,3658.8380967158346,3658.6582021859685,36.281917761975365,388.97773896150807,3877.162448810546,440.0,-3488.184709849038,3488.184709849038,91.86741632110878,163.43270974977605
B0_A0_U4_P0_T1,online_deployable_uwb_only,"A0 AutoPos v4-io rigid no-scale, old T4 pure UWB, no post-filter",R15,BSDC91,1200,1.0,9.582031774017846,85.8956681628863,165.79139617562797,101.57606708693568,56.0982703662397,135.33786375483578,46.25329844329718,134.44550073625427,0.20667399999999958,4242.781424042812,4242.608551281687,38.30003647850981,568.8287792331786,4673.0834398405395,560.0,-4104.254660607361,4104.254660607361,98.01612202894928,164.6742419770083
B0_A0_U4_P0_T1,online_deployable_uwb_only,"A0 AutoPos v4-io rigid no-scale, old T4 pure UWB, no post-filter",R16,BS2DCE,1201,1.0,9.989860291803902,119.47621944514025,244.32922347298398,142.80419045172752,63.28798979336343,162.76424434903876,84.50734011563384,216.88647562744046,0.21618399999999838,10720.914318677273,10720.684657759219,70.1733375683616,336.6299669499513,10574.864179320666,440.0,-10238.234212370715,10238.234212370715,127.86926243396964,231.6628536329735
B0_A0_U4_P0_T1,online_deployable_uwb_only,"A0 AutoPos v4-io rigid no-scale, old T4 pure UWB, no post-filter",R16,BSDC91,1200,1.0,9.615754452094354,91.95732299968031,167.07141402631177,103.8778891860821,47.33106043608369,110.635629625958,66.20839753712306,144.56647580159694,0.22661499999999535,10855.996826059489,10855.801801317308,65.07179058221175,603.8219077420479,11331.750282028692,560.0,-10727.928374286645,10727.928374286645,100.81602388083326,170.52087012016622
B0_A0_U4_P0_T1,online_deployable_uwb_only,"A0 AutoPos v4-io rigid no-scale, old T4 pure UWB, no post-filter",R17,BS2DCE,1201,1.0,10.213982942648773,120.03099303578833,275.8541822436681,156.21416811137064,66.27540067673179,191.7785720541385,81.20782480210767,233.00781677834624,0.21145999999999887,10471.12541654213,10470.736694188801,90.2251069426261,573.4487103175977,9979.831054517754,440.0,-9406.382344200156,9406.382344200156,67.36058807894987,123.18155051525315
B0_A0_U4_P0_T1,online_deployable_uwb_only,"A0 AutoPos v4-io rigid no-scale, old T4 pure UWB, no post-filter",R17,BSDC91,1200,1.0,9.542348944616176,87.81824053588534,180.87812504706253,106.40027562584979,53.37455202572274,160.3004914130255,55.114471561176316,136.40373013963816,0.21490299999999252,9610.727992161179,9610.640282667042,41.05966984762881,421.40286844103304,9684.284195854798,560.0,-9262.881327413765,9262.881327413765,182.12077097056695,348.76964583450246
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R01,BS2DCE,1201,1.0,9.670244657189972,119.9964738234266,496.87711613406543,201.96289447350648,63.75370737256209,202.19147577027834,92.72502887730502,463.600898917319,0.2472799999999893,87.01222264114412,23.90259141597209,83.66476565767175,454.18542669571286,426.45493419491004,440.0,27.730492500802825,27.730492500802825,66.87707700979186,158.52086078568226
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R01,BSDC91,1200,1.0,9.75562167699062,116.78735072106736,242.67668574455675,143.75911784989123,57.57727425743418,152.28530881403913,85.94678051505468,210.5364456591985,0.229810999999998,90.14983044199326,36.424343231509624,82.46368381823186,591.8006946356754,553.4977558404732,560.0,38.30293879520218,38.30293879520218,49.40006478915319,100.72814085890307
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R02,BS2DCE,1201,1.0,10.185685038246906,113.70268514665092,246.75948380354237,146.32124824022736,63.966488421715404,141.65204206887378,79.55807255347406,209.97580518124335,0.2527329999999921,49.50735947830186,14.097949693836187,47.45762801640922,441.63907839734287,411.38212265509225,440.0,30.256955742250625,30.256955742250625,57.79654805393573,106.94544815860746
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R02,BSDC91,1200,1.0,9.564252649297773,119.94694913178157,219.26709408038562,137.17101972991495,64.0497778531283,135.65202655437318,82.03583377492987,206.0413329856498,0.21061200000000468,73.33685395577155,2.593129415320353,73.29099418049645,560.8160285023304,533.9870329923971,560.0,26.828995509933293,26.828995509933293,62.74256584571368,114.48055985863256
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R03,BS2DCE,1050,1.0,9.709869110964398,119.9867324915856,234.6688695677434,139.83580654984343,68.10093116195662,140.7643888937025,81.24431614403494,207.71103367848283,0.21259900000000087,88.36388653056883,58.070689602273966,66.6030889066235,448.95958645206093,410.241275797954,440.0,38.718310654106915,38.718310654106915,44.585868172614305,86.83807250817725
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R03,BSDC91,1200,1.0,9.619824534400529,109.95241400134557,215.7713442171848,128.14919025939892,63.106498099208665,137.86469558578776,80.81666580849628,176.12908729463362,0.22298299999999927,86.70523613787667,52.995270172967075,68.62433470001133,551.8758085212306,532.4057597268546,560.0,19.470048794375998,19.470048794375998,46.09609824602577,91.33985114610196
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R04,BS2DCE,1200,1.0,9.648877353119858,112.13077125601306,234.06320151582958,133.53005558339274,62.64058994214298,170.8494829939602,76.79178167834164,179.03281567353852,0.22420100000000076,69.11201244833767,60.15790661401666,34.022000771242574,450.36814541237834,410.89796258200374,440.0,39.4701828303746,39.4701828303746,58.968820730360044,111.79660532656372
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R04,BSDC91,1200,1.0,10.10243872870947,109.57869213360996,195.05518214765513,124.70082035634208,66.01228102252766,148.0048448075185,68.25440869792646,170.0020105760945,0.2215089999999975,82.36889812022741,52.56470856340262,63.41598214318651,563.264671414914,533.4026523194126,560.0,29.86201909550141,29.86201909550141,67.06850170218924,123.73434882033534
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R05,BS2DCE,1200,1.0,9.883473843386287,113.3921293207936,272.01684355961106,146.1713854881805,71.95447666159595,208.3952848422777,67.98693110263241,197.28614432172614,0.24221000000000004,88.71515043159557,75.98667676653564,45.78649222291074,467.21228088023156,412.072896874072,440.0,55.13938400615956,55.13938400615956,61.809886144783796,124.53984375000529
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R05,BSDC91,1201,1.0,10.079629069650302,107.83152721226112,181.11684505399475,118.35003610291481,65.45292723827532,158.496085030964,66.55177990275047,140.22549607862106,0.20794599999999974,80.54574528234343,58.12495132555517,55.75936797068266,587.6531599931468,534.7991719953401,560.0,52.85398799780671,52.85398799780671,48.33294338946242,91.9452140887422
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R06,BS2DCE,1200,1.0,9.541347429083926,108.04267934705408,199.4814956561718,125.08896078483572,66.1014946098398,143.4290714541373,68.70279362120709,179.3731840145905,0.19066100000000574,44.34185291599036,35.67322170596779,26.33668872770818,397.0521749806825,361.6911856341384,440.0,35.3609893465441,35.3609893465441,92.25575726130369,156.14838767308842
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R06,BSDC91,1201,1.0,9.664403585493515,107.29745962127909,188.5560003682824,118.49710148899555,66.25695027350879,150.33107569229338,59.15334294230729,162.885759242527,0.2421109999999942,65.78482203904555,49.1543229286578,43.720651277561274,500.85257528710105,469.19249804748443,560.0,31.660077239616612,31.660077239616612,104.07101029098156,182.78621184592635
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R07,BS2DCE,1200,1.0,9.925656830340007,94.58018532368231,207.97632413918058,119.46800345018568,62.64700099345677,160.25915002958752,59.63978721995443,154.11685181536131,0.20860400000000823,74.9003524311683,74.8830144866356,1.6115010727710342,392.6356365208375,359.8923130975424,440.0,32.743323423295124,32.743323423295124,74.10366161092026,128.4330056272455
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R07,BSDC91,1201,1.0,9.795326649655625,109.54105542029069,172.25516648271633,115.64909425311721,67.12108097976984,136.6655191469602,64.98683228815798,147.99620967004535,0.22745200000000132,79.65663979843012,55.014862217725636,57.60681556154191,489.11002638979704,467.0012460447542,560.0,22.108780345042817,22.108780345042817,80.80079192698024,151.62468778614266
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R08,BS2DCE,1201,1.0,9.895503483217244,98.57018004067898,218.21600012456912,121.18492429645954,63.719854460444914,141.33786397534053,63.54512557094142,176.05923586422034,0.23738199999999665,51.28810864967763,44.21872472756964,25.984119618115983,386.40975455214965,360.6086329403899,440.0,25.801121611759754,25.801121611759754,85.51233906222588,157.70042458981476
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R08,BSDC91,1200,1.0,9.686074330934694,86.97931517243978,163.4636771075677,100.45086318948665,59.29466161465352,128.7088573130566,46.45487653063606,135.91460099633707,0.2214879999999999,91.16972861679157,32.16428395235071,85.30755097816359,494.7274679368768,468.3368491162471,560.0,26.390618820629697,26.390618820629697,96.15288833014343,185.96949592861856
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R09,BS2DCE,1200,1.0,9.553014453711114,110.22537169552504,270.8024744932786,144.24909369915554,79.44758164505575,202.21782191495754,60.37259129842431,188.129675063054,0.2122150000000005,90.69564885696096,61.99039103696974,66.20341487165706,422.86027791481035,362.34192685475176,440.0,60.51835106005859,60.51835106005859,100.81304594187425,181.50546062964534
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R09,BSDC91,1200,1.0,9.76286012750288,121.41820490710754,213.38532308044938,136.36800036053975,80.11241564261049,169.8861072048426,73.94044569382584,167.89518712386095,0.23627600000000015,85.80565604204371,48.01038351473551,71.11690153243126,527.956662291161,470.4331214231617,560.0,57.523540867999316,57.523540867999316,101.93596923709842,198.96876944311347
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R10,BS2DCE,1200,1.0,10.230807006056772,98.16129276409173,197.8331261426688,117.76100064228912,59.47751313363089,129.79219701083937,66.33733493475756,163.66435304075546,0.22822800000000143,77.35452425117684,76.0831732805295,13.96685955005023,334.8487864286982,313.7983706055772,440.0,21.050415823121,21.050415823121,124.01469082610927,246.23026436469817
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R10,BSDC91,1200,1.0,9.706193522086027,92.40652724082568,180.2519729694514,107.32239284194158,54.054665531174734,138.20833322840633,50.30019168692013,154.55503830892178,0.20685799999999688,57.4889979439834,55.04766143290869,16.57527844023093,433.3994500285636,405.59485612190014,560.0,27.804593906663456,27.804593906663456,155.24236511099204,321.5041830707086
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R11,BS2DCE,1201,1.0,9.788279514109378,100.82887085753225,202.64661631618586,126.4485462338852,66.993561000174,170.67635418852663,51.595542768100586,158.68761462213138,0.20445999999999742,96.58527425723713,95.8794451427015,11.655350808680396,331.613001859277,313.22875369861083,440.0,18.384248160666175,18.384248160666175,113.6756745966365,214.84284853313238
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R11,BSDC91,1200,1.0,9.54863597735027,103.08758084772083,188.31439996586278,116.35263488943149,64.25732470743777,123.31260900987452,66.19692306917466,163.50516572800467,0.18422900000000197,84.77983689005579,66.98254904431589,51.970750106480864,420.8520234241425,405.0202579913873,560.0,15.831765432755162,15.831765432755162,136.00067941492057,268.6106286673952
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R12,BS2DCE,1200,1.0,9.557853688376094,100.70362621027319,200.39821974448725,118.1938482256286,57.89813386383329,133.70703534352182,63.5606944908169,180.7110581291453,0.19435199999999497,102.07562678949085,98.45496660158736,26.945373182565845,330.51727277312096,312.4971456957751,440.0,18.020127077345876,18.020127077345876,126.85779724068432,258.10390117914267
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R12,BSDC91,1200,1.0,10.241494438868845,94.15397187898236,187.6931328466041,111.13109302735211,58.72340276917424,136.84416082951148,49.18050604828369,167.31930387922316,0.22837300000000482,93.17360903699787,84.74224495899632,38.73078026955818,433.7221471064569,405.0730307309482,560.0,28.649116375508697,28.649116375508697,156.0192297780754,326.29088443800765
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R13,BS2DCE,1201,1.0,9.591544094726066,83.2189427635005,191.83993310732188,109.3194134290491,50.41025739672553,138.20637623047486,52.680474307572695,164.16865166985883,0.20947100000000063,78.46321510409447,75.39668612355531,21.721322382798917,347.4491783918463,312.9256941817329,440.0,34.523484210113395,34.523484210113395,121.8319476208127,225.57110177029506
B1_A1_U4_P0_T1,diagnostic_layout_control,"A1 one-baseline scale correction control, old T4 pure UWB",R13,BSDC91,1200,1.0,10.239711649719927,101.14383963037072,182.929064908961,113.1441086843852,54.904674909264116,125.53791787465899,66.944553479229,164.37584357449867,0.2275070000000028,48.13940159222229,45.99200301608968,14.217511885883937,436.4667942577261,404.7056833816649,560.0,31.761110876061196,31.761110876061196,153.7094456425317,290.6678189679456
