experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,kind,seed_id,experiment_uid,verdict,screening_score,rank,U,P,R
X_A0_L17_I0_T11,imu_only_diagnostic_screening,Phase4 L17 single-I T11.,34,17,40661,8590.669823217537,32757.59286619954,40489.75949509768,18771.612726565752,40661,5730.892561716105,27409.68400893937,35040.48974554558,15582.769922211393,40661,2421.757628353799,16606.67034455466,24138.94535918536,10466.648265208363,8139.092800810347,34918.50930581422,16781.702012385704,27946.32515237385,13209.566263241019,40603.224828670456,40568.48828706874,4219.429984639957,35984.70488620311,465.9365113846938,855.2001707123666,39266.7323719592,31149.90131024119,327.4946335647593,nan,nan,nan,nan,nan,17,105581.63761129307,71274.67146266808,207802.6641503953,A0,L17,I0,T11,imu_only,S02,X_A0_L17_I0_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,112260.06982885204,1374,,,
X_A0_L17_I0_T12,imu_only_diagnostic_screening,Phase4 L17 single-I T12.,34,17,40661,8590.251105911302,32757.55304226452,40490.538054238714,18771.60028226271,40661,5731.193478940649,27409.09734959725,35038.89957693164,15582.759396496736,40661,2422.0742087962903,16606.601548632672,24139.650142625625,10466.641617440528,8139.067639944578,34918.13429737369,16781.691929836918,27946.971519420305,13209.025507184884,40610.9736654926,40576.265094987655,4216.783065454432,36001.23651244848,464.3035630973387,852.50415961627,39266.7323719592,31149.90131024119,327.4946335647593,nan,nan,nan,nan,nan,17,105747.1110175471,71622.59475293185,208205.5914376796,A0,L17,I0,T12,imu_only,S02,X_A0_L17_I0_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,112384.01061253258,1375,,,
X_A0_L17_I1_T11,imu_only_diagnostic_screening,Phase4 L17 single-I T11.,34,17,40661,3087.239379788714,15135.406465883818,19004.080847854784,8449.964673096774,40661,2287.022058192266,12089.32709419477,16488.44163321932,7062.418438449528,40661,825.5908784732148,7944.682594142036,10988.904131127287,4639.412546522631,3765.8756556374665,15954.391673510883,7754.0922948841135,10797.961036084005,5166.619230180761,8313.349876756913,7729.487066368068,917.0740252057356,6078.321257517622,514.1508749790664,997.3717359411933,18078.15241265261,12019.391219315534,150.73257472174822,nan,nan,nan,nan,nan,17,24514.822944047217,9291.816742594674,49448.141621831266,A0,L17,I1,T11,imu_only,S02,X_A0_L17_I1_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,29549.44943095814,1352,,,
X_A0_L17_I1_T12,imu_only_diagnostic_screening,Phase4 L17 single-I T12.,34,17,40661,3086.321045271272,15134.038493692924,19003.606551211866,8449.959310821921,40661,2287.1714108138276,12088.95214322089,16486.690900818914,7062.414012834698,40661,825.2193403196544,7947.530553572085,10989.43624477242,4639.4095169387865,3764.8160787033366,15952.008057768227,7754.090719411592,10798.550523416481,5169.289723309152,8319.503262309303,7738.613138538279,916.1830006202845,6096.259610389876,512.2589325475462,994.8846477550808,18078.15241265261,12019.391219315534,150.73257472174822,nan,nan,nan,nan,nan,17,24556.81967490946,9333.792627583713,49518.83162862545,A0,L17,I1,T12,imu_only,S02,X_A0_L17_I1_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,29585.922476553773,1353,,,
X_A0_L17_I2_T11,imu_only_diagnostic_screening,Phase4 L17 single-I T11.,34,17,40661,4296.968013239093,17608.019333528366,22892.79063972061,10202.241167065706,40661,2956.37510702802,14202.253729092588,18629.307404070965,8003.694017201206,40661,1669.2292459876535,9859.382983985048,14747.775976053188,6326.658431588339,4670.319278699198,17613.771577255953,8605.870984043835,13640.803031110001,7524.298710975214,11893.507036802948,11765.47749642967,1904.0501260236085,10217.668735074563,503.2399357130197,946.5886173607905,19768.330512764616,15551.267807312215,164.80613542328115,nan,nan,nan,nan,nan,17,18202.993932718193,14157.970521063875,34996.75326868,A0,L17,I2,T11,imu_only,S02,X_A0_L17_I2_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,28686.069451178795,1348,,,
X_A0_L17_I2_T12,imu_only_diagnostic_screening,Phase4 L17 single-I T12.,34,17,40661,4296.964182206198,17608.204681445226,22892.68262781313,10202.234811387656,40661,2956.743778467733,14199.158160694984,18632.48517595986,8003.689310542718,40661,1668.9590483918316,9858.714859568394,14748.489636227714,6326.654136824168,4671.493929167396,17613.002899004787,8605.863048128078,13642.367749794661,7523.74186602673,11920.737989884543,11793.161443689405,1905.7472416209298,10230.921205914114,501.5349261934183,944.5265710231708,19768.330512764616,15551.267807312215,164.80613542328115,nan,nan,nan,nan,nan,17,18250.70593777217,14258.326234968052,35085.57175599789,A0,L17,I2,T12,imu_only,S02,X_A0_L17_I2_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,28726.999703216647,1350,,,
X_A0_L17_I3_T11,imu_only_diagnostic_screening,Phase4 L17 single-I T11.,34,17,40661,2660.07854828102,10641.00629321675,13317.53136514927,5985.697399454964,40661,2059.917521230657,8539.575506271456,10799.777782703097,4839.743315777632,40661,721.5631620179696,5607.15956817267,8336.420633610309,3522.1382703164363,3131.1129776396847,11557.162572124107,5663.652671967839,8602.385251202493,3749.6034793042745,7162.339122540894,6852.59370067985,980.3129871508693,4856.535433670053,476.0165166265331,926.3520221791098,12526.401786933215,9595.00542266835,104.39025578383372,nan,nan,nan,nan,nan,17,7968.532668906717,2640.1395731413404,16068.125139982481,A0,L17,I3,T11,imu_only,S02,X_A0_L17_I3_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,15182.360462952849,1318,,,
X_A0_L17_I3_T12,imu_only_diagnostic_screening,Phase4 L17 single-I T12.,34,17,40661,2659.9429400729596,10638.725860653725,13317.734761401123,5985.693894751513,40661,2059.919946286867,8536.625073047506,10801.573979457464,4839.740575996577,40661,722.2191247032684,5608.964448042624,8335.60853184633,3522.136078960869,3131.453919594731,11556.91040446653,5663.649332206742,8603.093471262837,3750.622487969101,7179.110980391526,6865.404599799411,979.9513125743704,4862.671743634037,475.14552231256505,924.4556073327541,12526.401786933215,9595.00542266835,104.39025578383372,nan,nan,nan,nan,nan,17,7981.160154053303,2643.518943228177,16114.62582980185,A0,L17,I3,T12,imu_only,S02,X_A0_L17_I3_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,15194.520540812346,1319,,,
X_A0_L17_I4_T11,imu_only_diagnostic_screening,Phase4 L17 single-I T11.,34,17,40661,2588.3372216272933,11633.930307913939,14431.187978913671,6606.498322166859,40661,1904.9808214643,10181.232091565005,13031.188472368565,5729.087502912154,40661,989.1999327775079,5528.627222979773,7665.5777112875585,3289.890038400873,3154.2144490570145,12910.43978019677,6295.360748556483,10654.408932271344,5668.727741729806,9415.383623437006,9251.50816145038,1463.5261084977155,5693.725851042152,516.1501586703413,1037.8479016440642,14235.200281756097,11788.690631567704,118.74103642425573,nan,nan,nan,nan,nan,17,7888.632726453775,5270.0875294836615,14886.295157605091,A0,L17,I4,T11,imu_only,S02,X_A0_L17_I4_T11__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,16041.774206164602,1320,,,
X_A0_L17_I4_T12,imu_only_diagnostic_screening,Phase4 L17 single-I T12.,34,17,40661,2588.999941414227,11630.484674525715,14433.969145221334,6606.494409276389,40661,1904.2855236731411,10179.47340308892,13032.845379286078,5729.084274789137,40661,988.1818782222618,5528.697101262402,7664.817091148807,3289.8878023671255,3153.3340595768004,12909.824859410994,6295.357363120329,10653.058441434052,5668.416701907165,9434.671343238388,9271.038024905101,1463.9329490598407,5707.393796031609,514.6721122742167,1035.717490559103,14235.200281756097,11788.690631567704,118.74103642425573,nan,nan,nan,nan,nan,17,7910.214254812855,5295.063726520896,14888.218439755618,A0,L17,I4,T12,imu_only,S02,X_A0_L17_I4_T12__S02,IMU_ONLY_DRIFTS_AS_EXPECTED,16062.619636755451,1321,,,
