phase_bin_deg,n_samples,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,abs_radius_mean_mm,abs_radius_rmse_mm,abs_radius_p50_mm,abs_radius_p90_mm,abs_radius_p95_mm,abs_radius_max_mm
0-90,9669,112.98096137393959,127.97212613189,106.07282531265808,176.49012571014552,202.78663241170946,780.2984891665983,68.90176510591228,80.53686855131986,61.553798220058994,122.18987594496737,142.92072765507902,401.125635857747,77.517772559124,99.45188721519462,67.40874069403105,150.4176948756206,175.92984826295307,742.0144089785439,57.0258142690647,70.72769638064115,49.52777952892251,114.59965761687508,133.74788002172966,301.76876547873627
180-270,10729,115.64134363199446,130.69491103565164,106.46617219918656,187.0343440605667,221.19617390811976,686.3757212984104,70.87505668440669,83.15303777792612,62.73066985645712,126.00028770030833,156.3209236503424,348.4531129565225,79.92217372708309,100.83021411719645,69.68837514770087,155.05516309935155,183.4472041837917,647.5920894128164,60.45265029596519,77.10213600009034,50.52933349382977,122.96656889031185,150.3987876244189,380.0683003359947
270-360,9644,104.81322796451245,116.71059045561914,97.18728309725306,172.3556514903342,194.79495636464117,608.9576297988241,66.29933021709897,76.44494568845579,60.30513406506641,115.26820173516992,134.0256350959134,586.4241367967544,70.1795854464283,88.19031808077519,59.055320671069865,142.78010450783626,169.7047261953293,391.8824126460352,54.69886689664176,69.38188996667367,45.58535018090237,113.79180159245021,134.95643393888543,367.59951046490295
90-180,10619,113.25260945670958,125.17044490038548,106.86799967932276,179.2634210183598,205.1193845335497,654.5249491256905,68.64441962896657,79.92093284699034,62.0341475288269,119.90065087690938,142.52584957217178,504.35092070671845,78.58007332249362,96.33423466985813,70.77751842238706,150.67768750327693,175.39166344742105,595.8838796845903,65.0173183000878,80.84036445012082,56.13052653345608,129.89490342717525,153.75927551549879,478.8868713771627
