baseline_median_mm,baseline_p95_mm,baseline_rmse_mm,gated_median_mm,gated_p95_mm,gated_rmse_mm,median_improvement_mm,p95_improvement_mm,rmse_improvement_mm,bootstrap_median_improvement_ci95_low,bootstrap_median_improvement_ci95_high,bootstrap_p95_improvement_ci95_low,bootstrap_p95_improvement_ci95_high,bootstrap_p_median_improvement_le0,bootstrap_p_p95_improvement_le0
44.485154905540796,164.13531468752078,81.53684273071075,53.79415508737393,118.63114584929035,68.91965745125113,-9.309000181833134,45.50416883823043,12.617185279459619,-27.72884149230309,17.39560207382913,-32.377491423896075,90.24633785473395,0.7344,0.1077
