pipeline,position_id,error_3d_mm,d_tag_train_mm,anchors_used,anchor_subset
p50,ID01,181.37208532251657,49.15058155612294,8,ABCDEFGH
p50,ID02,63.006665925157485,50.33935992117519,8,ABCDEFGH
p50,ID03,38.59350870559738,49.61495305721834,8,ABCDEFGH
p50,ID04,134.4404724923281,48.11644940610554,8,ABCDEFGH
p50,ID05,41.49281270265877,48.60844070875655,8,ABCDEFGH
p50,ID06,181.18299564320307,47.93989214256091,8,ABCDEFGH
p50,ID07,142.73746663674936,48.60844070875655,8,ABCDEFGH
p50,ID08,71.71726004028105,49.61495305721834,8,ABCDEFGH
p50,ID09,73.15613486242549,49.61495305721834,8,ABCDEFGH
p50,ID10,59.55588534631337,48.60844070875655,8,ABCDEFGH
p50,ID11,55.46776696831115,47.93989214256091,8,ABCDEFGH
p50,ID12,102.19912298229418,49.61495305721834,8,ABCDEFGH
p50,ID13,67.64149999603949,49.61495305721834,8,ABCDEFGH
p50,ID14,80.26766480104463,50.33935992117519,8,ABCDEFGH
p50,ID15,71.52368684018438,50.33935992117519,8,ABCDEFGH
p50,ID16,25.973539678067223,49.61495305721834,8,ABCDEFGH
p50,ID17,70.53565433391215,50.821244254406636,8,ABCDEFGH
p50,ID18,35.25056887095015,50.821244254406636,8,ABCDEFGH
p50,ID19,65.27947172145433,49.7972190738088,8,ABCDEFGH
p50,ID20,28.628198107967485,50.821244254406636,8,ABCDEFGH
p50,ID21,49.12586104887479,49.61495305721834,8,ABCDEFGH
p50,ID22,42.20784544945162,50.821244254406636,8,ABCDEFGH
p50,ID23,36.46236981929912,49.61495305721834,8,ABCDEFGH
p50,ID24,29.96903635736841,48.60844070875655,8,ABCDEFGH
lower_trim_20,ID01,164.46769385155918,6.695290084178154,8,ABCDEFGH
lower_trim_20,ID02,48.029634661426414,7.787180124808472,8,ABCDEFGH
lower_trim_20,ID03,35.61977169522973,7.787180124808472,8,ABCDEFGH
lower_trim_20,ID04,162.25183275796982,5.7622659454732315,8,ABCDEFGH
lower_trim_20,ID05,38.42950820723156,6.18630779966594,8,ABCDEFGH
lower_trim_20,ID06,192.40182765551933,5.7622659454732315,8,ABCDEFGH
lower_trim_20,ID07,95.8621008033365,7.177585830966294,8,ABCDEFGH
lower_trim_20,ID08,60.5555348896421,6.872480402349453,8,ABCDEFGH
lower_trim_20,ID09,56.20018999086801,6.872480402349453,8,ABCDEFGH
lower_trim_20,ID10,57.37811155050123,6.18630779966594,8,ABCDEFGH
lower_trim_20,ID11,75.37242772952652,5.7622659454732315,8,ABCDEFGH
lower_trim_20,ID12,123.37760608210466,6.695290084178154,8,ABCDEFGH
lower_trim_20,ID13,37.273722407354164,7.177585830966294,8,ABCDEFGH
lower_trim_20,ID14,68.10481393791733,7.177585830966294,8,ABCDEFGH
lower_trim_20,ID15,40.94067514965518,7.177585830966294,8,ABCDEFGH
lower_trim_20,ID16,37.795609857213684,6.872480402349453,8,ABCDEFGH
lower_trim_20,ID17,90.42945757380272,7.787180124808472,8,ABCDEFGH
lower_trim_20,ID18,38.2491183735532,7.5452316535918555,8,ABCDEFGH
lower_trim_20,ID19,34.31845513763424,7.177585830966294,8,ABCDEFGH
lower_trim_20,ID20,27.03112135710006,7.787180124808472,8,ABCDEFGH
lower_trim_20,ID21,28.186359485922296,7.177585830966294,8,ABCDEFGH
lower_trim_20,ID22,30.582907868555047,6.872480402349453,8,ABCDEFGH
lower_trim_20,ID23,34.76452812108995,7.177585830966294,8,ABCDEFGH
lower_trim_20,ID24,16.798701111294797,6.695290084178154,8,ABCDEFGH
quality_weighted,ID01,196.50228989705164,51.80430851239819,8,ABCDEFGH
quality_weighted,ID02,67.75013307586245,53.24565028386465,8,ABCDEFGH
quality_weighted,ID03,47.46827078228392,54.82378729450657,8,ABCDEFGH
quality_weighted,ID04,154.07208289393634,50.270186473373954,8,ABCDEFGH
quality_weighted,ID05,41.559612922055585,50.8047019775779,8,ABCDEFGH
quality_weighted,ID06,180.74731141962738,50.37169402354572,8,ABCDEFGH
quality_weighted,ID07,145.0603833697728,51.38584506370455,8,ABCDEFGH
quality_weighted,ID08,68.54588676128243,51.80430851239819,8,ABCDEFGH
quality_weighted,ID09,72.73969841833454,51.80430851239819,8,ABCDEFGH
quality_weighted,ID10,54.250154091936885,50.8047019775779,8,ABCDEFGH
quality_weighted,ID11,57.348219298628244,50.270186473373954,8,ABCDEFGH
quality_weighted,ID12,105.32292202297525,51.80430851239819,8,ABCDEFGH
quality_weighted,ID13,70.48240864946192,51.80430851239819,8,ABCDEFGH
quality_weighted,ID14,82.22916031486032,53.24565028386465,8,ABCDEFGH
quality_weighted,ID15,84.34136182270304,51.80430851239819,8,ABCDEFGH
quality_weighted,ID16,23.011453855358084,51.80430851239819,8,ABCDEFGH
quality_weighted,ID17,73.44083067040467,54.82378729450657,8,ABCDEFGH
quality_weighted,ID18,29.75472187603882,54.82378729450657,8,ABCDEFGH
quality_weighted,ID19,60.10406556174218,53.24565028386465,8,ABCDEFGH
quality_weighted,ID20,27.54843520939872,54.82378729450657,8,ABCDEFGH
quality_weighted,ID21,42.301366624466574,53.24565028386465,8,ABCDEFGH
quality_weighted,ID22,52.09396171846055,53.24565028386465,8,ABCDEFGH
quality_weighted,ID23,35.20884907069709,50.8047019775779,8,ABCDEFGH
quality_weighted,ID24,33.02783554883214,50.8047019775779,8,ABCDEFGH
quality_filtered_gt80,ID01,181.37208532251657,49.15058155612294,8,ABCDEFGH
quality_filtered_gt80,ID02,62.90249386273123,50.33935992117519,8,ABCDEFGH
quality_filtered_gt80,ID03,38.59350870559738,49.61495305721834,8,ABCDEFGH
quality_filtered_gt80,ID04,134.4404724923281,48.11644940610554,8,ABCDEFGH
quality_filtered_gt80,ID05,41.49281270265877,48.60844070875655,8,ABCDEFGH
quality_filtered_gt80,ID06,181.18299564320307,47.93989214256091,8,ABCDEFGH
quality_filtered_gt80,ID07,142.73764405067445,48.60844070875655,8,ABCDEFGH
quality_filtered_gt80,ID08,71.71726004028105,49.61495305721834,8,ABCDEFGH
quality_filtered_gt80,ID09,73.09923709750699,49.61495305721834,8,ABCDEFGH
quality_filtered_gt80,ID10,59.55588534631337,48.60844070875655,8,ABCDEFGH
quality_filtered_gt80,ID11,54.96959497648841,47.93989214256091,8,ABCDEFGH
quality_filtered_gt80,ID12,102.19912298229418,49.61495305721834,8,ABCDEFGH
quality_filtered_gt80,ID13,67.64149999603949,49.61495305721834,8,ABCDEFGH
quality_filtered_gt80,ID14,80.26766480104463,50.33935992117519,8,ABCDEFGH
quality_filtered_gt80,ID15,71.52368684018438,50.33935992117519,8,ABCDEFGH
quality_filtered_gt80,ID16,25.973539678067223,49.61495305721834,8,ABCDEFGH
quality_filtered_gt80,ID17,70.53565433391215,50.821244254406636,8,ABCDEFGH
quality_filtered_gt80,ID18,35.25056887095015,50.821244254406636,8,ABCDEFGH
quality_filtered_gt80,ID19,65.27947172145433,49.7972190738088,8,ABCDEFGH
quality_filtered_gt80,ID20,28.781689363488606,50.821244254406636,8,ABCDEFGH
quality_filtered_gt80,ID21,49.54158683985848,49.61495305721834,8,ABCDEFGH
quality_filtered_gt80,ID22,42.20784544945162,50.821244254406636,8,ABCDEFGH
quality_filtered_gt80,ID23,36.46236981929912,49.61495305721834,8,ABCDEFGH
