pipeline,position_id,error_3d_mm,d_tag_train_mm,anchors_used,anchor_subset
quality_filtered_gt80,ID24,29.847537647299077,48.60844070875655,8,ABCDEFGH
quality_filtered_gt90,ID01,181.1000323575641,49.15058155612294,8,ABCDEFGH
quality_filtered_gt90,ID02,62.90249386273123,50.33935992117519,8,ABCDEFGH
quality_filtered_gt90,ID03,39.32385855943678,49.61495305721834,8,ABCDEFGH
quality_filtered_gt90,ID04,133.48640230812634,48.11644940610554,8,ABCDEFGH
quality_filtered_gt90,ID05,41.49281270265877,48.60844070875655,8,ABCDEFGH
quality_filtered_gt90,ID06,181.18299564320307,47.93989214256091,8,ABCDEFGH
quality_filtered_gt90,ID07,142.73746663674936,48.60844070875655,8,ABCDEFGH
quality_filtered_gt90,ID08,71.62259022479991,49.61495305721834,8,ABCDEFGH
quality_filtered_gt90,ID09,73.15613486248834,49.61495305721834,8,ABCDEFGH
quality_filtered_gt90,ID10,59.55588534631275,48.60844070875655,8,ABCDEFGH
quality_filtered_gt90,ID11,54.96959497648841,47.93989214256091,8,ABCDEFGH
quality_filtered_gt90,ID12,102.26207928879354,49.61495305721834,8,ABCDEFGH
quality_filtered_gt90,ID13,67.42645897862782,49.61495305721834,8,ABCDEFGH
quality_filtered_gt90,ID14,80.26766480104463,50.33935992117519,8,ABCDEFGH
quality_filtered_gt90,ID15,71.52368684018438,50.33935992117519,8,ABCDEFGH
quality_filtered_gt90,ID16,25.973539678067223,49.61495305721834,8,ABCDEFGH
quality_filtered_gt90,ID17,70.53556740176691,50.821244254406636,8,ABCDEFGH
quality_filtered_gt90,ID18,35.25056887095015,50.821244254406636,8,ABCDEFGH
quality_filtered_gt90,ID19,64.20605508276375,49.7972190738088,8,ABCDEFGH
quality_filtered_gt90,ID20,28.776188788522266,50.821244254406636,8,ABCDEFGH
quality_filtered_gt90,ID21,49.54158683985848,49.61495305721834,8,ABCDEFGH
quality_filtered_gt90,ID22,42.20784544945162,50.821244254406636,8,ABCDEFGH
quality_filtered_gt90,ID23,36.46236981929912,49.61495305721834,8,ABCDEFGH
quality_filtered_gt90,ID24,29.847537647299077,48.60844070875655,8,ABCDEFGH
quality_filtered_gt95,ID01,180.86986623807587,49.15058155612294,8,ABCDEFGH
quality_filtered_gt95,ID02,62.95376174263274,50.33935992117519,8,ABCDEFGH
quality_filtered_gt95,ID03,39.32385855943678,49.61495305721834,8,ABCDEFGH
quality_filtered_gt95,ID04,134.4404724923281,48.11644940610554,8,ABCDEFGH
quality_filtered_gt95,ID05,41.49281270265877,48.60844070875655,8,ABCDEFGH
quality_filtered_gt95,ID06,180.85539164788955,47.93989214256091,8,ABCDEFGH
quality_filtered_gt95,ID07,140.74252278805312,48.60844070875655,8,ABCDEFGH
quality_filtered_gt95,ID08,71.67703438430723,49.61495305721834,8,ABCDEFGH
quality_filtered_gt95,ID09,71.93998530754503,49.61495305721834,8,ABCDEFGH
quality_filtered_gt95,ID10,59.55588534631275,48.60844070875655,8,ABCDEFGH
quality_filtered_gt95,ID11,55.46776696831115,47.93989214256091,8,ABCDEFGH
quality_filtered_gt95,ID12,101.96793301250347,49.61495305721834,8,ABCDEFGH
quality_filtered_gt95,ID13,67.42645897862782,49.61495305721834,8,ABCDEFGH
quality_filtered_gt95,ID14,80.26766480104463,50.33935992117519,8,ABCDEFGH
quality_filtered_gt95,ID15,70.28894700259619,50.33935992117519,8,ABCDEFGH
quality_filtered_gt95,ID16,25.973539678067223,49.61495305721834,8,ABCDEFGH
quality_filtered_gt95,ID17,70.72225642520293,50.821244254406636,8,ABCDEFGH
quality_filtered_gt95,ID18,35.25056884821598,50.821244254406636,8,ABCDEFGH
quality_filtered_gt95,ID19,63.134994840163365,49.7972190738088,8,ABCDEFGH
quality_filtered_gt95,ID20,28.776188788522266,50.821244254406636,8,ABCDEFGH
quality_filtered_gt95,ID21,48.712598097198985,49.61495305721834,8,ABCDEFGH
quality_filtered_gt95,ID22,42.20784544945162,50.821244254406636,8,ABCDEFGH
quality_filtered_gt95,ID23,36.46236981929912,49.61495305721834,8,ABCDEFGH
quality_filtered_gt95,ID24,29.734404483574018,48.60844070875655,8,ABCDEFGH
