pipeline,loo_median_mm,p95_mm,rmse_mm,d_tag_mean_mm,d_tag_median_mm,device
lower_trim_20,44.485154905540796,164.13531468752078,81.53684273071075,6.923844094469736,7.025033116657873,cuda:0
p50,64.14306882330591,175.41616629223492,85.01117790517942,49.525019933128505,49.61495305721834,cuda:0
clean_window,62.05986377210085,173.29980532085767,84.68671306445066,33.77969816724032,33.62582932252829,cuda:0
