pipeline,position_id,error_3d_mm,d_tag_train_mm,anchors_used,anchor_subset
quality_gt80_then_lower_trim_20,ID01,164.93680769830087,6.874777277979305,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID02,48.089987585980474,7.972378373644418,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID03,35.327519618645034,7.846611766230126,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID04,162.7217085560147,5.683972927970402,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID05,38.24250241230475,6.198529819926264,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID06,192.5215058445873,5.683972927970402,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID07,95.83044500291795,7.545300909597202,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID08,59.01459896481133,7.234182707302992,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID09,56.72418254927734,7.234182707302992,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID10,59.19606518035206,6.198529819926264,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID11,75.24148782569515,5.683972927970402,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID12,123.14238255533411,6.874777277979305,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID13,37.45536046817657,7.545300909597202,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID14,68.39644594400035,7.545300909597202,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID15,40.38676282603244,7.545300909597202,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID16,37.671665277939844,7.234182707302992,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID17,90.87195876454271,7.972378373644418,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID18,38.534687415310906,7.972378373644418,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID19,34.12656612535867,7.545300909597202,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID20,27.210719188749167,7.972378373644418,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID21,28.10953500012817,7.545300909597202,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID22,31.253703429024437,7.234182707302992,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID23,34.5168491790753,7.545300909597202,8,ABCDEFGH
quality_gt80_then_lower_trim_20,ID24,16.45923672868428,6.874777277979305,8,ABCDEFGH
